,city,country,description,name,start year,status,type
2395,"Municipality of Atlatlahucan, Mexico",Mexico,Poner en práctica la colocación o instalación de biodigestores para todos los ganaderos.,Programa de Biodigestores - Municipality of Atlatlahucan,,,Technical/Infrastructure investment
2396,"Municipality of Atlatlahucan, Mexico",Mexico,"Apoyo a los agricultores con abono orgánico, para bajar  el uso de fertilizante u otros químicos.",Uso de abono Orgánico - Municipality of Atlatlahucan,,,Policy/Strategies/Action Plans
2397,"Municipality of Atlatlahucan, Mexico",Mexico,"Incluir en las construcciones calentadores solares, de manera básica para aprovechar la energía solar al 100% y bajar la emisión de GE",Incorporación de calentadores solares en el Municipio - Municipality of Atlatlahucan,,,Regulatory
2398,"Municipality of Atlatlahucan, Mexico",Mexico,Incentivar la sustitución gradual de productos industriales por los elaborados con madera proveniente de plantaciones forestales,Incentivar el uso de combustibles renovables en los procesos industriales - Municipality of Atlatlahucan,,,Fiscal / Financial mechanism
2399,"Municipality of Atlatlahucan, Mexico",Mexico,"Mejoramiento de carreteras y caminos, para un uso eficiente del transporte. Promover un sistema de transporte público masivo, que no impacte de manera negativa al medio ambiente. Que el tráfico urbano sea armónico en y entre las localidades del Municipio",Por una menor contaminación - Municipality of Atlatlahucan,,,Technical/Infrastructure investment
2400,"Municipality of Atlatlahucan, Mexico",Mexico,"Realizar recorridos con el carro que recolecta la basura clasificada, para la certificación continua, de que se lleva a cabo el programa.",Programación de conservación para el desarrollo sostenible - Municipality of Atlatlahucan,,,Regulatory
2401,"Municipality of Atlatlahucan, Mexico",Mexico,Programa sustentable para el cambio de luminarias incandescentes por luminarias ahorradoras con el que se pretende disminuir hasta un 50% el consumo de energía en alumbrado público y el ahorro en los recursos asignados para el pago de la energía.,Cámbialo por un ahorrador - Municipality of Atlatlahucan,,,Technical/Infrastructure investment
2402,"Municipality of Atlatlahucan, Mexico",Mexico,"Incrementar y mejorar la producción agrícola, implementado sistemas tecnificados de irrigación además de fortalecer la organización por asociaciones de usuarios de los sistemas existentes.",Tecnificación Agrícola - Municipality of Atlatlahucan,,,Organizational / Governance
2403,"Municipality of Atlatlahucan, Mexico",Mexico,"Programación de apagones en horarios no necesarios para las casas habitación del Municipio, durante cuatro horas, una vez por mes.",Apágate un poquito - Municipality of Atlatlahucan,,,Regulatory
2404,"Municipality of Atlatlahucan, Mexico",Mexico,"Conservación y ampliación de las áreas arboladas en zonas urbanas, desarrollar plantaciones energéticas para la producción de leña, carbón vegetal y generación de energía, Incentivar la inversión del sector privado en programas de reforestación a través de incentivos fiscales. La administración de bosques y selvas nativas, a través de un programa forestal sustentable, permitiría conservar su diversidad biológica, productividad, capacidad de regeneración, vitalidad y su potencial para cumplir, ahora y en el futuro, las funciones ecológicas, económicas y sociales.",Constituir programas para el establecimiento de plantaciones forestales productivas y plantaciones forestales protectoras. Manejo forestal sustentable - Municipality of Atlatlahucan,,,Policy/Strategies/Action Plans
2405,"Municipality of Atotonilco de Tula, Mexico",Mexico,Promoting low-carbon fuel sources.,Renewable energy promotion - Municipality of Atotonilco de Tula,2015,In operation,Policy/Strategies/Action Plans
2406,"Municipality of Atotonilco de Tula, Mexico",Mexico,Integrated management of manure biodigesters,Integrated management of waste-to-energy systems - Municipality of Atotonilco de Tula,2015,,Policy/Strategies/Action Plans
2407,"Municipality of Atotonilco de Tula, Mexico",Mexico,Use of biofertilizers,Use of biofertilizers - Municipality of Atotonilco de Tula,2015,,Policy/Strategies/Action Plans
2408,"Municipality of Atotonilco de Tula, Mexico",Mexico,Development of regulations to encourage the use of energy efficient vehicles.,Regulations for vehicle verification - Municipality of Atotonilco de Tula,2014,In operation,Regulatory
2409,"Municipality of Atotonilco de Tula, Mexico",Mexico,Improvement of roads and infrastructure for low-carbon transport,Improvement of roads and infrastructure for low-carbon transport - Municipality of Atotonilco de Tula,2014,In operation,Technical/Infrastructure investment
2410,"Municipality of Atotonilco de Tula, Mexico",Mexico,Renovación tecnologica de sistemas que operan con energia,Renovación tecnologica de sistemas que operan con energia - Municipality of Atotonilco de Tula,2014,In operation,
2411,"Municipality of Atotonilco de Tula, Mexico",Mexico,Replacing incandescent lights for energy savings.,Energy-efficiency lighting retrofits - Municipality of Atotonilco de Tula,2014,,Technical/Infrastructure investment
2412,"Municipality of Atotonilco de Tula, Mexico",Mexico,Program to increase the use of low-carbon transport via bicycles.,Program to increase cycling - Municipality of Atotonilco de Tula,2014,In operation,Policy/Strategies/Action Plans
2413,"Municipality of Atotonilco de Tula, Mexico",Mexico,This project entails scaling up reforestation in both the urban and rural environment.,Reforestation  - Municipality of Atotonilco de Tula,2013,In operation,Policy/Strategies/Action Plans
2414,"Municipality of Atotonilco de Tula, Mexico",Mexico,Integrated management of municipal solid waste,Integrated management of municipal solid waste - Municipality of Atotonilco de Tula,2013,In operation,Policy/Strategies/Action Plans
2415,"Municipality of Atotonilco de Tula, Mexico",Mexico,This project seeks to improve the mainstreaming of energy efficient technologies and appliances in the built urban environment and infrastructure.,Promotion of energy efficient technologies - Municipality of Atotonilco de Tula,2013,In operation,Technical/Infrastructure investment
2416,"Municipality of Atotonilco de Tula, Mexico",Mexico,sustitución de unidades viejas o en mal estado por unidades nuevas,sustitución de unidades viejas o en mal estado por unidades nuevas - Municipality of Atotonilco de Tula,2013,In operation,Policy/Strategies/Action Plans
2417,"Municipality of Atotonilco de Tula, Mexico",Mexico,Replacing outdated appliances with more efficient technologies,Energy efficient appliance updrading - Municipality of Atotonilco de Tula,2013,In operation,Policy/Strategies/Action Plans
2418,"Municipality of Atotonilco de Tula, Mexico",Mexico,This project supports the creation and conservation of naturally protected areas.,Creation of protected areas - Municipality of Atotonilco de Tula,2013,In operation,Policy/Strategies/Action Plans
2419,"Municipality of Atotonilco de Tula, Mexico",Mexico,Wastewater treatment,Wastewater treatment - Municipality of Atotonilco de Tula,2012,In operation,
2420,"Municipality of Atotonilco de Tula, Mexico",Mexico,Applying environmental criteria in buildings,Applying environmental criteria in buildings - Municipality of Atotonilco de Tula,,,Policy/Strategies/Action Plans
2421,"Municipality of Axochiapan, Mexico",Mexico,Fomentar la instalación de agroindustrias en las áreas aptas para este fin.,Implantación de tecnología de punta para la optimización de la producción agrícola. - Municipality of Axochiapan,,,Public Participation/Stakeholder engagement
2422,"Municipality of Axochiapan, Mexico",Mexico,Incrementar y mejorar las áreas agropecuarias de riego con sistemas tecnificados de irrigación y fortalecer la organización por asociaciones de usuarios de los sistemas existentes,Incorporar sistemas tecnificados en la agricultura  - Municipality of Axochiapan,,,Technical/Infrastructure investment
2423,"Municipality of Axochiapan, Mexico",Mexico,"Mejoramiento de las vialidades principales en la Cabecera Municipal, Telixtac, Atlacahualoya, Quebrantadero, Marcelino Rodríguez, Tlalayo, Joaquín Camaño, Cayehuacan, Ahuaxtla, Palo Blanco y Los Gavilanes.",Pavimentación de las calles en la localidad - Municipality of Axochiapan,,,Technical/Infrastructure investment
2424,"Municipality of Axochiapan, Mexico",Mexico,"Promueve el desarrollo urbano y el ordenamiento territorial, para contribuir a mejorar la calidad de vida de los habitantes de zonas urbanas en las que se presenta pobreza y rezagos en infraestructura y servicios urbanos.",PROGRAMA HÁBITAT - Municipality of Axochiapan,,,Policy/Strategies/Action Plans
2425,"Municipality of Axochiapan, Mexico",Mexico,Capacitación a los equipos técnicos municipales para la adecuada aplicación de la normatividad en materia de control industrial.,Control Agroindustrial - Municipality of Axochiapan,,,Organizational / Governance
2426,"Municipality of Axochiapan, Mexico",Mexico,Contribuir al mejoramiento de las condiciones de vida de familias indígenas y rurales que residen en localidades de alta y muy alta marginación.,Mejoramiento de vivienda - Municipality of Axochiapan,,,Policy/Strategies/Action Plans
2427,"Municipality of Axochiapan, Mexico",Mexico,Reactivar los comités municipales agropecuarios para detectar y apoyar a las necesidades de la comunidad.,Programas de capacitación en el área de comercialización de los productos agropecuarios - Municipality of Axochiapan,,,Organizational / Governance
2428,"Municipality of Axochiapan, Mexico",Mexico,"Dotar de energía eléctrica a las colonias que carecen del servicio en la Cabecera Municipal, Telixtac, Atlacahualoya, Quebrantadero, Marcelino Rodríguez, Tlalayo, Joaquín Camaño, Cayehuacan, Ahuaxtla, Palo Blanco y los Gavilanes con la finalidad de ampliar la seguridad pública.",Suministro eficiente de la energía con sistemas fotovoltaicos - Municipality of Axochiapan,,,Technical/Infrastructure investment
2429,"Municipality of Axochiapan, Mexico",Mexico,"Crear programas de difusión de las zonas de preservación y su importancia para la vida humana, mediante folletería, medios de comunicación, seminarios y conferencias por parte de las dependencias federales y estatales que tengan injerencia en la materia.","Delimitaciones de las áreas urbanizadas, urbanizables y de preservación ecológica, de acuerdo a los Programas de Desarrollo Urbano. - Municipality of Axochiapan",,,Education/Awareness Raising
2430,"Municipality of Axochiapan, Mexico",Mexico,"Promover la creación de programas de detección de la vocación del suelo, para el aprovechamiento de cultivos agrícolas específicos",Aprovechamiento óptimo del suelo - Municipality of Axochiapan,,,Assessment/Research
2431,"Municipality of Bacalar, Mexico",Mexico,"La identificación de medias y acciones promoverán el desarrollo de capacidades de adaptación, que permitirán al municipio reducir la vulnerabilidad y moderar los daños posibles, previniendo riesgos que deriven de eventos hidrometeorológicos que ocurren en el municipio de Bacalar.",Elabaración del atlas de riesgo y desalentacion del crecimiento urbano en zonas vulnerables - Municipality of Bacalar,,In operation,Policy/Strategies/Action Plans
2432,"Municipality of Bacalar, Mexico",Mexico,,cambio de alumbrado publico  - Municipality of Bacalar,,,Policy/Strategies/Action Plans
2433,"Municipality of Bacalar, Mexico",Mexico,,Reforestación - Municipality of Bacalar,,,Education/Awareness Raising
2434,"Municipality of Chihuahua, Mexico",Mexico,"Regarding waste materials and in response to one of the
city’s most tangible and extreme pollution and urban image
problems, a major oversight/enforcement operation
was undertaken citywide to rein in clandestine construction
refuse and garbage dumpling. As part of this effort, four
control sites for the proper and legal rubble disposal were
opened and received more than 300,000 m3 of construction
refuse, reducing sanctions by 50% in the corresponding
timeframe. Investments in contracting D6 and D8 machinery
for proper construction oversight were also made
and have led to increased citizen participation with regard
to authorized site use.",Chihuahua Local Government Construction Refuse Management - Municipality of Chihuahua,2011,Completed,Technical/Infrastructure investment
2435,"Municipality of Chihuahua, Mexico",Mexico,"Federal, state and local governments made deep investments
in this plan to bring about efficient personal mobility
as a support to economic and social development. The first
trunk line extends 20.44 km and will provide rapid connections
between the city’s northern and southern districts to
more than 4000 riders per hour. The integrated public transport
system will feature dedicated bus lanes, thirteen trunk
lines, nineteen feeder lines, twenty conventional lines, 43
strategically located transfer points and two transfer terminals.",Sector Sustainable Urban Mobility Plan; Integrated Public Transportation System - Municipality of Chihuahua,,In operation,Technical/Infrastructure investment
2436,"Municipality of Cuatro Ciénagas de Carranza, Mexico",Mexico,"The project consists of compost production for agricultural
use and water recapture for Sacrificio Animal community
greenspaces. The most important contributions are as follows:
• Up to 70% reduction in methane and CO2 production
• 50% reduction in water consumption
• Reduced fetid odor from waste decomposition
• 80% eradication in housefly populations
• Reduced risk of water table contamination
• Transformation of waste into organic fertilizer
• Designation and maintenance of greenspaces via water reuse
• Reduced disease risk for slaughterhouse personnel
• Installation and surrounding area cleanliness and hygiene
• Food purity",Symbio-Ecological Induced Biodegradation Project (BISE M-10) - Municipality of Cuatro Ciénagas de Carranza,2012,In operation,Technical/Infrastructure investment
2437,"Municipality of Cuatro Ciénagas de Carranza, Mexico",Mexico,"Municipal authorities formally closed its open-air garbage
dump, operating in a natural reserve. The closure of the facility
that had received community refuse for four decades
was essential now that the city has a sanitary landfill located
eight km from the city. Cuatro Ciénegas is one of the
first communities in Coahuila State that has a landfill that
meets all relevant specifications, a significant advance toward
achieving “clean municipality” status. Citizens were
informed that sanctions and fines will be assessed to halt
dumping at the closed facility.",Official Closure of the Municipal Dump - Municipality of Cuatro Ciénagas de Carranza,2012,Completed,Technical/Infrastructure investment
2438,"Municipality of Cuatro Ciénagas de Carranza, Mexico",Mexico,"This center’s implementation is currently in its second phase,
recyclable waste separation and composting.",Municipal Integrated Solid Waste Treatment Center (Municipal Sanitary Landfill) - Municipality of Cuatro Ciénagas de Carranza,,In operation,Technical/Infrastructure investment
2439,"Municipality of Cuautla, Mexico",Mexico,"Reforestar con especies nativas el pie de monte y la zona boscosa al norte del municipio, asi como las zonaas que sean aptas para tal actividad",Reforestaciones - Municipality of Cuautla,,,Policy/Strategies/Action Plans
2440,"Municipality of Cuautla, Mexico",Mexico,Consiste en el cambio de luminarias suburbanas de vapor de sodio de 150W por faro tipo led de 65W tipo hacienda,"Cambio de luminarias en el municipio, de vapor de sodio de 150 W por led de 65W - Municipality of Cuautla",,,Technical/Infrastructure investment
2441,"Municipality of Cuautla, Mexico",Mexico,Dar apoyos a los productores con abonos orgánicos.,Apoyo a productores - Municipality of Cuautla,,,Policy/Strategies/Action Plans
2442,"Municipality of Cuautla, Mexico",Mexico,"Frenar la depredación de los ecosistemas, conservando así las zonas con mayor diversidad de especies vegetales y animales.",Conservación de ecosistemas - Municipality of Cuautla,,,Policy/Strategies/Action Plans
2443,"Municipality of Cuautla, Mexico",Mexico,Recoger la basura de manera que ya este clasificada de origen.,Recolección de residuos sólidos urbanos de forma clasificados - Municipality of Cuautla,,,Education/Awareness Raising
2444,"Municipality of Cuautla, Mexico",Mexico,"Crear camino para la ciclopista, para fomentar el transporte sustentable.",Ciclopista - Municipality of Cuautla,,,Technical/Infrastructure investment
2445,"Municipality of Cuautla, Mexico",Mexico,Dar mantenimiento oportuno a las calles para que se agilice el trafico y evitar accidentes,Programa de bacheo - Municipality of Cuautla,,,Technical/Infrastructure investment
2446,"Municipality of Cuautla, Mexico",Mexico,Busca la integración de acciones para el manejo adecuado de los residuos sólidos y aguas residuales,Alineación de la estrategia Estatal de Residuos - Municipality of Cuautla,,,Organizational / Governance
2447,"Municipality of Hermosillo, Mexico",Mexico,"Determine the assets subject to the mobility of persons with disabilities, pedestrians, cyclists, users of motorized mobility, motorcyclists, motorists, drivers and users of public transportation, mass and collective as well as heavy load vehicles, the regulation of  mobility and transportation in Hermosillo Municipality, and the rights and obligations of subjects of mobility,seeks to establish order and security measures, control of motorized and non-motorized vehicular travels which concern to  people, goods and services in public roads.",Urban Mobility Regulation - Municipality of Hermosillo,2015,In operation,Regulatory
2448,"Municipality of Hermosillo, Mexico",Mexico,"The use of biogas (bio-energy that comes from the gases that arise from landfills) will be implemented through a collection and conveyance system, which is used to fuel internal combustion engine coupled to an electric generator. 
The generator, in turn, be connected to a distribution network of the Comisión Federal de Electricidad (CFE), so the power generated can be sold. The direct benefit to the town would be the total profits from the energy sale . will have a capacity of 2 Mwh",Electricity Generation from Bio-gas - Municipality of Hermosillo,2015,In operation,Technical/Infrastructure investment
2449,"Municipality of Hermosillo, Mexico",Mexico,"Linear Parks Master Plan is determined to dictate the future investment and managment of such public space areas in the city.
http://www.televisaregional.com/hermosillo/noticias/Presenta-alcalde-el-Plan--274378391.html",Linear Parks Master Plan - Municipality of Hermosillo,2015,In operation,Policy/Strategies/Action Plans
2450,"Municipality of Hermosillo, Mexico",Mexico,The Urban Development plan for Hermosillo city(Page 107-112) makes obligatory to any new private and public infrastructure and real state projects in the city which require a parking lot construction according to the building regulation to provide a bicyclist parking space by law.,Obligatory Bicicle Parking  - Municipality of Hermosillo,2014,Completed,Regulatory
2451,"Municipality of Hermosillo, Mexico",Mexico,"Staff of the Directorate of Public Lighting of the City of Hermosillo will replace  12,000  public lights in the city for high-tech equipment, lightning costs will be reduced by up to one million 250 thousand pesos(95,135 USD) per year ",Energy Efficiency in Municipal Street Lighting - Municipality of Hermosillo,2014,In operation,Technical/Infrastructure investment
2452,"Municipality of Hermosillo, Mexico",Mexico,"This strategy aims to improve the quality of life of citizens and the recovery of the street, allowing more space allocated to pedestrian mobility and moderate traffic speed. 
This is considered the urban renewal of public road space, which includes the expansion of sidewalks, creating crosswalks ears, accessibility of pedestrian routes or placement of decorative elements (trees, planters etc.), as elements of safety and delimitation. The aim is to obtain a new distribution where there is more public space to pedestrians and the private vehicle is restricted, the benefits offered are: 
- Give more attention to pedestrian: 30km/h areas encourage social gathering and more equitable public space allocation among different users, so the streets as a place of coexistence recover their public space vocation.
- Avoid passing traffic: The speed reduction and the creation of closed circuit circulation discourages motorists with long-distance routes to use the roads in Zone 30.",30 km/h zone - Municipality of Hermosillo,2014,In operation,Policy/Strategies/Action Plans
2453,"Municipality of Hermosillo, Mexico",Mexico,"The municipal policy document which is intended to form a physical structure that will allow an adequate mobility of the population and its region integration, where priority is given to developing a sustainable public transport system that pays attention to the needs of all population groups, especially those whose mobility is limited by disability, age or poverty, and to other forms of transport with technical support of the The Institute for Transportation and Development Policy (ITDP).",Sustainable Urban Mobility Plan - Municipality of Hermosillo,2014,In operation,Policy/Strategies/Action Plans
2454,"Municipality of Hermosillo, Mexico",Mexico,"La Pintada comprises two different archaeological components; within the Canyon are cave paintings and rock engravings, while outside, on the alluvial plain of the Canyon are vestiges of various seasonal camping grounds in an extensive area, characterized by a concentration of archaeological material: ceramic, stone tools, sea shells and grinding artifacts. Besides it's archaeological value, the site is home of  90 plant species and 12 animal species  protected by the Offcial Mexican Norm","""La Pintada"" ecoturism/archeological site development and management plan  - Municipality of Hermosillo",2014,Completed,Policy/Strategies/Action Plans
2455,"Municipality of Hermosillo, Mexico",Mexico,"On the Municipality's Urban Development Plan
The development strategy provides that the time for opening new areas of development is based on the status of service feasibility 
hidrical and electrical infrastructure and the availability of roads to reach the new area, also suitability of education facilities, health and recreation; and in the capacity of the municipality and the agencies responsible for provide service coverage of public transport, policing, garbage collection, and the existence of infrastructure  against natural phenomena to avoiding risk areas and within
 an adequate  stormwater discharge, and others. 
Considering the above, the opening of Phase II, will be held once the areas of Phase I reach an occupation of at least 80% of the area in each one of the urban planning sector.",Urban Sprawl Restriction - Municipality of Hermosillo,2014,Completed,Policy/Strategies/Action Plans
2456,"Municipality of Hermosillo, Mexico",Mexico,"The Humedales de la Laguna La Cruz (6,665 hectares, 28°47’15”N 111°52’53”W) has been designated by Mexico’s Secretaría de Medio Ambiente y Recursos Naturales (SEMARNAT), that country’s 139th Wetland of International Importance. As summarized by Ramsar’s Sara Casallas Ramirez, the new site is a small bay in the northern Gulf of California, characterized by intertidal marshes, intertidal forested wetlands, and mud, sand or salt flats, with mangrove forests that are unique as they are located near the northern limit of their distribution and, within the Sonorean Desert area, lack fresh water inputs. As part of the Pacific Migratory Route, it is an important rest area for migratory birds, providing food and refuge to a total of 154 species of birds, of which 84 are aquatic species. Some 96 fish species have been identified at the site, which is also vital for some species during adverse climatic conditions and as a breeding area of various fish, mollusc and crustacean species. It also supports such threatened species as the Green Sea Turtle Chelonia mydas and the Elegant Tern Sterna elegans among others. 

The site is highly significant for local communities as it maintains the fisheries of the area and is also important for tourism and research.",Humedales de la Laguna La Cruz- Ramsar Site Declaration - Municipality of Hermosillo,2014,Completed,Policy/Strategies/Action Plans
2457,"Municipality of Hermosillo, Mexico",Mexico,"In order to provide a safe and sustainable waste tires for disposal, the City of Hermosillo and Ecoltec company signed a cooperation agreement  to collect and recycle these wastes for cement manufacturing. 
 
Mayor Alejandro López Caballero and commercial manager Ecoltec Mexico subsidiary of Holcim Group, Armando Fernandez Morales, shaped each document formalizing actions such as registration of business establishments dealing with used tires. 
 
López Caballero stressed the importance of this partnership between the municipal government and the private sector in terms of win-win, as it will the best solution to a difficult reality to attend, as is the generation of a monthly average of seven thousand 700 tires waste in the city. 
 
The disadvantages of tires left as litter on the streets, are counted that are breeding grounds for vermin such as rats and dengue mosquito transmitter; also affect the city's image and pose a high risk of fire, with the aggravating circumstance that they emit large amount of GHG and smoke particles into the environment. 
 
From this agreement, a dynamic collection of scrap tires will start, by crews Ecoltec, from routes designed according to a standard of facilities, to be transferred to the plant of Holcim Mexico in Hermosillo, where they are being crushed and some portion is being use as alternative fuel in the furnaces at 2000 degrees centigrade. 
 
This process revealed is known as ""complete combustion"" were the heat is so intense that it prevents the tires of emanating toxic smoke, as would occur with other common open burning. The result of this combustion is incorporated into the cement manufacturing process. 
 
Special collection centers were installed among the city ",Scrap tire use in cement production - Municipality of Hermosillo,2014,Completed,Policy/Strategies/Action Plans
2458,"Municipality of Hermosillo, Mexico",Mexico,"This paper integrates the policies, guidelines, strategies, rules 
techniques and arrangements to order and regulate the population center, promote urban development to enhance its competitiveness in a context of 
sustainability and allowing the retrieval of public responsibility in urbanization process,it is presented as a revision and modification program Urban Development Plan for Hermosillo from 2007.",Urban Development Plan 2014 - Municipality of Hermosillo,2014,Completed,Policy/Strategies/Action Plans
2459,"Municipality of Hermosillo, Mexico",Mexico,Description of infrastructure work and its components ,"Sustainable Urban Road ""De La Reforma"" - Municipality of Hermosillo",2014,In operation,Technical/Infrastructure investment
2460,"Municipality of Hermosillo, Mexico",Mexico,Urban Development plan for Hermosillo city makes obligatory to any new private and public infraestructure and real state projects in the city to have a minimum of 2 meters sidewalk to promote pedestrian mobility. Acording to the Urban Development Plan.,Obligatory 2 meters Sidewalks - Municipality of Hermosillo,2014,Completed,Regulatory
2461,"Municipality of Hermosillo, Mexico",Mexico,"the goal is to to preserve areas of largely undeveloped,or wildlands surrounding neighbouring urban areas.",Green belt - Municipality of Hermosillo,2014,In operation,Regulatory
2462,"Municipality of Hermosillo, Mexico",Mexico,"Carpooling saves on gas and eases traffic and parking congestion promoting a more sustainable and energy efficiency mobility, the program will consist in an online platform that will sign up car owners and citizens in general, furthermore the system will be promoted by the local governement among it's employees",Carpool Program - Municipality of Hermosillo,2014,In operation,Public Participation/Stakeholder engagement
2463,"Municipality of Hermosillo, Mexico",Mexico,non-profit run by volunteers.they provide  tools and parts you need to fix or build a bicycle Their staff of volunteer mechanics is available to give advice and technical support to teach people to build their own bikes in exchange they teach others to do so.,Bike kitchen Hermosillo  - Municipality of Hermosillo,2013,,
2464,"Municipality of Hermosillo, Mexico",Mexico,the program consist in recycling places where any citizen can let their diposable material.,Cleanspots  - Municipality of Hermosillo,2013,,
2465,"Municipality of Hermosillo, Mexico",Mexico,"The Teacher Training Institute of the State of Sonora, through the General Coordinator of Continuing Education, in coordination with the Commission of Ecology and Sustainable Development of the State of Sonora (CEDES), implemented a workshop on ""Education for Sustainable Development, Training Trainers"" which was developed during the days from 4 to 6 March this year at the premises of Hotel Colonial Hermosillo. ",Technical Support For Environmental Education In Public Schools - Municipality of Hermosillo,2013,Completed,Education/Awareness Raising
2466,"Municipality of Hermosillo, Mexico",Mexico,"The director of that agency, reported that as the permanent program began last November(2013), about 15 complaints a day for burning garbage were received, while to date there is  record of only two or three, and the application of just seven penalties for that motif. ",Backyard Burning Prevention Campaign  - Municipality of Hermosillo,2013,In operation,Education/Awareness Raising
2467,"Municipality of Hermosillo, Mexico",Mexico,Comprises about 18.1 km of primary roads and a stretch of 1.7 km on collector streets (Street and Calle Pino Suárez Rosales) where simple stops will be installed on the right side.,BRT System - Municipality of Hermosillo,2013,In operation,Technical/Infrastructure investment
2468,"Municipality of Hermosillo, Mexico",Mexico,"the spread of this taste for bike rides is visible in Hermosillo because the different cyclist groups schedule rides from 6 to 7 days of the week to enjoy this hobby and some more to promote safety, cyclist respect among the streets of the city.",Daily cyclist rides - Municipality of Hermosillo,2013,,Public Participation/Stakeholder engagement
2469,"Municipality of Hermosillo, Mexico",Mexico,"the start of a sanctioning process for those who leave construction material in their foreheads, sidewalks and street, to prevent this from continuing is very important before the rainy season, when such elements are drawn to the sewer system  ​​and cause multiple problems.",Backyard Burning Sanction - Municipality of Hermosillo,2013,In operation,Regulatory
2470,"Municipality of Hermosillo, Mexico",Mexico,"Installed capacity: 18.48kW / h Modulos installed: 66 Modules 
Module Capacity: 280 W 
Investors installed: 2 Inversors 
Admission of investors Capacity: 10,000W 
Average sunshine hours: 6.5 H 
Average Daily Production: 120.12 Kw 
Annual production: 43.84 MW",Ecological Center Solar Park - Municipality of Hermosillo,2013,Completed,Technical/Infrastructure investment
2471,"Municipality of Hermosillo, Mexico",Mexico,"2500 endemic and low water demaning trees are given freely to the population by month, these species are Olneya tesota Parkinsonia microphylla and Azadirachta indica",Permanent Endemic Forestation Program - Municipality of Hermosillo,2013,In operation,
2472,"Municipality of Hermosillo, Mexico",Mexico,"The Central Park project in Hermosillo, is a space of 29 hectares where the community can interact with nature, animals and vegetation that predominates in the town's surroundings, This area is place where hermosillenses can enjoy nature at its finest, with spaces dedicated to the sport of mountain biking,hiking, climbing and rappelling, recreation and family entertainment, viewpoints and bird watching,the site also has an environmental fish farming research center, the benefits perceived by having this urban green area also include;Recharging of aquifers, pollution control, native and migrant bird sanctuary Regulating microclimate, Regulation of insolation, wind Barrier and Protecting wild and fertile soil.",Hermosillo Central Park - Municipality of Hermosillo,2013,In operation,Technical/Infrastructure investment
2473,"Municipality of Hermosillo, Mexico",Mexico,"Obligatory part of the land use license, depending on the impact, ",Environtmental License - Municipality of Hermosillo,2013,,Regulatory
2474,"Municipality of Hermosillo, Mexico",Mexico,"It is the first facility of its kind in Latin America and its goal is the development of electric and solar power generation technology and promoting both knowledge generation and the formation of high-level human resources.
The field test is a joint project between the University of Sonora and the National Autonomous University of Mexico (UNAM). This action will promote the development and research on the use of renewable energy sources, said State Secretary of Economy.
The installation of the heliostat field will be in the Department of Agriculture and Livestock of the Unison, at kilometer 21 on the road to Bahia de Kino, part of the National Laboratory of Concentration and Solar Chemical, said the head of the Energy Commission of the state Jesus Luis Celaya Gortari.
The field is conditioned for 82 heliostats from which are expected a thousand suns concentration, also has a central tower, an image and data acquisition system for testing heliostat, experimental booth and control room.
In the test field of heliostats in Sonora will be conducted research on the technology of the heliostats, including evaluation and standardization, development of components and solar thermal electricity generation, among other topics. Currently generates 2 MWh per year",Experimental Heliostat Station - Municipality of Hermosillo,2013,Completed,Assessment/Research
2475,"Municipality of Hermosillo, Mexico",Mexico,Solar Energy Park will generate 20 megawatts of power during it's first stage and will operate at full capacity with 80 megawatts. One of the main objectives will be to provide the full energeticdemand of street lighting service to the city of Hermosillo,Solar Energy Park 80M - Municipality of Hermosillo,2012,In operation,Technical/Infrastructure investment
2476,"Municipality of Hermosillo, Mexico",Mexico,"The Treatment Plant is located at kilometer 4 Seri Road has been designed for a flow of 2500 liters per second treating the entire city's water at its first stage and in a future it will provide  additional 500 liters of treated water, quality of this water shall comply with NOM 003 and may be used for agricultural irrigation of parks, gardens and safely, sludge will meet the Nom SEMARNAT 2002 class C 003 and be fit for reclamation and soil improvement also.2 thousand 500 liters of 
Treated water will have a second use, the 42% of treated water will be used irrigation of 3000 acres, 3% for the Federal Electricity Commission which will produce 60% of the plant's energy needs, the remaining 55% of the water will be available for aquifer recharge",Municipal Wastewater Treatment Plant Construction - Municipality of Hermosillo,2012,In operation,Technical/Infrastructure investment
2477,"Municipality of Hermosillo, Mexico",Mexico,"As part of the Day of Environmental Education,  a program to improve education  seeks to promote environment care, these attend schools in different educational levels in the city to bring environmental issues as workshops themes: 4Rs, Reforestation, water pollution, compost.
One of the activities will be learning-oriented management of waste in their homes, and raise awareness on issues such as the four"" R ""which means reduce waste generation, reusing, recycling and recover back products as recyclable materials
Other workshops entitled ""Environmental Pollution"" and ""New Treasure Trash"" includes various topics that address the problem of vision of the city as a shared space, including the disposal of municipal waste solids-highlights, the responsible management of their pets, care of green spaces, among others. 
In the workshops, the knowledge imparted airs through educational games which change behavior and attitudes promoted in children in order to commit to the environment.",Environtmental workshops in Public Schools - Municipality of Hermosillo,2010,,Education/Awareness Raising
2478,"Municipality of Hermosillo, Mexico",Mexico,"is a channel between Island Tiburón and the Sonora coast in northwestern Mexico, characterized by the presence of sea-grass beds, mangrove estuaries, seasonal creeks and small coral reef patches.",“Canal del Infiernillo y Esteros del territorio Comcaac (Xepe Coosot)” RAMSAR Site Declaratory - Municipality of Hermosillo,2009,Completed,
