,Unnamed: 0,city,country,emissions,inventory_type,year
631,631.0,"Funabashi City, Japan",Japan,4794100.0,Community inventories,2002.0
632,632.0,"Funabashi City, Japan",Japan,152233.0,Government operations inventory,2009.0
633,633.0,"Gifu Prefecture, Japan",Japan,17473000.0,Community inventories,2007.0
634,634.0,"Gifu Prefecture, Japan",Japan,16304000.0,Community inventories,2010.0
635,635.0,"Gifu Prefecture, Japan",Japan,6339.0,Government operations inventory,2010.0
636,636.0,"Gifu Prefecture, Japan",Japan,50071.0,Government operations inventory,2012.0
637,637.0,"Gunma Prefecture, Japan",Japan,20103000.0,Community inventories,2007.0
638,638.0,"Gunma Prefecture, Japan",Japan,9469.0,Government operations inventory,2010.0
639,639.0,"Hakodate City, Japan",Japan,2349621.0,Community inventories,2008.0
640,640.0,"Hamamatsu City, Japan",Japan,5811000.0,Community inventories,2009.0
641,641.0,"Hamamatsu City, Japan",Japan,5868000.0,Community inventories,2010.0
642,642.0,"Hamamatsu City, Japan",Japan,64522.0,Government operations inventory,2010.0
643,643.0,"Hamamatsu City, Japan",Japan,81996.0,Government operations inventory,2012.0
644,644.0,"Himeji City, Japan",Japan,9832000.0,Community inventories,2008.0
645,645.0,"Hiroshima City, Japan",Japan,6899000.0,Community inventories,2008.0
646,646.0,"Hiroshima City, Japan",Japan,8423304.0,Community inventories,2010.0
647,647.0,"Hiroshima City, Japan",Japan,8916709.0,Community inventories,2011.0
648,648.0,"Hiroshima City, Japan",Japan,9054490.0,Community inventories,2012.0
649,649.0,"Hiroshima City, Japan",Japan,94456.0,Government operations inventory,2009.0
650,650.0,"Hiroshima City, Japan",Japan,108607.0,Government operations inventory,2011.0
651,651.0,"Hiroshima City, Japan",Japan,113073.0,Government operations inventory,2012.0
652,652.0,"Hiroshima City, Japan",Japan,127074.2,Government operations inventory,2012.0
653,653.0,"Hiroshima Prefecture, Japan",Japan,55460000.0,Community inventories,2008.0
654,654.0,"Hiroshima Prefecture, Japan",Japan,9429.0,Government operations inventory,2009.0
655,655.0,"Hokkaido Prefecture, Japan",Japan,71320000.0,Community inventories,2008.0
656,656.0,"Hokkaido Prefecture, Japan",Japan,62980000.0,Community inventories,2010.0
657,657.0,"Hokkaido Prefecture, Japan",Japan,265040.0,Government operations inventory,2011.0
658,658.0,"Hokuto City, Japan",Japan,26.0,Government operations inventory,2010.0
659,659.0,"Hyogo Prefecture, Japan",Japan,63484000.0,Community inventories,2009.0
660,660.0,"Hyogo Prefecture, Japan",Japan,71485000.0,Community inventories,2011.0
661,661.0,"Hyogo Prefecture, Japan",Japan,137174.0,Government operations inventory,2012.0
662,662.0,"Iida City, Japan",Japan,744859.0,Community inventories,2009.0
663,663.0,"Iida City, Japan",Japan,0.0,Government operations inventory,2010.0
664,664.0,"Ishikawa Prefecture, Japan",Japan,7038000.0,Community inventories,2010.0
665,665.0,"Ishikawa Prefecture, Japan",Japan,4367.0,Government operations inventory,2010.0
666,666.0,"Ishikawa Prefecture, Japan",Japan,4205.0,Government operations inventory,2012.0
667,667.0,"Itabashi City, Japan",Japan,1947457.0,Community inventories,2009.0
668,668.0,"Itabashi City, Japan",Japan,2231302.0,Community inventories,2011.0
669,669.0,"Itabashi City, Japan",Japan,2087405.0,Community inventories,2012.0
670,670.0,"Itabashi City, Japan",Japan,2215000.0,Community inventories,2013.0
671,671.0,"Itabashi City, Japan",Japan,0.0,Government operations inventory,2009.0
672,672.0,"Itabashi City, Japan",Japan,27494.0,Government operations inventory,2011.0
673,673.0,"Itabashi City, Japan",Japan,25990.0,Government operations inventory,2012.0
674,674.0,"Itabashi City, Japan",Japan,0.0,Government operations inventory,2014.0
675,675.0,"Iwaki City, Japan",Japan,3499654.0,Community inventories,2011.0
676,676.0,"Iwaki City, Japan",Japan,111600.0,Government operations inventory,2012.0
677,677.0,"Kagawa Prefecture, Japan",Japan,8110000.0,Community inventories,2008.0
678,678.0,"Kagawa Prefecture, Japan",Japan,7881000.0,Community inventories,2010.0
679,679.0,"Kagawa Prefecture, Japan",Japan,36981.0,Government operations inventory,2010.0
680,680.0,"Kagawa Prefecture, Japan",Japan,34894.0,Government operations inventory,2012.0
681,681.0,"Kakogawa City, Japan",Japan,1265258.0,Community inventories,2005.0
682,682.0,"Kakogawa City, Japan",Japan,49705.0,Government operations inventory,2010.0
683,683.0,"Kanagawa Prefecture, Japan",Japan,74046688.0,Community inventories,2010.0
684,684.0,"Kanagawa Prefecture, Japan",Japan,17726.0,Government operations inventory,2011.0
685,685.0,"Kanagawa Prefecture, Japan",Japan,341911.0,Government operations inventory,2012.0
686,686.0,"Kasumigaura City, Japan",Japan,0.0,Government operations inventory,2011.0
687,687.0,"Kawagoe City, Japan",Japan,1758000.0,Community inventories,2007.0
688,688.0,"Kawaguchi City, Japan",Japan,2330600.0,Community inventories,2008.0
689,689.0,"Kawaguchi City, Japan",Japan,2133000.0,Community inventories,2010.0
690,690.0,"Kawaguchi City, Japan",Japan,66000.0,Government operations inventory,2010.0
691,691.0,"Kawaguchi City, Japan",Japan,80165.0,Government operations inventory,2012.0
692,692.0,"Kawasaki City, Japan",Japan,25172300.0,Community inventories,2008.0
693,693.0,"Kawasaki City, Japan",Japan,24022300.0,Community inventories,2010.0
694,694.0,"Kawasaki City, Japan",Japan,23882900.0,Community inventories,2011.0
695,695.0,"Kawasaki City, Japan",Japan,25437200.0,Community inventories,2013.0
696,696.0,"Kawasaki City, Japan",Japan,0.0,Government operations inventory,2010.0
697,697.0,"Kawasaki City, Japan",Japan,427812.0,Government operations inventory,2012.0
698,698.0,"Kawasaki City, Japan",Japan,161205.77,Government operations inventory,2015.0
699,699.0,"Kita City, Japan",Japan,1164000.0,Community inventories,2008.0
700,700.0,"Kitakyushu City, Japan",Japan,16315000.0,Community inventories,2008.0
701,701.0,"Kitakyushu City, Japan",Japan,17483000.0,Community inventories,2010.0
702,702.0,"Kitakyushu City, Japan",Japan,18346000.0,Community inventories,2011.0
703,703.0,"Kitakyushu City, Japan",Japan,17036846.0,Community inventories,2013.0
704,704.0,"Kitakyushu City, Japan",Japan,20091317.77,Community inventories,2014.0
705,705.0,"Kitakyushu City, Japan",Japan,166360.0,Government operations inventory,2010.0
706,706.0,"Kitakyushu City, Japan",Japan,167847.0,Government operations inventory,2012.0
707,707.0,"Kitakyushu City, Japan",Japan,162261.0,Government operations inventory,2013.0
708,708.0,"Kitakyushu City, Japan",Japan,176000.0,Government operations inventory,2013.0
709,709.0,"Kitakyushu City, Japan",Japan,141438.0,Government operations inventory,2014.0
710,710.0,"Kitamoto City, Japan",Japan,53.0,Government operations inventory,2010.0
711,711.0,"Kobe City, Japan",Japan,9859000.0,Community inventories,2009.0
712,712.0,"Kobe City, Japan",Japan,11387000.0,Community inventories,2011.0
713,713.0,"Kobe City, Japan",Japan,331932.0,Government operations inventory,2010.0
714,714.0,"Kobe City, Japan",Japan,238247.0,Government operations inventory,2012.0
715,715.0,"Kochi Prefecture, Japan",Japan,8667000.0,Community inventories,1990.0
716,716.0,"Kochi-konan City, Japan",Japan,632300.0,Community inventories,2006.0
717,717.0,"Kochi-konan City, Japan",Japan,246.0,Government operations inventory,2009.0
718,718.0,"Kofu City, Japan",Japan,965343.0,Community inventories,2010.0
719,719.0,"Kofu City, Japan",Japan,43457.0,Government operations inventory,2010.0
720,720.0,"Kofu City, Japan",Japan,42702.0,Government operations inventory,2012.0
721,721.0,"Komoro City, Japan",Japan,305760.0,Community inventories,2006.0
722,722.0,"Komoro City, Japan",Japan,254.0,Government operations inventory,2009.0
723,723.0,"Koriyama City, Japan",Japan,2704000.0,Community inventories,2007.0
724,724.0,"Koto City, Japan",Japan,3003074.0,Community inventories,2008.0
725,725.0,"Koto City, Japan",Japan,158.3,Government operations inventory,2010.0
726,726.0,"Kumamoto City, Japan",Japan,4253000.0,Community inventories,2010.0
727,727.0,"Kumamoto City, Japan",Japan,5023000.0,Community inventories,2011.0
728,728.0,"Kumamoto City, Japan",Japan,98839.0,Government operations inventory,2011.0
729,729.0,"Kumamoto City, Japan",Japan,76270.0,Government operations inventory,2012.0
730,730.0,"Kurashiki City, Japan",Japan,39572000.0,Community inventories,2007.0
731,731.0,"Kurashiki City, Japan",Japan,34225000.0,Community inventories,2008.0
732,732.0,"Kurashiki City, Japan",Japan,35637.0,Government operations inventory,2010.0
733,733.0,"Kurashiki City, Japan",Japan,33311.0,Government operations inventory,2012.0
734,734.0,"Kurume City, Japan",Japan,2038000.0,Community inventories,2010.0
735,735.0,"Kurume City, Japan",Japan,40202.0,Government operations inventory,2012.0
736,736.0,"Kushiro City, Japan",Japan,2167000.0,Community inventories,2008.0
737,737.0,"Kyoto City, Japan",Japan,6185000.0,Community inventories,2008.0
738,738.0,"Kyoto City, Japan",Japan,7684000.0,Community inventories,2011.0
739,739.0,"Kyoto City, Japan",Japan,208000.0,Government operations inventory,2009.0
740,740.0,"Kyoto City, Japan",Japan,262000.0,Government operations inventory,2011.0
741,741.0,"Kyoto Prefecture, Japan",Japan,12344357.0,Community inventories,2009.0
742,742.0,"Kyoto Prefecture, Japan",Japan,21524.0,Government operations inventory,2010.0
743,743.0,"Maebashi City, Japan",Japan,51655.0,Government operations inventory,2010.0
744,744.0,"Matsuyama City, Japan",Japan,3449621.0,Community inventories,2008.0
745,745.0,"Matsuyama City, Japan",Japan,3318096.0,Community inventories,2010.0
746,746.0,"Matsuyama City, Japan",Japan,65779.0,Government operations inventory,2009.0
747,747.0,"Matsuyama City, Japan",Japan,111532.0,Government operations inventory,2011.0
748,748.0,"Meguro City, Japan",Japan,1182000.0,Community inventories,2008.0
749,749.0,"Mie Prefecture, Japan",Japan,27930.0,Community inventories,2008.0
750,750.0,"Mie Prefecture, Japan",Japan,6159.0,Government operations inventory,2010.0
751,751.0,"Minato City, Japan",Japan,4282000.0,Community inventories,2008.0
752,752.0,"Minato City, Japan",Japan,206.0,Government operations inventory,2010.0
753,753.0,"Mito City, Japan",Japan,1463000.0,Community inventories,2009.0
754,754.0,"Mito City, Japan",Japan,32896.0,Government operations inventory,2009.0
755,755.0,"Mito City, Japan",Japan,35956.0,Government operations inventory,2011.0
756,756.0,"Miyagi Prefecture, Japan",Japan,20774.0,Community inventories,2007.0
757,757.0,"Miyazaki City, Japan",Japan,1801000.0,Community inventories,2003.0
758,758.0,"Miyazaki City, Japan",Japan,1230.0,Government operations inventory,2010.0
759,759.0,"Miyoshi City, Japan",Japan,860630.0,Community inventories,2008.0
760,760.0,"Musashino City, Japan",Japan,548000.0,Community inventories,2010.0
761,761.0,"Musashino City, Japan",Japan,567000.0,Community inventories,2011.0
762,762.0,"Musashino City, Japan",Japan,616000.0,Community inventories,2013.0
763,763.0,"Musashino City, Japan",Japan,15471.0,Government operations inventory,2012.0
764,764.0,"Musashino City, Japan",Japan,14125.0,Government operations inventory,2013.0
765,765.0,"Nagahama City, Japan",Japan,940500.0,Community inventories,2008.0
766,766.0,"Nagahama City, Japan",Japan,1222.0,Government operations inventory,2009.0
767,767.0,"Nagareyama City, Japan",Japan,629496.0,Community inventories,2008.0
768,768.0,"Nagareyama City, Japan",Japan,31665.0,Government operations inventory,2009.0
769,769.0,"Nagasaki Prefecture, Japan",Japan,8221000.0,Community inventories,2008.0
770,770.0,"Nagasaki Prefecture, Japan",Japan,8294000.0,Community inventories,2010.0
771,771.0,"Nagasaki Prefecture, Japan",Japan,25233.0,Government operations inventory,2011.0
772,772.0,"Nagoya City, Japan",Japan,15989000.0,Community inventories,2008.0
773,773.0,"Nagoya City, Japan",Japan,15875000.0,Community inventories,2010.0
774,774.0,"Nagoya City, Japan",Japan,15948000.0,Community inventories,2011.0
775,775.0,"Nagoya City, Japan",Japan,262940.0,Government operations inventory,2009.0
776,776.0,"Nagoya City, Japan",Japan,297946.0,Government operations inventory,2012.0
777,777.0,"Nagoya City, Japan",Japan,313286.0,Government operations inventory,2013.0
778,778.0,"Naha City, Japan",Japan,2258000.0,Community inventories,2010.0
779,779.0,"Naha City, Japan",Japan,25198.0,Government operations inventory,2011.0
780,780.0,"Nakano City, Japan",Japan,981000.0,Community inventories,2008.0
781,781.0,"Nara City, Japan",Japan,1346043.0,Community inventories,2010.0
782,782.0,"Nara City, Japan",Japan,35471.0,Government operations inventory,2012.0
783,783.0,"Nerima City, Japan",Japan,2064000.0,Community inventories,2008.0
784,784.0,"Nerima City, Japan",Japan,578.0,Government operations inventory,2011.0
785,785.0,"Neyagawa City, Japan",Japan,959000.0,Community inventories,2008.0
786,786.0,"Neyagawa City, Japan",Japan,24476.0,Government operations inventory,2012.0
787,787.0,"Niigata City, Japan",Japan,6997924.0,Community inventories,2008.0
788,788.0,"Niigata City, Japan",Japan,74806.0,Government operations inventory,2010.0
789,789.0,"Niigata Prefecture, Japan",Japan,24850000.0,Community inventories,2009.0
790,790.0,"Nishinomiya, Japan",Japan,1764572.0,Community inventories,2007.0
791,791.0,"Odawara City, Japan",Japan,1049334.0,Community inventories,2009.0
792,792.0,"Odawara City, Japan",Japan,15635.0,Government operations inventory,2010.0
793,793.0,"Oita Prefecture, Japan",Japan,33182000.0,Community inventories,2008.0
794,794.0,"Oita Prefecture, Japan",Japan,7734.0,Government operations inventory,2010.0
795,795.0,"Okayama City, Japan",Japan,6726000.0,Community inventories,2006.0
796,796.0,"Okayama City, Japan",Japan,73352.0,Government operations inventory,2009.0
797,797.0,"Okayama City, Japan",Japan,73422.0,Government operations inventory,2011.0
798,798.0,"Okazaki City, Japan",Japan,2893000.0,Community inventories,2007.0
799,799.0,"Okazaki City, Japan",Japan,58596.0,Government operations inventory,2009.0
800,800.0,"Okinawa Prefecture, Japan",Japan,13413000.0,Community inventories,2010.0
801,801.0,"Okinawa Prefecture, Japan",Japan,169360.0,Government operations inventory,2011.0
802,802.0,"Osaka Prefecture, Japan",Japan,50040000.0,Community inventories,2009.0
803,803.0,"Osaka Prefecture, Japan",Japan,0.0,Government operations inventory,2010.0
804,804.0,"Ota City, Japan",Japan,3081000.0,Community inventories,2008.0
805,805.0,"Ota City, Japan",Japan,1206.0,Government operations inventory,2009.0
806,806.0,"Otsu City, Japan",Japan,2146013.0,Community inventories,2007.0
807,807.0,"Otsu City, Japan",Japan,1861295.0,Community inventories,2010.0
808,808.0,"Otsu City, Japan",Japan,8034.0,Government operations inventory,2010.0
809,809.0,"Otsu City, Japan",Japan,31345.0,Government operations inventory,2011.0
810,810.0,"Sagamihara City, Japan",Japan,4430098.0,Community inventories,2006.0
811,811.0,"Sagamihara City, Japan",Japan,58655.0,Government operations inventory,2010.0
812,812.0,"Saitama City, Japan",Japan,5377000.0,Community inventories,2008.0
813,813.0,"Saitama City, Japan",Japan,5102000.0,Community inventories,2010.0
814,814.0,"Saitama City, Japan",Japan,5396000.0,Community inventories,2011.0
815,815.0,"Saitama City, Japan",Japan,120055.0,Government operations inventory,2009.0
816,816.0,"Saitama City, Japan",Japan,87391.0,Government operations inventory,2011.0
817,817.0,"Saitama City, Japan",Japan,91259.0,Government operations inventory,2014.0
818,818.0,"Saitama Prefecture, Japan",Japan,38127825.0,Community inventories,2009.0
819,819.0,"Sakai City, Japan",Japan,8280324.0,Community inventories,2008.0
820,820.0,"Sakai City, Japan",Japan,7334280.0,Community inventories,2009.0
821,821.0,"Sakai City, Japan",Japan,82496.0,Government operations inventory,2009.0
822,822.0,"Sakai City, Japan",Japan,131073.0,Government operations inventory,2011.0
823,823.0,"Sapporo City, Japan",Japan,10102656.0,Community inventories,2010.0
824,824.0,"Sapporo City, Japan",Japan,11399125.0,Community inventories,2011.0
825,825.0,"Sapporo City, Japan",Japan,13397003.0,Community inventories,2012.0
826,826.0,"Sapporo City, Japan",Japan,13024847.61,Community inventories,2014.0
827,827.0,"Sapporo City, Japan",Japan,268280.0,Government operations inventory,2010.0
828,828.0,"Sapporo City, Japan",Japan,279768.0,Government operations inventory,2011.0
829,829.0,"Sapporo City, Japan",Japan,274639.0,Government operations inventory,2012.0
830,830.0,"Sapporo City, Japan",Japan,222051.85,Government operations inventory,2014.0
831,831.0,"Sasebo City, Japan",Japan,1725000.0,Community inventories,2011.0
832,832.0,"Sasebo City, Japan",Japan,85187.0,Government operations inventory,2012.0
833,833.0,"Sendai City, Japan",Japan,7787335.0,Community inventories,2008.0
834,834.0,"Sendai City, Japan",Japan,7588515.0,Community inventories,2010.0
835,835.0,"Sendai City, Japan",Japan,6573042.0,Community inventories,2011.0
836,836.0,"Sendai City, Japan",Japan,145533.0,Government operations inventory,2009.0
837,837.0,"Sendai City, Japan",Japan,157366.0,Government operations inventory,2012.0
838,838.0,"Sendai City, Japan",Japan,172110.0,Government operations inventory,2013.0
839,839.0,"Setagaya City, Japan",Japan,2996000.0,Community inventories,2008.0
840,840.0,"Setagaya City, Japan",Japan,20.0,Government operations inventory,2009.0
841,841.0,"Settsu City, Japan",Japan,13309.0,Government operations inventory,2010.0
842,842.0,"Shibuya City, Japan",Japan,2326000.0,Community inventories,2008.0
843,843.0,"Shibuya City, Japan",Japan,210.0,Government operations inventory,2010.0
844,844.0,"Shiga Prefecture, Japan",Japan,12350000.0,Community inventories,2008.0
845,845.0,"Shimane Prefecture, Japan",Japan,6214189.0,Community inventories,2011.0
846,846.0,"Shimane Prefecture, Japan",Japan,92750.0,Government operations inventory,2011.0
847,847.0,"Shimokawa Town, Japan",Japan,0.0,Government operations inventory,2010.0
848,848.0,"Shimonoseki City, Japan",Japan,3385000.0,Community inventories,2008.0
849,849.0,"Shimonoseki City, Japan",Japan,52599.0,Government operations inventory,2010.0
850,850.0,"Shinjuku City, Japan",Japan,3202000.0,Community inventories,2007.0
851,851.0,"Shinjuku City, Japan",Japan,0.0,Government operations inventory,2010.0
852,852.0,"Shizuoka City, Japan",Japan,5642300.0,Community inventories,2008.0
853,853.0,"Shizuoka City, Japan",Japan,5957900.0,Community inventories,2010.0
854,854.0,"Shizuoka City, Japan",Japan,149725.0,Government operations inventory,2009.0
855,855.0,"Shizuoka City, Japan",Japan,251728.0,Government operations inventory,2012.0
856,856.0,"Shizuoka Prefecture, Japan",Japan,31558000.0,Community inventories,2008.0
857,857.0,"Suita City, Japan",Japan,1572000.0,Community inventories,2008.0
858,858.0,"Suita City, Japan",Japan,54819.0,Government operations inventory,2010.0
859,859.0,"Sumida City, Japan",Japan,1534000.0,Community inventories,2009.0
860,860.0,"Sumida City, Japan",Japan,1189000.0,Community inventories,2010.0
861,861.0,"Sumida City, Japan",Japan,0.0,Government operations inventory,2009.0
862,862.0,"Sumida City, Japan",Japan,20727.0,Government operations inventory,2011.0
863,863.0,"Taito City, Japan",Japan,1217000.0,Community inventories,2008.0
864,864.0,"Taito City, Japan",Japan,248.0,Government operations inventory,2010.0
865,865.0,"Takarazuka City, Japan",Japan,672143.0,Community inventories,2008.0
866,866.0,"Takarazuka City, Japan",Japan,34464.639,Government operations inventory,2010.0
867,867.0,"Takatsuki City, Japan",Japan,1402000.0,Community inventories,2008.0
868,868.0,"Takatsuki City, Japan",Japan,0.0,Government operations inventory,2010.0
869,869.0,"Tokushima City, Japan",Japan,1570320.0,Community inventories,2008.0
870,870.0,"Tokyo Metropolitan Government, Japan",Japan,62179000.0,Community inventories,2009.0
871,871.0,"Tokyo Metropolitan Government, Japan",Japan,61905000.0,Community inventories,2010.0
872,872.0,"Tokyo Metropolitan Government, Japan",Japan,1978900.0,Government operations inventory,2011.0
873,873.0,"Tokyo Metropolitan Government, Japan",Japan,0.0,Government operations inventory,2014.0
874,874.0,"Tottori City, Japan",Japan,1208939.0,Community inventories,2010.0
875,875.0,"Tottori City, Japan",Japan,0.0,Government operations inventory,2010.0
876,876.0,"Tottori Prefecture, Japan",Japan,9671.0,Government operations inventory,2009.0
877,877.0,"Toyama City, Japan",Japan,4421702.0,Community inventories,2007.0
878,878.0,"Toyama City, Japan",Japan,3944509.2,Community inventories,2012.0
879,879.0,"Toyama City, Japan",Japan,3919918.5330000003,Community inventories,2013.0
880,880.0,"Toyama City, Japan",Japan,866.0,Government operations inventory,2010.0
881,881.0,"Toyama City, Japan",Japan,41713.2,Government operations inventory,2013.0
882,882.0,"Toyama Prefecture, Japan",Japan,13178000.0,Community inventories,2008.0
883,883.0,"Toyama Prefecture, Japan",Japan,10608000.0,Community inventories,2010.0
884,884.0,"Toyama Prefecture, Japan",Japan,4498.0,Government operations inventory,2008.0
885,885.0,"Toyama Prefecture, Japan",Japan,30028.0,Government operations inventory,2012.0
886,886.0,"Toyonaka City, Japan",Japan,1320183.0,Community inventories,2009.0
887,887.0,"Toyonaka City, Japan",Japan,5979.0,Government operations inventory,2010.0
888,888.0,"Tsukuba City, Japan",Japan,2091623.0,Community inventories,2006.0
889,889.0,"Tsukuba City, Japan",Japan,784.0,Government operations inventory,2010.0
890,890.0,"Ube City, Japan",Japan,5835548.0,Community inventories,2009.0
891,891.0,"Ube City, Japan",Japan,23141.0,Government operations inventory,2011.0
892,892.0,"Utsunomiya City, Japan",Japan,4140959.0,Community inventories,2003.0
893,893.0,"Utsunomiya City, Japan",Japan,60382.0,Government operations inventory,2009.0
894,894.0,"Wakayama Prefecture, Japan",Japan,16845000.0,Community inventories,2008.0
895,895.0,"Wakayama Prefecture, Japan",Japan,18405371.0,Community inventories,2010.0
896,896.0,"Wakayama Prefecture, Japan",Japan,0.0,Government operations inventory,2009.0
897,897.0,"Wakayama Prefecture, Japan",Japan,584.0,Government operations inventory,2012.0
898,898.0,"Yamagata Prefecture, Japan",Japan,9727000.0,Community inventories,2008.0
899,899.0,"Yamaguchi City, Japan",Japan,2070935.0,Community inventories,2008.0
900,900.0,"Yamaguchi City, Japan",Japan,1119.0,Government operations inventory,2009.0
901,901.0,"Yamaguchi Prefecture, Japan",Japan,42655000.0,Community inventories,2010.0
902,902.0,"Yamaguchi Prefecture, Japan",Japan,9723.0,Government operations inventory,2010.0
903,903.0,"Yamanashi Prefecture, Japan",Japan,6812000.0,Community inventories,2009.0
904,904.0,"Yamanashi Prefecture, Japan",Japan,6561000.0,Community inventories,2010.0
905,905.0,"Yamanashi Prefecture, Japan",Japan,0.0,Government operations inventory,2011.0
906,906.0,"Yamanashi Prefecture, Japan",Japan,32487.0,Government operations inventory,2012.0
907,907.0,"Yao City, Japan",Japan,1431046.0,Community inventories,2008.0
908,908.0,"Yao City, Japan",Japan,966.0,Government operations inventory,2010.0
909,909.0,"Yokohama City, Japan",Japan,19786000.0,Community inventories,2008.0
910,910.0,"Yokohama City, Japan",Japan,20375712.0,Community inventories,2014.0
911,911.0,"Yokohama City, Japan",Japan,338928.0,Government operations inventory,2014.0
912,912.0,"Yokosuka City, Japan",Japan,22834.0,Government operations inventory,2009.0
913,913.0,"Greater Amman Municipality, Jordan",Jordan,7445420.972999999,Community inventories,2014.0
914,914.0,"Kuching North City Council, Malaysia",Malaysia,0.0,Government operations inventory,2014.0
915,915.0,"Penang Island City Council, Malaysia",Malaysia,0.0,Government operations inventory,2014.0
916,916.0,"Petaling Jaya City Council, Malaysia",Malaysia,127052.0475,Government operations inventory,2013.0
917,917.0,"Petaling Jaya City Council, Malaysia",Malaysia,1731.7,Government operations inventory,2014.0
918,918.0,"Seberang Perai Municipal Council, Malaysia",Malaysia,8131.48208,Community inventories,2016.0
919,919.0,"Shah Alam City Council, Malaysia",Malaysia,0.0,Government operations inventory,
920,920.0,"Shah Alam City Council, Malaysia",Malaysia,190443.17710035038,Government operations inventory,2013.0
921,921.0,"Guadalajara Metropolitan Area, Mexico",Mexico,529694347.0,Community inventories,2016.0
922,922.0,"Municipality of Aguascalientes, Mexico",Mexico,3839803.0,Community inventories,2010.0
923,923.0,"Municipality of Amacuzac, Mexico",Mexico,43111.0,Community inventories,2010.0
924,924.0,"Municipality of Atlatlahucan, Mexico",Mexico,44873.0,Community inventories,2010.0
925,925.0,"Municipality of Atotonilco de Tula, Mexico",Mexico,888994.0,Community inventories,2010.0
926,926.0,"Municipality of Axochiapan, Mexico",Mexico,63506.0,Community inventories,2010.0
927,927.0,"Municipality of Cozumel, Mexico",Mexico,177326.0,Community inventories,2011.0
928,928.0,"Municipality of Cuautla, Mexico",Mexico,484478.0,Community inventories,2010.0
929,929.0,"Municipality of Guadalajara, Mexico",Mexico,5462380.0,Community inventories,2009.0
930,930.0,"Municipality of Hermosillo, Mexico",Mexico,4952256.0,Community inventories,2010.0
931,931.0,"Municipality of Hermosillo, Mexico",Mexico,66266.0,Government operations inventory,2014.0
932,932.0,"Municipality of Jojutla, Mexico",Mexico,16682646.0,Community inventories,2010.0
933,933.0,"Municipality of Jonacatepec, Mexico",Mexico,62077.0,Community inventories,2010.0
934,934.0,"Municipality of León de los Aldamas, Mexico",Mexico,94311876.215,Community inventories,2012.0
935,935.0,"Municipality of León de los Aldamas, Mexico",Mexico,1738240.6749999996,Government operations inventory,2012.0
936,936.0,"Municipality of Mazatepec, Mexico",Mexico,11554.0,Community inventories,2010.0
937,937.0,"Municipality of Puebla de Zaragoza, Mexico",Mexico,3302184.0,Community inventories,2010.0
938,938.0,"Municipality of Puebla de Zaragoza, Mexico",Mexico,1781685.0,Government operations inventory,2012.0
939,939.0,"Municipality of Salamanca, Mexico",Mexico,0.0,Government operations inventory,2012.0
940,940.0,"Municipality of San Pedro Tlaquepaque, Mexico",Mexico,209946.56,Government operations inventory,2008.0
941,941.0,"Municipality of Tlalnepantla de Baz, Mexico",Mexico,5899134.0,Community inventories,2011.0
942,942.0,"Municipality of Toluca de Lerdo, Mexico",Mexico,4378317.0,Community inventories,2010.0
943,943.0,"Municipality of Toluca de Lerdo, Mexico",Mexico,2643862.0,Government operations inventory,2010.0
944,944.0,"Municipality of Tuxtla Gutiérrez, Mexico",Mexico,1708489.0,Community inventories,2010.0
945,945.0,"Municipality of Tuxtla Gutiérrez, Mexico",Mexico,1604177.77,Government operations inventory,2010.0
946,946.0,"Municipality of Xalapa-Enríquez, Mexico",Mexico,1646108.0,Community inventories,2011.0
947,947.0,"Municipality of Yautepec de Zaragoza, Mexico",Mexico,167974.0,Community inventories,2010.0
948,948.0,"Municipality of Zapopan, Mexico",Mexico,4351244.0,Community inventories,2010.0
949,949.0,"México City Government, Mexico",Mexico,26257083.0,Community inventories,2010.0
950,950.0,"México City Government, Mexico",Mexico,24551216.0,Community inventories,2012.0
951,951.0,"México City Government, Mexico",Mexico,9053518.0,Government operations inventory,2010.0
952,952.0,"México City Government, Mexico",Mexico,5436863.0,Government operations inventory,2012.0
953,953.0,"City of Windhoek, Namibia",Namibia,2829997.0,Community inventories,2016.0
954,954.0,"Dunedin City Council, New Zealand",New Zealand,1091279.509,Community inventories,2016.0
955,955.0,"Dunedin City Council, New Zealand",New Zealand,21469.86,Government operations inventory,2016.0
956,956.0,"Palmerston North City Council, New Zealand",New Zealand,475234.0,Community inventories,2001.0
957,957.0,"Palmerston North City Council, New Zealand",New Zealand,2924.0,Government operations inventory,2006.0
958,958.0,"Palmerston North City Council, New Zealand",New Zealand,3017.0,Government operations inventory,2007.0
959,959.0,"Palmerston North City Council, New Zealand",New Zealand,2832.0,Government operations inventory,2008.0
960,960.0,"Palmerston North City Council, New Zealand",New Zealand,2934.0,Government operations inventory,2009.0
961,961.0,"Palmerston North City Council, New Zealand",New Zealand,2908.0,Government operations inventory,2010.0
962,962.0,"Rotorua Lakes Council, New Zealand",New Zealand,1541672.771,Community inventories,2016.0
963,963.0,"Arendal Municipality, Norway",Norway,169800.0,Community inventories,2005.0
964,964.0,"Arendal Municipality, Norway",Norway,151900.0,Community inventories,2008.0
965,965.0,"Arendal Municipality, Norway",Norway,150800.0,Community inventories,2009.0
966,966.0,"Arendal Municipality, Norway",Norway,829.6,Government operations inventory,2008.0
967,967.0,"Arendal Municipality, Norway",Norway,1215.6,Government operations inventory,2009.0
968,968.0,"Arendal Municipality, Norway",Norway,854.1,Government operations inventory,2010.0
