,city,country,commitment_type,commitment,ghg_subtype,baseline_year,baseline_year_emissions,target_year,target_year_emissions,percent_reduction,emissions_reduction_by_target_year
1043,"Shah Alam City Council, Malaysia",Malaysia,Energy efficiency target,5% Energy efficiency improvement by 2030The Shah Alam City Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 5% by 2030 compared to 2010 levels.,,,,,,,
1049,"Muncipality of Banderilla, Mexico",Mexico,Energy efficiency target,0% Energy efficiency improvement by The Muncipality of Banderilla committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by  compared to  levels. This target will be achieved in Transport sectors,,,,,,,
1050,"Municipality of Aguascalientes, Mexico",Mexico,GHG emission reduction target, The Municipality of Aguascalientes has committed to reduce its Local Government emissions by 20% by 2015 compared to 2010 emission level.,Local Government,2010,,2015,,20.0,
1057,"Municipality of Atotonilco de Tula, Mexico",Mexico,GHG emission reduction target, The Municipality of Atotonilco de Tula has committed to reduce its Community emissions by 10% of per capita/ per GDP emissions by 2016 compared to 2010 emission level.,Community,2010,28.0,2016,28.0,,2.0
1076,"Municipality of Hermosillo, Mexico",Mexico,GHG emission reduction target, The Municipality of Hermosillo has committed to reduce its Community emissions by 50% by 2050 compared to 2000 emission level.,Community,2000,,2050,,50.0,
1087,"Municipality of Merida, Mexico",Mexico,GHG emission reduction target, The Municipality of Merida has committed to reduce its Local Government emissions by 0% by 2018 compared to 2014 emission level. The target is going to be reached by activities in Transport sector.,Local Government,2014,73395.0,2018,73395.0,,0.0
1088,"Municipality of Merida, Mexico",Mexico,Renewable energy target,The Municipality of Merida committed to increase its consumption of energy from renewable energy sources in Community by 80 MWh by 2018Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity and Heating & cooling sector.  The Municipality of Merida committed to increase its consumption of energy from renewable energy sources in Local Government by 100 MWh by 2018Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity and Heating & cooling sector.,,,,,,,
1089,"Municipality of Merida, Mexico",Mexico,Energy efficiency target,0% Energy efficiency improvement by 2018The Municipality of Merida committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2018 compared to 2014 levels.  15% Energy efficiency improvement by 2018The Municipality of Merida committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 15% by 2018 compared to 2014 levels. Primary energy energy consumption: 5321406. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors,,,,,,,
1094,"Municipality of Puebla de Zaragoza, Mexico",Mexico,GHG emission reduction target," The Municipality of Puebla de Zaragoza has committed to reduce its Community emissions by 9% by 2030 compared to 2014 emission level. The target is going to be reached by activities in Stationary energy and Agriculture, forest and other land use (AFOLU) sectors.",Community,2014,,2030,,9.0,
1095,"Municipality of Puebla de Zaragoza, Mexico",Mexico,GHG emission reduction target, The Municipality of Puebla de Zaragoza has committed to reduce its Local Government emissions by 8% by 2050 compared to 2014 emission level.,Local Government,2014,,2050,,8.0,
1096,"Municipality of Puebla de Zaragoza, Mexico",Mexico,Renewable energy target,The Municipality of Puebla de Zaragoza committed to increase its share of renewable energy in final energy mix in Local Government by 15% by 2030The target is going to be reached by activities in Electricity sector.,,,,,,,
1097,"Municipality of Puebla de Zaragoza, Mexico",Mexico,Energy efficiency target,14% Energy efficiency improvement by 2026The Municipality of Puebla de Zaragoza committed to increase its energy efficiency in Final energy and Local Government energy consumption by 14% by 2026 compared to 2014 levels. This target will be achieved in Electricity sectors,,,,,,,
1104,"Municipality of San Pedro Tlaquepaque, Mexico",Mexico,GHG emission reduction target, The Municipality of San Pedro Tlaquepaque has committed to reduce its Community emissions by 10% by 2030 compared to Baseline scenario (BAU) reduction target emission level.,Community,2008,,2030,,10.0,
1105,"Municipality of San Pedro Tlaquepaque, Mexico",Mexico,GHG emission reduction target, The Municipality of San Pedro Tlaquepaque has committed to reduce its Local Government emissions by 10% by 2030 compared to Baseline scenario (BAU) reduction target emission level.,Local Government,2008,,2030,,10.0,
1118,"Municipality of Toluca de Lerdo, Mexico",Mexico,GHG emission reduction target, The Municipality of Toluca de Lerdo has committed to reduce its Community emissions by 55% by 2020 compared to 2010 emission level.,Community,2010,,2020,,55.0,
1119,"Municipality of Toluca de Lerdo, Mexico",Mexico,GHG emission reduction target, The Municipality of Toluca de Lerdo has committed to reduce its Local Government emissions by 2% by 2015 compared to 2010 emission level.,Local Government,2010,,2015,,2.0,
1130,"Municipality of Zapopan, Mexico",Mexico,GHG emission reduction target, The Municipality of Zapopan has committed to reduce its Community emissions by 15% by 2020 compared to 2010 emission level.,Community,2010,,2020,,15.0,
1133,"México City Government, Mexico",Mexico,GHG emission reduction target," The México City Government has committed to reduce its Local Government emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",Local Government,2013,,2020,,10.0,
1136,"Oriental Region, Morocco",Morocco,GHG emission reduction target, The Oriental Region has committed to reduce its Community emissions by 20% by 2020 compared to 2009 emission level.,Community,2009,,2020,,20.0,
1143,"Palmerston North City Council, New Zealand",New Zealand,GHG emission reduction target, The Palmerston North City Council has committed to reduce its Community emissions by 50% by 2050 compared to 1990 emission level.,Community,1990,,2050,,50.0,
1144,"Palmerston North City Council, New Zealand",New Zealand,GHG emission reduction target, The Palmerston North City Council has committed to reduce its Local Government emissions by 100% by 2050 compared to 2006 emission level.,Local Government,2006,,2050,,100.0,
1147,"Wellington City Council, New Zealand",New Zealand,GHG emission reduction target, The Wellington City Council has committed to reduce its Community emissions by 80% by 2050 compared to 2003 emission level.,Community,2003,,2050,,80.0,
1148,"Wellington City Council, New Zealand",New Zealand,GHG emission reduction target, The Wellington City Council has committed to reduce its Local Government emissions by 80% by 2050 compared to 2001 emission level.,Local Government,2001,,2050,,80.0,
1155,"Arendal Municipality, Norway",Norway,GHG emission reduction target, The Arendal Municipality has committed to reduce its Community emissions by 90% by 2017 compared to 2007 emission level. The target is going to be reached by activities in Stationary energy and Transport sectors.,Community,2007,7020.0,2017,702.0,,6318.0
1157,"Arendal Municipality, Norway",Norway,Energy efficiency target,"0% Energy efficiency improvement by 2017The Arendal Municipality committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 0% by 2017 compared to 2007 levels. Primary energy energy consumption: 5200. 0 MwhThis target will be achieved in Electricity, Heating & cooling and Transport sectors",,,,,,,
1158,"Kristiansand Municipality, Norway",Norway,GHG emission reduction target, The Kristiansand Municipality has committed to reduce its Community emissions by 20% by 2020 compared to 1991 emission level.,Community,1991,,2020,,20.0,
1161,"Lørenskog Municipality, Norway",Norway,GHG emission reduction target, The Lørenskog Municipality has committed to reduce its Community emissions by 10% by 2014 compared to  emission level.,Community,,,2014,,10.0,
1164,"Oslo Municipality, Norway",Norway,GHG emission reduction target, The Oslo Municipality has committed to reduce its Community emissions by 100% by 2050 compared to 1991 emission level.,Community,1991,,2050,,100.0,
1165,"Oslo Municipality, Norway",Norway,GHG emission reduction target, The Oslo Municipality has committed to reduce its Local Government emissions by 100% by 2015 compared to 2008 emission level.,Local Government,2008,,2015,,100.0,
1170,"Sandnes Municipality, Norway",Norway,GHG emission reduction target, The Sandnes Municipality has committed to reduce its Community emissions by 40% by 2020 compared to 2008 emission level.,Community,2008,,2020,,40.0,
1173,"Stavanger Municipality, Norway",Norway,GHG emission reduction target, The Stavanger Municipality has committed to reduce its Community emissions by 20% by 2025 compared to 1991 emission level.,Community,1991,,2025,,20.0,
1176,"Karachi City District, Pakistan",Pakistan,Renewable energy target,The Karachi City District committed to increase its Installed capacity of Renewable energy in Community to 5 MW by 2020The target is going to be reached by activities in Electricity sector.  The Karachi City District committed to increase its Share of renewable energy in primary energy mix in Local Government by 40% by 2020The target is going to be reached by activities in Transport sector.,,,,,,,
1177,"Karachi City District, Pakistan",Pakistan,Energy efficiency target,20% Energy efficiency improvement by 2020The Karachi City District committed to increase its energy efficiency in Final energy and Community energy consumption by 20% by 2020 compared to 2009 levels. Final energy energy consumption: 9396000. 0 MwhThis target will be achieved in Electricity sectors 50% Energy efficiency improvement by 2020The Karachi City District committed to increase its energy efficiency in Final energy and Local Government energy consumption by 50% by 2020 compared to 2017 levels. Final energy energy consumption: 80. 0 MwhThis target will be achieved in Transport sectors,,,,,,,
1182,"District Municipality of Miraflores, Peru",Peru,GHG emission reduction target, The District Municipality of Miraflores has committed to reduce its Community emissions by 60% by 2017 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Waste management sector.,Community,2011,32106.0,2017,32106.0,,19263.0
1183,"District Municipality of Miraflores, Peru",Peru,GHG emission reduction target, The District Municipality of Miraflores has committed to reduce its Local Government emissions by 1% by 2016 compared to 2015 emission level. The target is going to be reached by activities in Transport and Waste management sectors.,Local Government,2015,8904.0,2016,8814.0,,89.0
1184,"District Municipality of Miraflores, Peru",Peru,Renewable energy target,The District Municipality of Miraflores committed to increase its share of renewable energy in final energy mix in Community by 10% by 2017The target is going to be reached by activities in Transport sectors. The District Municipality of Miraflores committed to increase its share of renewable energy in final energy mix in Community by 10% by 2017The target is going to be reached by activities in Transport sectors.,,,,,,,
1185,"District Municipality of Miraflores, Peru",Peru,Energy efficiency target,5% Energy efficiency improvement by 2017The District Municipality of Miraflores committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 5% by 2017 compared to 2015 levels. Primary energy energy consumption: 974. 41 MwhThis target will be achieved in Electricity and Heating & cooling sectors,,,,,,,
1186,"District Municipality of San Isidro, Peru",Peru,GHG emission reduction target," The District Municipality of San Isidro has committed to reduce its Community emissions by 3% by 2021 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",Community,2015,,2021,,3.0,
1187,"District Municipality of San Isidro, Peru",Peru,Renewable energy target,"The District Municipality of San Isidro committed to increase its share of renewable energy in final energy mix in Community by 3% by 2021The target is going to be reached by activities in Heating & cooling, Transport and movilidad sectors. The District Municipality of San Isidro committed to increase its share of renewable energy in final energy mix in Community by 3% by 2021The target is going to be reached by activities in Transport and ACONDICIONAMIENTO  SMART CITY sectors. The District Municipality of San Isidro committed to increase its Share of renewable energy in primary energy mix in Community by 3% by 2021The target is going to be reached by activities in Electricity, Heating & cooling, Transport and Industry sectors.  The District Municipality of San Isidro committed to increase its share of renewable energy in final energy mix in Local Government by 0% by 2018The target is going to be reached by activities in Transport sector.",,,,,,,
1188,"District Municipality of San Isidro, Peru",Peru,Energy efficiency target,"0% Energy efficiency improvement by 2021The District Municipality of San Isidro committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2021 compared to 2015 levels. This target will be achieved in Electricity, Heating & cooling, Transport and Industry sectors0% Energy efficiency improvement by 2021The District Municipality of San Isidro committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2021 compared to 2015 levels. This target will be achieved in Electricity, Heating & cooling, Transport and Industry sectors 30% Energy efficiency improvement by 2019The District Municipality of San Isidro committed to increase its energy efficiency in Final energy and Local Government energy consumption by 30% by 2019 compared to 2015 levels. Final energy energy consumption: 118983. 93 MwhThis target will be achieved in Electricity, Transport and Heating & cooling sectors",,,,,,,
1193,"Municipalidad de Santiago de Surco, Peru",Peru,GHG emission reduction target, The Municipalidad de Santiago de Surco has committed to reduce its Community emissions by 0% by 2018 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Waste management sector.,Community,2015,,2018,,0.0,
1194,"Municipalidad de Santiago de Surco, Peru",Peru,Renewable energy target,The Municipalidad de Santiago de Surco committed to increase its share of renewable energy in final energy mix in Local Government by 0% by 2020The target is going to be reached by activities in Electricity sectors. The Municipalidad de Santiago de Surco committed to increase its share of renewable energy in final energy mix in Local Government by 0% by 2020The target is going to be reached by activities in Electricity sectors.,,,,,,,
1195,"Municipalidad de Santiago de Surco, Peru",Peru,Energy efficiency target,0% Energy efficiency improvement by 2020The Municipalidad de Santiago de Surco committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2020 compared to 2016 levels. Final energy energy consumption: 3995. 83 MwhThis target will be achieved in Electricity sectors 0% Energy efficiency improvement by 2020The Municipalidad de Santiago de Surco committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2015 levels. Final energy energy consumption: 3995. 83 MwhThis target will be achieved in Electricity sectors,,,,,,,
1196,"Municipality of Magdelena Del Mar, Peru",Peru,GHG emission reduction target, The Municipality of Magdelena Del Mar has committed to reduce its Community emissions by 25% by 2025 compared to 2016 emission level. The target is going to be reached by activities in Stationary energy and Waste management sectors.,Community,2016,29231993.0,2025,21923994.0,,7307998.0
1197,"Municipality of Magdelena Del Mar, Peru",Peru,Renewable energy target,The Municipality of Magdelena Del Mar committed to increase its share of renewable energy in final energy mix in Community by 10% by 2025The target is going to be reached by activities in Electricity sector.,,,,,,,
1202,"City Government of Marikina, Philippines",Philippines,Energy efficiency target,5% Energy efficiency improvement by 2024The City Government of Marikina committed to increase its energy efficiency in Final energy and Community energy consumption by 5% by 2024 compared to 2010 levels. This target will be achieved in Electricity sectors 30% Energy efficiency improvement by 2024The City Government of Marikina committed to increase its energy efficiency in Final energy and Local Government energy consumption by 30% by 2024 compared to 2010 levels. This target will be achieved in Electricity sectors,,,,,,,
1205,"City of Batangas, Philippines",Philippines,GHG emission reduction target," The City of Batangas has committed to reduce its Community emissions by 25% by 2030 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",Community,2015,657636.0,2030,657636.0,,164409.0
1206,"City of Batangas, Philippines",Philippines,Renewable energy target,"The City of Batangas committed to increase its Installed capacity of Renewable energy in Community to 66250 MW by 2028The target is going to be reached by activities in Electricity, Transport and Industry sector.",,,,,,,
1207,"City of Batangas, Philippines",Philippines,Energy efficiency target,50% Energy efficiency improvement by 2018The City of Batangas committed to increase its energy efficiency in Final energy and Local Government energy consumption by 50% by 2018 compared to 2017 levels. Final energy energy consumption: 1238. 2 MwhThis target will be achieved in Electricity sectors,,,,,,,
1218,"City of Makati, Philippines",Philippines,GHG emission reduction target," The City of Makati has committed to reduce its Community emissions by 115000% by 2024 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",Community,2011,1648076.0,2024,1648076.0,,1895287400.0
1221,"City of Naga, Philippines",Philippines,GHG emission reduction target," The City of Naga has committed to reduce its Community emissions by 5% by 2016 compared to 2014 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management and Agriculture, forest and other land use (AFOLU) sectors.",Community,2014,243527.0,2016,231350.0,,12176.0
1224,"City of Parañaque, Philippines",Philippines,GHG emission reduction target, The City of Parañaque has committed to reduce its Community emissions by 3% by 2020 compared to 2010 emission level. The target is going to be reached by activities in Transport and Waste management sectors.,Community,2010,1815777.0,2020,1761303.0,,54473.0
1225,"City of Parañaque, Philippines",Philippines,Renewable energy target,The City of Parañaque committed to increase its Share of renewable energy in primary energy mix in Local Government by 0% by 2018Current Share of renewable energy in primary energy mix: 0. 0% The target is going to be reached by activities in Electricity and Heating & cooling sectors. The City of Parañaque committed to increase its Share of renewable energy in primary energy mix in Local Government by 0% by 2018Current Share of renewable energy in primary energy mix: 0. 0% The target is going to be reached by activities in Electricity and Heating & cooling sectors.,,,,,,,
1226,"City of Parañaque, Philippines",Philippines,Energy efficiency target,0% Energy efficiency improvement by The City of Parañaque committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by  compared to  levels. This target will be achieved in Electricity and Transport sectors0% Energy efficiency improvement by The City of Parañaque committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by  compared to  levels. This target will be achieved in Electricity and Transport sectors0% Energy efficiency improvement by 2017The City of Parañaque committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2017 compared to 2015 levels. Final energy energy consumption: 901510. 057 MwhThis target will be achieved in Electricity sectors0% Energy efficiency improvement by 2017The City of Parañaque committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2017 compared to 2015 levels. Final energy energy consumption: 901510. 06 MwhThis target will be achieved in Electricity sectors,,,,,,,
1227,"City of Quezon City, Philippines",Philippines,GHG emission reduction target," The City of Quezon City has committed to reduce its Community emissions by 91943% by 2015 compared to 2012 emission level. The target is going to be reached by activities in Stationary energy and Agriculture, forest and other land use (AFOLU) sectors.",Community,2012,,2015,,91943.0,
1230,"City of San Carlos, Philippines",Philippines,GHG emission reduction target," The City of San Carlos has committed to reduce its Community emissions by 10% by 2025 compared to 2014 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",Community,2014,,2025,,10.0,
1231,"City of San Carlos, Philippines",Philippines,Renewable energy target,The City of San Carlos committed to increase its Installed capacity of Renewable energy in Community to 15 MW by 2025Current Installed capacity of Renewable energy: 50. 0 MW The target is going to be reached by activities in Electricity and Transport sectors. The City of San Carlos committed to increase its Share of renewable energy in primary energy mix in Community by 15% by 2025Current Share of renewable energy in primary energy mix: 50. 0% The target is going to be reached by activities in Electricity and Transport sectors.  The City of San Carlos committed to increase its consumption of energy from renewable energy sources in Local Government by 15 MWh by 2025Current consumption of energy from renewable energy source: 5. 0 MWh The target is going to be reached by activities in Electricity sectors. The City of San Carlos committed to increase its Share of renewable energy in primary energy mix in Local Government by 15% by 2025Current Share of renewable energy in primary energy mix: 5. 0% The target is going to be reached by activities in Transport and Industry sectors.,,,,,,,
1233,"City of Santa Rosa, Laguna, Philippines",Philippines,GHG emission reduction target," The City of Santa Rosa, Laguna has committed to reduce its Community emissions by 30% of per capita/ per GDP emissions by 2020 compared to 2010 emission level. The target is going to be reached by activities in Waste management sector.",Community,2010,103677.0,2020,103677.0,,31103.0
1234,"City of Santa Rosa, Laguna, Philippines",Philippines,GHG emission reduction target," The City of Santa Rosa, Laguna has committed to reduce its Local Government emissions by 20% of per capita/ per GDP emissions by 2020 compared to 2010 emission level. The target is going to be reached by activities in Transport sector.",Local Government,2010,574.0,2020,574.0,,114.0
1236,"City of Santa Rosa, Laguna, Philippines",Philippines,Energy efficiency target,"0% Energy efficiency improvement by 2020The City of Santa Rosa, Laguna committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2010 levels. Final energy energy consumption: 3810. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors0% Energy efficiency improvement by 2020The City of Santa Rosa, Laguna committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2010 levels. This target will be achieved in Transport sectors",,,,,,,
1237,"City of Zamboanga, Philippines",Philippines,Renewable energy target,The City of Zamboanga committed to increase its Installed capacity of Renewable energy in Community to 0 MW by 2018The target is going to be reached by activities in Electricity sector.,,,,,,,
1238,"City of Zamboanga, Philippines",Philippines,Energy efficiency target,"0% Energy efficiency improvement by 2018The City of Zamboanga committed to increase its energy efficiency in Primary energy and Community energy consumption by 0% by 2018 compared to 2017 levels. This target will be achieved in Electricity sectors0% Energy efficiency improvement by 2018The City of Zamboanga committed to increase its energy efficiency in Primary energy and Community energy consumption by 0% by 2018 compared to 2016 levels. This target will be achieved in Electricity sectors 0% Energy efficiency improvement by 2019The City of Zamboanga committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 0% by 2019 compared to 2017 levels. This target will be achieved in Electricity and Industry sectors0% Energy efficiency improvement by 2019The City of Zamboanga committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 0% by 2019 compared to 2017 levels. This target will be achieved in Electricity, Heating & cooling and Industry sectors0% Energy efficiency improvement by 2019The City of Zamboanga committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 0% by 2019 compared to 2017 levels. This target will be achieved in Electricity, Heating & cooling and Industry sectors0% Energy efficiency improvement by 2019The City of Zamboanga committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 0% by 2019 compared to 2017 levels. This target will be achieved in Electricity and Industry sectors",,,,,,,
1239,"LGU of San Jose del Monte City, Philippines",Philippines,Renewable energy target,The LGU of San Jose del Monte City committed to increase its Installed capacity of Renewable energy in Community to 0 MW by 2017The target is going to be reached by activities in Heating & cooling sector.,,,,,,,
1241,"Pasig City Government, Philippines",Philippines,GHG emission reduction target," The Pasig City Government has committed to reduce its Community emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport and Waste management sectors.",Community,2010,1446461.0,2020,1446461.0,,144646.0
1242,"Pasig City Government, Philippines",Philippines,Renewable energy target,"The Pasig City Government committed to increase its consumption of energy from renewable energy sources in Community by 10 MWh by 2020Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity, Heating & cooling and Industry sector.  The Pasig City Government committed to increase its consumption of energy from renewable energy sources in Local Government by 10 MWh by 2020Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity, Heating & cooling and Industry sector.",,,,,,,
1243,"Pasig City Government, Philippines",Philippines,Energy efficiency target,10% Energy efficiency improvement by 2020The Pasig City Government committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 10% by 2020 compared to 2010 levels. Primary energy energy consumption: 18227. 0 MwhThis target will be achieved in Electricity and Industry sectors10% Energy efficiency improvement by 2020The Pasig City Government committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 10% by 2020 compared to 2010 levels. Primary energy energy consumption: 18227. 0 Mwh,,,,,,,
1244,"Tagum City, Philippines",Philippines,Renewable energy target,The Tagum City committed to increase its Installed capacity of Renewable energy in Local Government to 5 MW by 2018The target is going to be reached by activities in Electricity sector.,,,,,,,
1245,"Tagum City, Philippines",Philippines,Energy efficiency target,0% Energy efficiency improvement by 2018The Tagum City committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2018 compared to 2017 levels. This target will be achieved in Electricity and Transport sectors,,,,,,,
1248,"City of Warsaw, Poland",Poland,GHG emission reduction target, The City of Warsaw has committed to reduce its Community emissions by 0% by 2020 compared to 2007 emission level. The target is going to be reached by activities in Stationary energy and Transport sectors.,Community,2007,12952984.0,2020,12952984.0,,0.0
1251,"Municipality of Wroclaw, Poland",Poland,GHG emission reduction target," The Municipality of Wroclaw has committed to reduce its Community emissions by 21% by 2020 compared to 1990 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",Community,1990,4422767.0,2020,3493985.0,,928781.0
1253,"Municipality of Wroclaw, Poland",Poland,Energy efficiency target,"0% Energy efficiency improvement by 2020The Municipality of Wroclaw committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2020 compared to 1990 levels. Final energy energy consumption: 6988259. 0 MwhThis target will be achieved in Electricity, Heating & cooling, Transport and Industry sectors",,,,,,,
1254,"Municipality of Almada, Portugal",Portugal,GHG emission reduction target, The Municipality of Almada has committed to reduce its Community emissions by 22% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,Community,2006,,2020,,22.0,
1259,"Municipality of Oeiras, Portugal",Portugal,GHG emission reduction target, The Municipality of Oeiras has committed to reduce its Community emissions by 20% by 2020 compared to 2006 emission level.,Community,2006,,2020,,20.0,
1264,"Asan City, Republic of Korea",Republic of Korea,GHG emission reduction target, The Asan City has committed to reduce its Community emissions by 17% by 2025 compared to 2005 emission level. The target is going to be reached by activities in Industrial processes and product use (IPPU) sector.,Community,2005,,2025,,17.0,
1266,"Asan City, Republic of Korea",Republic of Korea,Energy efficiency target,206% Energy efficiency improvement by 2025The Asan City committed to increase its energy efficiency in Final energy and Community energy consumption by 206% by 2025 compared to 2005 levels. This target will be achieved in Electricity and Heating & cooling sectors,,,,,,,
1267,"Chungcheongnam Provincial Government, Republic of Korea",Republic of Korea,GHG emission reduction target, The Chungcheongnam Provincial Government has committed to reduce its Community emissions by 30% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,Community,2011,,2020,,30.0,
1270,"City of Changwon, Republic of Korea",Republic of Korea,GHG emission reduction target, The City of Changwon has committed to reduce its Local Government emissions by 30% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,Local Government,2005,,2020,,30.0,
1275,"Gangdong-gu Municipal Government, Republic of Korea",Republic of Korea,GHG emission reduction target," The Gangdong-gu Municipal Government has committed to reduce its Community emissions by 22% by 2020 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",Community,2005,,2020,,22.0,
1278,"Gangneung City, Republic of Korea",Republic of Korea,GHG emission reduction target, The Gangneung City has committed to reduce its Community emissions by 21% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,Community,2005,,2020,,21.0,
1281,"Gangwon Provincial Government, Republic of Korea",Republic of Korea,GHG emission reduction target, The Gangwon Provincial Government has committed to reduce its Community emissions by 30% by 2020 compared to 2005 emission level.,Community,2005,,2020,,30.0,
1284,"Gwangju Metropolitan City, Republic of Korea",Republic of Korea,GHG emission reduction target, The Gwangju Metropolitan City has committed to reduce its Community emissions by 12% by 2020 compared to 2009 emission level.,Community,2009,,2020,,12.0,
1293,"Jeju Special Self-Governing Provincial Government, Republic of Korea",Republic of Korea,GHG emission reduction target, The Jeju Special Self-Governing Provincial Government has committed to reduce its Community emissions by 100% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,Community,2010,,2020,,100.0,
1296,"Jeollanam Provincial Government, Republic of Korea",Republic of Korea,GHG emission reduction target, The Jeollanam Provincial Government has committed to reduce its Community emissions by 31% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,Community,2010,,2020,,31.0,
1301,"Pyeongchang County Government, Republic of Korea",Republic of Korea,GHG emission reduction target, The Pyeongchang County Government has committed to reduce its Community emissions by 16% by 2020 compared to 2010 emission level.,Community,2010,,2020,,16.0,
1308,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,GHG emission reduction target, The Seoul Metropolitan Government has committed to reduce its Community emissions by 25% by 2020 compared to 2005 emission level.,Community,2005,,2020,,25.0,
1311,"Suwon City, Republic of Korea",Republic of Korea,GHG emission reduction target, The Suwon City has committed to reduce its Community emissions by 40% by 2030 compared to 2005 emission level.,Community,2005,,2030,,40.0,
1314,"Ulsan Metropolitan City, Republic of Korea",Republic of Korea,GHG emission reduction target, The Ulsan Metropolitan City has committed to reduce its Community emissions by 30% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,Community,2009,,2020,,30.0,
1319,"Wonju City, Republic of Korea",Republic of Korea,GHG emission reduction target, The Wonju City has committed to reduce its Community emissions by 26% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,Community,2005,,2020,,26.0,
1322,"Yeosu City, Republic of Korea",Republic of Korea,GHG emission reduction target, The Yeosu City has committed to reduce its Community emissions by 30% by 2030 compared to Baseline scenario (BAU) reduction target emission level.,Community,2005,,2030,,30.0,
1327,"Government of Khabarovsk Krai, Russia",Russia,GHG emission reduction target, The Government of Khabarovsk Krai has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,Community,1990,,2020,,25.0,
1336,"Government of Singapore, Singapore",Singapore,GHG emission reduction target," The Government of Singapore has committed to reduce its Community emissions by 36% of per capita/ per GDP emissions by 2030 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management and Industrial processes and product use (IPPU) sectors.",Community,2005,0.0,2030,0.0,,0.0
1339,"Buffalo City Metropolitan Municipality, South Africa",South Africa,GHG emission reduction target, The Buffalo City Metropolitan Municipality has committed to reduce its Community emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,Community,2007,,2020,,10.0,
