,Unnamed: 0,area (km2),city,country,gdp,population,target
609,609.0,63.0,"Moshi Municipal Council, Tanzania",Tanzania,,184292,Reduce 60% GHG emissions
610,610.0,7455.0,"Mpwapwa District Council, Tanzania",Tanzania,,305056,
611,611.0,170.0,"Mtwara Municipal Council, Tanzania",Tanzania,,108299,
612,612.0,1070.0,"Musoma District Council, Tanzania",Tanzania,,178356,
613,613.0,9823.0,"Nkasi District Council, Tanzania",Tanzania,,281200,
614,614.0,3569.0,"Shiyanga District Council, Tanzania",Tanzania,,334417,
615,615.0,1217.0,"Siha District Council, Tanzania",Tanzania,,116313,
616,616.0,1461.0,"Tabora Municipal Council, Tanzania",Tanzania,,226999,
617,617.0,254.0,"Ushetu Division Council, Tanzania",Tanzania,,273075,
618,618.0,10.0,"Bangchak Sub District Municipality, Thailand",Thailand,82 Thousand,8997,Reduce 5% GHG emissions
619,619.0,1568.74,"Bangkok Metropolitan Administration, Thailand",Thailand,,8280925,
620,620.0,40.22,"Chiang Mai City Municipality, Thailand",Thailand,,174235,Reduce 10% GHG emissions
621,621.0,60.85,"Chiang Rai City Municipality, Thailand",Thailand,98 Thousand,64817,
622,622.0,44.0,"Hat Siao Sub-District Municipality, Thailand",Thailand,73 Thousand,6886,Reduce 30% GHG emissions
623,623.0,21.0,"Hat Yai City Municipality, Thailand",Thailand,140 Thousand,159614,Reduce 15% GHG emissions
624,624.0,62.5,"Huai Khao Kam Municipality, Thailand",Thailand,50 Thousand,8857,Reduce 15% GHG emissions
625,625.0,195.49,"Kalangnakorn Town Municipality, Thailand",Thailand,87 Thousand,60129,Reduce 5% GHG emissions
626,626.0,3.2,"Khok Kruat Municipality, Thailand",Thailand,94 Thousand,7192,Reduce 15% GHG emissions
627,627.0,46.0,"Khon Kaen City Municipality, Thailand",Thailand,110 Thousand,113754,Reduce 30% GHG emissions
628,628.0,723.0,"Khun Han Municipality, Thailand",Thailand,,7000,Reduce 5% GHG emissions
629,629.0,15.0,"Klaeng Town Municipality, Thailand",Thailand,,17625,
630,630.0,22.0,"Lampang City Municipality, Thailand",Thailand,2.7 Thousand,58074,Reduce 10% GHG emissions
631,631.0,16.0,"Mae Raeng Municipality, Thailand",Thailand,1 Thousand,7345,Reduce 5% GHG emissions
632,632.0,7.88,"Map Ammarit Municipality, Thailand",Thailand,36 Thousand,3959,Reduce 5% GHG emissions
633,633.0,111.0,"Na Kaeo Municipality, Thailand",Thailand,47 Thousand,9446,Reduce 10% GHG emissions
634,634.0,55.0,"Nang Lae Municipality, Thailand",Thailand,2.3 Thousand,10405,Reduce 10% GHG emissions
635,635.0,25.0,"Nong Samrong Town Municipality, Thailand",Thailand,500,39489,Reduce 5% GHG emissions
636,636.0,38.9,"Nonthaburi City Municipality, Thailand",Thailand,1.7 Thousand,270609,Reduce 5% GHG emissions
637,637.0,16.4,"Patong Municipality, Thailand",Thailand,150 Thousand,19726,Reduce 5% GHG emissions
638,638.0,2.76,"Phanat Nikhom Town Municipality, Thailand",Thailand,93 Thousand,12555,Reduce 5% GHG emissions
639,639.0,2.16,"Phanom Sarakham Municipality, Thailand",Thailand,110 Thousand,6851,Reduce 20% GHG emissions
640,640.0,12.0,"Phuket City Municipality, Thailand",Thailand,250 Thousand,72380,Reduce 10% GHG emissions
641,641.0,9.0,"Pong Municipality, Thailand",Thailand,110 Thousand,6068,Reduce 5% GHG emissions
642,642.0,4.8,"Prix Municipality, Thailand",Thailand,82 Thousand,6502,
643,643.0,4.29,"Ranong Town Municipality, Thailand",Thailand,17 Thousand,17596,Reduce 10% GHG emissions
644,644.0,74.0,"Rong Kwang Municipality, Thailand",Thailand,,12812,Reduce 10% GHG emissions
645,645.0,12.0,"Sikhio Town Municipality, Thailand",Thailand,2.8 Thousand,18644,Reduce 10% GHG emissions
646,646.0,37.0,"Sisaket Town Municipality, Thailand",Thailand,1.3 Thousand,39679,Reduce 10% GHG emissions
647,647.0,7.17,"Thung Song Town Municipality, Thailand",Thailand,94 Thousand,30605,Reduce 20% GHG emissions
648,648.0,29.04,"Ubonratchathani Municipality, Thailand",Thailand,180 Thousand,79944,Reduce 5% GHG emissions
649,649.0,19.0,"Umong Municipality, Thailand",Thailand,430,13558,Reduce 10% GHG emissions
650,650.0,9.0,"Yasothon Town Municipality, Thailand",Thailand,53 Thousand,20377,Reduce 20% GHG emissions
651,651.0,,"City of Gaziantep, Turkey",Turkey,,1465019,
652,652.0,5343.0,"Istanbul Metropolitan Municipality, Turkey",Turkey,3.3 Billion,14657434,
653,653.0,12019.0,"Izmir Metropolitan Municipality, Turkey",Turkey,130 Billion,4113072,Reduce 20% GHG emissions
654,654.0,25.0,"Kadiköy Municipality, Turkey",Turkey,,521005,Reduce 15% GHG emissions
655,655.0,535.0,"Nevsehir Municipality, Turkey",Turkey,,92068,
656,656.0,167.0,"Yalova Municipality, Turkey",Turkey,,102874,
657,657.0,192.0,"Kampala Capital City Authority, Uganda",Uganda,17 Billion,1517000,Reduce 22% GHG emissions
658,658.0,110.0,"Bristol City Council, United Kingdom",United Kingdom,13 Billion,442500,
659,659.0,1276.0,"Greater Manchester Combined Authority, United Kingdom",United Kingdom,88 Billion,2732854,
660,660.0,3427.0,"Broward County, FL, United States",United States,,1838844,Reduce 7% GHG emissions
661,661.0,600.6,"City and County of San Francisco, CA, United States",United States,410 Trillion,852469,Reduce 80% GHG emissions
662,662.0,14.16,"City of Albany, CA, United States",United States,,18969,
663,663.0,43.0,"City of Alton, IL, United States",United States,1,26581,
664,664.0,74.33,"City of Ann Arbor, MI, United States",United States,19 Billion,116121,Reduce 90% GHG emissions
665,665.0,75.32,"City of Antioch, CA, United States",United States,,108930,Reduce 80% GHG emissions
666,666.0,117.2,"City of Asheville, NC, United States",United States,14 Billion,83393,Reduce 80% GHG emissions
667,667.0,347.1,"City of Atlanta, GA, United States",United States,7.6 Billion,447841,Reduce 80% GHG emissions
668,668.0,704.0,"City of Austin, TX, United States",United States,100 Billion,912791,Reduce 100% GHG emissions
669,669.0,239.0,"City of Baltimore, MD, United States",United States,150 Million,622793,Reduce 15% GHG emissions
670,670.0,48.51,"City of Beaverton, OR, United States",United States,,93542,Reduce 75% GHG emissions
671,671.0,40.71,"City of Benicia, CA, United States",United States,,27618,Reduce 10% GHG emissions
672,672.0,45.83,"City of Berkeley, CA, United States",United States,,118853,Reduce 80% GHG emissions
673,673.0,232.14,"City of Boston, MA, United States",United States,310 Billion,655884,Reduce 25% GHG emissions
674,674.0,66.5,"City of Boulder, CO, United States",United States,,105112,Reduce 80% GHG emissions
675,675.0,40.1,"City of Burlington, VT, United States",United States,,42211,Reduce 80% GHG emissions
676,676.0,69.75,"City of Burnsville, MN, United States",United States,,61434,
677,677.0,410.0,"City of Carson, NV, United States",United States,3 Billion,62580,
678,678.0,330.2,"City of Charleston, SC, United States",United States,,130113,Reduce 83% GHG emissions
679,679.0,26.6,"City of Charlottesville, VA, United States",United States,,46912,Reduce 10% GHG emissions
680,680.0,606.0,"City of Chicago, IL, United States",United States,530 Billion,2722389,Reduce 80% GHG emissions
681,681.0,134.93,"City of Chula Vista, CA, United States",United States,,260988,Reduce 20% GHG emissions
682,682.0,206.01,"City of Cincinnati, OH, United States",United States,100 Billion,297517,Reduce 84% GHG emissions
683,683.0,213.6,"City of Cleveland, OH, United States",United States,100 Billion,389521,Reduce 45% GHG emissions
684,684.0,31.1,"City of Coconut Creek, FL, United States",United States,,52909,Reduce 20% GHG emissions
685,685.0,349400.0,"City of Columbia, SC, United States",United States,38 Billion,133803,
686,686.0,577.85,"City of Columbus, OH, United States",United States,43 Billion,835957,
687,687.0,213.93,"City of Des Moines, IA, United States",United States,,209220,
688,688.0,226.44,"City of Duluth, MN, United States",United States,3.2 Million,86238,
689,689.0,9.55,"City of El Cerrito, CA, United States",United States,43 Million,23549,Reduce 30% GHG emissions
690,690.0,5.0,"City of Emeryville, CA, United States",United States,3.9 Billion,11721,Reduce 40% GHG emissions
691,691.0,20.2,"City of Evanston, IL, United States",United States,1 Million,75430,
692,692.0,165.4,"City of Flagstaff, AZ, United States",United States,4.7 Billion,68785,
693,693.0,88.21,"City of Flint, MI, United States",United States,,99002,
694,694.0,148.0,"City of Fort Collins, CO, United States",United States,14 Billion,161000,Reduce 100% GHG emissions
695,695.0,51.39,"City of Foster City, CA, United States",United States,,30567,
696,696.0,226.91,"City of Fremont, CA, United States",United States,,220000,Reduce 25% GHG emissions
697,697.0,117.25,"City of Grand Rapids, MI, United States",United States,,193792,
698,698.0,15.78,"City of Hawthorne, CA, United States",United States,,86199,Reduce 15% GHG emissions
699,699.0,165.11,"City of Hayward, CA, United States",United States,240 Million,149392,Reduce 82% GHG emissions
700,700.0,62.8,"City of Hillsboro, OR, United States",United States,120 Thousand,99393,
701,701.0,1625.2,"City of Houston, TX, United States",United States,390 Billion,2239558,Reduce 5% GHG emissions
702,702.0,89.23,"City of Janesville, WI, United States",United States,4.9 Billion,63588,
703,703.0,97.3,"City of Keene, NH, United States",United States,,23409,Reduce 10% GHG emissions
704,704.0,70.01,"City of Kenosha, WI, United States",United States,,101230,
705,705.0,269.8,"City of Knoxville, TN, United States",United States,,183270,Reduce 20% GHG emissions
706,706.0,198.5,"City of Las Cruces, NM, United States",United States,4 Million,101408,Reduce 7% GHG emissions
707,707.0,352.0,"City of Las Vegas, NV, United States",United States,96 Billion,596424,Reduce 30% GHG emissions
708,708.0,22.8,"City of Los Altos, CA, United States",United States,,7922,Reduce 30% GHG emissions
709,709.0,1302.0,"City of Los Angeles, CA, United States",United States,,3928864,
710,710.0,10.21,"City of Manhattan Beach, CA, United States",United States,,35726,Reduce 7% GHG emissions
711,711.0,34.02,"City of Martinez, CA, United States",United States,2.1 Billion,37165,Reduce 15% GHG emissions
712,712.0,,"City of Miami Beach, FL, United States",United States,,87779,
713,713.0,143.1,"City of Miami, FL, United States",United States,,417650,Reduce 25% GHG emissions
714,714.0,151.0,"City of Minneapolis, MN, United States",United States,240 Billion,407207,Reduce 80% GHG emissions
715,715.0,1214.0,"City of New York, NY, United States",United States,1.4 Thousand,8491079,
716,716.0,121.6,"City of North Little Rock, AR, United States",United States,2.7 Billion,66075,Reduce 10% GHG emissions
717,717.0,144.0,"City of Oakland, CA, United States",United States,24 Billion,419267,Reduce 36% GHG emissions
718,718.0,50.0,"City of Olympia, WA, United States",United States,5 Billion,51020,Reduce 80% GHG emissions
719,719.0,,"City of Park City Municipal Corporation, UT, United States",United States,,7558,
720,720.0,367.0,"City of Philadelphia, PA, United States",United States,360 Billion,1560297,Reduce 20% GHG emissions
721,721.0,49.61,"City of Pittsburg, CA, United States",United States,,63264,
722,722.0,376.0,"City of Portland, OR, United States",United States,,619360,Reduce 80% GHG emissions
723,723.0,66.0,"City of Providence, RI, United States",United States,,177994,
724,724.0,162.0,"City of Richmond, VA, United States",United States,61 Million,217853,
725,725.0,111.8,"City of Rock Hill, SC, United States",United States,,69967,
726,726.0,145.0,"City of Saint Paul, MN, United States",United States,21 Billion,304000,Reduce 100% GHG emissions
727,727.0,,"City of San Antonio, TX, United States",United States,93 Billion,1469845,
728,728.0,58.07,"City of San Rafael, CA, United States",United States,,58994,Reduce 25% GHG emissions
729,729.0,96.961,"City of Santa Barbara, CA, United States",United States,5.2 Billion,93190,
730,730.0,,"City of Santa Cruz, CA, United States",United States,7.6 Billion,63789,Reduce 30% GHG emissions
731,731.0,96.0,"City of Santa Fe, NM, United States",United States,3.6 Billion,83500,
732,732.0,21.0,"City of Santa Monica, CA, United States",United States,6.7 Billion,92472,
733,733.0,369.2,"City of Seattle, WA, United States",United States,,662400,Reduce 100% GHG emissions
734,734.0,68.06,"City of Southfield, MI, United States",United States,,72507,
735,735.0,58.77,"City of Sunnyvale, CA, United States",United States,,147559,Reduce 15% GHG emissions
736,736.0,129.71,"City of Tacoma, WA, United States",United States,15 Billion,202308,Reduce 80% GHG emissions
737,737.0,611.8,"City of Tucson, AZ, United States",United States,,527972,Reduce 7% GHG emissions
738,738.0,15.28,"City of University City, MO, United States",United States,1.3 Billion,35228,Reduce 10% GHG emissions
739,739.0,30.0,"City of Urbana, IL, United States",United States,2 Million,41250,Reduce 100% GHG emissions
740,740.0,64.93,"City of Waukesha, WI, United States",United States,,70920,
741,741.0,150.47799999999998,"City of West Palm Beach, FL, United States",United States,4.9 Billion,102436,Reduce 37% GHG emissions
742,742.0,739.4,"County of Lexington-Fayette, KY, United States",United States,23 Billion,310797,Reduce 20% GHG emissions
743,743.0,1187.0,"Cuyahoga County, OH, United States",United States,94 Billion,1248514,
744,744.0,1362.2,"Metropolitan Government of Nashville and Davidson County, TN, United States",United States,,659042,
745,745.0,6296.727,"Miami-Dade County, FL, United States",United States,150 Million,2674279,Reduce 80% GHG emissions
746,746.0,1570.0,"Santa Cruz County, CA, United States",United States,4.6 Billion,271804,Reduce 64% GHG emissions
747,747.0,27.6,"Town of Dedham, MA, United States",United States,,24729,
748,748.0,7.84,"Town of Morristown, NJ, United States",United States,,19085,
749,749.0,,"Town of Wellfleet, MA, United States",United States,,3500,
750,750.0,,"Town of York, ME, United States",United States,,13737,
751,751.0,292.84,"Township of Hamilton, NJ, United States",United States,,26647,Reduce 20% GHG emissions
752,752.0,12.0,"Village of Oak Park, IL, United States",United States,,51878,
753,753.0,19.6,"Village of Pinecrest, FL, United States",United States,,18223,
754,754.0,155.0,"Municipality of San Carlos, Uruguay",Uruguay,,27471,
755,755.0,12.0,"Chacao Municipality, Venezuela",Venezuela,8.5 Billion,64629,
756,756.0,777.0,"Metropolitan District of Caracas, Venezuela",Venezuela,,3273863,
757,757.0,128488.0,"Da Nang Municipal People's Government, Vietnam",Vietnam,54 Trillion,1046252,Reduce 25% GHG emissions
758,758.0,72.56,"Dong Ha City, Vietnam",Vietnam,5.4 Trillion,90491,Reduce 15% GHG emissions
759,,55.0,"City of Santa Rosa, Laguna, Philippines",Philippines,N/A,284670,Reduce 30% GHG emissions
