,Unnamed: 0,baseline_year,baseline_year_emissions,city,commitment,commitment_type,country,emissions_reduction_by_target_year,ghg_subtype,percent_reduction,target_year,target_year_emissions
408,408.0,,,"City of Kota Kinabalu, Malaysia",0% Energy efficiency improvement by The City of Kota Kinabalu committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by  compared to  levels. This target will be achieved in Electricity sectors,Energy efficiency target,Malaysia,,,,,
409,409.0,,,"Hang Tuah Jaya Municipal Council, Malaysia",The Hang Tuah Jaya Municipal Council committed to increase its Installed capacity of Renewable energy in Community to 0 MW by 2020The target is going to be reached by activities in Electricity sector.,Renewable energy target,Malaysia,,,,,
410,410.0,,,"Hang Tuah Jaya Municipal Council, Malaysia",5% Energy efficiency improvement by 2020The Hang Tuah Jaya Municipal Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 5% by 2020 compared to 2006 levels. This target will be achieved in Electricity and Heating & cooling sectors5% Energy efficiency improvement by 2020The Hang Tuah Jaya Municipal Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 5% by 2020 compared to 2006 levels. This target will be achieved in Electricity and Heating & cooling sectors,Energy efficiency target,Malaysia,,,,,
411,411.0,,,"Jasin Municipal Council, Malaysia",The Jasin Municipal Council committed to increase its Installed capacity of Renewable energy in Community to 2080 MW by 2020Current Installed capacity of Renewable energy: 320. 0 MW 2019The target is going to be reached by activities in Electricity and Heating & cooling sector.,Renewable energy target,Malaysia,,,,,
412,412.0,,,"Jasin Municipal Council, Malaysia",5% Energy efficiency improvement by 2020The Jasin Municipal Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 5% by 2020 compared to 2006 levels. This target will be achieved in Electricity and Heating & cooling sectors5% Energy efficiency improvement by 2020The Jasin Municipal Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 5% by 2020 compared to 2006 levels. This target will be achieved in Electricity and Heating & cooling sectors,Energy efficiency target,Malaysia,,,,,
413,413.0,2005.0,503.0,"Kuching North City Council, Malaysia"," The Kuching North City Council has committed to reduce its Community emissions by 201% of per capita/ per GDP emissions by 2020 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Malaysia,1011.0,Community,,2020.0,503.0
414,414.0,,,"Kuching North City Council, Malaysia",The Kuching North City Council committed to increase its Share of renewable energy in primary energy mix in Community by 6% by 2015Current Share of renewable energy in primary energy mix: 245. 0% The target is going to be reached by activities in Electricity sector.,Renewable energy target,Malaysia,,,,,
415,415.0,,,"Kuching North City Council, Malaysia",0% Energy efficiency improvement by 2016The Kuching North City Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2016 compared to 2015 levels. Final energy energy consumption: 1668. 0 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Malaysia,,,,,
416,416.0,2010.0,1742087.0,"Melaka Historic City Council, Malaysia"," The Melaka Historic City Council has committed to reduce its Community emissions by 45% of per capita/ per GDP emissions by 2030 compared to 2010 emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Malaysia,783939.0,Community,,2030.0,1742087.0
417,417.0,,,"Melaka Historic City Council, Malaysia",The Melaka Historic City Council committed to increase its Share of renewable energy in primary energy mix in Community by 11% by 2020Current Share of renewable energy in primary energy mix: 5. 5% 2019The target is going to be reached by activities in Electricity sectors. The Melaka Historic City Council committed to increase its Share of renewable energy in primary energy mix in Community by 11% by 2020Current Share of renewable energy in primary energy mix: 5. 5% 2019The target is going to be reached by activities in Electricity and Heating & cooling sectors.,Renewable energy target,Malaysia,,,,,
418,418.0,,,"Melaka Historic City Council, Malaysia",0% Energy efficiency improvement by 2016The Melaka Historic City Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2016 compared to 2015 levels. Final energy energy consumption: 3147. 12663 MwhThis target will be achieved in Electricity sectors5% Energy efficiency improvement by 2016The Melaka Historic City Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 5% by 2016 compared to 2015 levels. Final energy energy consumption: 3147. 13 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Malaysia,,,,,
419,419.0,2005.0,503.0,"Penang Island City Council, Malaysia"," The Penang Island City Council has committed to reduce its Community emissions by 201% of per capita/ per GDP emissions by 2020 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Malaysia,1011.0,Community,,2020.0,503.0
420,420.0,,,"Penang Island City Council, Malaysia",The Penang Island City Council committed to increase its Share of renewable energy in primary energy mix in Community by 6% by 2015Current Share of renewable energy in primary energy mix: 245. 0% The target is going to be reached by activities in Electricity sector.,Renewable energy target,Malaysia,,,,,
421,421.0,,,"Penang Island City Council, Malaysia",0% Energy efficiency improvement by 2020The Penang Island City Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2005 levels. This target will be achieved in Electricity and Heating & cooling sectors,Energy efficiency target,Malaysia,,,,,
422,422.0,2005.0,,"Petaling Jaya City Council, Malaysia", The Petaling Jaya City Council has committed to reduce its Community emissions by 40% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Malaysia,,Community,40.0,2020.0,
423,423.0,2005.0,,"Petaling Jaya City Council, Malaysia", The Petaling Jaya City Council has committed to reduce its Local Government emissions by 40% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Malaysia,,Local Government,40.0,2020.0,
424,424.0,,,"Petaling Jaya City Council, Malaysia",The Petaling Jaya City Council committed to increase its Share of renewable energy in primary energy mix in Community by 11% by 2020The target is going to be reached by activities in Electricity sectors.,Renewable energy target,Malaysia,,,,,
425,425.0,,,"Petaling Jaya City Council, Malaysia",0% Energy efficiency improvement by 2020The Petaling Jaya City Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2005 levels. This target will be achieved in Electricity and Heating & cooling sectors,Energy efficiency target,Malaysia,,,,,
426,426.0,2016.0,8131.0,"Seberang Perai Municipal Council, Malaysia"," The Seberang Perai Municipal Council has committed to reduce its Community emissions by 40% by 2022 compared to 2016 emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",GHG emission reduction target,Malaysia,3252.0,Community,,2022.0,4878.0
427,427.0,,,"Seberang Perai Municipal Council, Malaysia",The Seberang Perai Municipal Council committed to increase its consumption of energy from renewable energy sources in Community by 49829 MWh by 2022Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity and Industry sector.,Renewable energy target,Malaysia,,,,,
428,428.0,,,"Seberang Perai Municipal Council, Malaysia",10% Energy efficiency improvement by 2022The Seberang Perai Municipal Council committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 10% by 2022 compared to 2016 levels. This target will be achieved in Electricity sectors,Energy efficiency target,Malaysia,,,,,
429,429.0,2005.0,,"Shah Alam City Council, Malaysia"," The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",GHG emission reduction target,Malaysia,,Community,40.0,2020.0,
430,430.0,,,"Shah Alam City Council, Malaysia",The Shah Alam City Council committed to increase its Share of renewable energy in primary energy mix in Community by 11% by 2020Current Share of renewable energy in primary energy mix: 5. 5% 2019The target is going to be reached by activities in Electricity and Heating & cooling sector.,Renewable energy target,Malaysia,,,,,
431,431.0,,,"Shah Alam City Council, Malaysia",5% Energy efficiency improvement by 2030The Shah Alam City Council committed to increase its energy efficiency in Final energy and Local Government energy consumption by 5% by 2030 compared to 2010 levels.,Energy efficiency target,Malaysia,,,,,
432,432.0,2010.0,,"Municipality of Aguascalientes, Mexico", The Municipality of Aguascalientes has committed to reduce its Local Government emissions by 20% by 2015 compared to 2010 emission level.,GHG emission reduction target,Mexico,,Local Government,20.0,2015.0,
433,433.0,2010.0,28.0,"Municipality of Atotonilco de Tula, Mexico", The Municipality of Atotonilco de Tula has committed to reduce its Community emissions by 10% of per capita/ per GDP emissions by 2016 compared to 2010 emission level.,GHG emission reduction target,Mexico,2.0,Community,,2016.0,28.0
434,434.0,2012.0,,"Municipality of Bacalar, Mexico", The Municipality of Bacalar has committed to reduce its Community emissions by 40% by 2034 compared to 2012 emission level.,GHG emission reduction target,Mexico,,Community,40.0,2034.0,
435,435.0,2000.0,,"Municipality of Hermosillo, Mexico", The Municipality of Hermosillo has committed to reduce its Community emissions by 50% by 2050 compared to 2000 emission level.,GHG emission reduction target,Mexico,,Community,50.0,2050.0,
436,436.0,2016.0,56667.0,"Municipality of Los Mochis, Mexico", The Municipality of Los Mochis has committed to reduce its Local Government emissions by 15% by 2018 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Transport sector.,GHG emission reduction target,Mexico,8500.0,Local Government,,2018.0,56667.0
437,437.0,,,"Municipality of Los Mochis, Mexico",26% Energy efficiency improvement by 2018The Municipality of Los Mochis committed to increase its energy efficiency in Final energy and Local Government energy consumption by 26% by 2018 compared to 2016 levels. Final energy energy consumption: 320. 0 MwhThis target will be achieved in Electricity sectors,Renewable energy target,Mexico,,,,,
438,438.0,2014.0,73395.0,"Municipality of Mérida, Mexico", The Municipality of Mérida has committed to reduce its Local Government emissions by 0% by 2018 compared to 2014 emission level. The target is going to be reached by activities in Transport sector.,GHG emission reduction target,Mexico,0.0,Local Government,,2018.0,73395.0
439,439.0,,,"Municipality of Mérida, Mexico",The Municipality of Mérida committed to increase its consumption of energy from renewable energy sources in Community by 80 MWh by 2018Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity and Heating & cooling sector.  The Municipality of Mérida committed to increase its consumption of energy from renewable energy sources in Local Government by 100 MWh by 2018Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity and Heating & cooling sector.,Renewable energy target,Mexico,,,,,
440,440.0,,,"Municipality of Mérida, Mexico",0% Energy efficiency improvement by 2018The Municipality of Mérida committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2018 compared to 2014 levels.  15% Energy efficiency improvement by 2018The Municipality of Mérida committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 15% by 2018 compared to 2014 levels. Primary energy energy consumption: 5321406. 0 MwhThis target will be achieved in Electricity and Heating & cooling sectors,Energy efficiency target,Mexico,,,,,
441,441.0,2015.0,,"Municipality of Puebla de Zaragoza, Mexico", The Municipality of Puebla de Zaragoza has committed to reduce its Community emissions by 9% by 2030 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Mexico,,Community,9.0,2030.0,
442,442.0,2014.0,,"Municipality of Puebla de Zaragoza, Mexico", The Municipality of Puebla de Zaragoza has committed to reduce its Local Government emissions by 8% by 2050 compared to 2014 emission level.,GHG emission reduction target,Mexico,,Local Government,8.0,2050.0,
443,443.0,,,"Municipality of Puebla de Zaragoza, Mexico",The Municipality of Puebla de Zaragoza committed to increase its share of renewable energy in final energy mix in Local Government by 15% by 2030The target is going to be reached by activities in Electricity sector.,Renewable energy target,Mexico,,,,,
444,444.0,,,"Municipality of Puebla de Zaragoza, Mexico",14% Energy efficiency improvement by 2026The Municipality of Puebla de Zaragoza committed to increase its energy efficiency in Final energy and Local Government energy consumption by 14% by 2026 compared to 2014 levels. This target will be achieved in Electricity sectors,Energy efficiency target,Mexico,,,,,
445,445.0,2008.0,,"Municipality of San Pedro Tlaquepaque, Mexico", The Municipality of San Pedro Tlaquepaque has committed to reduce its Community emissions by 10% by 2030 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Mexico,,Community,10.0,2030.0,
446,446.0,2008.0,,"Municipality of San Pedro Tlaquepaque, Mexico", The Municipality of San Pedro Tlaquepaque has committed to reduce its Local Government emissions by 10% by 2030 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Mexico,,Local Government,10.0,2030.0,
447,447.0,2010.0,,"Municipality of Toluca de Lerdo, Mexico", The Municipality of Toluca de Lerdo has committed to reduce its Community emissions by 55% by 2020 compared to 2010 emission level.,GHG emission reduction target,Mexico,,Community,55.0,2020.0,
448,448.0,2010.0,,"Municipality of Toluca de Lerdo, Mexico", The Municipality of Toluca de Lerdo has committed to reduce its Local Government emissions by 2% by 2015 compared to 2010 emission level.,GHG emission reduction target,Mexico,,Local Government,2.0,2015.0,
449,449.0,2010.0,,"Municipality of Zapopan, Mexico", The Municipality of Zapopan has committed to reduce its Community emissions by 15% by 2020 compared to 2010 emission level.,GHG emission reduction target,Mexico,,Community,15.0,2020.0,
450,450.0,2013.0,,"México City Government, Mexico"," The México City Government has committed to reduce its Local Government emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Mexico,,Local Government,10.0,2020.0,
451,451.0,2009.0,,"Oriental Region, Morocco", The Oriental Region has committed to reduce its Community emissions by 20% by 2020 compared to 2009 emission level.,GHG emission reduction target,Morocco,,Community,20.0,2020.0,
452,452.0,1990.0,,"Palmerston North City Council, New Zealand", The Palmerston North City Council has committed to reduce its Community emissions by 50% by 2050 compared to 1990 emission level.,GHG emission reduction target,New Zealand,,Community,50.0,2050.0,
453,453.0,2006.0,,"Palmerston North City Council, New Zealand", The Palmerston North City Council has committed to reduce its Local Government emissions by 100% by 2050 compared to 2006 emission level.,GHG emission reduction target,New Zealand,,Local Government,100.0,2050.0,
454,454.0,2003.0,,"Wellington City Council, New Zealand", The Wellington City Council has committed to reduce its Community emissions by 80% by 2050 compared to 2003 emission level.,GHG emission reduction target,New Zealand,,Community,80.0,2050.0,
455,455.0,2001.0,,"Wellington City Council, New Zealand", The Wellington City Council has committed to reduce its Local Government emissions by 80% by 2050 compared to 2001 emission level.,GHG emission reduction target,New Zealand,,Local Government,80.0,2050.0,
456,456.0,2007.0,7020.0,"Arendal Municipality, Norway", The Arendal Municipality has committed to reduce its Community emissions by 90% by 2017 compared to 2007 emission level. The target is going to be reached by activities in Stationary energy and Transport sectors.,GHG emission reduction target,Norway,6318.0,Community,,2017.0,702.0
457,457.0,,,"Arendal Municipality, Norway","0% Energy efficiency improvement by 2017The Arendal Municipality committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 0% by 2017 compared to 2007 levels. Primary energy energy consumption: 5200. 0 MwhThis target will be achieved in Electricity, Heating & cooling and Transport sectors",Renewable energy target,Norway,,,,,
458,458.0,1991.0,,"Kristiansand Municipality, Norway", The Kristiansand Municipality has committed to reduce its Community emissions by 20% by 2020 compared to 1991 emission level.,GHG emission reduction target,Norway,,Community,20.0,2020.0,
459,459.0,,,"Lørenskog Municipality, Norway", The Lørenskog Municipality has committed to reduce its Community emissions by 10% by 2014 compared to  emission level.,GHG emission reduction target,Norway,,Community,10.0,2014.0,
460,460.0,1991.0,,"Oslo Municipality, Norway", The Oslo Municipality has committed to reduce its Community emissions by 100% by 2050 compared to 1991 emission level.,GHG emission reduction target,Norway,,Community,100.0,2050.0,
461,461.0,2008.0,,"Oslo Municipality, Norway", The Oslo Municipality has committed to reduce its Local Government emissions by 100% by 2015 compared to 2008 emission level.,GHG emission reduction target,Norway,,Local Government,100.0,2015.0,
462,462.0,2008.0,,"Sandnes Municipality, Norway", The Sandnes Municipality has committed to reduce its Community emissions by 40% by 2020 compared to 2008 emission level.,GHG emission reduction target,Norway,,Community,40.0,2020.0,
463,463.0,1991.0,,"Stavanger Municipality, Norway", The Stavanger Municipality has committed to reduce its Community emissions by 20% by 2025 compared to 1991 emission level.,GHG emission reduction target,Norway,,Community,20.0,2025.0,
464,464.0,,,"Karachi City District, Pakistan",The Karachi City District committed to increase its Installed capacity of Renewable energy in Community to 5 MW by 2020The target is going to be reached by activities in Electricity sector.  The Karachi City District committed to increase its Share of renewable energy in primary energy mix in Local Government by 40% by 2020The target is going to be reached by activities in Transport sector.,Renewable energy target,Pakistan,,,,,
465,465.0,,,"Karachi City District, Pakistan",20% Energy efficiency improvement by 2020The Karachi City District committed to increase its energy efficiency in Final energy and Community energy consumption by 20% by 2020 compared to 2009 levels. Final energy energy consumption: 9396000. 0 MwhThis target will be achieved in Electricity sectors 50% Energy efficiency improvement by 2020The Karachi City District committed to increase its energy efficiency in Final energy and Local Government energy consumption by 50% by 2020 compared to 2017 levels. Final energy energy consumption: 80. 0 MwhThis target will be achieved in Transport sectors,Energy efficiency target,Pakistan,,,,,
466,466.0,2011.0,32106.0,"District Municipality of Miraflores, Peru", The District Municipality of Miraflores has committed to reduce its Community emissions by 60% by 2017 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Waste management sector.,GHG emission reduction target,Peru,19263.0,Community,,2017.0,32106.0
467,467.0,2015.0,8904.0,"District Municipality of Miraflores, Peru", The District Municipality of Miraflores has committed to reduce its Local Government emissions by 1% by 2016 compared to 2015 emission level. The target is going to be reached by activities in Transport and Waste management sectors.,GHG emission reduction target,Peru,89.0,Local Government,,2016.0,8814.0
468,468.0,,,"District Municipality of Miraflores, Peru",The District Municipality of Miraflores committed to increase its share of renewable energy in final energy mix in Community by 10% by 2017The target is going to be reached by activities in Transport sectors. The District Municipality of Miraflores committed to increase its share of renewable energy in final energy mix in Community by 10% by 2017The target is going to be reached by activities in Transport sectors.,Renewable energy target,Peru,,,,,
469,469.0,,,"District Municipality of Miraflores, Peru",5% Energy efficiency improvement by 2017The District Municipality of Miraflores committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 5% by 2017 compared to 2015 levels. Primary energy energy consumption: 974. 41 MwhThis target will be achieved in Electricity and Heating & cooling sectors,Energy efficiency target,Peru,,,,,
470,470.0,2015.0,,"Municipalidad de Santiago de Surco, Peru", The Municipalidad de Santiago de Surco has committed to reduce its Community emissions by 0% by 2018 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Waste management sector.,GHG emission reduction target,Peru,,Community,0.0,2018.0,
471,471.0,,,"Municipalidad de Santiago de Surco, Peru",The Municipalidad de Santiago de Surco committed to increase its share of renewable energy in final energy mix in Local Government by 0% by 2020The target is going to be reached by activities in Electricity sectors. The Municipalidad de Santiago de Surco committed to increase its share of renewable energy in final energy mix in Local Government by 0% by 2020The target is going to be reached by activities in Electricity sectors.,Renewable energy target,Peru,,,,,
472,472.0,,,"Municipalidad de Santiago de Surco, Peru",0% Energy efficiency improvement by 2020The Municipalidad de Santiago de Surco committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2020 compared to 2016 levels. Final energy energy consumption: 3995. 83 MwhThis target will be achieved in Electricity sectors 0% Energy efficiency improvement by 2020The Municipalidad de Santiago de Surco committed to increase its energy efficiency in Final energy and Local Government energy consumption by 0% by 2020 compared to 2015 levels. Final energy energy consumption: 3995. 83 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Peru,,,,,
473,473.0,2016.0,29231993.0,"Municipality of Magdelena Del Mar, Peru", The Municipality of Magdelena Del Mar has committed to reduce its Community emissions by 25% by 2025 compared to 2016 emission level. The target is going to be reached by activities in Stationary energy and Waste management sectors.,GHG emission reduction target,Peru,7307998.0,Community,,2025.0,21923994.0
474,474.0,,,"Municipality of Magdelena Del Mar, Peru",The Municipality of Magdelena Del Mar committed to increase its share of renewable energy in final energy mix in Community by 10% by 2025The target is going to be reached by activities in Electricity sector.,Renewable energy target,Peru,,,,,
475,475.0,2015.0,,"Municipality of San Isidro, Lima, Peru"," The Municipality of San Isidro, Lima has committed to reduce its Community emissions by 3% by 2021 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",GHG emission reduction target,Peru,,Community,3.0,2021.0,
476,476.0,,,"Municipality of San Isidro, Lima, Peru","The Municipality of San Isidro, Lima committed to increase its share of renewable energy in final energy mix in Community by 3% by 2021The target is going to be reached by activities in Heating & cooling, Transport and movilidad sectors. The Municipality of San Isidro, Lima committed to increase its share of renewable energy in final energy mix in Community by 3% by 2021The target is going to be reached by activities in Transport and ACONDICIONAMIENTO  SMART CITY sectors. The Municipality of San Isidro, Lima committed to increase its Share of renewable energy in primary energy mix in Community by 3% by 2021The target is going to be reached by activities in Electricity, Heating & cooling, Transport and Industry sectors.  The Municipality of San Isidro, Lima committed to increase its share of renewable energy in final energy mix in Local Government by 0% by 2018The target is going to be reached by activities in Transport sector.",Renewable energy target,Peru,,,,,
477,477.0,,,"Municipality of San Isidro, Lima, Peru","0% Energy efficiency improvement by 2021The Municipality of San Isidro, Lima committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2021 compared to 2015 levels. This target will be achieved in Electricity, Heating & cooling, Transport and Industry sectors0% Energy efficiency improvement by 2021The Municipality of San Isidro, Lima committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2021 compared to 2015 levels. This target will be achieved in Electricity, Heating & cooling, Transport and Industry sectors 30% Energy efficiency improvement by 2019The Municipality of San Isidro, Lima committed to increase its energy efficiency in Final energy and Local Government energy consumption by 30% by 2019 compared to 2015 levels. Final energy energy consumption: 118983. 93 MwhThis target will be achieved in Electricity, Transport and Heating & cooling sectors",Energy efficiency target,Peru,,,,,
478,478.0,2015.0,657636.0,"City of Batangas, Philippines"," The City of Batangas has committed to reduce its Community emissions by 25% by 2030 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Philippines,164409.0,Community,,2030.0,657636.0
479,479.0,,,"City of Batangas, Philippines","The City of Batangas committed to increase its Installed capacity of Renewable energy in Community to 66250 MW by 2028The target is going to be reached by activities in Electricity, Transport and Industry sector.",Renewable energy target,Philippines,,,,,
480,480.0,,,"City of Batangas, Philippines",50% Energy efficiency improvement by 2018The City of Batangas committed to increase its energy efficiency in Final energy and Local Government energy consumption by 50% by 2018 compared to 2017 levels. Final energy energy consumption: 1238. 2 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Philippines,,,,,
481,481.0,2011.0,1648076.0,"City of Makati, Philippines"," The City of Makati has committed to reduce its Community emissions by 115000% by 2024 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Transport and Waste management sectors.",GHG emission reduction target,Philippines,1895287400.0,Community,,2024.0,1648076.0
482,482.0,2014.0,243527.0,"City of Naga, Camarines Sur, Philippines"," The City of Naga, Camarines Sur has committed to reduce its Community emissions by 5% by 2016 compared to 2014 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Philippines,12176.0,Community,,2016.0,231350.0
483,483.0,2010.0,1815777.0,"City of Parañaque, Philippines", The City of Parañaque has committed to reduce its Community emissions by 3% by 2020 compared to 2010 emission level. The target is going to be reached by activities in Transport and Waste management sectors.,GHG emission reduction target,Philippines,54473.0,Community,,2020.0,1761303.0
484,484.0,,,"City of Parañaque, Philippines",The City of Parañaque committed to increase its Share of renewable energy in primary energy mix in Local Government by 0% by 2018The target is going to be reached by activities in Electricity and Heating & cooling sectors. The City of Parañaque committed to increase its Share of renewable energy in primary energy mix in Local Government by 0% by 2018The target is going to be reached by activities in Electricity and Heating & cooling sectors.,Renewable energy target,Philippines,,,,,
485,485.0,,,"City of Parañaque, Philippines",0% Energy efficiency improvement by The City of Parañaque committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by  compared to  levels. This target will be achieved in Electricity and Transport sectors0% Energy efficiency improvement by The City of Parañaque committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by  compared to  levels. This target will be achieved in Electricity and Transport sectors0% Energy efficiency improvement by 2017The City of Parañaque committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2017 compared to 2015 levels. Final energy energy consumption: 901510. 06 MwhThis target will be achieved in Electricity sectors0% Energy efficiency improvement by 2017The City of Parañaque committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2017 compared to 2015 levels. Final energy energy consumption: 901510. 057 MwhThis target will be achieved in Electricity sectors,Energy efficiency target,Philippines,,,,,
486,486.0,2012.0,,"City of Quezon City, Philippines"," The City of Quezon City has committed to reduce its Community emissions by 91943% by 2015 compared to 2012 emission level. The target is going to be reached by activities in Stationary energy and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Philippines,,Community,91943.0,2015.0,
487,487.0,2010.0,1446461.0,"Pasig City Government, Philippines"," The Pasig City Government has committed to reduce its Community emissions by 10% by 2020 compared to Baseline scenario (BAU) reduction target emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport and Waste management sectors.",GHG emission reduction target,Philippines,144646.0,Community,,2020.0,1446461.0
488,488.0,,,"Pasig City Government, Philippines","The Pasig City Government committed to increase its consumption of energy from renewable energy sources in Community by 10 MWh by 2020Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity, Heating & cooling and Industry sector.  The Pasig City Government committed to increase its consumption of energy from renewable energy sources in Local Government by 10 MWh by 2020Current consumption of energy from renewable energy source:  MWh The target is going to be reached by activities in Electricity, Heating & cooling and Industry sector.",Renewable energy target,Philippines,,,,,
489,489.0,,,"Pasig City Government, Philippines",10% Energy efficiency improvement by 2020The Pasig City Government committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 10% by 2020 compared to 2010 levels. Primary energy energy consumption: 18227. 0 Mwh10% Energy efficiency improvement by 2020The Pasig City Government committed to increase its energy efficiency in Primary energy and Local Government energy consumption by 10% by 2020 compared to 2010 levels. Primary energy energy consumption: 18227. 0 MwhThis target will be achieved in Electricity and Industry sectors,Energy efficiency target,Philippines,,,,,
490,490.0,2007.0,12952984.0,"City of Warsaw, Poland", The City of Warsaw has committed to reduce its Community emissions by 0% by 2020 compared to 2007 emission level. The target is going to be reached by activities in Stationary energy and Transport sectors.,GHG emission reduction target,Poland,0.0,Community,,2020.0,12952984.0
491,491.0,1990.0,4422767.0,"Municipality of Wroclaw, Poland"," The Municipality of Wroclaw has committed to reduce its Community emissions by 21% by 2020 compared to 1990 emission level. The target is going to be reached by activities in Stationary energy, Transport, Waste management, Industrial processes and product use (IPPU) and Agriculture, forest and other land use (AFOLU) sectors.",GHG emission reduction target,Poland,928781.0,Community,,2020.0,3493985.0
492,492.0,,,"Municipality of Wroclaw, Poland","0% Energy efficiency improvement by 2020The Municipality of Wroclaw committed to increase its energy efficiency in Final energy and Community energy consumption by 0% by 2020 compared to 1990 levels. Final energy energy consumption: 6988259. 0 MwhThis target will be achieved in Electricity, Heating & cooling, Transport and Industry sectors",Renewable energy target,Poland,,,,,
493,493.0,2006.0,,"Municipality of Almada, Portugal", The Municipality of Almada has committed to reduce its Community emissions by 22% by 2020 compared to Baseline scenario (BAU) reduction target emission level.,GHG emission reduction target,Portugal,,Community,22.0,2020.0,
494,494.0,2006.0,,"Municipality of Oeiras, Portugal", The Municipality of Oeiras has committed to reduce its Community emissions by 20% by 2020 compared to 2006 emission level.,GHG emission reduction target,Portugal,,Community,20.0,2020.0,
495,495.0,2005.0,,"Asan City, Republic of Korea", The Asan City has committed to reduce its Community emissions by 20% by 2025 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy sector.,GHG emission reduction target,Republic of Korea,,Community,20.0,2025.0,
496,496.0,,,"Asan City, Republic of Korea",206% Energy efficiency improvement by 2025The Asan City committed to increase its energy efficiency in Final energy and Community energy consumption by 206% by 2025 compared to 2005 levels. This target will be achieved in Electricity and Heating & cooling sectors,Renewable energy target,Republic of Korea,,,,,
