,country,emissions_baseline_year,emissions_factor,energy_consumption_baseline_year,mwh_energy_consumption_from_electricity,mwh_energy_consumption_from_fossil fuels,mwh_energy_consumption_from_heat/cold,mwh_energy_consumption_from_renewables,mwh_energy_consumption_industry,mwh_energy_consumption_municipal,mwh_energy_consumption_other,mwh_energy_consumption_public lighting,mwh_energy_consumption_residential,mwh_energy_consumption_tertiary,mwh_energy_consumption_transport,mwh_per_capita,name,percent_emissions_industry,percent_emissions_municipal,percent_emissions_non-energy related,percent_emissions_other,percent_emissions_public lighting,percent_emissions_residential,percent_emissions_tertiary,percent_emissions_transport,percent_energy_consumption_from_electricity,percent_energy_consumption_from_fossil fuels,percent_energy_consumption_from_heat/cold,percent_energy_consumption_from_renewables,percent_energy_consumption_industry,percent_energy_consumption_municipal,percent_energy_consumption_other,percent_energy_consumption_public lighting,percent_energy_consumption_residential,percent_energy_consumption_tertiary,percent_energy_consumption_transport,tons_co2_industry,tons_co2_municipal,tons_co2_non-energy related,tons_co2_other,tons_co2_per_capita,tons_co2_public lighting,tons_co2_residential,tons_co2_tertiary,tons_co2_transport
2775,Greece,2008,IPCC,2008,290252.8,1271364.4,,,,7885.9,,8500,693800,,851431.3,9.00,Heraklion,,,4.59,66.22,,,,29.18,18.59,81.41,,,,0.50,,0.54,44.43,,54.52,,,33216.8,478711.4241,4.17,,,,210979.981
2776,Belgium,,,,,,,,,,,,,,,,Herbeumont,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,Belgium,2011,IPCC,2011,84872.45,255448.51,12947.14,13735.02,42760.34,4774.49,17003.65,1504.55,162176.45,38336.22,100447.42,17.98,Herent,10.93,1.19,,5.13,0.37,41.16,9.61,31.61,23.13,69.60,3.53,3.74,11.65,1.30,4.63,0.41,44.19,10.45,27.37,8783.20154,956.04704,,4123.10429,3.94,294.8918,33072.05576,7723.63818,25401.9612
2778,Belgium,2011,IPCC,2011,184241,439047,15639,31442,153907,23291,39862,1417,219427,121839,110626,25.12,Herentals,22.69,3.36,,6.61,0.20,28.75,18.05,20.34,27.48,65.49,2.33,4.69,22.96,3.47,5.95,0.21,32.73,18.17,16.50,31234.336,4622.646,,9103.906,5.16,272.064,39578.602,24843.179,27994.277
2779,Belgium,2011,IPCC,2011,88615,137411,10386,9702,80598,3300,25735,454,75241,18701,42085,28.21,Herenthout,32.57,1.28,,11.16,0.18,27.47,7.27,20.07,36.01,55.83,4.22,3.94,32.75,1.34,10.46,0.18,30.57,7.60,17.10,17293.282,678.596,,5926.658,6.09,93.978,14587.218,3859.694,10656.333
2780,Belgium,2011,IPCC,2011,38179.99,112674.03,,10852.77,,2110.84,,885.51,114439.56,21484.84,22786.04,13.18,Herk-de-Stad,,1.22,,,0.42,69.60,11.68,17.07,23.61,69.68,,6.71,,1.31,,0.55,70.77,13.29,14.09,,410.62272,,,2.75,142.56711,23481.23257,3940.95448,5759.91708
2781,Belgium,2011,IPCC,2011,26928,135826,,10394,32540,1093,5554,570,66375,4075,62941,26.16,Herne,16.85,0.63,,3.62,0.29,36.32,2.08,40.21,15.55,78.45,,6.00,18.79,0.63,3.21,0.33,38.33,2.35,36.35,6670.666,249.634,,1431.299,5.98,115.71,14379.876,823.028,15918.133
2782,Hungary,2008,IPCC,2008,2072,22958,,7362,,1086,,88,29518,,1700,6.85,Hernádnémeti,,4.75,,,1.07,87.39,,6.78,6.40,70.88,,22.73,,3.35,,0.27,91.13,,5.25,,306.72456,,,1.77,69.0448,5638.74592,,437.62092
2783,Spain,2007,IPCC,2007,35232,82798.06,,3809.72,17379,1837,31178.29,,10391,5625,55429.48,18.30,Herrera,20.65,2.18,3.18,17.11,,12.34,6.68,37.86,28.92,67.96,,3.13,14.26,1.51,25.59,,8.53,4.62,45.49,7820.55,826.65,1204.07,6480.1089,5.87,,4675.95,2531.25,14339.4615
2784,Belgium,2011,IPCC,2011,43714,198310,27915,22927,13955,1448,42538,1040,146142,19001,68742,20.32,Herselt,4.38,0.46,,9.77,0.24,49.42,5.65,30.08,14.93,67.71,9.53,7.83,4.76,0.49,14.52,0.36,49.90,6.49,23.47,2533.739,266.917,,5652.745,4.01,140.4,28588.277,3268.693,17401.486
2785,Greece,2010,IPCC,2010,216349,249041,,,,12501,,2976,190784,230702,32189,18.61,Hersonisos,,4.35,,-3.98,1.08,27.88,67.49,3.18,46.49,53.51,,,,2.66,,0.63,40.67,49.17,6.86,,13787.709,,-12590.742,12.67,3419.424,88282.776,213704.334,10064.049
2786,Belgium,,,,,,,,,,,,,,,,Herstal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,Germany,1990,LCA,1990,214817.8,1280843.8,126790.5,9939.7,539325.9,,-4.8E-25,,511697.6,197819.6,383548.9,23.57,Herten,33.74,,,0.00,,33.38,12.73,20.15,13.16,78.46,7.77,0.61,33.04,,-0.00,,31.35,12.12,23.50,198149.3328605,,,1.320600517829E-11,8.48,,196062.6956251,74754.1734079,118329.34329
2788,Belgium,,,,,,,,,,,,,,,,Herzele,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,Belgium,2011,IPCC,2011,131200.94,578826.25,,30420.83,78351.45,8844.68,-0.010000000009313,1868.51,286903.09,75325.14,289155.18,23.23,Heusden-Zolder,9.49,1.04,,,0.21,36.33,8.90,44.04,17.72,78.17,,4.11,10.58,1.19,-0.00,0.25,38.75,10.17,39.05,15803.90721,1727.77932,,,5.23,341.93733,60530.14945,14833.82815,73377.94309
2790,Spain,2007,IPCC,2007,3579,16347.781,,1940.72,437,407.03,2309.22,150.87,5694.08,1124.97,11744.34,13.98,Higuera de la Sierra,3.37,2.58,,1.52,1.16,32.62,7.49,51.26,16.37,74.76,,8.87,2.00,1.86,10.56,0.69,26.04,5.14,53.71,196.65,150.42177,,88.44,4.09,67.8915,1902.4416,436.5819,2988.9025
2791,Spain,2007,IPCC,2007,569,4269.68,,435.32,13,57.21,522.73,83.01,1220.57,175.79,3201.69,14.32,Hinojales,0.42,1.61,,1.51,2.69,28.30,4.51,60.96,10.79,80.96,,8.25,0.25,1.08,9.91,1.57,23.14,3.33,60.71,5.85,22.2849,,20.9784,4.11,37.3545,392.7339,62.5833,845.9121
2792,Spain,2007,IPCC,2007,818,6982.2,,2266.85,,129,3459.43,,638,51,5789.62,23.09,Hinojares,,2.56,3.62,14.10,,12.66,1.01,66.04,8.13,69.36,,22.52,,1.28,34.36,,6.34,0.51,57.51,,58.05,82,319.69137,5.20,,287.1,22.95,1497.1699
2793,Spain,2007,IPCC,2007,17582,45410.95,,4890.63,4499,1064.06,6719.25,409.19,15919.52,5055.25,34217.31,17.54,Hinojos,10.10,3.95,,1.11,0.92,27.45,10.89,45.58,25.90,66.90,,7.20,6.63,1.57,9.90,0.60,23.45,7.45,50.41,2024.55,791.442,,222.8688,5.58,184.1355,5500.8504,2182.4775,9135.6995
2794,Spain,2007,IPCC,2007,23723,116987.06,,41620.19,,,110556.13,,,,71774.13,18.78,Hinojosa del Duque,3.38,2.15,7.43,26.38,,12.35,6.29,42.01,13.01,64.16,,22.83,,,60.64,,,,39.36,1492.65,951.3,3282,11645.14,5.89,,5453.1,2778.3,18549.4517
2795,Denmark,2010,IPCC,2010,440000,716194,802500,2750,245914,125800,,4400,734211,247508,603611,29.36,Hjørring,11.59,5.80,,,0.21,33.21,11.53,37.65,22.43,36.51,40.91,0.14,12.54,6.41,,0.22,37.43,12.62,30.77,49227.555,24641.2,,,6.36,888.8,141027.374,48963.972,159847.654
2796,Czechia,2009,IPCC,2009,32008.3,124054.5,13603.3,1432.5,,7482.9,,434,150410.5,12646.6,124.7,17.08,Hlinsko,,4.42,,-0.00,0.70,92.44,2.38,0.05,18.71,72.50,7.95,0.84,,4.37,,0.25,87.91,7.39,0.07,,2603.1109,,-2.0190782379359E-13,5.88,412.3,54439.8906,1403.7726,31.0503
2797,Ukraine,,,,,,,,,,,,,,,,Hlukhiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,Ukraine,,,,,,,,,,,,,,,,Hlyboka Village Council of Hlyboka Amalgameted Hromada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,Belarus,2012,IPCC,2012,40570,176490,67956,74669,38020,43288,,787,232988,3762,40840,9.54,Hlybokaje,11.97,11.31,,,0.71,63.71,1.49,10.82,11.28,49.07,18.89,20.76,10.57,12.03,,0.22,64.78,1.05,11.35,11757.647,11106.339,,,2.60,694.134,62569.865,1462.35,10626.694
2800,Ukraine,2011,IPCC,2011,2974,20471.9,,1.6,2588.1,1585,,,16095,,3179.4,7.00,Hlyniany,14.38,6.51,,,,64.77,,14.34,12.68,87.31,,0.01,11.04,6.76,,,68.64,,13.56,819.4146,370.7335,,,1.70,,3689.7874,,816.7176
2801,Ukraine,2012,IPCC,2012,29056.8,120449.57,,11700.8,45184.67,8653.57,,129.1,96271.36,2559.66,8408.81,11.77,Hnivan,40.76,4.63,,,0.23,46.88,3.31,4.19,18.02,74.72,,7.26,28.03,5.37,,0.08,59.72,1.59,5.22,20913.01934,2375.69972,,,3.74,117.7392,24054.24434,1696.92932,2147.60507
2802,Ukraine,,,,,,,,,,,,,,,,Hnizdychiv Amalgamated Community,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,Italy,2010,IPCC,2010,71742.6,139342.9,100238.7,45026.2,29621.6,11962.5,,1212.5,126837.8,111276,75440,33.19,Hochpustertal - Alta Pusteria,12.84,1.11,,,0.48,19.79,27.19,38.59,20.13,39.10,28.13,12.64,8.31,3.36,,0.34,35.59,31.23,21.17,6584.556,569.7379,,,4.78,247.35,10147.2538,13942.9777,19787.5036
2804,Belgium,2011,IPCC,2011,28523.66,100645.75,848.57,5816.03,36386.81,2843.11,5064.69,361.35,57928.66,9167.09,24082.3,20.18,Hoegaarden,25.26,1.99,,4.25,0.25,40.47,6.51,21.28,21.00,74.09,0.62,4.28,26.79,2.09,3.73,0.27,42.65,6.75,17.73,7238.73381,570.38896,,1217.42327,4.26,70.8246,11597.65868,1864.87162,6099.8516
2805,Belgium,2011,IPCC,2011,31459.05,151868.82,,8242.26,2059.91,5752,2717.18,692.41,98926.5,22917.01,58505.12,18.18,Hoeilaart,1.03,2.78,,1.43,0.33,47.96,11.17,35.29,16.42,79.28,,4.30,1.08,3.00,1.42,0.36,51.64,11.96,30.54,432.34678,1161.904,,600.40601,3.97,139.86682,20068.79389,4674.49418,14768.774
2806,Ukraine,2011,IPCC,2011,14601.7,209816.1,11756.4,,55878.2,28119.4,,224,131874,8976,11102.6,15.67,Hola Prystan,31.65,11.86,,,0.34,47.59,3.77,4.80,6.18,88.84,4.98,,23.66,11.91,,0.09,55.84,3.80,4.70,19017.6533,7124.3604,,,3.99,201.376,28598.785,2263.2746,2882.8904
2807,Denmark,2008,IPCC,2008,425844.698,1608832,,326519,545566,40668,182844,4280,694271,258537,775216,34.22,Holbæk,26.44,2.04,,1.95,0.37,22.77,13.70,32.72,18.04,68.14,,13.83,21.81,1.63,7.31,0.17,27.76,10.34,30.99,167429.895,12929.047,,12361.764,9.17,2341.16,144172.943,86758.341,207147.306806
2808,Denmark,2007,IPCC,2007,495591,713499,342128,143647,295557,,267393,,476394,116182,539339,29.96,Holstebro,21.37,,,14.47,,18.71,6.03,39.42,29.24,42.10,20.19,8.48,17.44,,15.78,,28.11,6.85,31.82,77300.57,,,52335.022,6.39,,67675.494,21790.468,142548.248
2809,Spain,2007,IPCC,2007,51702,245973,,,,1832,,1854,56079,29548,208362,18.35,Hondarribia,,0.72,13.51,,0.85,18.32,11.75,54.85,17.37,82.63,,,,0.62,,0.62,18.84,9.93,70.00,,679.4,12698,,5.79,797.22,17217.81,11046.72,51547.94
2810,Spain,2007,IPCC,2007,9930.82,7559.948,,463.01,,338.82,1.8189894035458E-12,306.81,8942.73,5342.91,3022.5,5.81,Hondón de las Nieves,,2.27,,-0.00,2.14,46.56,36.39,12.63,55.31,42.11,,2.58,,1.89,0.00,1.71,49.81,29.76,16.83,,142.75765,,-1.2141754268668E-13,2.09,134.9964,2931.33839,2291.04444,795.023112
2811,Belgium,2006,IPCC,2006,13238.34,54528,8534.64,3558,2331,693.51,,764.08,68020,8050.39,,15.98,Honnelles,3.98,1.91,,,2.10,70.12,21.88,,16.58,68.28,10.69,4.46,2.92,0.87,,0.96,85.18,10.08,,1446.425,693.51,,,7.27,764.08,25482.876,7952.559,
2812,Belgium,2011,IPCC,2011,172377,499726,73595,28778,124097,8176,234262,1342,173399,111725,121475,38.81,Hoogstraten,14.83,0.98,,33.30,0.15,18.71,13.51,18.52,22.26,64.52,9.50,3.72,16.02,1.06,30.25,0.17,22.39,14.43,15.68,24682.461,1628.544,,55433.473,8.34,246.928,31148.057,22490.327,30824.474
2813,Spain,2007,IPCC,2007,2313,10653.96,,14945.09,28,175,17895.08,,1361,749,7703.97,41.29,Hornos de Segura,0.32,1.97,2.63,21.49,,15.32,8.43,49.86,8.29,38.17,,53.54,0.10,0.63,64.11,,4.88,2.68,27.60,12.6,78.75,105,859.41584,5.92,,612.45,337.05,1993.7242
2814,Denmark,2007,IPCC,2007,474545,1323853,248256,152156,217647,,398013,,724146,125444,733560,27.83,Horsens,15.22,,,16.96,,26.52,7.30,33.99,21.58,60.21,11.29,6.92,9.90,,18.10,,32.93,5.71,33.36,86777.756,,,96691.542,7.21,,151193.515,41590.974,193776.691
2815,Spain,2005,IPCC,2005,2785.57,17103.71,,65.71,,311.06,,254.15,3326.91,1330.68,14732.19,16.08,Horta de Sant Joan ,,1.86,5.87,,1.98,19.02,8.36,62.90,13.96,85.71,,0.33,,1.56,,1.27,16.67,6.67,73.83,,115.0031,363,,4.98,122.24615,1175.18402,516.84608,3887.0583
2816,Spain,2005,IPCC,2005,684881.4,1628128.2,,1528.2,,26096.3,,14800.9,602678.5,496237.9,1174724.2,9.15,Hospitalet de Llobregat,,1.21,6.67,,0.91,25.64,26.37,39.20,29.59,70.34,,0.07,,1.13,,0.64,26.04,21.44,50.75,,9444.8741,52243.8,,3.10,7119.2329,200861.2047,206587.8285,307102.3332
2817,Spain,2005,IPCC,2005,11018,56650,,,,525.8,-1.14E-12,557.8,18951,6412.9,41223.6,19.56,Hostalric,,0.74,17.80,-0.00,1.13,22.50,11.84,45.99,16.28,83.72,,,,0.78,-0.00,0.82,28.00,9.48,60.92,,175.0241,4208.97,-0.39680000000044,6.83,268.3018,5318.2697,2798.0452,10872.642
2818,Belgium,2006,IPCC,2006,19300.7,105806,,1350.6,10783,2089.6,2990,267.4,53088.6,11067,46171.7,25.08,Hotton,8.15,1.51,,2.49,0.10,42.16,6.88,38.72,15.26,83.67,,1.07,8.53,1.65,2.36,0.21,41.98,8.75,36.51,2494.624,463.7343,,761.382,6.07,31.2858,12909.503,2105.559,11855.2617
2819,Belgium,2006,IPCC,2006,17670.9,84734.93,,,9348.5,2624.79,4760,365.8,50057.7,14117.2,21131.84,21.56,Houffalize,8.63,2.81,,5.49,0.20,44.69,13.07,25.11,17.26,82.74,,,9.13,2.56,4.65,0.36,48.88,13.79,20.64,1888.804,614.36413,,1202.328,4.61,42.7986,9780.8497,2860.3764,5494.2784
2820,Belgium,2011,IPCC,2011,133536.95,474071.91,8776.88,30541.67,77553.38,7941,0.13000000003376,1470,258599.89,96033,205329,21.34,Houthalen-Helchteren,10.96,1.13,,-0.00,0.18,38.07,12.06,37.60,20.64,73.28,1.36,4.72,11.99,1.23,0.00,0.23,39.97,14.84,31.74,15176.34163,1559.466,,-0.014459999999439,4.57,248.43,52721.88747,16705.6014,52075.727
2821,Belgium,2011,IPCC,2011,23544,81382,44,2194,2870,1738,4234,605,67425,15789,14503,13.08,Hove,2.63,1.56,,4.31,0.53,60.15,14.39,16.42,21.97,75.94,0.04,2.05,2.68,1.62,3.95,0.56,62.92,14.73,13.53,588.053,349.116,,963.74,2.73,117.975,13443.163,3216.813,3669.227
2822,Ukraine,,,,,,,,,,,,,,,,Hrabovetska Almalgamated Community,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,Armenia,2012,IPCC,2012,32342.93,95023.5,,,,1160.15,,881.68,123884.1,,1440.5,2.40,Hrazdan,,0.95,,,0.74,97.11,,1.19,25.39,74.61,,,,0.91,,0.69,97.27,,1.13,,250.7753,,,0.50,195.73296,25637.3882,,315.25732
2824,Slovakia,,,,,,,,,,,,,,,,Hrhov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,Spain,2007,IPCC,2007,21947,86047.09,,52847.76,3162,2508,75764.6,,11989,4288,63130.25,25.83,Huelma,4.19,3.32,4.49,18.41,,15.87,5.68,48.05,13.65,53.50,,32.86,1.97,1.56,47.11,,7.45,2.67,39.25,1422.9,1128.6,1525,6256.12702,5.46,,5395.05,1929.6,16330.0964
2826,Spain,2007,IPCC,2007,461908,4286716.48,,20269.23,,81333,3216315.08,,210456,170119,1090670.62,32.28,Huelva,,3.05,3.27,56.09,,7.88,6.37,23.34,9.69,89.89,,0.43,,1.71,67.44,,4.41,3.57,22.87,,36599.85,39306,673846.3234,8.17,,94705.2,76553.55,280338.7802
2827,Spain,2007,IPCC,2007,6835,34158.02,,11908.62,400,528,17649.53,,3624,2283,28417.11,19.61,Huesa,1.45,1.92,3.39,12.46,,13.15,8.28,59.35,12.92,64.57,,22.51,0.76,1.00,33.36,,6.85,4.32,53.72,180,237.6,420,1545.83788,4.60,,1630.8,1027.35,7361.3058
2828,Spain,2007,IPCC,2007,33468,114644.66,,2549.55,,,61494.64,,,,89167.57,15.49,Huetor Tajar,1.28,2.12,4.85,13.83,,18.94,9.80,49.18,22.21,76.09,,1.69,,,40.82,,,,59.18,600.3,993.15,2275,6479.684,4.90,,8875.35,4591.8,23045.0371
2829,Belgium,2011,IPCC,2011,34895,122242,,9138,2021,2926,3862,711,89642,19108,48005,17.57,Huldenberg,1.09,1.58,,2.51,0.33,51.32,9.81,33.36,20.99,73.52,,5.50,1.22,1.76,2.32,0.43,53.91,11.49,28.87,395.288,573.58,,909.911,3.84,120.87,18634.118,3563.512,12115.08
2830,Belgium,2011,IPCC,2011,39430,120587,,12641,35254,3529,5966,779,91077,18142,17911,17.21,Hulshout,20.11,1.98,,4.06,0.43,50.46,10.24,12.72,22.84,69.84,,7.32,20.42,2.04,3.46,0.45,52.75,10.51,10.37,7173.75,706.406,,1447.503,3.56,151.905,18000.132,3653.523,4536.669
2831,Slovakia,,,,,,,,,,,,,,,,Hurbanovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,Spain,2007,IPCC,2007,6006.84,21475.15,,6530.85,,,20658.49,,,,13354.35,22.43,Huéneja,7.67,3.17,2.93,24.61,,11.39,9.60,40.63,17.66,63.14,,19.20,,,60.74,,,,39.26,651.303,269.2485,249,2089.6952,6.93,,967.0995,815.427,3450.9135
2833,Spain,2007,IPCC,2007,67254,194149.47,,3344.64,,,101484.01,,,,163264.1,19.55,Huércal de Almería,5.86,1.92,3.21,9.68,,14.38,14.20,50.76,25.40,73.33,,1.26,,,38.33,,,,61.67,4874.85,1596.6,2672.2,8055.8489,6.22,,11970.9,11821.95,42252.7892
2834,Spain,2007,IPCC,2007,74614,216555.31,,2450.23,,,114865.37,,,,178754.17,17.54,Huércal-Overa,1.55,5.94,3.34,10.41,,12.76,16.04,49.96,25.41,73.75,,0.83,,,39.12,,,,60.88,1431.45,5495.85,3095,9632.2182,5.58,,11803.95,14845.05,46231.8003
2835,Spain,2007,IPCC,2007,23441,105044.08,,13895.77,,,69727.57,,,,72653.28,15.61,Huéscar,1.59,4.13,,22.07,,15.50,6.85,49.86,16.46,73.78,,9.76,,,48.97,,,,51.03,596.25,1552.05,,8294.975,4.57,,5826.6,2573.55,18740.2432
2836,Spain,2007,IPCC,2007,34195,113751.58,,691.75,,,59527.32,,,,89111.2,13.45,Huétor Vega,0.87,1.71,5.60,12.39,,24.43,5.90,49.11,23.01,76.53,,0.47,,,40.05,,,,59.95,405.9,797.85,2616,5792.4584,4.25,,11423.25,2760.75,22959.7866
2837,Spain,2007,IPCC,2007,12563.07,35303.73,,1461.98,,,31435.81,,,,17892.98,18.69,Huévar del Aljarafe,8.89,3.68,3.23,29.72,,13.20,11.13,30.15,25.47,71.57,,2.96,,,63.73,,,,36.27,1362.1725,563.121,495,4552.7988,5.98,,2022.651,1705.437,4618.6529
2838,Sweden,,IPCC,1990,,,,,,,1050077,,,,428186,,Hässleholm,,,,,,,,,,,,,,,71.03,,,,28.97,,,,,,,,,
2839,Sweden,2008,IPCC,2008,56868,89226,,66658,75022,8590,,,59515,10835,55400,15.05,Högsby,33.40,1.39,,,,1.96,1.49,61.77,26.73,41.94,,31.33,35.83,4.10,,,28.43,5.18,26.46,7919.531,330.327,,,4.00,,463.693,352.393,14648.682
2840,Italy,2005,IPCC,2005,3644,10703,,1298,,337,,286,7971,1514,5536,8.43,I Tre Laghi,,2.13,,-0.01,2.10,48.63,9.91,37.24,23.29,68.41,,8.30,,2.15,,1.83,50.95,9.68,35.39,,81.485,,-0.28,2.06,80.08,1857.722,378.688,1422.492
2841,Greece,2010,IPCC,2010,114160.6,201387.8,,,3872.8,4148.2,30945.8,4104.2,62304.7,38175.3,171997.4,11.82,IERAPETRA,2.45,2.63,,14.46,2.60,29.59,24.19,24.08,36.18,63.82,,,1.23,1.31,9.81,1.30,19.74,12.10,54.51,4445.9744,4761.5648,,26202.4798,6.79,4711.6216,53608.5956,43822.9692,43620.8846
2842,Greece,2014,IPCC,2014,81073.31,198734.89,,23147.21,,4276,,5845.4,99169.1,26987.14,166677.77,9.40,ILIDA,,2.10,,,3.14,39.40,14.25,41.11,26.76,65.60,,7.64,,1.41,,1.93,32.73,8.91,55.02,,2127.702,,,3.14,3174.0522,39852.60589,14418.1557,41582.77881
2843,Italy,2009,IPCC,2009,392540.7,761318,,3379,576067,14928,,4691.7,239466,68324,253761,20.91,IPA DIAPASON,51.77,1.28,1.16,,0.57,18.85,6.93,19.43,33.92,65.79,,0.29,49.78,1.29,,0.41,20.69,5.90,21.93,175034.563,4327.7,3919,,6.11,1937.6721,63746.005,23444.632,65688.727
2844,Italy,2010,IPCC,2010,14167.69,51166,,,,1016.95,10071,403.74,33649,7654,12539,15.49,ISORELLA,,1.40,,21.07,1.04,44.99,13.47,18.03,21.69,78.31,,,,1.56,15.41,0.62,51.50,11.72,19.19,,253.47055,,3825.048,4.30,189.35406,8169.058,2445.254,3273.728
2845,Spain,,,,,,,,,,,,,,,,ISPASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,"Moldova, Republic Of",2016,IPCC,2016,27893,28489,,,6454,10764,,1375,22808,3551,11430,3.44,Ialoveni (Double),14.48,18.56,,,3.64,42.69,8.53,12.11,49.47,50.53,,,11.45,19.09,,2.44,40.45,6.30,20.27,3568.179,4573.197,,,1.50,897.875,10519.826,2100.97,2983.23
2847,Spain,2010,IPCC,2010,1182.79,2516.15,,95.57,,80.93,,78.55,2582.96,,1052.07,7.85,Ibdes,,2.94,,,3.12,69.15,,24.80,31.17,66.31,,2.52,,2.13,,2.07,68.07,,27.73,,32.56094,,,2.35,34.562,766.64757,,274.94937
2848,Spain,2007,IPCC,2007,67248,47298,,1814,,6375.1,-0.09999999999856,1083.1,67705.1,30844.4,10356.9,4.93,Ibi,,6.29,,-0.00,1.17,52.44,33.08,7.02,57.79,40.65,,1.56,,5.48,-0.00,0.93,58.18,26.51,8.90,,2407.1235,,-0.75060000000206,1.62,446.2372,20057.4699,12654.195,2686.986
2849,Spain,2007,IPCC,2007,9987,45895.34,,18970.71,3193,442,28382.31,,4428,1924,36483.74,23.63,Ibros,8.41,1.16,3.51,14.89,,11.66,5.07,55.30,13.34,61.31,,25.34,4.27,0.59,37.92,,5.92,2.57,48.74,1436.85,198.9,599,2545.03445,5.39,,1992.6,865.8,9448.7575
2850,Azerbaijan,2011,LCA,2011,2518.5,18091.6,,,,1569.8,,473.9,17835.9,728.8,1.7,4.79,Icherisheher,,16.01,,,6.79,67.72,9.47,0.01,12.22,87.78,,,,7.62,,2.30,86.54,3.54,0.01,,1001.5408,,,1.45,424.6144,4235.9664,592.3223,0.5076
2851,Slovenia,2009,IPCC,2009,19109,75564,65947,31252,,11232,,934,72890,,40869,7.92,Idrija,,11.76,,,1.68,52.47,,34.09,9.96,39.38,34.37,16.29,,8.92,,0.74,57.88,,32.46,,3640.614,,,2.59,520.238,16248.76,,10556.487
2852,Italy,2007,IPCC,2007,4579.73,27814.07,,4506.84,,728.86,-3.0E-26,262.8,25995.9,5704.18,4208.92,17.22,Idro,,3.04,,-0.00,1.51,62.65,20.12,12.68,12.41,75.38,,12.21,,1.98,-0.00,0.71,70.45,15.46,11.41,,256.21557,,-8.067218004726E-13,4.48,126.9324,5278.83547,1695.78032,1068.71712
2853,Belgium,2011,IPCC,2011,337884,821646,22018,38120,441973,16603,83335,3220,269768,187995,216774,34.76,Ieper,34.67,1.30,,7.02,0.21,20.56,13.75,22.48,27.70,67.37,1.81,3.13,36.24,1.36,6.83,0.26,22.12,15.41,17.77,84648.99,3172.027,,17150.289,6.96,524.86,50208.755,33576.767,54894.675
2854,Romania,,,,,,,,,,,,,,,,Iernut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,Romania,2008,IPCC,2008,2995.6,23155.4,,12465,,1191,,218.9,31091.1,1069.6,5045.4,5.94,Ighiu,,2.44,,,1.27,83.21,2.22,10.85,7.76,59.96,,32.28,,3.08,,0.57,80.51,2.77,13.07,,294.474,,,1.86,153.4489,10040.4231,268.2546,1309.149
2856,Greece,,,,,,,,,,,,,,,,Igoumenitsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,Spain,2005,IPCC,2005,123865.9,423854,,348.2,,5837.8,,6542.9,188697.2,87101.4,259888.8,15.25,Igualada,,1.19,6.78,,1.81,31.62,19.47,39.14,22.60,77.34,,0.06,,1.07,,1.19,34.43,15.89,47.42,,2061.8861,11777.2,,4.84,3147.1349,54956.6143,33840.9541,68038.5122
2858,Spain,2007,IPCC,2007,4912.89,12050.84,,1798.45,,,7877.11,,,,10885.28,16.93,Igualeja,9.39,3.88,6.16,5.12,,13.95,11.76,49.73,26.19,64.23,,9.59,,,41.98,,,,58.02,532.6875,220.212,349,290.472,5.66,,790.974,666.927,2819.7333
2859,Bulgaria,1990,IPCC,1990,22244,38309,,32596,20959,4959,,1793,63000,,3200,4.78,Ihtiman,24.89,6.88,,,4.22,61.72,,2.29,23.88,41.13,,34.99,22.32,5.28,,1.91,67.08,,3.41,7213.281,1993.425,,,1.49,1224.619,17891.6,,663.304
2860,Armenia,,,,,,,,,,,,,,,,Ijevan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,Malta,,,,,,,,,,,,,,,,Iklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,Latvia,2009,IPCC,2009,857,23575,,,,3050,,,5267,348,15767,2.81,Ikšķile,,7.81,,,,18.77,1.24,72.18,3.51,96.49,,,,12.48,,,21.56,1.42,64.53,,442.986,,,0.68,,1063.934,70.296,4092.159
2863,Italy,2010,IPCC,2010,564945.36,1069086.44,,,743068.48,3099,,5920.37,292195.57,497610.66,92137.72,29.44,Il Paes nella Valle,45.64,0.19,,,0.44,19.56,27.97,6.20,34.57,65.43,,,45.47,0.19,,0.36,17.88,30.45,5.64,176037.67676,740.187,,,6.95,1710.98693,75427.57529,107891.72534,23899.01463
2864,Italy,2009,IPCC,2009,4708,12999,,,1027,380,,343,2641,1213,12005,7.87,Ilbono,8.21,2.46,,,2.96,20.66,10.16,55.55,26.59,73.41,,,5.83,2.16,,1.95,15.00,6.89,68.18,458.921,137.564,,,2.48,165.669,1155.283,567.959,3106.5324
