,name,country,action_description,language,action_start_year,action_end_year,action_cost,action_website,action_co2_reduction
691,Montemurro,Italy,"Da quanto si è appreso dalla documentazione comunale, sono state effettuate nuove richieste per
l’installazione di n°4 aerogeneratori mini-eolici da 60 kW da parte di privati.
La stima di produzione annua di energia elettrica complessiva è di 288 MWh.",it,2013,2016,,,201.89
692,Motta di Livenza,Italy,"Pedibus is the meeting point for children and set times and in their escort, by qualified personnel, in schools through paths determined. Since 2009, 7 walking bus lines are in the town of Motta Livenza and offer home-to-school walk, they see the
involving 120 children and 80 carers.",en,2009,2020,,,6.7
693,Motta di Livenza,Italy,"European directives have made the end of the least efficient lamps. Today, LEDs are the best solution to replace the old bulbs; they have
various advantages such as: an improved lifespan, lower energy consumption and, in particular, are free of mercury.
The action involves replacing existing lamps with LED lamps in various public buildings .",en,2015,2020,37967,,57.2
694,Motta di Livenza,Italy,Energy attached to the building code contain specific instructions that indicate restrictive parameters than the national rules relating to new buildings and incentives for the restructuring of the existing built.,en,2015,2020,,,648.06
695,Municipality of Loures,Portugal,"Achieving the goals of the National Strategy of ""Green Public Procuremente"" (GPP). In cooperation between buyers and suppliers to establish a network of sustainable procurement.",en,2012,2020,,,1.84
696,Municipality of Loures,Portugal,"Replace equipment, after its failure or malfunction, by more efficient equipment with quality assurance of Energy Star.",en,2014,2020,35000,,0.2
697,Municipality of Loures,Portugal,"Enhanced external insulation in municipal buildings, achieving a payback within a maximum of two years.",en,2013,2020,15000,,10.5
698,Municipality of Loures,Portugal,"In partnership with relevant stakeholders, may develop an information network on the new mobility throughout the city.",en,2012,2020,4500,,139.11
699,Municipality of Loures,Portugal,Promote the development of autonomous learning and group about electric mobility.,en,2012,2020,2000,,347.78
700,Municipality of Loures,Portugal,Use of natural gas replacing conventional diesel in vehicles used by the Local Authority and public transport.,en,2013,2020,,,1033
701,Municipality of Loures,Portugal,"Organize an annual fair or exhibition where companies linked to Sustainable Development and Renewable Energy, may promote their services and products.",en,2012,2020,7000,,
702,Municipality of Loures,Portugal,"Reduce or cancel the dissonance regarding this new mobility model and highlight the strengths, such as economics, ease of loading and State incentives.",en,2012,2020,,,52.17
703,Municipality of Loures,Portugal,Contributing to the increased use of public transport.,en,2014,2020,10000,,3960
704,Municipality of Loures,Portugal,"It's a school project on Environmental Education, ""Circulo Mágico"", which aims to lead activities to schools, allowing further study and, within and outside the school, diversified environmental issues.",en,2008,2020,10000,,
705,Municipality of Loures,Portugal,Develop  in schools an news agenda  about electric mobility.,en,2012,2020,,,90.42
706,Municipality of Loures,Portugal,Installation of solar thermal system in 50% of social housing.,en,2014,2020,126000,,104
707,Municipality of Loures,Portugal,"Install 100% of the pools, which have facades or terraces facing south, a solar thermal system for domestic hot water - DHW.",en,2014,2020,50000,,5.7
708,Municipality of Loures,Portugal,"Park devoted to environmental education, developes in partnership with companies concerned with the issue.",en,2009,2020,100000,,3.6
709,Municipality of Loures,Portugal,"Apply 20% reduction in the rate pours industries and companies in the tertiary sector, suffering a decline of 20% of current consumption pattern.",en,2014,2020,25000,,259
710,Municipality of Loures,Portugal,"Arrange a service for voluntary surrender of End of Life Vehicles (ELV), allowing owners get rid of your vehicles. The owners have the assurance of dismantling and recycling of vehicles.",en,2009,2020,40000,,4.8
711,Municipality of Loures,Portugal,"Promoting environmental education for the public infant, actively involving the young.",en,2012,2020,4500,,121.72
712,Municipality of Loures,Portugal,Promote education on environmental issues in public child.,en,2012,2020,1000,,86.94
713,Municipality of Loures,Portugal,Develop creative languages ​​in the field of electric mobility.,en,2012,2020,4000,,57.39
714,Municipality of Loures,Portugal,Integration of solar thermal systems for heating domestic hot water (AQS) in 100% of the sports facilities that have good sun exposure.,en,2012,2020,200000,,18.6
715,Municipality of Loures,Portugal,All public buildings should have energy certification.,en,2015,2020,50000,,
716,Municipality of Loures,Portugal,Use of equipment voltage regulation and controllers lighting energy. These provide energy savings up to 25% in public lighting systems and even reduce maintenance costs and replacement lamps.,en,2012,2020,500000,,816
717,Municipality of Loures,Portugal,Collection and recycling of used cooking oil for biodiesel production.,en,2013,2020,100000,,892.8
718,Municipality of Loures,Portugal,"Aspiring to acquire about 50 electric vehicles per year, this measure may be implemented, at least initially, subject to the necessary modification of existing legislation.",en,2012,2020,,,86.94
719,Municipality of Loures,Portugal,"Treatment and cleaning selective of weeds and vegetation, especially on poles medium and high voltage. Shares of afforestation on abandoned agricultural lands and areas of degraded forest vocation.",en,2009,2020,,,1910
720,Municipality of Loures,Portugal,It is a center for implementation of communication strategies and dynamization activities for any age group.,en,2008,2020,10000,,
721,Municipality of Loures,Portugal,"Developing taste in young people  for environmental matters, particularly on electric mobility.",en,2012,2020,2500,,260.83
722,Municipality of Loures,Portugal,"Install 100% of schools that include south-facing facades and terraces, a solar thermal system for domestic hot water - AQS.",en,2012,2020,500000,,57
723,Municipality of Loures,Portugal,"Should be installed, about 80%, in large buildings service renewable energy systems.",en,2015,2020,,,5500
724,Municipality of Loures,Portugal,It consists in encouraging the use of clean vehicles.,en,2013,2020,18000,,0.52
725,Municipality of Loures,Portugal,"To be created by private, it is considered that the systems sharing vehicles should have the support of the municipality, with conditions previously stipulated.",en,2012,2020,3000,,144.33
726,Municipality of Loures,Portugal,"Give companies information about the MOBI.E program, so they can plan or consider a restructuring of the fleet.",en,2012,2020,2500,,173.89
727,Municipality of Loures,Portugal,Create accession for the new mobility model.,en,2012,2020,3500,,69.56
728,Municipality of Loures,Portugal,Take journalists to realize the advantages of the new mobility paradigm.,en,2012,2020,,,260.83
729,Municipality of Loures,Portugal,Progressive replacement of traffic lights with LED lights with PV support.,en,2013,2020,34800,,220
730,Municipality of Loures,Portugal,"The Loures City Council in partnership with the company Valorsul business, carried out the planting of 15,172 trees of Mediterranean species in four municipal land.",en,2009,2020,,,138.5
731,Municipality of Loures,Portugal,Influence the agenda-setting by creating an event with high media coverage.,en,2012,2020,2000,,260.83
732,Municipality of Loures,Portugal,It consists of a library specializing in environmental issues and make available to its users four distinct spaces for those looking to learn about the environment: Space consultation; toy library; database or Web and multimedia.,en,2008,2020,5000,,
733,Municipality of Loures,Portugal,Installation of microgeneration systems in five municipal buildings.,en,2014,2020,70000,,185
734,Municipality of Loures,Portugal,This measure could be applied depending on the number of vehicles powered by electricity energy in the city. Its implementation requires monitoring the evolution of the purchase of electric vehicles.,en,2012,2020,,,137.37
735,Municipality of Loures,Portugal,"Create or allow access and movement in sensitive urban areas, where it is intended that the emission of pollutants and noise is reduced. These areas are usually closed to vehicle traffic combustion.",en,2012,2020,10000,,52.16
736,Municipality of Loures,Portugal,Adoption of electric vehicles in fleet renewal programs in the universe of services and municipal enterprises.,en,2012,2020,15000,,86.94
737,Municipality of Loures,Portugal,"Meetings with key stakeholders of the program MOBI.E: responsible companies with fleets, responsible of associations of the transport sector and the business sector (business associations) and associations of taxi drivers.",en,2012,2020,1500,,173.89
738,Municipality of Loures,Portugal,"It is a relevant measure, but whose application will depend on the characteristics of each loading point.",en,2014,2020,,,
739,Municipality of Loures,Portugal,"Implement a system for recording, monitoring and management of energy consumption in buildings of the City Council Loures.",en,2013,2020,120000,,10.4
740,Municipality of Loures,Portugal,Energy Certification for 100% of social housing by 2020.,en,2012,2020,31950,,
741,Municipality of Loures,Portugal,"This measure is intended to apply tariffed parking areas of municipal initiative, from electric vehicles are provided with identification regulated.",en,2012,2020,5000,,173.89
742,Municipality of Loures,Portugal,Awareness program and demonstration of technologies for sustainable agriculture.,en,2012,2020,10000,,31
743,Municipality of Loures,Portugal,"Give companies information about the MOBI.E program, so they can plan or consider a restructuring of the fleet.",en,2012,2020,3000,,173.89
744,Municipality of Loures,Portugal,Enjoy all the features of the municipality and the participating entities to promote the new  model  mobility.,en,2012,2020,4000,,121.72
745,Municipality of Loures,Portugal,"Installation of occupancy sensors in crowded areas and replacement of light bulbs for compact fluorescent lamps or LED according to each situation, in all the municipal buildings.",en,2013,2020,12000,,228
746,Municipality of Loures,Portugal,Replacement for double glazing in municipal buildings.,en,2014,2020,75000,,25
747,Municipality of Loures,Portugal,"In partnership with Valorsul business, we obtained 18 new vehicles powered by electricity for street cleaning.",en,2009,2020,,,5.7
748,Municipality of Loures,Portugal,"Program to promote solar thermal systems in the domestic sector, through funding and tax benefits.",en,2014,2020,,,1134
749,Municipality of Loures,Portugal,"Has great relevance, meeting the strategic objectives of the project of electric mobility. The charging of electric vehicles may include a energy component from microgeneration with the loading areas.",en,2012,2020,300000,,139.11
750,Municipality of Loures,Portugal,"Disclose all MOBI.E project, with its concrete implementation in the city.",en,2012,2020,5500,,86.94
751,Municipality of Loures,Portugal,Create accession for the new mobility model.,en,2012,2020,12500,,69.56
752,Municipality of Loures,Portugal,"Assessment and analysis of reactive power bill in the municipal public administration, defense and social security. Elaboration of report with recommendations for a solution to clearing through the bank of capacitors.",en,2012,2020,40000,,
753,Municipality of Loures,Portugal,"Implementation of a bicycle path, about 20 km, with a priority of connection between the main urban zones.",en,2013,2020,800000,,3.6
754,Muzykivska amalgamated territorial community,Ukraine,"Реконструкция автомобильной дороги Восточное-Загоряновка - М14, организация автобусного сообщения между населенными пунктами объединенной общины",ru,2016,2019,753570,,2.3
755,Muzykivska amalgamated territorial community,Ukraine,"Строительство станции переработки твердых бытовых отходов, обустройство зеленых зон",ru,2016,2017,192200,,1.2
756,Muzykivska amalgamated territorial community,Ukraine,Утепление наружных стен здания минераловатными плитами ПСБ25 (20мм),ru,2016,2018,41950,,160
757,Muzykivska amalgamated territorial community,Ukraine,"Утепление наружных стен жилых домов, переход на альтернативный вид топлива.",ru,2016,2020,292967,,240.16
758,Muzykivska amalgamated territorial community,Ukraine,"Строительство завода металических изделий, фабрики по производству бытовых товаров, завода по производству топливных брикетов",en,2016,2018,813784,,850
759,Muzykivska amalgamated territorial community,Ukraine,Реконструкция системы внешнего освещения с использованием светодиодных фонарей,ru,2016,2020,175000,,81.1
760,Muzykivska amalgamated territorial community,Ukraine,"При реконструкции детского сада будут установлены солнечные коллекторы для подогрева воды, предполагается строительство котельни на твердом топливе с применением новых технологий. Устроение теплых полов.",ru,2016,2018,685.213,,451
761,NAVARRÉS,Spain,"Este programa es la aplicación de la metodología 50/50 en los colegios. Debe ir destinado a sensibilizar a todos los miembros de la comunidad educativa sobre la problemática ambiental de su entorno inmediato, concienciarlos de su responsabilidad individual y colectiva, y buscar la resolución de estos problemas estimulando su participación directa en la mejora de la gestión ambiental de los centros.",es,2020,2022,12500,,
762,NAVARRÉS,Spain,"Se llevarán a cabo campañas puntuales, que informen sobre la posibilidad de contratación de energía ""verde"" por parte de los usuarios. Se pretende que el Ayuntamiento beneficie con una reducción parcial de los impuestos municipales para los comercios que compren electricidad procedente de fuentes de energía renovables certificada.",es,2020,2024,1397,,
763,NAVARRÉS,Spain,"La redacción de un Plan de Movilidad Urbana Sostenible (PMUS) es la herramienta básica de la planificación futura y desarrollo de la gestión de la movilidad sostenible dentro del término municipal. Los objetivos principales son potenciar el transporte sostenible y promover el desplazamiento eficiente, en detrimento del vehículo privado.",es,2020,2027,465600,,
764,NAVARRÉS,Spain,Cuando el municipio sufre episodios de precipitaciones torrenciales pueden existir problemas de drenaje y alcantarillo. En materia de adaptación al Cambio Climático es relevante estudiar el uso de infraestructuras existentes para las descargas de sistemas de pluviales. ,,2020,2030,40000,,
765,NAVARRÉS,Spain,"Disponer de un monte ordenado conlleva numerosas ventajas, ya que permite maximizar los aprovechamientos del monte sin perjudicar el medioambiente.",,2020,2030,67329.1,,
766,NAVARRÉS,Spain,Se trata de diseñar un municipio amable que implique mejora de la calidad de vida para la ciudadanía a la vez que atractivo para el visitante. Es muy necesario por tanto elaborar un Plan de Sombras en las calles más transitadas y que peor acondicionadas están para la época estival.,,2020,2030,5000,,
767,Namur,Belgium,"Under a plan to replace mercury vapour lamps, in partnership with ORES, 17% of public lights will be replaced by dimming LEDs (pilot phase in Malonne in October 2015). Replacing the lamps will cut electricity consumption for the lights concerned by almost 50%. The City of Namur does not intend to stop there, however. By 2018, all municipal lighting installations (including the 83% not consisting of mercury vapour lamps) will have gone over to this new technology. By 2019, the energy savings will amount to 40% to 50% of current consumption. The current annual cost of municipal public lighting is €1,250,000. Ultimately, the overall annual saving is expected to be some €450,000 (investment costs included).",en,2015,2018,559818,,
768,Niš,Serbia,"By converting of the district heating network boiler rooms, from fossil fuels to renewables will significantly decrease CO2 emissions. Total capacity of mazut boiler rooms is around 40 MW, and they produce, during heating season around 32000 MWh of heat. CO2 emission is also reduced by converting heat production to the less poluting fuel. We expect to convert boilers to wood pellets the most, so we can estimate the emission factor of 0,1",en,2010,2020,622000,,14326.85
769,North Tyneside,United Kingdom,Warm Zone is a partner organisation which undertakes household efficiency measures to address fuel poverty and carbon emisssions.,en,2013,2017,1,,11.541
770,North Tyneside,United Kingdom,"The Council has undertaken significant steps to re-configure street lighting systems for energy reduction purposes. Examples of these include:
•	Trimming and dimming over 10,000 lights on residential estates. 
•	Implementing part night switch off to over 3,000 lights in non residential areas. 

A project to install LED lighting to over 7000 street lighting columns is underway, with £2m funding agreed. The project is currently in design stage. Construction will commence in July 2017 and be completed by June 2018. ",en,2014,2017,596000,,1500
771,North Tyneside,United Kingdom,The Coucnil replaced old light fitting in a range of public buildings with LEDs.,en,2015,2016,415000,,506
772,Nove,Italy,,,2017,2030,,,
773,Nove,Italy,,,2011,2017,,,
774,Nove,Italy,,,2015,2030,,,
775,Nove,Italy,,,2006,2013,,,
776,Nove,Italy,,,2011,2016,,,
777,Nove,Italy,keep watercourses and  irrigation ditches clean in order to avoid floods,,2011,2030,,,
778,Noventa Padovana,Italy,Efficientamento energetico della sede municipale.,it,2006,2020,,,14.89
779,Noventa Padovana,Italy,Installazione pannelli fotovoltaici negli edifici residenziali.,it,2006,2013,10700000,,2006.17
780,Noventa Padovana,Italy,Sostituzione corpi illuminanti esistenti con nuove lampade ad alta efficienza.,it,2006,2020,,,16.48
781,Nuoro,Italy,"L’azienda Trasporti Pubblici (ATP) del Comune di Nuoro ha rinnovato il proprio parco mezzi per la quasi totalità, fatta esclusione per soli 6 mezzi acquistati più recentemente e facenti parte della categoria Euro4. Il numero di mezzi sostituiti è pari a 26, passando da mezzi Euro0 a mezzi Euro4. Al momento della compilazione del BEI, anno 2007, il processo di svecchiamento del Parco non era ancora stato attuato. Le emissioni erano pari a: 1.255 tonCO2. La sostituzione dei mezzi è avvenuta durante il 2010, possiamo quindi considerare come primo anno utile di riferimento per il calcolo della riduzione delle emissioni l’anno 2011. La riduzione dei consumi e di conseguenza delle emissioni è calcolata al 21%. Pertanto si stima che, al 2020, le emissioni saranno pari a 991,45 tCO2. ",it,2008,2011,,,264
782,Nuoro,Italy,"Nel settore terziario del territorio comunale risultano essere stati realizzati, a partire dall’anno 2008, diversi impianti fotovoltaici. Questi alla data del 29/11/2012 risultano in esercizio ed una parte di essi in modalità di autoconsumo delle sottostanti attività – soggetti responsabili. Dall’analisi dei dati in possesso (fonte atlasole GSE) opportunamente ponderati, si ha una potenza installata, in esercizio e in modalità di autoconsumo pari 425 kWp.",it,2008,2012,,,287
783,Nuoro,Italy,"Interventi per il risparmio energetico:
- Edificio in via Ballero: sostituzione di pompe di calore con quelle ad alta efficienza, risparmio di 5 MWh/a pari a 2 tCO2/a di riduzioni delle emissioni
- Ex Convento Carmelitane: sostituzione caldaia a gasolio con pompe di calore ad alta efficienza, risparmio di 62 MWh/a pari a 16 tCO2/a di riduzioni delle emissioni
Interventi di miglioramento della coibentazione delle superfici opache e trasparenti per:
- Scuola via Ballero: risparmio 64 MWh/a pari a 17 tCO2/a di riduzione delle emissioni
- Scuola via Veneto: risparmio 96 MWh/a pari a 25 tCO2 di riduzione delle emissioni
- Villa Melis via Deffenu: risparmio 21 MWh/a pari a 6 tCO2 di riduzione delle emissioni
- Scuola via Tempio: risparmio 32 MWh/a pari a 8 tCO2 di riduzione delle emissioni
- Ex Convento Carmelitane: risparmio 75 MWh/a pari a 20 tCO2 di riduzione delle emissioni",it,2008,2011,,,94
784,Nuoro,Italy,"Nel settore residenziale del territorio comunale risultano essere in esercizio a partire dall’anno 2008 sino alla data del 29/11/2012 (fonte atlasole GSE), diversi impianti fotovoltaici. Dai dati in possesso, gli impianti fotovoltaici in città di Nuoro sono 474 per una potenza installata pari a 5.267 kWp. Di questi, in via cautelativa, si analizzano solo gli impianti con potenza non superiore a 6 kWp, in esercizio in modalità di autoconsumo; pertanto, risultano installati nel residenziale, in esercizio ed in modalità di autoconsumo 1.636 kWp.",it,2008,2012,,,1106
785,Nuoro,Italy,"Il Comune nel mese di Febbraio 2008 ha affidato all’A.T.I. Cogei-Simet., mediante procedura di gara pubblica, la gestione, esercizio e manutenzione di circa n.4594 (circa il 75% sul totale) punti di pubblica illuminazione stradale. Il concessionario esterno Cogei-Simet nel mettere in atto le azioni tecniche di efficientamento imposte dai capitolati di gara, ha eseguito sostituzione di corpi illuminanti, gestito i guasti, realizzato un sistema di controllo e gestione. La gestione esterna ha dimostrato formalmente di avere ottenuto a partire già dal primo anno di gestione sensibili risparmi energetici. A partire dall’anno 2011 questi risparmi energetici si assestano su valori pari al 17% in meno rispetto ai consumi energetici iniziali.",it,2008,2011,,,380
786,Nuoro,Italy,"Nel settore terziario la ASL n. 3 di Nuoro e la Provincia di Nuoro, in relazione ai propri edifici nel territorio del comune di Nuoro, hanno comunicato tramite la ESCO che gestisce il sistema Calore di questi enti – Cofely Italia S.p.A, i risultati dell’azione di efficientamento energetico dei propri impianti di centrale termica. Sono state rilevate evidenti riduzioni dei consumi energetici, relativi al minore uso di gasolio di riscaldamento, grazie all’efficientamento del sistema di produzione calore, distribuzione e regolazione.
Il risparmio complessivo per gasolio da riscaldamento è pari a: 142.947 l/anno, valore che si mantiene pressoché costante negli anni e che non si ipotizza possa significatamene cambiare sino al 2020 poiché non sono previsti aumenti di volumi da riscaldare. Il valore di risparmio potrebbe ulteriormente ridursi con interventi sugli involucri edilizi.",it,2010,2012,,,387
787,OLIVA (VALENCIA ),Spain,"Este programa es la aplicación de la metodología 50/50 en los colegios. Debe ir destinado a sensibilizar a todos los miembros de la comunidad educativa sobre la problemática ambiental de su entorno inmediato, concienciarlos de su responsabilidad individual y colectiva, y buscar la resolución de estos problemas estimulando su participación directa en la mejora de la gestión ambiental de los centros.",es,2020,2022,7500,,
788,OLIVA (VALENCIA ),Spain,"Se llevarán a cabo campañas puntuales, que informen sobre la posibilidad de contratación de energía ""verde"" por parte de los usuarios. Se pretende que el Ayuntamiento beneficie con una reducción parcial de los impuestos municipales para los comercios que compren electricidad procedente de fuentes de energía renovables certificada.",es,2020,2024,31190,,
789,OLIVA (VALENCIA ),Spain,"La redacción de un Plan de Movilidad Urbana Sostenible (PMUS) es la herramienta básica de la planificación futura y desarrollo de la gestión de la movilidad sostenible dentro del término municipal. Los objetivos principales son potenciar el transporte sostenible y promover el desplazamiento eficiente, en detrimento del vehículo privado.",es,2020,2027,3928500,,
790,OLIVA (VALENCIA ),Spain,Los escenarios de Cambio Climático prevén que las riadas provocadas por lluvias torrenciales serán cada vez más frecuentes y persistentes. Por este motivo es oportuno redactar un protocolo de actuación en caso de riadas inminentes,,2020,2030,,,
791,OLIVA (VALENCIA ),Spain,"Para garantizar la conservación del patrimonio natural se propone crear un plan integral de conservación de activos del Patrimonio Natural que asegure la promoción turística de los mismos, con una serie de acciones a realizar.",,2020,2030,15000,,
792,OLIVA (VALENCIA ),Spain,Se trata de diseñar un municipio amable que implique mejora de la calidad de vida para la ciudadanía a la vez que atractivo para el visitante. Es muy necesario por tanto elaborar un Plan de Sombras en las calles más transitadas y que peor acondicionadas están para la época estival.,,2020,2030,5000,,
793,ORISTÀ,Spain,"Programa de gestió energètica a l'escola. Accions per eliminar consums de fons, proposta de gestió de calefacció i avaluació de millores per millorar la gestió.
Material pedagògic de suport per traballar amb professors i alumnes.",ca,2017,2020,3150,,
794,ORISTÀ,Spain,"Visites d'avaluació energètica personalitzades a les llars, per tal de veure oporunitats de millora a la llar. Realització d'una telemesura del consum elèctric. Entrega d'un informe amb recull de consums energètics globals (facturació) i proposta d'accions.",ca,2017,2020,2000,,
795,ORISTÀ,Spain,Servei mancomunat de comptabillitat energètica amb revisió de la facturació i comparatiu intermunicipal. Propostes d'actuacions segons dades. Suport en la gestió de projectes i subvencions. Assessorament energètic global. Negociació del preu dels subministraments.,ca,2008,2030,9103,,
796,OTOS,Spain,"Este programa es la aplicación de la metodología 50/50 en los colegios. Debe ir destinado a sensibilizar a todos los miembros de la comunidad educativa sobre la problemática ambiental de su entorno inmediato, concienciarlos de su responsabilidad individual y colectiva, y buscar la resolución de estos problemas estimulando su participación directa en la mejora de la gestión ambiental de los centros.",es,2020,2022,5000,,
797,OTOS,Spain,"Se llevarán a cabo campañas puntuales, que informen sobre la posibilidad de contratación de energía ""verde"" por parte de los usuarios. Se pretende que el Ayuntamiento beneficie con una reducción parcial de los impuestos municipales para los comercios que compren electricidad procedente de fuentes de energía renovables certificada.",es,2020,2024,107,,
798,OTOS,Spain,"La redacción de un Plan de Movilidad Urbana Sostenible (PMUS) es la herramienta básica de la planificación futura y desarrollo de la gestión de la movilidad sostenible dentro del término municipal. Los objetivos principales son potenciar el transporte sostenible y promover el desplazamiento eficiente, en detrimento del vehículo privado.",es,2020,2027,68250,,
799,OTOS,Spain,Cuando el municipio sufre episodios de precipitaciones torrenciales pueden existir problemas de drenaje y alcantarillo. En materia de adaptación al Cambio Climático es relevante estudiar el uso de infraestructuras existentes para las descargas de sistemas de pluviales. ,,2020,2030,25000,,
800,OTOS,Spain,"El Programa Emerge, es un programa anual de subvenciones de Iniciativa Social, destinadas a la contratación de personas desempleadas por corporaciones locales de la Comunitat Valenciana, para la realización de acciones previstas en planes o procedimientos de emergencias en el ámbito forestal. ",,2020,2030,66000,,
801,OTOS,Spain,"Ante la situación actual y futura del municipio frente a las consecuencias del Cambio Climático, se hace imprescindible el replantearse la planificación urbanística municipal. Elaborar o revisar el PGOU, pues el municipio debe reordenarse y adaptarse al futuro previsto de riesgos climáticos ",,2020,2030,,,
802,Ogassa,Spain,"L’edifici de l’ajuntament es comparteix amb altres equipaments, en el cas que ens ocupa amb l’escola. Això comporta que aquest equipament, tingui un elevat consum, com a conseqüència d’una elevada diversitat d’usuraris que utilitzen l’equipament. La redacció d’un protocol d’actuació per a fomentar les bones pràctiques en aquests edificis per part de tots els seus usuaris.",ca,2013,2015,200,,0.413
803,Ogassa,Spain,"El municipi està substituint de forma gradual els enllumenats amb làmpades de vapor de mercuri per làmpades de vapor de sodi o bé LEDS. -	Substitució de 83 làmpades de vapor de mercuri per 83 làmpades de vapor de sodi a alta pressió, corresponents a tots els quadres del municipi tret el que fa referència a l’avinguda de les Mines. Aquestes noves làmpades tindran una potencia de 70 W cada una, i funcionaran de mitjana unes 3.200 hores.",ca,2013,2015,4200,,2.96
804,Ogassa,Spain,L’aprofitament de la biomassa forestal local per poder gestionar d’una forma sostenible els boscos locals i alhora utilitzar aquesta biomassa com a combustible per escalfar l’ACS i fer funcionar el sistema de calefacció substituint així els combustibles fòssils. La potència inicial de disseny és de 100kW i es preveu la instal·lació    al costat del pavelló per facilitar la instal·lació de la sitja i d’allà distribuir l’energia als diferents espais. Es preveu per part de l’ajuntament la contractació d’un projecte executiu per determinar el cost exacte de licitació així com la viabilitat del projecte.,ca,2013,2015,140000,,27.03
805,Ontinyent,Spain,"Este programa es la aplicación de la metodología 50/50 en los colegios. Debe ir destinado a sensibilizar a todos los miembros de la comunidad educativa sobre la problemática ambiental de su entorno inmediato, concienciarlos de su responsabilidad individual y colectiva, y buscar la resolución de estos problemas estimulando su participación directa en la mejora de la gestión ambiental de los centros.",es,2020,2022,17500,,
806,Ontinyent,Spain,"Se llevarán a cabo campañas puntuales, que informen sobre la posibilidad de contratación de energía ""verde"" por parte de los usuarios. Se pretende que el Ayuntamiento beneficie con una reducción parcial de los impuestos municipales para los comercios que compren electricidad procedente de fuentes de energía renovables certificada.",es,2020,2024,32699,,
807,Ontinyent,Spain,"La redacción de un Plan de Movilidad Urbana Sostenible (PMUS) es la herramienta básica de la planificación futura y desarrollo de la gestión de la movilidad sostenible dentro del término municipal. Los objetivos principales son potenciar el transporte sostenible y promover el desplazamiento eficiente, en detrimento del vehículo privado.",es,2020,2027,15000000,,
808,Ontinyent,Spain,"Para garantizar la conservación del patrimonio natural se propone crear un plan integral de conservación de activos del Patrimonio Natural que asegure la promoción turística de los mismos, con una serie de acciones a realizar",,2020,2030,15000,,
809,Ontinyent,Spain,Se trata de diseñar un municipio amable que implique mejora de la calidad de vida para la ciudadanía a la vez que atractivo para el visitante. Es muy necesario por tanto elaborar un Plan de Sombras en las calles más transitadas y que peor acondicionadas están para la época estival,,2020,2030,10000,,
810,Ontinyent,Spain,"Los polígonos industriales donde se asientan numerosas empresas deben tener en consideración criterios de adaptación al Cambio Climático en actuaciones de rehabilitación, como es la mejora de las zonas de sombra, la limpieza de las zonas comunes, etc",,2020,2030,20000,,
811,Orléans Métropole,France,"L'objectif de cette action est de structurer une PLRH visant un rythme de rénovation de 2 500 logements par an.
L’enjeu de la PLRH est d’installer des conditions favorables à la massification des rénovations thermiques des logements, levant ainsi les nombreux blocages (financiers, juridiques, compétences, etc.) lors des projets d'amélioration de la performance énergétique. Guichet unique implanté au cœur du territoire, la PLRH sera au plus près des citoyens les accompagnant et facilitant leur passage à l'acte.",fr,2019,2025,195833,,
812,Orléans Métropole,France,"La démarche de schéma directeur de l’énergie est une démarche de planification et de programmation énergétique afin de pouvoir prendre des décisions politiques indépendantes et éclairées. Cette étude permettra d’établir un état des lieux énergétique complet, d’obtenir une vision claire des grandes orientations opérationnelles de l’approvisionnement, de la consommation et de la production énergétique du territoire à moyen et long terme.",fr,2019,2025,41666,,
813,Orléans Métropole,France,"La participation au programme Cit'ergie permettra à Orléans Métropole de bénéficier d'un accompagnement rigoureux dans la mise en œuvre opérationnelle du volet patrimoine et compétence du PCAET et de bénéficier des retours d'expériences et des bonnes pratiques partagés au sein du réseau des collectivités participantes, en France et en Europe. La démarche Cit'ergie offrira à la Métropole un cadre de référence pour la reconnaissance de sa contribution à l'atteinte des objectifs mondiaux de transition énergétique. Ce cadre certifiant contribuera à crédibiliser d'éventuelles sollicitations de la Métropole auprès des bailleurs de fonds engagés dans la lutte contre le réchauffement climatique.",fr,2019,2025,30833,,
814,Orléans Métropole,France,"Le potentiel géothermique existe sous de multiples de formes sur le territoire de la Métropole. Orléans Métropole souhaite ainsi pouvoir faire émerger sur son territoire des projets de géothermie, et souhaite également faire monter en compétence tous les acteurs du territoire sur la géothermie. L'objectif de cette action est de favoriser le déploiement des projets de production d'énergie par source géothermique, en employant les différentes technologies existantes et en couvrant les divers usages et cibles. ",fr,2019,2025,26666,,
815,Orléans Métropole,France,"Pour concevoir et réaliser la ville durable, il faut pouvoir en préciser les objectifs, prescrire des performances à atteindre et évaluer les résultats des projets. Document d'aménagement intégrateur et point de départ à la définition d'un projet de territoire ambitieux mais réaliste et durable, le Schéma de Cohérence territoriale (SCoT) donne les bases d'une définition locale de la Ville Durable, et initie l'outillage de la collectivité notamment par l'approche de ""Métropole des proximités"". •	Le référentiel de la Ville Durable permet également de décliner à l'échelle locale les Objectifs de Développement Durables adoptés par les Nations-Unies en 2015. ",fr,2019,2025,9166,,
816,Orléans Métropole,France,Monitoring the evolution of risks would allow the actors (institutional and private) to better anticipate and implement adaptation measures.,,2020,2050,34999,,
817,Orléans Métropole,France,"This resulted in a flood masterplan, 2 prevention plan, evacuation plan...",,2019,2050,,,
