,attr_Emissions_reduction,attr_Energy_access_&_efficiency,attr_Renewable_energy,baseline_year,cdp,company_classification,country,dollar_value,entity_type,name,percent_reduction,raw_commitment,target_year,url,attr_Use_of_carbon_price,attr_Building,attr_Private_finance,climatebonds,green_bond,carbonn,community_wide,covenant_of_mayors,attr_Resilience,attr_Forest,attr_Transport,attr_Other,attr_Short_term_pollutants,climategroup,investorsclimatechange,globalcompact,attr_Agriculture
3692,1.0,,,2007.0,1.0,,South Africa,,City,Johannesburg,7,Reduce CO2e emissions from waste and wastewater treatment by 7% from 2007 to 2016,2016.0,/city/johannesburg/south-africa,,,,,,,,,,,,,,,,,
3693,1.0,,,2007.0,1.0,,South Africa,,City,Johannesburg,10,Reduce CO2e emissions from residential buildings by 10% from 2007 to 2020,2020.0,/city/johannesburg/south-africa,,,,,,,,,,,,,,,,,
3694,1.0,,,2007.0,1.0,,South Africa,,City,Johannesburg,30,Reduce CO2e emissions from commercial and industrial activity by 30% from 2007 to 2020,2020.0,/city/johannesburg/south-africa,,,,,,,,,,,,,,,,,
3695,,1.0,,,,,South Africa,,City,Johannesburg,10,Increase energy efficiency of the community  by 10% by 2010 based on 2008 levels,2010.0,/city/johannesburg/south-africa,,,,,,1.0,1.0,,,,,,,,,,
3696,,1.0,,,,,South Africa,,City,Johannesburg,10,Increase energy efficiency of government operations by 10% by 2010 based on 2008 levels,2010.0,/city/johannesburg/south-africa,,,,,,1.0,,,,,,,,,,,
3697,,1.0,1.0,,,,South Africa,140000000.0,City,Johannesburg,,"USD 140m green bonds issued for projects in renewable energy, energy efficiency, waste management and sustainable water management in South Africa",,/city/johannesburg/south-africa,,,,1.0,1.0,,,,1.0,,,,1.0,,,,
3698,,,,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United States of America,,Company,Johnson & Johnson,80,Reduce absolute carbon emissions by 80% by 2050,2050.0,/company/johnson-johnson,,1.0,,,,,,,,,,,,,,,
3699,,,,2010.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United States of America,,Company,Johnson & Johnson,10,"Reduce absolute water withdrawals by 10% from 2010 to 2015, prioritizing sites located in water scarce or water stressed areas",2015.0,/company/johnson-johnson,,,,,,,,,1.0,,,,,,,,
3700,1.0,1.0,1.0,2010.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United States of America,,Company,Johnson & Johnson,20,Reduce operational CO2e emissions by 20% from 2010 to 2020 through increased energy efficiency and low-carbon and renewable energy installations,2020.0,/company/johnson-johnson,,,,,,,,,,,,,,,,,
3701,,,1.0,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United States of America,,Company,Johnson & Johnson,,Supply 20% of total electricity consumption from renewables by 2020 from 7% in 2015,2020.0,/company/johnson-johnson,,,,,,,,,,,,,,,,,
3702,,,1.0,,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",United States of America,,Company,Johnson & Johnson,,Supply 100% of total electricity consumption from renewables by 2050 from 7% in 2015,2050.0,/company/johnson-johnson,,,,,,,,,,,,,,,,,
3703,1.0,1.0,1.0,,1.0,Automobiles and Components,United States of America,,Company,Johnson Controls,1,Reduce emissions in operations by 1% year over year through energy efficiency and renewable energy procurement,,/company/johnson-controls,,,,,,,,,,,,,,,,,
3704,1.0,1.0,,,1.0,Automobiles and Components,United States of America,,Company,Johnson Controls,1,Reduce emissions from purchased goods and services by 1% year over year through engagement with suppliers,,/company/johnson-controls,,,,,,,,,,,,,,,,,
3705,,1.0,,,1.0,Automobiles and Components,United States of America,,Company,Johnson Controls,,"By 2019, support 60 additional suppliers by having energy experts visit the plants of their suppliers and train their in-house teams on identifying and implementing low-cost/no-cost energy efficiency improvement measures",,/company/johnson-controls,,1.0,,,,,,,,,,,,,,,
3706,,,,2008.0,1.0,Automobiles and Components,United States of America,re,Company,Johnson Controls,10,Reduce water intensity by 10% per million USD revenue from 2008 to 2018,2018.0,/company/johnson-controls,,,,,,,,,1.0,,,,,,,,
3707,,,,2014.0,1.0,Automobiles and Components,United States of America,re,Company,Johnson Controls,5,Reduce water intensity by 5% per million USD revenue from 2014 to 2020,2020.0,/company/johnson-controls,,,,,,,,,1.0,,,,,,,,
3708,1.0,,,2014.0,1.0,Automobiles and Components,United States of America,,Company,Johnson Controls,15,Reduce operational CO2e emissions intensity by 15% per unit revenue from 2014 to 2020,2020.0,/company/johnson-controls,,,,,,,,,,,,,,,,,
3709,1.0,,,2008.0,1.0,Automobiles and Components,United States of America,,Company,Johnson Controls,30,Reduce operational CO2e emissions intensity by 30% per unit revenue from 2008 to 2018,2018.0,/company/johnson-controls,,,,,,,,,,,,,,,,,
3710,1.0,,,2014.0,1.0,Automobiles and Components,United States of America,,Company,Johnson Controls,15,Reduce GHG emissions intensity by 15% per unit revenue from 2014 to 2020,2020.0,/company/johnson-controls,,,,,,,,,,,,,,,,,
3711,1.0,,,2014.0,1.0,Automobiles and Components,United States of America,,Company,Johnson Controls,15,Reduce energy intensity by 15% per unit revenue from 2014 to 2020,2020.0,/company/johnson-controls,,,,,,,,,,,,,,,,,
3712,1.0,1.0,1.0,,1.0,Chemicals,United Kingdom of Great Britain and Northern Ireland,,Company,Johnson Matthey,50,Reduce emissions intensity of operations per unit revenue by 50% by 2017 ,2017.0,/company/johnson-matthey,,,,,,,,,,,,,,,,,
3713,,,,2006.0,1.0,Chemicals,United Kingdom of Great Britain and Northern Ireland,,Company,Johnson Matthey,50,Reduce operational water intensity by 50% per unit of sales revenue from 2006 to 2017,2017.0,/company/johnson-matthey,,,,,,,,,1.0,,,,,,,,
3714,1.0,,,2010.0,1.0,Building Products,France,,Company,Johnsonite,20,Reduce operational CO2e emissions intensity by 20% per square meter from 2010 to 2020,2020.0,/company/johnsonite,,1.0,,,,,,,,,,,,,,,
3715,1.0,,,1990.0,,,Sweden,,City,Jönköping,40,Reduce community-wide CO2 emissions by 40% from 1990 to 2020,2020.0,/city/jonkoping/sweden,,,,,,,1.0,1.0,,,,,,,,,
3716,1.0,1.0,1.0,2013.0,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,Jordache Enterprises,5,Reduce operational CO2e emissions intensity by 5% per full-time employee from 2013 to 2018 through increased energy efficiency and solar power generation,2018.0,/company/jordache-enterprises,,,,,,,,,,,,,,,,,
3717,,,,,,,United Kingdom of Great Britain and Northern Ireland,in,CSO,Joseph Rowntree Charitable Trust,,"$10-50m USD invested in public equity in United Kingdom of Great Britain and Northern Ireland in companies involved in environmental systems, products or servies ",,/cso/joseph-rowntree-charitable-trust,,,1.0,,,,,,,,,,,,1.0,,
3718,,,,,1.0,Technology Hardware and Equipment,Taiwan Province of China,,Company,Joy Technology (Shenzen) Corp.,,Use an internal carbon price,,/company/joy-technology-shenzen-corp-,1.0,,,,,,,,,,,,,,,,
3719,1.0,1.0,1.0,2005.0,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,JPMorgan Chase & Co.,50,Reduce operational CO2e emissions by 50% from 2005 to 2020 through increased energy efficiency and renewable energy purchases and installations,2020.0,/company/jpmorgan-chase-co-,,,,,,,,,,,,,,,,,
3720,,,,,1.0,Chemicals,Japan,24.93,Company,JSR Corporation,,Use an internal carbon price of USD 24.93 ,,/company/jsr-corporation,1.0,,,,,,,,,,,,,,,,
3721,1.0,1.0,,2012.0,1.0,"Mining - Iron, Aluminum, Other Metals",India,,Company,JSW Steel,5,"Reduce operational CO2e emissions intensity by 5% per tonne of product from 2012 to 2015 through increased energy efficiency, waste heat recovery, and waste gas utilization",2015.0,/company/jsw-steel,,,,,,,,,,,,,,,,,
3722,1.0,,,2012.0,1.0,Electrical Equipment and Machinery,Japan,,Company,JTEKT Corporation,8,Reduce operational CO2e emissions by 8% from 2012 to 2020,2020.0,/company/jtekt-corporation,,,,,,,,,,,,,,,,,
3723,1.0,,,2012.0,1.0,Electrical Equipment and Machinery,Japan,,Company,JTEKT Corporation,8,Reduce operational CO2e emissions intensity by 8% per unit of revenue from 2012 to 2020,2020.0,/company/jtekt-corporation,,,,,,,,,,,,,,,,,
3724,1.0,1.0,,2013.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",India,,Company,Jubilant Life Sciences Ltd,12,Reduce operational CO2e emissions intensity of ingredient business by 12% per tonne of product from 2013 to 2020 through increased energy efficiency,2020.0,/company/jubilant-life-sciences-ltd,,,,,,,,,,,,,,,,,
3725,1.0,1.0,,2013.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",India,,Company,Jubilant Life Sciences Ltd,12,Reduce operational CO2e emissions intensity of active pharmaceutical ingredient business by 12% per tonne of product from 2013 to 2020 through increased energy efficiency,2020.0,/company/jubilant-life-sciences-ltd,,,,,,,,,,,,,,,,,
3726,1.0,1.0,,2013.0,1.0,"Pharmaceuticals, Biotechnology, and Life Sciences",India,,Company,Jubilant Life Sciences Ltd,12,"Reduce operational CO2e emissions intensity of solid dosage formulations business by 12% per 1,000 units of product from 2013 to 2020 through increased energy efficiency",2020.0,/company/jubilant-life-sciences-ltd,,,,,,,,,,,,,,,,,
3727,1.0,,,1990.0,,,Austria,,City,Judenburg,28,Reduce community-wide CO2e emissions by 28% from 1990 to 2020,2020.0,/city/judenburg/austria,,,,,,,1.0,1.0,,,,,,,,,
3728,1.0,,,2008.0,,,Spain,,City,Jumilla,23,Reduce community-wide CO2 emissions by 23% from 2008 to 2020,2020.0,/city/jumilla/spain,,,,,,,1.0,1.0,,,,,,,,,
3729,1.0,1.0,,,1.0,Technology Hardware and Equipment,United States of America,,Company,"Juniper Networks, Inc.",10,Reduce emissions in operations by 10% by 2017 through energy efficiency retrofits and upgrades ,2017.0,"/company/juniper-networks,-inc-",,,,,,,,,,,,,,,,,
3730,1.0,1.0,,,1.0,Technology Hardware and Equipment,United States of America,,Company,"Juniper Networks, Inc.",10,Reduce emissions intensity of operations per employee by 10% by 2015,2015.0,"/company/juniper-networks,-inc-",,,,,,,,,,,,,,,,,
3731,,,,,1.0,Technology Hardware and Equipment,United States of America,,Company,"Juniper Networks, Inc.",,Set an internal carbon price by 2017,2017.0,"/company/juniper-networks,-inc-",1.0,,,,,,,,,,,,,,,,
3732,,,,,1.0,"Banks, Diverse Financials, and Insurance",United Kingdom of Great Britain and Northern Ireland,,Investor,Jupiter Fund Management,,Set an internal carbon price by 2017,2017.0,/company/jupiter-fund-management,1.0,,,,,,,,,,,,,,,,
3733,1.0,,,2014.0,,,Lithuania,,City,Jurbarkas,20,Reduce community-wide  emissions by 20% from 2014 to 2020,2020.0,/city/jurbarkas/lithuania,,,,,,,1.0,1.0,,,,,,,,,
3734,1.0,,,2008.0,,,Latvia,,City,Jūrmala,20,Reduce community-wide CO2 emissions by 20% from 2008 to 2020,2020.0,/city/jurmala/latvia,,,,,,,1.0,1.0,,,,,,,,,
3735,,,,,1.0,Automobiles and Components,United Kingdom of Great Britain and Northern Ireland,,Company,JVM Castings,,Set an internal carbon price by 2017,2017.0,/company/jvm-castings,1.0,,,,,,,,,,,,,,,,
3736,,,,,1.0,Oil and Gas,Japan,,Company,"JX Holdings, Inc",,Use an internal carbon price,,"/company/jx-holdings,-inc",1.0,,,,,,,,,,,,,,,,
3737,1.0,,,2009.0,1.0,Oil and Gas,Japan,,Company,"JX Holdings, Inc",,Reduce operational CO2e emissions intensity of JX Nippon Oil and Energy Corporation oil refineries by 4.7% per barrel of oil equivalent (BOE) from 2009 to 2015,2015.0,"/company/jx-holdings,-inc",,,,,,,,,,,,,,,,,
3738,1.0,,,2009.0,1.0,Oil and Gas,Japan,,Company,"JX Holdings, Inc",6,"Reduce operational CO2e emissions intensity of JX Nippon Oil and Energy Corporation, excluding oil refineries, by 6% per barrel of oil equivalent (BOE) from 2009 to 2015",2015.0,"/company/jx-holdings,-inc",,,,,,,,,,,,,,,,,
3739,1.0,1.0,,2009.0,1.0,Oil and Gas,Japan,,Company,"JX Holdings, Inc",,Reduce operational CO2e emissions from JX Nippon Oil and Energy Corporation by 3.7% from 2009 to 2015 through increased energy efficiency,2015.0,"/company/jx-holdings,-inc",,,,,,,,,,,,,,,,,
3740,1.0,,,,,,Turkey,,City,Kadikoy,15,Reduce CO2e emissions from government operations by 15% by 2023 compared to a 2010 business as usual scenario,2023.0,/city/kadikoy/turkey,,,,,,1.0,,,,,,,,,,,
3741,1.0,,,2010.0,,,Turkey,,City,Kadikoy,21,Reduce community-wide CO2e emissions by 21% from 2010 to 2020,2020.0,/city/kadikoy/turkey,,,,,,,1.0,1.0,,,,,,,,,
3742,,1.0,1.0,,1.0,,Turkey,,City,Kadiovacik,,Remain carbon neutral with solar panel and LED lighting installations and reforestation efforts,,/city/kadiovacik/turkey,,,,,,,,,,1.0,,,,,,,
3743,1.0,,,,,,Japan,,Region,Kagawa Prefecture,,Reduce CO2e emissions from the community by 8.8% by 2015 based on 1990 levels,2015.0,/subnational-region/kagawa-prefecture/japan,,,,,,1.0,1.0,,,,,,,,,,
3744,1.0,,,,,,Japan,,Region,Kagawa Prefecture,9,Reduce CO2e emissions from government operations by 9% by 2015 based on 2010 levels,2015.0,/subnational-region/kagawa-prefecture/japan,,,,,,1.0,,,,,,,,,,,
3745,1.0,,,1990.0,,,Germany,,City,Kaiserslautern,40,Reduce community-wide CO2 emissions by 40% from 1990 to 2020,2020.0,/city/kaiserslautern/germany,,,,,,,1.0,1.0,,,,,,,,,
3746,,,,,1.0,Construction and Engineering,Japan,41.55,Company,Kajima Corporation,,Use an internal carbon price of USD 41.55 ,,/company/kajima-corporation,1.0,,,,,,,,,,,,,,,,
3747,1.0,,,2014.0,1.0,Construction and Engineering,Japan,,Company,Kajima Corporation,3,Reduce operational CO2e emissions by 3% from 2014 to 2017,2017.0,/company/kajima-corporation,,,,,,,,,,,,,,,,,
3748,,,,,1.0,Construction and Engineering,Japan,,Company,Kajima Corporation,,"
Reduce deforestation and forest degradation associated with timber in their direct operations and supply chain by 2050",2050.0,/company/kajima-corporation,,,,,,,,,,1.0,,,,,,,
3749,1.0,,,2007.0,,,Bosnia and Herzegovina,,City,Kakanj,20,Reduce community-wide CO2 emissions by 20% from 2007 to 2020,2020.0,/city/kakanj/bosnia-and-herzegovina,,,,,,,1.0,1.0,,,,,,,,,
3750,1.0,,,,,,Japan,,City,Kakogawa,25,Reduce CO2e emissions from the community by 25% by 2020 based on 1990 levels,2020.0,/city/kakogawa/japan,,,,,,1.0,1.0,,,,,,,,,,
3751,1.0,,,,,,Japan,,City,Kakogawa,24,Reduce CO2e emissions from government operations by 24% by 2015 based on 2004 levels,2015.0,/city/kakogawa/japan,,,,,,1.0,,,,,,,,,,,
3752,1.0,,,2010.0,,,Greece,,City,Kalamaria,24,Reduce community-wide CO2 emissions by 24% from 2010 to 2020,2020.0,/city/kalamaria/greece,,,,,,,1.0,1.0,,,,,,,,,
3753,1.0,,,2008.0,,,Sweden,,City,Kalmar,50,Reduce community-wide CO2 emissions by 50% from 2008 to 2020,2020.0,/city/kalmar/sweden,,,,,,,1.0,1.0,,,,,,,,,
3754,1.0,,,2008.0,,,Denmark,,City,Kalundborg,20,Reduce community-wide CO2e emissions by 20% from 2008 to 2020,2020.0,/city/kalundborg/denmark,,,,,,,1.0,1.0,,,,,,,,,
3755,1.0,,,2012.0,,,Ukraine,,City,Kamianka-Buzka,21,Reduce community-wide CO2 emissions by 21% from 2012 to 2020,2020.0,/city/kamianka-buzka/ukraine,,,,,,,1.0,1.0,,,,,,,,,
3756,1.0,,,2005.0,,,Ukraine,,City,Kamyanets-Podilsky,37,Reduce community-wide CO2 emissions by 37% from 2005 to 2020,2020.0,/city/kamyanets-podilsky/ukraine,,,,,,,1.0,1.0,,,,,,,,,
3757,1.0,,,,,,Japan,,Region,Kanagawa Prefecture,25,Reduce CO2e emissions from the community by 25% by 2020 based on 1990 levels,2020.0,/subnational-region/kanagawa-prefecture/japan,,,,,,1.0,1.0,,,,,,,,,,
3758,1.0,,,,,,Japan,,Region,Kanagawa Prefecture,13,Reduce CO2e emissions from government operations by 13% by 2020 based on 2008 levels,2020.0,/subnational-region/kanagawa-prefecture/japan,,,,,,1.0,,,,,,,,,,,
3759,1.0,1.0,,2005.0,1.0,"Consumer Durables, Household and Personal Products",Japan,,Company,KAO Corporation,35,Reduce CO2e emissions intensity of domestic consumer products by 35% per unit of revenue from 2005 to 2020 through increased energy efficiency across the entire product life cycle,2020.0,/company/kao-corporation,,,,,,,,,,,,,,,,,
3760,,,,,1.0,"Consumer Durables, Household and Personal Products",Japan,,Company,KAO Corporation,,Use an internal carbon price,,/company/kao-corporation,1.0,,,,,,,,,,,,,,,,
3761,,,,2005.0,1.0,"Consumer Durables, Household and Personal Products",Japan,,Company,KAO Corporation,30,Reduce domestic water consumption for the product-use phase by 30% per dollar revenue from 2005 to 2020,2020.0,/company/kao-corporation,,,,,,,,,1.0,,,,,,,,
3762,,,,2005.0,1.0,"Consumer Durables, Household and Personal Products",Japan,,Company,KAO Corporation,,Reduce water consumption at their factories by more than 1% per unit of production from 2005 to 2015,2015.0,/company/kao-corporation,,,,,,,,,1.0,,,,,,,,
3763,1.0,1.0,,1990.0,1.0,"Consumer Durables, Household and Personal Products",Japan,,Company,KAO Corporation,25,"Reduce CO2e emissions across their value chain at domestic production sites, offices, and distribution centers by 25% from 1990 to 2020 through increased energy efficiency",2020.0,/company/kao-corporation,,,,,,,,,,,,,,,,,
3764,,,,,1.0,"Consumer Durables, Household and Personal Products",Japan,,Company,KAO Corporation,,Reduce deforestation and forest degradation associated with timber and palm oil in their direct operations and supply chain by 91-99% by 2020,2020.0,/company/kao-corporation,,,,,,,,,,1.0,,,,,,,
3765,,,1.0,,,,Taiwan Province of China,,City,Kaohsiung,8,Increase share of renewables  in primary energy mix for the community  to 8% by 2025,2025.0,/city/kaohsiung/taiwan-province-of-china,,,,,,1.0,1.0,,,,,,,,,,
3766,,,1.0,,,,Taiwan Province of China,,City,Kaohsiung,11,Increase share of renewables  in primary energy mix for the community  to 11% by 2030,2030.0,/city/kaohsiung/taiwan-province-of-china,,,,,,1.0,1.0,,,,,,,,,,
3767,1.0,,,2007.0,1.0,,Taiwan Province of China,,City,Kaohsiung,10,Reduce CO2e emissions from municipal electricity consumption by 10% from 2007 to 2015,2015.0,/city/kaohsiung/taiwan-province-of-china,,,,,,,,,,,,,,,,,
3768,1.0,,,2007.0,1.0,,Taiwan Province of China,,City,Kaohsiung,14,Reduce CO2e emissions from municipal oil consumption by 14% from 2007 to 2015,2015.0,/city/kaohsiung/taiwan-province-of-china,,,,,,,,,,,,,,,,,
3769,1.0,,,2005.0,1.0,,Taiwan Province of China,,City,Kaohsiung,30,Reduce community-wide CO2e emissions by 30% from 2005 to 2020,2020.0,/city/kaohsiung/taiwan-province-of-china,,,,,,,1.0,,,,,,,,,,
3770,1.0,,1.0,2012.0,1.0,Construction and Engineering,United States of America,,Company,Kärcher North America Inc.,20,Reduce operational CO2e emissions intensity by 20% per unit revenue from 2012 to 2020 through solar energy installations,2020.0,/company/karcher-north-america-inc-,,,,,,,,,,,,,,,,,
3771,1.0,,,2009.0,,,Croatia,,City,Karlovac,20,Reduce community-wide CO2 emissions by 20% from 2009 to 2020,2020.0,/city/karlovac/croatia,,,,,,,1.0,1.0,,,,,,,,,
3772,1.0,,,2001.0,,,Bulgaria,,City,Karlovo,38,Reduce community-wide CO2e emissions by 38% from 2001 to 2020,2020.0,/city/karlovo/bulgaria,,,,,,,1.0,1.0,,,,,,,,,
3773,1.0,,,1990.0,,,Sweden,,City,Karlskrona,50,Reduce community-wide CO2 emissions by 50% from 1990 to 2020,2020.0,/city/karlskrona/sweden,,,,,,,1.0,1.0,,,,,,,,,
3774,1.0,,,2007.0,,,Germany,,City,Karlsruhe,27,Reduce community-wide CO2 emissions by 27% from 2007 to 2020,2020.0,/city/karlsruhe/germany,,,,,,,1.0,1.0,,,,,,,,,
3775,1.0,,,2008.0,,,Sweden,,City,Karlstad,25,Reduce CO2 emissions by 25% from 2008 to 2020,2020.0,/city/karlstad/sweden,,,,,,1.0,,1.0,,,,,,,,,
3776,1.0,,,,,,Sweden,,City,Karlstad,20,Reduce CO2e emissions from government operations by 20% by 2015 based on 2009 levels,2015.0,/city/karlstad/sweden,,,,,,1.0,,,,,,,,,,,
3777,1.0,,,,,,Sweden,,City,Karlstad,30,Reduce CO2e emissions from government operations by 30% by 2020 based on 2009 absolute levels,2020.0,/city/karlstad/sweden,,,,,,1.0,,,,,,,,,,,
3778,1.0,,,,,,Sweden,,City,Karlstad,25,Reduce CO2e emissions from the community  by 25% by 2020 compared to 2008 absolute levels,2020.0,/city/karlstad/sweden,,,,,,1.0,1.0,,,,,,,,,,
3779,1.0,,,2009.0,,,Turkey,,City,Karşıyaka - İzmir,35,Reduce community-wide CO2 emissions by 35% from 2009 to 2020,2020.0,/city/karsiyaka--izmir/turkey,,,,,,,1.0,1.0,,,,,,,,,
3780,1.0,,,,1.0,"Banks, Diverse Financials, and Insurance",Thailand,,Investor,Kasikornbank,,Achieve carbon neutrality of purchased utilities by 2020,2020.0,/company/kasikornbank,,,,,,,,,,,,,,,,,
3781,,,,,1.0,"Banks, Diverse Financials, and Insurance",Thailand,,Investor,Kasikornbank,,Set an internal carbon price by 2017,2017.0,/company/kasikornbank,1.0,,,,,,,,,,,,,,,,
3782,1.0,,,2011.0,,,Croatia,,City,Kastav,21,Reduce community-wide CO2 emissions by 21% from 2011 to 2020,2020.0,/city/kastav/croatia,,,,,,,1.0,1.0,,,,,,,,,
3783,1.0,,,2011.0,,,Belgium,,City,Kasterlee,20,Reduce community-wide CO2 emissions by 20% from 2011 to 2020,2020.0,/city/kasterlee/belgium,,,,,,,1.0,1.0,,,,,,,,,
3784,1.0,,,2012.0,1.0,Retailing,New Zealand,,Company,Kathmandu Holdings,20,Reduce CO2e emissions from purchased utilities by 20% from 2012 to 2020 ,2020.0,/company/kathmandu-holdings,,,,,,,,,,,,,,,,,
3785,1.0,,,2009.0,,,Cyprus,,City,Kato Polemidia,20,Reduce community-wide CO2 emissions by 20% from 2009 to 2020,2020.0,/city/kato-polemidia/cyprus,,,,,,,1.0,1.0,,,,,,,,,
3786,1.0,,,1990.0,,,Lithuania,,City,Kaunas,30,Reduce community-wide CO2 emissions by 30% from 1990 to 2020,2020.0,/city/kaunas/lithuania,,,,,,,1.0,1.0,,,,,,,,,
3787,1.0,,,2008.0,,,Lithuania,,City,Kaunas District Municipality,25,Reduce community-wide CO2e emissions by 25% from 2008 to 2020,2020.0,/city/kaunas-district-municipality/lithuania,,,,,,,1.0,1.0,,,,,,,,,
3788,1.0,,,2011.0,,,Greece,,City,Kavala,20,Reduce community-wide CO2 emissions by 20% from 2011 to 2020,2020.0,/city/kavala/greece,,,,,,,1.0,1.0,,,,,,,,,
3789,1.0,,,,,,Japan,,City,Kawagoe,,Reduce CO2e emissions from government operations by 27.5% by 2050 based on 2000 levels,2050.0,/city/kawagoe/japan,,,,,,1.0,,,,,,,,,,,
3790,1.0,,,,,,Japan,,City,Kawaguchi City,60,Reduce CO2e emissions from the community by 60% by 2050 based on 2008 levels,2050.0,/city/kawaguchi-city/japan,,,,,,1.0,1.0,,,,,,,,,,
3791,1.0,,,,,,Japan,,City,Kawaguchi City,25,Reduce CO2e emissions from the community by 25% by 2020 based on 1990 levels,2020.0,/city/kawaguchi-city/japan,,,,,,1.0,1.0,,,,,,,,,,
3792,1.0,,,,,,Japan,,City,Kawaguchi City,8,Reduce CO2e emissions from government operations by 8% by 2015 based on 2009 levels,2015.0,/city/kawaguchi-city/japan,,,,,,1.0,,,,,,,,,,,
3793,1.0,,,,,,Japan,,City,Kawasaki,25,Reduce CO2e emissions from the community by 25% by 2020 based on 1990 levels,2020.0,/city/kawasaki/japan,,,,,,1.0,1.0,,,,,,,,,,
3794,1.0,,,,,,Japan,,City,Kawasaki,20,Reduce CO2e emissions from government operations by 20% by 2020 based on 2008 levels,2020.0,/city/kawasaki/japan,,,,,,1.0,,,,,,,,,,,
3795,1.0,,,2014.0,1.0,Electrical Equipment and Machinery,Japan,,Company,"Kawasaki Heavy Industries, Ltd.",5,Reduce operational CO2e emissions by 5% from 2014 to 2016,2016.0,"/company/kawasaki-heavy-industries,-ltd-",,,,,,,,,,,,,,,,,
3796,1.0,1.0,1.0,,1.0,Water Transportation,Japan,,Company,"Kawasaki Kisen Kaisha, Ltd.",10,Reduce emissions intensity of direct operations of ocean-going ships by 10% per tonne-mile by 2019 through energy efficiency and renewable energy,2019.0,"/company/kawasaki-kisen-kaisha,-ltd-",,,,,,,,,,,1.0,,,,,,
3797,,,,2011.0,1.0,Water Transportation,Japan,,Company,"Kawasaki Kisen Kaisha, Ltd.",,Reduce direct CO2e emissions intensity by at least 50% per freight tonne-mile from 2011 to 2050 through increased energy- and transport-efficiency ,2050.0,"/company/kawasaki-kisen-kaisha,-ltd-",,,,,,,,,,,1.0,,,,,,
3798,1.0,1.0,,2014.0,1.0,Water Transportation,Japan,,Company,"Kawasaki Kisen Kaisha, Ltd.",1,Reduce CO2e emissions from purchased utilities related to electricity consumption by 1% from 2014 to 2015 through increased energy efficiency,2015.0,"/company/kawasaki-kisen-kaisha,-ltd-",,,,,,,,,,,,,,,,,
3799,1.0,1.0,,2011.0,1.0,Water Transportation,Japan,,Company,"Kawasaki Kisen Kaisha, Ltd.",,Reduce direct CO2e emissions intensity by at least 50% per freight tonne-mile from 2011 to 2050 through increased energy- and transport-efficiency ,2050.0,"/company/kawasaki-kisen-kaisha,-ltd-",,,,,,,,,,,,,,,,,
3800,1.0,,,2008.0,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,Kayser-Roth Corporation,25,Reduce direct CO2e emissions intensity by 25% per unit of production from 2008 to 2020,2020.0,/company/kayser-roth-corporation,,,,,,,,,,,,,,,,,
3801,1.0,1.0,,,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,Kayser-Roth Corporation,25,Reduce CO2e emissions from purchased utilities by 25% per unit of production fro 2008 to 2020 through increased building energy efficiency,,/company/kayser-roth-corporation,,1.0,,,,,,,,,,,,,,,
3802,,,,,1.0,"Banks, Diverse Financials, and Insurance",Republic of Korea,8.45,Investor,KB Financial Group,,Use an internal carbon price of USD 8.45 ,,/company/kb-financial-group,1.0,,,,,,,,,,,,,,,,
3803,1.0,,,2014.0,1.0,"Banks, Diverse Financials, and Insurance",Belgium,,Investor,KBC Group,2,Reduce CO2e emissions from paper use in domestic operations by 2% from 2014 to 2015,2015.0,/company/kbc-group,,,,,,,,,,,,,,,,,
3804,1.0,,,2014.0,1.0,"Banks, Diverse Financials, and Insurance",Belgium,,Investor,KBC Group,3,Reduce direct CO2e emissions from the domestic vehicle fleet by 3% from 2014 to 2015,2015.0,/company/kbc-group,,,,,,,,,,,1.0,,,,,,
3805,,,1.0,,1.0,"Banks, Diverse Financials, and Insurance",Belgium,,Investor,KBC Group,,Supply 100% of total electricity consumption from renewables by 2014 from 35% in 2006,2014.0,/company/kbc-group,,,,,,,,,,,,,,,,,
3806,1.0,,,,1.0,Telecommunication Services,United Kingdom of Great Britain and Northern Ireland,,Company,KCOM,,Maintain or lower 2014 levels of CO2e emissions across their value chain through 2015,,/company/kcom,,,,,,,,,,,,,,,,,
3807,,,1.0,,1.0,Telecommunication Services,Japan,,Company,KDDI Corporation,,Produce 1.09% of electricity from renewable sources by 2020 from 0.2% in 2014,2020.0,/company/kddi-corporation,,,,,,,,,,,,,,,,,
3808,1.0,,,2011.0,1.0,Telecommunication Services,Japan,,Company,KDDI Corporation,15,Reduce CO2e emissions intensity from purchased utilities by 15% per customer from 2011 to 2016 through increased energy efficiency and renewable energy technologies,2016.0,/company/kddi-corporation,,,,,,,,,,,,,,,,,
