,name,entity_type,constituency,coordinator,city,country,remarks,const
401,Global Environmental Institute,Non-governmental organizations,Constituency - Environmental,Ms. Lin Ji,Beijing,China,,ENGO
402,Global Forest Coalition,Non-governmental organizations,Constituency - Environmental,Ms. Aukje Simone Lovera-Bilderbeek,Amsterdam,Netherlands,,ENGO
403,Global Green Environmental Network,Non-governmental organizations,Constituency - Environmental,Mr. Kweku Amankwah,Tema,Ghana,,ENGO
404,Global Greens (Verts Mondiaux),Non-governmental organizations,Constituency - Environmental,Ms. Margaret Blakers,Brussels,Belgium,,ENGO
405,Global Industrial and Social Progress Research Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Daisuke Miki,Tokyo,Japan,,RINGO
406,Global Infrastructure Basel Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Louis Alexander Downing,Basel,Switzerland,,ENGO
407,"Global Justice Ecology Project, Inc.",Non-governmental organizations,Constituency - Environmental,Ms. Anne Petermann,Hinnesburg,United States of America,,ENGO
408,Global Legislators Organisation for a Balanced Environment,Non-governmental organizations,Constituency - Environmental,Mr. Rafael Jiménez-Aybar,Brussels,Belgium,,ENGO
409,Global Marshall Plan Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Frithjof Michael Finkbeiner,Hamburg,Germany,,RINGO
410,Global Peace Initiative of Women,Non-governmental organizations,Constituency - Environmental,Ms. Marianne Marstrand,New York,United States of America,,ENGO
411,Global Public Policy Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Charlotte Streck,Berlin,Germany,,RINGO
412,Global Sustainable Electricity Partnership,Non-governmental organizations,Constituency - Business and Industry,Ms. Isabelle Mégré,Montreal,Canada,,BINGO
413,Global Voices,Non-governmental organizations,Constituency - Youth,Ms. Alexandra Valerio,Victoria,Australia,,Youth
414,Global Wind Energy Council,Non-governmental organizations,Constituency - Business and Industry,Ms. Alyssa Anne Pek,Brussels,Belgium,,BINGO
415,Gorakhpur Environmental Action Group,Non-governmental organizations,Constituency - Environmental CAN,Mr. Shiraz Akhtar Wajih,Gorakhpur,India,,ENGO
416,Governors' Climate and Forests Fund,Non-governmental organizations,Constituency - Environmental,Mr. Luke Pritchard,Denver,United States of America,,ENGO
417,Grassroots Global Justice Alliance,Non-governmental organizations,Constituency - Environmental,Ms. Cynthia Oka,North Miami,United States of America,,ENGO
418,Green Asia Network,Non-governmental organizations,Constituency - Environmental,Mr. Jaekwang Ko,Seoul,Republic of Korea,,ENGO
419,Green Club,Non-governmental organizations,Constituency - Environmental,Mr. Joseph Lin,Vancouver,Canada,,ENGO
420,Green Economics Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Miriam Kennet,Reading,United Kingdom of Great Britain and Northern Ireland,,RINGO
421,Green European Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Ognjen Sobat,Luxembourg,Luxembourg,,RINGO
422,Green Institute Limited,Non-governmental organizations,Constituency - Environmental,Ms. Margaret Blakers,Hobart,Australia,,ENGO
423,Green Malaysia,Non-governmental organizations,Constituency - Environmental,Mr. Jonn Tan,Subang Jaya,Malaysia,,ENGO
424,Green Planet,Non-governmental organizations,Constituency - Environmental,Mr. Ahmed D. Pathan,KALOL-NG,India,,ENGO
425,Greener Impact,Non-governmental organizations,Constituency - Environmental,Mr. Gawusu-Toure Kassim,Accra,Ghana,,ENGO
426,GreenFacts ASBL,Non-governmental organizations,Constituency - Environmental,Mr. Jacques Albert de Gerlache,Brussels,Belgium,,ENGO
427,Greenhouse Gas Management Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Molly White,Silver Spring,United States of America,,RINGO
428,Greenpeace International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Naomi Ursula Goodman,Amsterdam,Netherlands,,ENGO
429,Greenriver Environmental Protection Promotion Association of Sichuan,Non-governmental organizations,Constituency - Environmental CAN,Ms. Tian Xie,Chengdu,China,,ENGO
430,Griffith University,Non-governmental organizations,Constituency - Research and independent,Ms. Helen Bulle,Brisbane,Australia,,RINGO
431,Griha Council,Non-governmental organizations,Constituency - Research and independent,Mr. Ajay Mathur,New Delhi,India,,RINGO
432,Groupe d'études et de recherches sur les énergies renouvelables et l'environnement,Non-governmental organizations,Constituency - Environmental,Mr. Ahmed-Faouzi Senhaji,Rabat,Morocco,completed manually from UNFCCC website,ENGO
433,"Groupe Energies Renouvelables, Environnement et Solidarités",Non-governmental organizations,Constituency - Environmental,M. Saverio Ragazzi,Aubagne,France,completed manually from UNFCCC website,ENGO
434,Harvard University,Non-governmental organizations,Constituency - Research and independent,Mr. Robert Stowe,Cambridge,United States of America,,RINGO
435,HATOF Foundation,Non-governmental organizations,Constituency - Environmental CAN,Mr. Samuel Confidence Dotse,Tema,Ghana,,ENGO
436,Health and Environment Alliance,Non-governmental organizations,Constituency - Environmental,Ms. Lucy Mathieson,Brussels,Belgium,,ENGO
437,Health Care Without Harm,Non-governmental organizations,Constituency - Environmental CAN,Ms. Jennifer Wang,Reston,United States of America,,ENGO
438,HEDA Resource Centre,Non-governmental organizations,Constituency - Environmental,Mr. Sulaimon Olawale Arigbabu,Ikeya,Nigeria,,ENGO
439,Heinrich Böll Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Kristin Funke,Berlin,Germany,,ENGO
440,Helvetas Swiss Intercooperation,Non-governmental organizations,Constituency - Environmental,Ms. Rupa Mukerji,Zuerich,Switzerland,,ENGO
441,Hong Kong Climate Change Forum,Non-governmental organizations,Constituency - Environmental,Ms. Gail Kendall,Hong Kong,China,,ENGO
442,Huairou Commission Women Homes and Community,Non-governmental organizations,Constituency - Women and Gender,Ms. Suranjana Gupta,Brooklyn,United States of America,,Women and Gender
443,Human Rights Foundation of Aotearoa New Zealand,Non-governmental organizations,Constituency - Research and independent,Mr. David Tong,Auckland,New Zealand,,RINGO
444,"Human Rights Watch, Inc.",Non-governmental organizations,Constituency - ENGO,Ms. Katharina Rall,New York,United States of America,,ENGO
445,Humane Society International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Nicola Jane Beynon,Sydney,Australia,,ENGO
446,I4CE - Institute for Climate Economics,Non-governmental organizations,Constituency - Research and independent,Mme Malika Boumaza,Paris,France,,RINGO
447,Ibon Foundation Inc.,Non-governmental organizations,,Ms. Jennifer del Rosario-Malonzo,Quezon City,Philippines,completed manually,not yet affiliated/no data
448,ICLEI-Local Governments for Sustainability,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Yunus Arikan,Bonn,Germany,,LGMA
449,ifo Institute - Leibniz Institute for Economic Research at the University of Munich e.V.,Non-governmental organizations,Constituency - Research and independent,Ms. Karen Pittel,Munich,Germany,,RINGO
450,Imperial College London,Non-governmental organizations,Constituency - Research and independent,Ms. Alyssa Gilbert,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
451,"Independent University, Bangladesh",Non-governmental organizations,Constituency - Research and independent,Mr. Feisal Rahman,Dhaka,Bangladesh,,RINGO
452,Indian Youth Climate Network,Non-governmental organizations,Constituency - Environmental CAN,Mr. Reva Prakash,New Delhi,India,,ENGO
453,Indiana University,Non-governmental organizations,Constituency - Research and independent,Ms. Jessica O'Reilly,Bloomington,United States of America,,RINGO
454,Indigenous Education Network of Turtle Island,Non-governmental organizations,,,Bemidji,United States of America,completed manually,not yet affiliated/no data
455,Indigenous Information Network,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Lucy Mulenkei,Nairobi,Kenya,,IPO
456,Indigenous People of Africa Coordinating Committee,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Mala Mareacheallee,Cape Town,South Africa,,IPO
457,Industrial Technology Research Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Chen-An Lien,Hsinchu,China,,RINGO
458,IndustriALL Global Union,Non-governmental organizations,Constituency - Trade Unions,Mr. Brian Kohler,Geneva,Switzerland,,TUNGO
459,IndyACT-The League of Independent Activists,Non-governmental organizations,Constituency - Environmental CAN,Ms. Safa Mustafa Mohammad,Beirut,Lebanon,,ENGO
460,Innovations Bleues,Non-governmental organizations,Constituency - Environmental,Mr. Julian Stone,Saint-Herblain,France,,ENGO
461,Institut du Développement Durable et des Relations Internationales,Non-governmental organizations,Constituency - Research and independent,Mme Lola Vallejo,Paris,France,,RINGO
462,Institut National de la Recherche Agronomique,Non-governmental organizations,Constituency - Research and independent,Ms. Claire Weill,Paris,France,,RINGO
463,Institute de Recherche pour le Développement,Non-governmental organizations,,Ms. Valerie Verdier,Marseille,France,completed manually,not yet affiliated/no data
464,Institute for Advanced Sustainability Studies,Non-governmental organizations,Constituency - Research and independent,Ms. Kathleen Anne Mar,Potsdam,Germany,,RINGO
465,Institute for Agricultural and Forest Management and Certification,Non-governmental organizations,Constituency - Environmental,Ms. Marina Piatto,Piracicaba,Brazil,,ENGO
466,Institute for Climate and Sustainable Cities (iCSC).,Non-governmental organizations,Constituency - Research and independent,Mr. Angelo Kairos Dela Cruz,Quezon City,Philippines,,RINGO
467,Institute for Conservation and Sustainable Development of Amazonas,Non-governmental organizations,Constituency - Environmental,Ms. Fernanda Peixoto Barbosa,Manaus,Brazil,,ENGO
468,Institute for Environment and Development Sustainability,Non-governmental organizations,Constituency - Environmental,Ms. Abela Gloria Mutabiilwa,Dar Es Salaam,United Republic of Tanzania,,ENGO
469,Institute for European Environmental Policy,Non-governmental organizations,Constituency - Environmental CAN,Ms. Irene Zafrullah,Brussels,Belgium,,ENGO
470,Institute for Global Environmental Strategies,Non-governmental organizations,Constituency - Research and independent,Mr. Kentaro Tamura,Kanagawa,Japan,,RINGO
471,Institute for Policy Studies,Non-governmental organizations,Constituency - Environmental CAN,Mr. Oscar Reyes,Washington,United States of America,,ENGO
472,Institute for Solid Waste Research and Ecological Balance,Non-governmental organizations,Constituency - Environmental,Mr. Kalidas Nateri,Visakhapatnam,India,,ENGO
473,Institute for Sustainable Energy Policies,Non-governmental organizations,Constituency - Environmental CAN,Mr. Tetsunari Iida,Tokyo,Japan,,ENGO
474,Institute for Transportation and Development Policy,Non-governmental organizations,Constituency - Research and independent,Mr. Ramon Javier Cruz-Diaz,New York,United States of America,,RINGO
475,"Institute of Energy Economics, Japan",Non-governmental organizations,Constituency - ENGO,Mr. Takahiko Tagami,Tokyo,Japan,,ENGO
476,"Institute of Environment and Sustainable Development in Agriculture, Chinese Academy of Agricultural Science",Non-governmental organizations,Constituency - Environmental,Ms. Yingchun Li,Beijing,China,,ENGO
477,Institutional Investors Group on Climate Change Ltd.,Non-governmental organizations,Constituency - Business and Industry,Ms. Evagelia Emelia Holdaway,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
478,Instituto de Ecología y Antropología de Acción,Non-governmental organizations,Constituency - Environmental,Ms. Elke Falley-Rothkopf,Cologne,Germany,,ENGO
479,Instituto Educacional Franklin Delano Roosevelt,Non-governmental organizations,Constituency - Youth,Ms. Allana Rumble,Lima,Peru,,Youth
480,Integrated Sustainable Energy and Ecological Development Association,Non-governmental organizations,Constituency - Environmental,Mr. Raymond Myles,New Delhi,India,,ENGO
481,Interchurch Organization for Development Cooperation,Non-governmental organizations,Constituency - Environmental,Ms. Regnera Catharina van der Geest,Utrecht,Netherlands,,ENGO
482,InterEnvironment Institute,Non-governmental organizations,Constituency - Environmental,Mr. Thaddeus Trzyna,Sacramento,United States of America,,ENGO
483,International Accreditation Forum Inc.,Non-governmental organizations,Constituency - Business and Industry,Ms. Ann Howard,Chelsea,Canada,,BINGO
484,International Air Transport Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Michel Adam,Montreal,Canada,,BINGO
485,International Alliance of Indigenous and Tribal Peoples of the Tropical Forests,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Estebancio Castro Diaz,Panama,Panama,,IPO
486,International Association for the Advancement of Innovative Approaches to Global Challenges,Non-governmental organizations,Constituency - Youth,Mr. Miroslav Polzer,Klagenfurt,Austria,,Youth
487,International Association for the Protection of the Intellectual Property,Non-governmental organizations,Constituency - ENGO,Ms. Fabienne Martin,Zurich,Switzerland,,ENGO
488,International Association of Public Transport,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Philip Turner,Brussels,Belgium,,LGMA
489,International Association of Schools of Social Work,Non-governmental organizations,Constituency - Research and independent,Ms. Lena Dominelli,Hong Kong,China,,RINGO
490,International Association of Students in Agricultural and Related Sciences,Non-governmental organizations,Constituency - Youth,Mr. Omar Farhate,Heverlee-Leuven,Belgium,,Youth
491,International Centre for Trade and Sustainable Development,Non-governmental organizations,,Mr. Ricardo Melendez-Ortiz,Geneva,Switzerland,completed manually,not yet affiliated/no data
492,International Chamber of Commerce,Non-governmental organizations,Constituency - Business and Industry,Ms. Majda Dabaghi,Paris,France,,BINGO
493,International Chamber of Shipping,Non-governmental organizations,Constituency - Business and Industry,Mr. Simon Bennett,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
494,International Climate Change Partnership,Non-governmental organizations,Constituency - Environmental,Mr. Kevin Fay,Arlington,United States of America,,ENGO
495,International Climate Dialogue e.V.,Non-governmental organizations,Constituency - Research and independent,Mr. Björn Dransfeld,Hamburg,Germany,,RINGO
496,International Coastal and Ocean Organization,Non-governmental organizations,Constituency - Environmental,Ms. Vanessa Knecht,Washington DC,United States of America,,ENGO
497,International Council for Science,Non-governmental organizations,,Mr. Gordon McBean,Paris,France,completed manually,not yet affiliated/no data
498,International Council for Sustainable Energy,Non-governmental organizations,Constituency - Business and Industry,Ms. Laura Tierney,Washington DC,United States of America,,BINGO
499,International Council of Chemical Associations,Non-governmental organizations,Constituency - Business and Industry2,Ms. Touria Lakchiri,Brussels,Belgium,,BINGO
500,International Council on Clean Transportation Inc.,Non-governmental organizations,Constituency - Environmental,Ms. Amber Broha,Washington DC,United States of America,,ENGO
501,International Cryosphere Climate Initiative,Non-governmental organizations,Constituency - Research and independent,Ms. Pamela Jean Pearson,Charlotte,United States of America,,RINGO
502,International Development Research Centre,Non-governmental organizations,Constituency - Research and independent,Ms. Marie-Eve Landry,"Ottawa, ON",Canada,,RINGO
503,International Emissions Trading Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Stephanie Olegario,Geneva,Switzerland,,BINGO
504,International Environment and Economy Institute,Non-governmental organizations,Constituency - Business and Industry2,Ms. Sumiko Takeuchi,Tokyo,Japan,,BINGO
505,International Environmental Communication Association,Non-governmental organizations,Constituency - Research and independent,Mr. Mark S. Meisner,Cincinnati,United States of America,,RINGO
506,International Federation for Housing and Planning,Non-governmental organizations,Constituency - ENGO,Ms. Regitze Hess,Copenhagen,Denmark,,ENGO
507,International Federation of Liberal Youth,Non-governmental organizations,Constituency - Youth,Mr. Sven Gerst,London,United Kingdom of Great Britain and Northern Ireland,,Youth
508,International Federation of Medical Students' Associations,Non-governmental organizations,Constituency - Youth,Mr. Skander Essafi,Amsterdam,Netherlands,,Youth
509,International Federation of Organic Agriculture Movements,Non-governmental organizations,Constituency - Farmers,Mr. Gabor Figeczky,Bonn,Germany,,Farmers
510,International Fertilizer Industry Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Margot Rose Clifford,Paris,France,completed manually from UNFCCC website,BINGO
511,International Food Policy Research Institute,Non-governmental organizations,Constituency - Farmers,Ms. Liangzhi You,Washington,United States of America,,Farmers
512,International Forestry Students' Association,Non-governmental organizations,Constituency - Youth,Ms. Aditi Mishra,Freiburg,Germany,,Youth
513,International Forum on Globalization Inc.,Non-governmental organizations,Constituency - Environmental CJN,Mr. Victor Menotti,San Francisco,United States of America,,ENGO
514,International Foundation for African Children,Non-governmental organizations,Constituency - Youth,Mr. Michael Ikechukwu Nwafejoku,Lagos,Nigeria,,Youth
515,International Gas Union,Non-governmental organizations,Constituency - Business and Industry,Mr. Luis Calvo,Barcelona,Spain,,BINGO
516,International Hydropower Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Richard M. Taylor,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
517,International Indian Treaty Council,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Alberto Saldamando,San Francisco,United States of America,,IPO
518,International Institute for Applied Systems Analysis,Non-governmental organizations,Constituency - Research and independent,Mr. Iain Stewart,Laxenburg,Austria,,RINGO
519,International Institute for Environment and Development,Non-governmental organizations,Constituency - Research and independent,Ms. Marika Hannah Weinhardt,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
520,International Institute for Sustainable Development,Non-governmental organizations,Constituency - Research and independent,Mr. Cameron Stuart Hunter,Winnipeg,Canada,,RINGO
521,International National Trusts Organisation,Non-governmental organizations,Constituency - Environmental,Ms. Catherine Leonard,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
522,International Network for Sustainable Energy,Non-governmental organizations,Constituency - Environmental,Mr. Gunnar Boye Olesen,Hjortshoj,Denmark,,ENGO
523,International Organization for Standardization,Non-governmental organizations,Constituency - Business and Industry,Mr. José Ignacio Alcorta,Vernier,Switzerland,,BINGO
524,International Peatland Society,Non-governmental organizations,Constituency - Environmental,Ms. Susann Warnecke,Jyväskylä,Finland,,ENGO
525,International Planned Parenthood Federation,Non-governmental organizations,Constituency - Women and Gender,Ms. Raffaela Dattler,London,United Kingdom of Great Britain and Northern Ireland,,Women and Gender
526,International Plant Genetic Resources Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Helen Thompson,Maccarese (Fiumicino),Italy,,RINGO
527,International Polar Foundation,Non-governmental organizations,Constituency - Research and independent,Ms. Nighat Johnson-Amin,Brussels,Belgium,,RINGO
528,International Solar Energy Society e.V.,Non-governmental organizations,Constituency - Environmental,Ms. Jennifer McIntosh,Freiburg,Germany,,ENGO
529,International Solid Waste Association,Non-governmental organizations,Constituency - Environmental,Mr. Jose Ignacio Uribe-Echevarria,Vienna,Austria,,ENGO
530,International Trade Union Confederation,Non-governmental organizations,Constituency - Trade Unions,Mr. Bert De Wel,Brussels,Belgium,,TUNGO
531,International Water Association,Non-governmental organizations,Constituency - Environmental,Ms. Brenda Reyes,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
532,International Work Group for Indigenous Affairs,Non-governmental organizations,Constituency - Environmental,Mr. Stefan Thorsell,Copenhagen,Denmark,,ENGO
533,International Youth and Student Movement for the United Nations,Non-governmental organizations,Constituency - Environmental,Mr. Oluwole David Oshota,Geneva,Switzerland,,ENGO
534,IPIECA Limited (IPIECA),Non-governmental organizations,Constituency - Business and Industry,Mr. James Arthur Herbertson,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
535,Italian Climate Network,Non-governmental organizations,Constituency - Youth,Mr. Jacopo Bencini,Milan,Italy,,Youth
536,Italian Local Agenda 21 Association,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Maria Elisa Zuppiroli,Modena,Italy,,LGMA
537,Ithaca College,Non-governmental organizations,Constituency - Research and independent,Mr. Thomas Shevory,Ithaca,United States of America,,RINGO
538,iuventum e.V.,Non-governmental organizations,Constituency - Research and independent,Mr. Henning Stöcks,Velzen,Germany,,RINGO
539,Janvikas,Non-governmental organizations,,Mr. Mahesh Pandya,Ahmedabad,India,,not yet affiliated/no data
540,"Japan Atomic Industrial Forum, Inc.",Non-governmental organizations,Constituency - Business and Industry,Ms. Yuko Wada,Tokyo,Japan,,BINGO
541,Japan Automobile Manufacturers Association Inc.,Non-governmental organizations,Constituency - Business and Industry,Mr. Shingo Kawaguchi,Tokyo,Japan,,BINGO
542,Japan Center for a Sustainable Environment and Society,Non-governmental organizations,Constituency - Environmental CAN,Mr. Jiro Adachi,Tokyo,Japan,,ENGO
543,Japan Economic Research Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Hiroko Hashimoto,Tokyo,Japan,,RINGO
544,Japan Environmental Council,Non-governmental organizations,Constituency - Environmental,Ms. Yukari Takamura,Tokyo,Japan,,ENGO
545,Japan Federation of Bar Associations,Non-governmental organizations,Constituency - Research and independent,Mr. Yutaro Kikuchi,Tokyo,Japan,,RINGO
546,Japan Fluorocarbon Manufacturers Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Kenroh Kitamura,Tokyo,Japan,,BINGO
547,Japan Iron and Steel Federation,Non-governmental organizations,Constituency - Business and Industry,Mr. Masanobu Nakamizu,Tokyo,Japan,,BINGO
548,Japan Water Forum,Non-governmental organizations,Constituency - ENGO,Mr. Shigenori Asai,"Chuo-ku, Tokyo",Japan,,ENGO
549,Jeunes Volontaires pour l'Environnement,Non-governmental organizations,Constituency - Environmental,Mr. Sena Alouka,Lomé,Togo,,ENGO
550,Johns Hopkins University,Non-governmental organizations,Constituency - Research and independent,Mr. Irving Mintzer,Washington,United States of America,,RINGO
551,"Jubilee South Asia Pacific Movement, Inc.",Non-governmental organizations,Constituency - Environmental CJN,Ms. Lydinyda Bunyi Nacpil,Quezon City,Philippines,,ENGO
552,"Kadikoyu Friends of Science, Culture and Art Association",Non-governmental organizations,Constituency - Environmental,Mr. Tanay Sıdkı Uyar,Istanbul,Turkey,,ENGO
553,Kansai Economic Federation,Non-governmental organizations,Constituency - Environmental,Mr. Hiroshi Nakajima,Osaka,Japan,,ENGO
554,Keidanren,Non-governmental organizations,Constituency - Business and Industry,Mr. Kiyoshi Tanigawa,Tokyo,Japan,,BINGO
555,Kejibaus Youth Development Initiative,Non-governmental organizations,Constituency - Youth,Mr. Aderemi Austino Adetoro,Akure,Nigeria,,Youth
556,Keren Kayemet LeIsrael/The Jewish National Fund,Non-governmental organizations,Constituency - Environmental,Ms. Karine Michelle Bolton,Jerusalem,Israel,,ENGO
557,KfW,Non-governmental organizations,Constituency - Business and Industry,Mr. Peter Hilliges,Frankfurt am Main,Germany,,BINGO
558,Khazer Ecological and Cultural NGO,Non-governmental organizations,Constituency - Environmental CAN,Ms. Amalia Hambartsumyan,Yerevan,Armenia,,ENGO
559,Kiko Network,Non-governmental organizations,Constituency - Environmental CAN,Mr. Kenro Taura,Kyoto,Japan,,ENGO
560,"King's College, School of Law",Non-governmental organizations,Constituency - Research and independent,Ms. Megan Bowman,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
561,KlimAktiv,Non-governmental organizations,Constituency - Environmental,Mr. Stephan Schunkert,Tübingen,Germany,,ENGO
562,Konrad-Adenauer-Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Jasper Eitze,Berlin,Germany,completed manually from UNFCCC website,RINGO
563,Korea Chamber of Commerce and Industry,Non-governmental organizations,Constituency - Business and Industry,Mr. Hyun Kim,Seoul,Republic of Korea,,BINGO
564,Korea Green Foundation,Non-governmental organizations,Constituency - ENGO,Mr. Jooyoung Kim,Seoul,Republic of Korea,,ENGO
565,Korea University,Non-governmental organizations,Constituency - Research and independent,Mr. Yowhan Son,Seoul,Republic of Korea,,RINGO
566,Korean Business Council for Sustainable Development,Non-governmental organizations,Constituency - Business and Industry,Ms. Chai-un Hahn,Seoul,Republic of Korea,,BINGO
567,Korean Standards,Non-governmental organizations,Constituency - Business and Industry,Mr. Dohdam Kim,Seoul,Republic of Korea,,BINGO
568,"Krasnoyarsk regional public ecological movement ""Friends of the Siberian Forests""",Non-governmental organizations,Constituency - Environmental,Mr. Andrey Laletin,Krasnoyarsk,Russian Federation,completed manually from UNFCCC website,ENGO
569,Kyoto Club,Non-governmental organizations,Constituency - Business and Industry,Mr. Sergio Andreis,Roma,Italy,,BINGO
570,"Kyoto University, Institute of Economic Research",Non-governmental organizations,Constituency - Research and independent,Mr. Haruo Imai,Kyoto,Japan,,RINGO
571,"Labour, Health and Human Rights Development Center",Non-governmental organizations,Constituency - Environmental,Mr. Ayodele Sam Akele,Agege Lagos,Nigeria,,ENGO
572,Latin American Section of the American Nuclear Society,Non-governmental organizations,Constituency - Business and Industry,Mr. Jorge Spitalnik,Rio de Janeiro,Brazil,,BINGO
573,Leadership for Environment and Development,Non-governmental organizations,Constituency - Environmental CAN,Ms. Hina Salim Lotia,Islamabad,Pakistan,,ENGO
574,Leadership for Environment and Development International,Non-governmental organizations,Constituency - Environmental,Mr. Hugh Maynard,"Epsom, Surrey",United Kingdom of Great Britain and Northern Ireland,,ENGO
575,League of Women Voters of the United States,Non-governmental organizations,Constituency - Environmental,Ms. Robin Tokmakian,Washington,United States of America,,ENGO
576,Legambiente - League of Environment,Non-governmental organizations,Constituency - Environmental CJN,Mr. Maurizio Gubbiotti,Rome,Italy,,ENGO
577,Libyan Wildlife Trust,Non-governmental organizations,Constituency - Environmental,Mr. Abdalnaser Bennayel,Tripoli,Libya,,ENGO
578,LIFE e.V.,Non-governmental organizations,Constituency - Women and Gender,Ms. Nanna Birk,Berlin,Germany,,Women and Gender
579,Lombardy Foundation for the Environment / Fondazione Lombardia per l'Ambiente,Non-governmental organizations,Constituency - Research and independent,Ms. Mita Laura Lapi,Milan,Italy,,RINGO
580,London School of Economics and Political Science,Non-governmental organizations,Constituency - Research and independent,Mr. Tim Forsyth,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
581,Lund University,Non-governmental organizations,Constituency - Research and independent,Mr. Roger Hildingsson,Lund,Sweden,,RINGO
582,Macalester College,Non-governmental organizations,Constituency - Research and independent,Ms. Christina Manning,"St. Paul, Minnesota",United States of America,,RINGO
583,Marmara University,Non-governmental organizations,Constituency - Research and independent,Ms. Semra Cerit Mazlum,Istanbul,Turkey,,RINGO
584,Mary Robinson Foundation - Climate Justice,Non-governmental organizations,Constituency - Research and independent,Ms. Barbara Sweetman,Dublin,Ireland,,RINGO
585,Maryknoll Fathers and Brothers,Non-governmental organizations,Constituency - Research and independent,Mr. John Tivnan Brinkman,Maryknoll,United States of America,,RINGO
586,Massachusetts Institute of Technology,Non-governmental organizations,Constituency - Research and independent,Mr. John Sterman,Cambridge,United States of America,,RINGO
587,Mediators Beyond Borders International,Non-governmental organizations,Constituency - Research and independent,Ms. Megan Casey,Arlington,United States of America,,RINGO
588,Meridian Institute,Non-governmental organizations,Constituency - ENGO,Mr. John Ehrmann,Dillon,United States of America,,ENGO
589,Met Office Hadley Center,Non-governmental organizations,Constituency - Research and independent,Mr. Jason Lowe,Exeter,United Kingdom of Great Britain and Northern Ireland,,RINGO
590,Michael Succow Foundation for the Protection of Nature,Non-governmental organizations,Constituency - Environmental,Mr. Jan Peters,Greifswald,Germany,,ENGO
591,"MISEREOR, German Catholic Bishops' Organisation for Development Cooperation",Non-governmental organizations,Constituency - Environmental CAN,Ms. Anika Schroeder,Aachen,Germany,,ENGO
592,Mom Loves Taiwan Association,Non-governmental organizations,Constituency - Environmental,Ms. Shun-mei Yang,Taipei City,China,,ENGO
593,Monash University,Non-governmental organizations,Constituency - Research and independent,Mr. Abid Khan,Clayton,Australia,,RINGO
594,Moravian College,Non-governmental organizations,Constituency - Research and independent,Ms. Hilde Binford,Bethlehem,United States of America,,RINGO
595,Mountain and Glacier Protection Organization,Non-governmental organizations,Constituency - Environmental,Mr. Tanweer Ahmad Bhutta,Islamabad,Pakistan,,ENGO
596,"Mountain Institute, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Jorge Recharte Bullard,Washington DC,United States of America,,ENGO
597,Movement Strategy Center,Non-governmental organizations,Constituency - ENGO,Ms. Rachel Anne Burrows,Oakland,United States of America,,ENGO
598,Munich Climate Insurance Initiative,Non-governmental organizations,Constituency - Business and Industry,Mr. Michael Zissener,Bonn,Germany,,BINGO
599,Munich Re Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Christian Hermann Barthelt,Munich,Germany,,ENGO
600,Münster University,Non-governmental organizations,Constituency - ENGO,Ms. Doris Fuchs,Münster,Germany,,ENGO
601,Nagoya University,Non-governmental organizations,Constituency - Research and independent,Mr. Tsuneo Takeuchi,Nagoya,Japan,,RINGO
602,National Association for the Advancement of Colored People,Non-governmental organizations,Constituency - Environmental CAN,Mr. Hilary Otis Shelton,Washington,United States of America,,ENGO
603,"National Council for Climate Change, Sustainable Development and Public Leadership",Non-governmental organizations,Constituency - Farmers,Mr. Kirit Shelat,Ahmedabad,India,,Farmers
