,name,entity_type,constituency,coordinator,city,country,remarks,const
738,Innovation Center for Energy and Transportation,Non-governmental organizations,Constituency - Environmental,Ms. Lucia Green-Weiskel,Pasadena,China,,ENGO
739,Innovations Bleues,Non-governmental organizations,Constituency - Environmental,Mr. Julian Stone,Saint-Herblain,France,,ENGO
740,Institut d’Etudes Politiques de Toulouse,Non-governmental organizations,Constituency - Youth,Mr. Mathieu Groffe,Toulouse,France,completed manually from the UNFCCC website,Youth
741,Institut de Recherche pour le Développement,Non-governmental organizations,Constituency - Research and independent,Mme Anne-France Piteau,Marseille cedex 2,France,,RINGO
742,Institut du Développement Durable et des Relations Internationales,Non-governmental organizations,Constituency - Research and independent,Mme Lola Vallejo,Paris,France,,RINGO
743,Institut Européen de l’Economie de la Fonctionnalité et de la Coopération,Non-governmental organizations,Constituency - Business and Industry,Mr. Philippe Guinaud,Paris,France,completed manually from the UNFCCC website,BINGO
744,"Institut national de la recherche pour l’agriculture, l’alimentation et l’environnement",Non-governmental organizations,Constituency - Research and independent,Ms. Claire Weill,Paris,France,completed manually from the UNFCCC website,RINGO
745,Institut Polytechnique de Grenoble,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mme Anne-Catherine Favre,Grenoble,France,,LGMA
746,Institut Veolia,Non-governmental organizations,Constituency - Environmental,Mme Lorraine de Jerphanion,Aubervilliers,France,,ENGO
747,Institute and Faculty of Actuaries,Non-governmental organizations,Constituency - Business and Industry,Ms. Mary Caroline Winchester,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
748,Institute for Advanced Sustainability Studies,Non-governmental organizations,Constituency - Research and independent,Ms. Kathleen Anne Mar,Potsdam,Germany,,RINGO
749,Institute for Agricultural and Forest Management and Certification,Non-governmental organizations,Constituency - Environmental,Ms. Marina Piatto,Piracicaba,Brazil,,ENGO
750,Institute for Agriculture and Trade Policy,Non-governmental organizations,Constituency - Environmental,Ms. Shefali Sharma,Minneapolis,United States of America,,ENGO
751,Institute for Climate and Society,Non-governmental organizations,Constituency - Environmental,Sra. Cíntya Chaves,Rio de Janeiro,Brazil,,ENGO
752,Institute for Climate and Sustainable Cities (iCSC),Non-governmental organizations,Constituency - Research and independent,Mr. Angelo Kairos Dela Cruz,Quezon,Philippines,completed manually from the UNFCCC website,RINGO
753,"Institute for Climate Protection, Energy and Mobility - Law, Economics and Policy e.V.",Non-governmental organizations,Constituency - Research and independent,Ms. Kathryn Margaret McKenzie,Berlin,Germany,,RINGO
754,"Institute for Energy and Climate Strategies, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Dennis Clare,Brooklyn,United States of America,,ENGO
755,Institute for Environment and Development Sustainability,Non-governmental organizations,Constituency - Environmental,Ms. Abela Gloria Mutabiilwa,Dar Es Salaam,United Republic of Tanzania,,ENGO
756,Institute for Environmental Security,Non-governmental organizations,Constituency - Environmental,Mr. Ronald Kingham,The Hague,Netherlands,,ENGO
757,Institute for European Environmental Policy,Non-governmental organizations,Constituency - Environmental CAN,Ms. Irene Zafrullah,Brussels,Belgium,,ENGO
758,Institute for Global Environmental Strategies,Non-governmental organizations,Constituency - Research and independent,Mr. Kentaro Tamura,Kanagawa,Japan,,RINGO
759,Institute for Governance and Sustainable Development,Non-governmental organizations,Constituency - Environmental,Ms. Trina Chiemi Thorbjornsen,Washington,United States of America,,ENGO
760,Institute for Human Rights and Business,Non-governmental organizations,,Ms. Francesca Fairbairn,London,United Kingdom of Great Britain and Northern Ireland,,not yet affiliated/no data
761,Institute for Public Policy Research,Non-governmental organizations,Constituency - Environmental,Mr. Luke Murphy,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
762,Institute for Sustainable Development and Research,Non-governmental organizations,Constituency - Environmental,Ms. Kalpana Chaudhari,Mumbai,India,,ENGO
763,Institute for Sustainable Energy Policies,Non-governmental organizations,Constituency - Environmental CAN,Mr. Tetsunari Iida,Tokyo,Japan,,ENGO
764,Institute for Transportation and Development Policy,Non-governmental organizations,Constituency - Research and independent,Mr. Ramon Javier Cruz-Diaz,New York,United States of America,,RINGO
765,Institute of Development Studies,Non-governmental organizations,Constituency - Research and independent,Ms. Rosalind Price,Brighton,United Kingdom of Great Britain and Northern Ireland,,RINGO
766,Institute of Electrical and Electronics Engineers,Non-governmental organizations,Constituency - ENGO,Ms. Karen McCabe,New Jersey,United States of America,,ENGO
767,"Institute of Environment and Sustainable Development in Agriculture, Chinese Academy of Agricultural Science",Non-governmental organizations,Constituency - Environmental,Ms. Yingchun Li,Beijing,China,,ENGO
768,Institute of Environmental Science for Social Change,Non-governmental organizations,Constituency - Environmental,Mr. John Colin Yokingco,Quezon City,Philippines,,ENGO
769,Institute of Environmental Well,Non-governmental organizations,Constituency - Environmental,Mr. Thiago Metzker,Belo Horizonte,Brazil,,ENGO
770,"Institute Society, Population and Nature",Non-governmental organizations,Constituency - Environmental,Mr. Guilherme Eidt Gonçalves de Almeida,Brasília,Brazil,,ENGO
771,Institution of Environmental Sciences,Non-governmental organizations,Constituency - Environmental,Mr. Joseph Lewis,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
772,Institution of Mechanical Engineers,Non-governmental organizations,Constituency - Business and Industry,Mr. Matthew Rooney,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
773,Institutional Investors Group on Climate Change Ltd.,Non-governmental organizations,Constituency - Business and Industry,Ms. Evagelia Emelia Holdaway,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
774,Instituto Andino de Montaña,Non-governmental organizations,Constituency - Environmental,Mr. Jorge Recharte Bullard,"Miraflores, LIma",Peru,,ENGO
775,Instituto de Derecho y Economía Ambiental,Non-governmental organizations,Constituency - Environmental,Sr. Ezequiel Francisco Santagada,Asuncion,Paraguay,,ENGO
776,Instituto de Ecología y Antropología de Acción,Non-governmental organizations,Constituency - Environmental,Ms. Elke Falley-Rothkopf,Cologne,Germany,,ENGO
777,Instituto de Pesquisas Ecológicas,Non-governmental organizations,Constituency - Environmental,Mr. Eduardo Humberto Ditt,"Nazaré Paulista, SP",Brazil,,ENGO
778,Instituto Ethos de Empresas e Responsabilidade Social,Non-governmental organizations,Constituency - Business and Industry,Ms. Marina Vergueiro de Almeida,Sao Paulo,Brazil,,BINGO
779,Instituto Global Attitude,Non-governmental organizations,Constituency - Youth,Mr. Rodrigo Reis,São Paulo,Brazil,,Youth
780,Instituto Internacional de Derecho y Medio Ambiente/International Institute for Law and the Environment,Non-governmental organizations,Constituency - Environmental,Mr. Gopal Shilpakar,Madrid,Spain,,ENGO
781,Instituto Socioambiental,Non-governmental organizations,Constituency - Indigenous peoples,Sra. Adriana Ramos,São Paulo,Brazil,,IPO
782,Instituto Torcuato Di Tella,Non-governmental organizations,Constituency - Research and independent,Sr. Daniel Perczyk,Buenos Aires,Argentina,,RINGO
783,Insurance Bureau of Canada,Non-governmental organizations,Constituency - Business and Industry,Mr. Robin Edger,Toronto,Canada,,BINGO
784,Integrated Sustainable Energy and Ecological Development Association,Non-governmental organizations,Constituency - Environmental,Mr. Raymond Myles,New Delhi,India,,ENGO
785,"Intelligentsia International, Inc.",Non-governmental organizations,Constituency - Youth,Mr. Michal Fidler,LaBelle,United States of America,,Youth
786,InterAcademy Partnership,Non-governmental organizations,Constituency - Research and independent,Mr. Peter McGrath,Trieste,Italy,,RINGO
787,Interchurch Organization for Development Cooperation,Non-governmental organizations,Constituency - Environmental,Ms. Regnera Catharina van der Geest,The Hague,Netherlands,,ENGO
788,InterEnvironment Institute,Non-governmental organizations,Constituency - Environmental,Mr. Thaddeus Trzyna,Sacramento,United States of America,,ENGO
789,International Air Transport Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Yue Huang,Montreal,Canada,,BINGO
790,International Alliance of Indigenous and Tribal Peoples of the Tropical Forests,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Estebancio Castro Diaz,Panama,Panama,,IPO
791,International Aluminium Institute,Non-governmental organizations,Constituency - Business and Industry,Ms. Sarah Novell,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
792,International Association for the Advancement of Innovative Approaches to Global Challenges,Non-governmental organizations,Constituency - Youth,Mr. Miroslav Polzer,Klagenfurt,Austria,,Youth
793,International Association of Oil and Gas Producers,Non-governmental organizations,Constituency - Business and Industry,Mr. Daniel Walsh,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
794,International Association of Public Transport,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Philip Turner,Brussels,Belgium,,LGMA
795,International Association of Schools of Social Work,Non-governmental organizations,Constituency - Research and independent,Ms. Lena Dominelli,Hong Kong,China,,RINGO
796,International Association of Students in Agricultural and Related Sciences,Non-governmental organizations,Constituency - Youth,Mr. Omar Farhate,Heverlee-Leuven,Belgium,,Youth
797,International Biochar Initiative,Non-governmental organizations,Constituency - Business and Industry,Mr. Johannes Lehmann,Westerville,United States of America,,BINGO
798,International Center for Living Aquatic Resources Management,Non-governmental organizations,Constituency - Environmental,Mr. Essam Yassin Mohammed,Penang,Malaysia,,ENGO
799,"International Centre for Energy, Environment and Development Foundation",Non-governmental organizations,Constituency - Environmental,Mr. Ewah Eleri,Abuja,Nigeria,,ENGO
800,International Centre for Environment Education and Community Development,Non-governmental organizations,Constituency - Environmental,Mr. Fongoh Eric,Buea,Cameroon,,ENGO
801,International Chamber of Commerce,Non-governmental organizations,Constituency - Business and Industry,Ms. Sandra Maria Hanni,Paris,France,,BINGO
802,International Chamber of Shipping,Non-governmental organizations,Constituency - Business and Industry,Mr. Simon Bennett,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
803,International Cleantech Network,Non-governmental organizations,Constituency - Environmental,Ms. Joan Juul,Copenhagen,Denmark,,ENGO
804,International Climate Change Partnership,Non-governmental organizations,Constituency - Environmental,Mr. Kevin Fay,Arlington,United States of America,,ENGO
805,International Climate Dialogue e.V.,Non-governmental organizations,Constituency - Research and independent,Mr. Björn Dransfeld,Hamburg,Germany,,RINGO
806,International Coastal and Ocean Organization,Non-governmental organizations,Constituency - Environmental,Ms. Miriam Balgos,Orleans,United States of America,,ENGO
807,International Committee of the Red Cross,Non-governmental organizations,Constituency - Environmental,Ms. Nathalie Waeber,Geneva,Switzerland,,ENGO
808,"International Copper Association, Ltd.",Non-governmental organizations,Constituency - ENGO,Mr. Steven Kukoda,New York,United States of America,,ENGO
809,International Coral Reef Society,Non-governmental organizations,Constituency - Research and independent,Mr. Rupert Ormond,Sarasota,United States of America,,RINGO
810,International Council for Mining and Metals,Non-governmental organizations,Constituency - Business and Industry,Ms. Meera Thankey,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
811,International Council for Sustainable Energy,Non-governmental organizations,Constituency - Business and Industry,Ms. Laura Tierney,Washington DC,United States of America,,BINGO
812,International Council of Chemical Associations,Non-governmental organizations,Constituency - Business and Industry,Ms. Touria Lakchiri,Brussels,Belgium,,BINGO
813,International Council on Clean Transportation Inc.,Non-governmental organizations,Constituency - Environmental,Ms. Brigitte Bernal,Washington DC,United States of America,,ENGO
814,International Council on Monuments and Sites,Non-governmental organizations,Constituency - Research and independent,Mr. Andrew Potts,Charenton-le-Pont,France,,RINGO
815,International Cryosphere Climate Initiative,Non-governmental organizations,Constituency - Research and independent,Ms. Pamela Jean Pearson,Charlotte,United States of America,,RINGO
816,International Dairy Federation,Non-governmental organizations,Constituency - Business and Industry,Ms. Caroline Emond,Brussels,Belgium,,BINGO
817,International development enterprises,Non-governmental organizations,Constituency - Farmers,Mr. John Choptiany,Denver,United States of America,,Farmers
818,International Development Research Centre,Non-governmental organizations,Constituency - Research and independent,Ms. Marie-Eve Landry,"Ottawa, ON",Canada,,RINGO
819,International Dialogue for Environmental Action (IDEA),Non-governmental organizations,Constituency - Environmental,Mr. Surkhay Shukurov,Baku,Azerbaijan,,ENGO
820,International Disability Alliance,Non-governmental organizations,Constituency - Environmental,Ms. Elham Youssefian,New York,United States of America,,ENGO
821,International Education Institute of Brazil,Non-governmental organizations,Constituency - Environmental,Sra. Marcela Menezes,Brasília,Brazil,,ENGO
822,International Emissions Trading Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Stephanie Olegario,Geneva,Switzerland,,BINGO
823,International Environmental Communication Association,Non-governmental organizations,Constituency - Research and independent,Mr. Mark S. Meisner,Cincinnati,United States of America,,RINGO
824,International Federation of Environmental Health,Non-governmental organizations,Constituency - Environmental,Mr. Martin Fitzpatrick,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
825,International Federation of Liberal Youth,Non-governmental organizations,Constituency - Youth,Mr. Sven Gerst,London,United Kingdom of Great Britain and Northern Ireland,,Youth
826,International Federation of Medical Students’ Associations,Non-governmental organizations,Constituency - Youth,Mr. Skander Essafi,Amsterdam,Netherlands,completed manually from the UNFCCC website,Youth
827,International Fertilizer Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Margot Rose Clifford,Paris,France,,BINGO
828,International Food Policy Research Institute,Non-governmental organizations,Constituency - Farmers,Ms. Liangzhi You,Washington,United States of America,,Farmers
829,International Forestry Students’ Association,Non-governmental organizations,Constituency - Environmental,Ms. Aditi Mishra,Freiburg,Germany,completed manually from the UNFCCC website,ENGO
830,International Foundation for African Children,Non-governmental organizations,Constituency - Youth,Mr. Michael Ikechukwu Nwafejoku,Lagos,Nigeria,,Youth
831,International Fund for Animal Welfare Inc.,Non-governmental organizations,Constituency - Environmental CAN,Ms. Megan O'Toole,Yarmouth Port,United States of America,,ENGO
832,International Gas Union,Non-governmental organizations,Constituency - Business and Industry,Mr. Paddy Blewer,"Egham, Surrey",United Kingdom of Great Britain and Northern Ireland,,BINGO
833,International Geothermal Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Marit Brommer,Auckland,New Zealand,,BINGO
834,International Humanist and Ethical Union Inc,Non-governmental organizations,Constituency - Environmental,Ms. Lillie Ashworth,Washington DC,United States of America,,ENGO
835,International Hydropower Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Alex Campbell,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
836,International Indian Treaty Council,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Alberto Saldamando,San Francisco,United States of America,,IPO
837,International Institute for Applied Systems Analysis,Non-governmental organizations,Constituency - Research and independent,Mr. Iain Stewart,Laxenburg,Austria,,RINGO
838,International Institute for Environment and Development,Non-governmental organizations,Constituency - Research and independent,Ms. Marika Hannah Weinhardt,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
839,International Institute for Sustainable Development,Non-governmental organizations,Constituency - Research and independent,Mr. Cameron Stuart Hunter,Winnipeg,Canada,,RINGO
840,International National Trusts Organisation,Non-governmental organizations,Constituency - Environmental,Ms. Catherine Leonard,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
841,International Network for Sustainable Energy,Non-governmental organizations,Constituency - Environmental,Mr. Gunnar Boye Olesen,Hjortshoj,Denmark,,ENGO
842,International Network of Basin Organizations,Non-governmental organizations,Constituency - Environmental,Mr. Edouard Boinet,Paris,France,,ENGO
843,International Organization for Standardization,Non-governmental organizations,Constituency - Business and Industry,Mr. José Ignacio Alcorta,Vernier,Switzerland,,BINGO
844,International Organization of Employers,Non-governmental organizations,Constituency - Business and Industry,Mr. Robert Marinkovic,Geneva,Switzerland,,BINGO
845,International Panel of Experts on Sustainable Food Systems,Non-governmental organizations,Constituency - Research and independent,Ms. Chantal Clément,Brussels,Belgium,,RINGO
846,International Peatland Society,Non-governmental organizations,Constituency - Environmental,Ms. Susann Warnecke,Jyväskylä,Finland,,ENGO
847,International Planned Parenthood Federation,Non-governmental organizations,Constituency - Women and Gender,Ms. Raffaela Dattler,London,United Kingdom of Great Britain and Northern Ireland,,Women and Gender
848,International Plant Genetic Resources Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Helen Thompson,Maccarese (Fiumicino),Italy,,RINGO
849,International Polar Foundation,Non-governmental organizations,Constituency - Research and independent,Ms. Nighat Johnson-Amin,Brussels,Belgium,,RINGO
850,International Programme On the State of the Ocean,Non-governmental organizations,Constituency - Environmental,Ms. Mirella von Lindenfels,Haywards Heath,United Kingdom of Great Britain and Northern Ireland,,ENGO
851,International Rivers Network,Non-governmental organizations,Constituency - Environmental,Mr. Joshua Klemm,Berkeley,United States of America,,ENGO
852,International Science Council,Non-governmental organizations,Constituency - Environmental,Ms. Katsiaryna Paulavets,Paris,France,,ENGO
853,International Society for Ecological Economics,Non-governmental organizations,Constituency - Environmental,Ms. Heidi Brault,Boston,United States of America,,ENGO
854,International Society of City and Regional Planners,Non-governmental organizations,Constituency - Environmental,Mr. Frank D'hondt,The Hague,Netherlands,,ENGO
855,International Society of Doctors for the Environment,Non-governmental organizations,Constituency - ENGO,Ms. Cathey Eisner Falvo,Basel,Switzerland,,ENGO
856,International Solar Energy Society e.V.,Non-governmental organizations,Constituency - Environmental,Ms. Jennifer McIntosh,Freiburg,Germany,,ENGO
857,International Solid Waste Association,Non-governmental organizations,Constituency - Environmental,Mr. Jose Ignacio Uribe-Echevarria,Vienna,Austria,,ENGO
858,International Trade Union Confederation,Non-governmental organizations,Constituency - Trade Unions,Mr. Bert De Wel,Brussels,Belgium,,TUNGO
859,International Union of Architects,Non-governmental organizations,Constituency - Trade Unions,Ms. Sonia Cela,Paris,France,,TUNGO
860,International Union of Forest Research Organizations,Non-governmental organizations,Constituency - Research and independent,Mr. Alexander Buck,Vienna,Austria,,RINGO
861,International Union of Railways,Non-governmental organizations,Constituency - Business and Industry,Mr. Vincent VU,Paris,France,,BINGO
862,International Water Association,Non-governmental organizations,Constituency - Environmental,Ms. Daniela Bemfica,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
863,International Water Resources Association,Non-governmental organizations,Constituency - Environmental,Mr. Callum Clench,Madison,United States of America,,ENGO
864,International Work Group for Indigenous Affairs,Non-governmental organizations,Constituency - Environmental,Mr. Stefan Thorsell,Copenhagen,Denmark,,ENGO
865,International Youth and Student Movement for the United Nations,Non-governmental organizations,Constituency - Environmental,Mr. Oluwole David Oshota,Geneva,Switzerland,,ENGO
866,International Youth Council - Yemen,Non-governmental organizations,Constituency - Youth,Mr. Tareq Hassan,Sana'a,Yemen,,Youth
867,International Youth Nuclear Congress,Non-governmental organizations,Constituency - Youth,Ms. Theresa Mary Green,Berkeley,United States of America,,Youth
868,International-Lawyers.Org,Non-governmental organizations,Constituency - Research and independent,Mr. Curtis Doebbler,Geneva,Switzerland,,RINGO
869,Interreligious Climate and Ecology Network,Non-governmental organizations,Constituency - Environmental,Ms. Junghee Min,Seoul,Republic of Korea,,ENGO
870,Interuniversity Research Centre for Sustainable Development,Non-governmental organizations,Constituency - Research and independent,Mr. Francesco Fantozzi,Valmontone Rome,Italy,,RINGO
871,Inuit Circumpolar Conference,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Joanna MacDonald,Ottawa,Canada,,IPO
872,Investment Company Institute,Non-governmental organizations,Constituency - Business and Industry,Ms. Anna Driggs,Washington,United States of America,,BINGO
873,Investor Group on Climate Change Australia / New Zealand Inc.,Non-governmental organizations,Constituency - Business and Industry,Ms. Rebecca Mikula Wright,Sydney,Australia,,BINGO
874,Investor Watch,Non-governmental organizations,Constituency - Research and independent,Mr. Dominic Lyle,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
875,IPIECA Limited (IPIECA),Non-governmental organizations,Constituency - Business and Industry,Mr. James Herbertson,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
876,Islamic Relief Worldwide,Non-governmental organizations,Constituency - Research and independent,Mme Shahin Ashraf,Birmingham,United Kingdom of Great Britain and Northern Ireland,,RINGO
877,"Islands First, Inc.",Non-governmental organizations,Constituency - Environmental,Mr. Mark Jariabka,New York,United States of America,,ENGO
878,Israel Union for Environmental Defense,Non-governmental organizations,Constituency - Environmental,Ms. Leehee Goldenberg,Tel Aviv,Israel,,ENGO
879,Italian Climate Network,Non-governmental organizations,Constituency - Youth,Mr. Jacopo Bencini,Milan,Italy,,Youth
880,Janvikas,Non-governmental organizations,,Mr. Mahesh Pandya,Ahmedabad,India,,not yet affiliated/no data
881,"Japan Atomic Industrial Forum, Inc.",Non-governmental organizations,Constituency - Business and Industry,Ms. Yuko Wada,Tokyo,Japan,,BINGO
882,Japan Automobile Manufacturers Association Inc.,Non-governmental organizations,Constituency - Business and Industry,Mr. Shingo Kawaguchi,Tokyo,Japan,,BINGO
883,Japan Center for a Sustainable Environment and Society,Non-governmental organizations,Constituency - Environmental CAN,Mr. Jiro Adachi,Tokyo,Japan,,ENGO
884,Japan Economic Research Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Hiroko Hashimoto,Tokyo,Japan,,RINGO
885,Japan Environmental Council,Non-governmental organizations,Constituency - Environmental,Ms. Yukari Takamura,Tokyo,Japan,,ENGO
886,Japan Iron and Steel Federation,Non-governmental organizations,Constituency - Business and Industry,Mr. Masanobu Nakamizu,Tokyo,Japan,,BINGO
887,Jeunes Ambassadeurs pour le Climat,Non-governmental organizations,Constituency - Environmental,M. Titouan Rio,Paris,France,,ENGO
888,Jeunes Volontaires pour l’Environnement,Non-governmental organizations,Constituency - Environmental,Mr. Sena Alouka,Lomé,Togo,completed manually from the UNFCCC website,ENGO
889,Jeunesse Étudiante Catholique Internationale,Non-governmental organizations,Constituency - Youth,Mr. Innocent Odongo,Paris,France,,Youth
890,Johns Hopkins University,Non-governmental organizations,Constituency - Research and independent,Mr. Irving Mintzer,Washington,United States of America,,RINGO
891,Joyce Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Edmund Jackson Miller,Chicago,United States of America,,ENGO
892,Jubilee Debt Campaign,Non-governmental organizations,Constituency - Research and independent,Ms. Sarah-Jayne Clifton,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
893,"Jubilee South Asia Pacific Movement, Inc.",Non-governmental organizations,Constituency - Environmental CJN,Ms. Lydinyda Bunyi Nacpil,Quezon City,Philippines,,ENGO
894,Julie’s Bicycle,Non-governmental organizations,Constituency - Research and independent,Ms. Chiara Badiali,London,United Kingdom of Great Britain and Northern Ireland,completed manually from the UNFCCC website,RINGO
895,Juniata College,Non-governmental organizations,Constituency - Research and independent,Mr. Matthew Powell,Huntingdon,United States of America,,RINGO
896,Just Transition Alliance,Non-governmental organizations,Constituency - Environmental,Mr. José Bravo,San Diego,United States of America,,ENGO
897,"Kadikoyu Friends of Science, Culture and Art Association",Non-governmental organizations,Constituency - Environmental,Mr. Tanay Sıdkı Uyar,Istanbul,Turkey,,ENGO
898,Karlsruhe Institute of Technology,Non-governmental organizations,Constituency - Research and independent,Ms. Kirsten Hennrich,Karlsruhe,Germany,,RINGO
899,Karnali Integrated Rural Development and Research Centre,Non-governmental organizations,Constituency - Environmental,Mr. Gobinda Bahadur Shahi,Sanepa,Nepal,,ENGO
900,Karuna Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Lindsay Skog,Portland,United States of America,,ENGO
901,Keidanren,Non-governmental organizations,Constituency - Business and Industry,Mr. Kiyoshi Tanigawa,Tokyo,Japan,,BINGO
902,Keio University,Non-governmental organizations,Constituency - Research and independent,Mr. Wanglin Yan,Tokyo,Japan,,RINGO
903,Kejibaus Youth Development Initiative,Non-governmental organizations,Constituency - Youth,Mr. Aderemi Austino Adetoro,Akure,Nigeria,,Youth
904,Keren Kayemet LeIsrael/The Jewish National Fund,Non-governmental organizations,Constituency - Environmental,Ms. Karine Michelle Bolton,Jerusalem,Israel,,ENGO
905,KfW,Non-governmental organizations,Constituency - Business and Industry,Mr. Peter Hilliges,Frankfurt am Main,Germany,,BINGO
906,Khazer Ecological and Cultural NGO,Non-governmental organizations,Constituency - Environmental CAN,Ms. Amalia Hambartsumyan,Yerevan,Armenia,,ENGO
907,Kiko Network,Non-governmental organizations,Constituency - Environmental CAN,Mr. Kenro Taura,Kyoto,Japan,,ENGO
908,KinderEnergy INC.,Non-governmental organizations,Constituency - Environmental,Ms. Elisabeth Anne Delgado,Los Angeles,United States of America,,ENGO
909,King Abdullah Petroleum Studies and Research Center,Non-governmental organizations,Constituency - Research and independent,Mr. Mohamad Issa Hejazi,Riyadh,Saudi Arabia,,RINGO
910,"King ’s College, School of Law",Non-governmental organizations,Constituency - Research and independent,Ms. Megan Bowman,London,United Kingdom of Great Britain and Northern Ireland,completed manually from the UNFCCC website,RINGO
911,KlimAktiv,Non-governmental organizations,Constituency - Environmental,Mr. Stephan Schunkert,Tübingen,Germany,,ENGO
912,Konrad-Adenauer-Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Andre Algermißen,Berlin,Germany,,RINGO
913,Korea Chamber of Commerce and Industry,Non-governmental organizations,Constituency - Business and Industry,Mr. Hyun Kim,Seoul,Republic of Korea,,BINGO
914,Korea Research Institute on Climate Change,Non-governmental organizations,Constituency - Research and independent,Mr. Jihyun Kim,Chuncheon-si,Republic of Korea,,RINGO
915,Korean Business Council for Sustainable Development,Non-governmental organizations,Constituency - Business and Industry,Ms. Chai-un Hahn,Seoul,Republic of Korea,,BINGO
916,Korean Federation for Environmental Movement,Non-governmental organizations,Constituency - Environmental CJN,Mr. Jieon Lee,Seoul,Republic of Korea,,ENGO
917,Korean Standards Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Hyunman Moon,Seoul,Republic of Korea,,BINGO
918,KR Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Brian Valbjoern Soerensen,Copenhagen,Denmark,,ENGO
919,Krasnoyarsk Regional Public Ecological Movement “Friends of the Siberian Forests”,Non-governmental organizations,Constituency - Environmental,Mr. Andrey Laletin,Krasnoyarsk,Russian Federation,completed manually from the UNFCCC website,ENGO
920,Kyoto Club,Non-governmental organizations,Constituency - Business and Industry,Mr. Sergio Andreis,Roma,Italy,,BINGO
921,"Kyoto University, Institute of Economic Research",Non-governmental organizations,Constituency - Research and independent,Mr. Haruo Imai,Kyoto,Japan,,RINGO
922,La Brique,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Alouatchou Aoutene Akissita,Kara,Togo,,IPO
923,La Fresque Du Climat (The Climate Fresk),Non-governmental organizations,Constituency - Environmental,Mr. Michael Dore,Paris,France,completed manually from the UNFCCC website,ENGO
924,Latin American Section of the American Nuclear Society,Non-governmental organizations,Constituency - Business and Industry,Mr. Jorge Spitalnik,Rio de Janeiro,Brazil,,BINGO
925,Laudes Foundation,Non-governmental organizations,,Ms. Kelly Clark,Zug,Switzerland,,not yet affiliated/no data
926,Le Centre québécois du droit de l’environnement,Non-governmental organizations,Constituency - Research and independent,Ms. Prunelle Thibault-Bedard,Montréal,Canada,completed manually from the UNFCCC website,RINGO
927,Leaders Club,Non-governmental organizations,Constituency - Youth,Mr. Younes Karrouk,Tanger,Morocco,,Youth
928,Leadership for Environment and Development International,Non-governmental organizations,Constituency - Environmental,Mr. Hugh Maynard,"Epsom, Surrey",United Kingdom of Great Britain and Northern Ireland,,ENGO
929,Leadership Watch,Non-governmental organizations,Constituency - Environmental,Mr. Martins Paul Iwuanyanwu,Lagos,Nigeria,,ENGO
930,League of Women Voters of the United States,Non-governmental organizations,Constituency - Environmental,Ms. Robin Tokmakian,Washington,United States of America,,ENGO
931,Lean Management Systems Promotion Society,Non-governmental organizations,Constituency - Business and Industry,Mr. Sunil Singhania,Indore,India,,BINGO
932,Legal Response Initiative,Non-governmental organizations,Constituency - Environmental CAN,Ms. Pascale Evelyn Bird,,United Kingdom of Great Britain and Northern Ireland,,ENGO
933,Legambiente - League of Environment,Non-governmental organizations,Constituency - Environmental CJN,Mr. Maurizio Gubbiotti,Rome,Italy,,ENGO
934,Libélula Instituto para el Cambio Global,Non-governmental organizations,Constituency - Environmental,Ms. Maite Cigarán,Lima,Peru,,ENGO
935,Life and Environment,Non-governmental organizations,Constituency - Environmental,Ms. Moran Diment,Tel Aviv,Israel,,ENGO
