,name,entity_type,constituency,coordinator,city,country,remarks,const
399,Fondation pour les etudes et recherches sur le developpement international,Non-governmental organizations,Constituency - Research and independent,Mr. Patrick Guillaumont,Clermont-Ferrand,France,completed manually from UNFCCC website,RINGO
400,Fondazione Centro Studi Enel,Non-governmental organizations,Constituency - Research and independent,Mr. Mariano Morazzo,Rome,Italy,,RINGO
401,Fondazione Eni Enrico Mattei,Non-governmental organizations,Constituency - Research and independent,Ms. Martina Marian,Milan,Italy,,RINGO
402,Fondo de Promoción de la Areas Naturales Protegidas del Perú,Non-governmental organizations,,Mr. Antom Willems,Lima,Peru,completed manually,not yet affiliated/no data
403,Fonds E7 pour le développement énergétique durable,Non-governmental organizations,Constituency - Business and Industry,Mr. Sidney Lambert,Paris,France,,BINGO
404,"Food, Agriculture and Natural Resources Policy Analysis Network",Non-governmental organizations,Constituency - Research and independent,Mr. Tshilidzi Madzivhandila,Pretoria,South Africa,,RINGO
405,Ford Foundation,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Penny Davies,New York,United States of America,,IPO
406,Forest Peoples' Programme,Non-governmental organizations,Constituency - Research and independent,Ms. Julia Overton,Moreton-in-Marsh,United Kingdom of Great Britain and Northern Ireland,,RINGO
407,Forest Products Association of Canada,Non-governmental organizations,Constituency - ENGO,Mr. Robert Larocque,Ottawa,Canada,,ENGO
408,Forest Stewardship Council,Non-governmental organizations,Constituency - ENGO,Ms. Pina Gervassi,Bonn,Germany,,ENGO
409,Forest Trends Association,Non-governmental organizations,Constituency - Environmental,Ms. Julia Sue Granfors,Washington DC,United States of America,,ENGO
410,Forestry and Forest Products Research Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Yasumasa Hirata,Tsukuba,Japan,,RINGO
411,Forests of the World,Non-governmental organizations,Constituency - Environmental,Ms. Gry Helene Bossen,Aarhus,Denmark,,ENGO
412,Forests Philanthropy Action Network,Non-governmental organizations,Constituency - Environmental,Mr. Edward Rumsey,Horbling,United Kingdom of Great Britain and Northern Ireland,,ENGO
413,Foro Ciudades para la Vida,Non-governmental organizations,Constituency - Environmental,Ms. Liliana Miranda Sara,Lima,Peru,,ENGO
414,Forum atomique européen,Non-governmental organizations,Constituency - ENGO,Ms. Ann Jessica Johnson,Brussels,Belgium,completed manually from UNFCCC website,ENGO
415,Forum for Environment,Non-governmental organizations,Constituency - Environmental,Mr. Najib Saab,Beirut,Lebanon,,ENGO
416,Forum for Reforms and Entrepreneurship,Non-governmental organizations,Constituency - Research and independent,Ms. Anna Halla,Stockholm,Sweden,,RINGO
417,Foundation DLO,Non-governmental organizations,,,Wageningen,Netherlands,completed manually,not yet affiliated/no data
418,Foundation Environment - Law Society,Non-governmental organizations,Constituency - Research and independent,Mr. Michael Mehling,Greifswald,Germany,,RINGO
419,Foundation for Strategic Environmental Research,Non-governmental organizations,Constituency - Environmental,Mr. Thomas Nilsson,Stockholm,Sweden,,ENGO
420,Foundation for the Global Compact,Non-governmental organizations,Constituency - Business and Industry,Ms. Claire Kells,New York,United States of America,,BINGO
421,Foundation for the Rights of Future Generations,Non-governmental organizations,Constituency - Research and independent,Ms. Anna Braam,Stuttgart,Germany,,RINGO
422,Foundation of Taiwan Industry Service,Non-governmental organizations,Constituency - Environmental,Ms. Chen-Yu Yeh,"Taiwan, Province of China",China,,ENGO
423,France Energie Eolienne,Non-governmental organizations,Constituency - Business and Industry,Mme Caroline Sawe,Paris,France,,BINGO
424,France nature environnement,Non-governmental organizations,Constituency - Environmental,M. Jean-Baptiste Poncelet,Paris,France,,ENGO
425,Franciscans International,Non-governmental organizations,Constituency - Environmental,Mr. Antonius Budi Tjahjono,Geneva 20,Switzerland,,ENGO
426,Frankfurt School of Finance and Management GmbH,Non-governmental organizations,Constituency - Research and independent,Mr. Karsten Loeffler,Frankfurt am Main,Germany,completed manually from UNFCCC website,RINGO
427,Fraunhofer Institute for Systems and Innovation Research,Non-governmental organizations,Constituency - Research and independent,Ms. Vicki Duscha,Munic,Germany,,RINGO
428,"Free University Amsterdam, Institute for Environmental Studies",Non-governmental organizations,Constituency - Environmental,Mr. Oscar Widerberg,Amsterdam,Netherlands,completed manually from UNFCCC website,ENGO
429,Freedom from Debt Coalition Inc.,Non-governmental organizations,Constituency - Research and independent,Mr. Samuel Cesar Gamboa,Quezon City,Philippines,,RINGO
430,Freie Universität Berlin,Non-governmental organizations,Constituency - Research and independent,Mr. Stephan Pfahl,Berlin,Germany,,RINGO
431,Fridtjof Nansen Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Claes Ragner,Lysaker,Norway,,RINGO
432,Friedrich Schiller University Jena,Non-governmental organizations,Constituency - Research and independent,Mr. Martin Herold,Jena,Germany,,RINGO
433,Friedrich-Ebert-Stiftung e.V.,Non-governmental organizations,Constituency - Research and independent,Ms. Yvonne Blos,Berlin,Germany,,RINGO
434,Friends of Environment and Humanity Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Wisdom Tettey,Tema,Ghana,,ENGO
435,Friends of the Earth International,Non-governmental organizations,Constituency - Environmental CJN,Ms. Sara Shaw,Amsterdam,Netherlands,,ENGO
436,Friends World Committee for Consultation,Non-governmental organizations,Constituency - Research and independent,Ms. Lindsey Fielder Cook,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
437,Fundação Getúlio Vargas,Non-governmental organizations,Constituency - Research and independent,Mr. Mario Prestes Monzoni,Sao Paulo,Brazil,,RINGO
438,Fundación Ambiente y Recursos Naturales,Non-governmental organizations,Constituency - Environmental,Mr. Enrique Gabriel Maurtua Konstantinidis,Buenos Aires,Argentina,,ENGO
439,Fundación Amigos de la Naturaleza,Non-governmental organizations,Constituency - Research and independent,Ms. Natalia Valentina Calderón Angeleri,Santa Cruz,Bolivia (Plurinational State of),,RINGO
440,Fundación Argentina de Etoecología,Non-governmental organizations,Constituency - Environmental,Sra. Alcira Perlini Montiel,Buenos Aires,Argentina,,ENGO
441,Fundación Avina,Non-governmental organizations,Constituency - Environmental,Ms. Paula Ellinger da Fonseca,"Panama City,",Panama,,ENGO
442,Fundación Biosfera,Non-governmental organizations,Constituency - Environmental CAN,Mr. Horacio Pablo de Belaustegui,La Plata,Argentina,,ENGO
443,Fundación Bosques para la Conservación,Non-governmental organizations,Constituency - Environmental,Mr. Xavier Enrique Elizalde Romero,Quito,Ecuador,,ENGO
444,Fundación Cayetano Heredia,Non-governmental organizations,Constituency - Research and independent,Mr. Jahir Anicama Diaz,Lima,Peru,,RINGO
445,Fundación de Iniciativas de Cambio Climático,Non-governmental organizations,Constituency - Environmental CAN,Sra. Suyapa Concepción Zelaya Amaya,Tegucigalpa,Honduras,,ENGO
446,Fundación Defensores de la Naturaleza,Non-governmental organizations,Constituency - Environmental,Sr. Oscar Manuel Nuñez Saravia,Guatemala,Guatemala,,ENGO
447,"Fundación Desarrollo Sustentable, A.C.",Non-governmental organizations,Constituency - Research and independent,Mr. Jose Maria Valenzuela Robles Linares,México. D.F.,Mexico,,RINGO
448,Fundación Ecología y Desarrollo,Non-governmental organizations,Constituency - Environmental,Sra. Christina Monge Lasierra,Zaragoza,Spain,,ENGO
449,Fundación Futuro Latinoamericano,Non-governmental organizations,Constituency - Environmental,Ms. Lucia Gabriela Villamarin Jurado,Quito,Ecuador,,ENGO
450,Fundación Natura,Non-governmental organizations,Constituency - Environmental,Ms. Romina Paola Villegas,Santa Cruz de la Sierra,Bolivia (Plurinational State of),,ENGO
451,Fundación Natura Bolivia,Non-governmental organizations,Constituency - Environmental,Ms. Romina Paola Villegas,Santa Cruz de la Sierra,Bolivia (Plurinational State of),,ENGO
452,Fundación para la Promoción del Conocimiento Indígena,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Onel Masardule,Panamá,Panama,,IPO
453,Fundación Peruana para la Conservación de la Naturaleza,Non-governmental organizations,Constituency - Environmental,Ms. Elizabeth Peña Izquierdo,Lima,Peru,,ENGO
454,Fundación Privada Empresa & Clima,Non-governmental organizations,,Mr. Joan Planes Vila,Barcelona,Spain,completed manually,not yet affiliated/no data
455,"Fundación Sur Futuro, Inc.",Non-governmental organizations,Constituency - Environmental,Sr. Federico Alfredo Grullón de La Cruz,Santo Domingo,Dominican Republic,,ENGO
456,Fundación TierraVida,Non-governmental organizations,Constituency - Environmental,Ms. Marina Mansilla Hermann,Córdoba,Argentina,,ENGO
457,Gaia Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Milkyas Debebe Mogessie,Addis Ababa,Ethiopia,,BINGO
458,genderCC - women for climate justice e.V.,Non-governmental organizations,Constituency - Women and Gender,Ms. Gotelind Alber,Berlin,Germany,completed manually from UNFCCC website,Women and Gender
459,George Mason University,Non-governmental organizations,Constituency - Research and independent,Mr. Paul Schopf,Fairfax VA,United States of America,,RINGO
460,Georgetown University,Non-governmental organizations,Constituency - Research and independent,Ms. Joanna Lewis,Washington,United States of America,,RINGO
461,German Advisory Council on Global Change,Non-governmental organizations,Constituency - Research and independent,Ms. Astrid Schulz,Berlin,Germany,,RINGO
462,German Association of Energy and Water Industries,Non-governmental organizations,Constituency - Business and Industry,Mr. Tilman Schwencke,Berlin,Germany,,BINGO
463,German Committee for Disaster Reduction,Non-governmental organizations,Constituency - Research and independent,Ms. Sina Marx,Bonn,Germany,,RINGO
464,German Development Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Steffen Bauer,Bonn,Germany,,RINGO
465,German Emissions Trading Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Robert Tippmann,Berlin,Germany,,BINGO
466,German Marshall Fund of the United States,Non-governmental organizations,Constituency - Research and independent,Ms. Irene Garcia,Washington,United States of America,,RINGO
467,German NGO Forum on Environment and Development,Non-governmental organizations,Constituency - Environmental CAN,Ms. Ramona Bruck,Berlin,Germany,,ENGO
468,GERMANWATCH,Non-governmental organizations,Constituency - Environmental CAN,Ms. Katharina Anita Hierl,Bonn,Germany,completed manually from UNFCCC website,ENGO
469,Gherush92 Committee for Human Rights,Non-governmental organizations,Constituency - Research and independent,Ms. Valentina Jappelli,Rome,Italy,,RINGO
470,Global Alert for Defence of Youth and the Less Privileged,Non-governmental organizations,Constituency - Youth,Mr. Kennedy Christian Ezedinbu,Festac Town,Nigeria,,Youth
471,"Global Alliance for Incinerator Alternatives Philippines, Inc.",Non-governmental organizations,Constituency - Environmental CAN,Ms. Maria Elena Vilella Casaus,Quezon City,Philippines,,ENGO
472,Global Buildings Performance Network,Non-governmental organizations,Constituency - Research and independent,Ms. Claire Brule,Paris,France,,RINGO
473,Global Call for Climate Action,Non-governmental organizations,Constituency - Environmental,Ms. Karen Barkley,Montreal,Canada,,ENGO
474,Global Canopy Programme,Non-governmental organizations,,,Oxford,United Kingdom of Great Britain and Northern Ireland,completed manually,not yet affiliated/no data
475,Global Carbon Capture and Storage Institute Ltd,Non-governmental organizations,Constituency - Business and Industry,Ms. Eve Tamme,Canberra,Australia,,BINGO
476,Global Ecovillage Network,Non-governmental organizations,Constituency - Environmental,Ms. Anja Kosha Joubert,Forres,United Kingdom of Great Britain and Northern Ireland,,ENGO
477,Global Environment Centre,Non-governmental organizations,Constituency - Environmental CAN,Mr. Faizal Parish,Selangor,Malaysia,,ENGO
478,Global Environment Centre Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Osamu Bannai,Osaka,Japan,,RINGO
479,Global Environmental Institute,Non-governmental organizations,Constituency - Environmental,Ms. Lin Ji,Beijing,China,,ENGO
480,Global Footprint Network,Non-governmental organizations,Constituency - Environmental,Mr. Mathis Wackernagel,Oakland,United States of America,,ENGO
481,Global Forest Coalition,Non-governmental organizations,Constituency - Environmental,Ms. Aukje Simone Lovera-Bilderbeek,Amsterdam,Netherlands,,ENGO
482,Global Green Environmental Network,Non-governmental organizations,Constituency - Environmental,Mr. Kweku Amankwah,Tema,Ghana,,ENGO
483,Global Greens (Verts Mondiaux),Non-governmental organizations,Constituency - Environmental,Ms. Margaret Blakers,Brussels,Belgium,,ENGO
484,Global Industrial and Social Progress Research Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Daisuke Miki,Tokyo,Japan,,RINGO
485,"Global Justice Ecology Project, Inc.",Non-governmental organizations,Constituency - Environmental,Ms. Anne Petermann,Hinnesburg,United States of America,,ENGO
486,Global Justice Now,Non-governmental organizations,Constituency - Environmental CJN,Ms. Dorothy Grace Guerrero,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
487,Global Legislators Organisation for a Balanced Environment,Non-governmental organizations,Constituency - Environmental,Mr. Rafael Jiménez-Aybar,Brussels,Belgium,,ENGO
488,Global Marshall Plan Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Frithjof Michael Finkbeiner,Hamburg,Germany,,RINGO
489,Global Peace Initiative of Women,Non-governmental organizations,Constituency - Environmental,Ms. Marianne Marstrand,New York,United States of America,,ENGO
490,Global Public Policy Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Charlotte Streck,Berlin,Germany,,RINGO
491,Global Sustainable Electricity Partnership,Non-governmental organizations,Constituency - Business and Industry,Ms. Isabelle Mégré,Montreal,Canada,,BINGO
492,Global Village of Beijing,Non-governmental organizations,Constituency - Environmental CAN,Ms. Feng Wang,Beijing,China,,ENGO
493,Global Voices,Non-governmental organizations,Constituency - Youth,Ms. Alexandra Valerio,Victoria,Australia,,Youth
494,Global Wind Energy Council,Non-governmental organizations,Constituency - Business and Industry,Ms. Alyssa Anne Pek,Brussels,Belgium,,BINGO
495,Global Witness Limited,Non-governmental organizations,,Mr. Mike Davis,London,United Kingdom of Great Britain and Northern Ireland,completed manually,not yet affiliated/no data
496,GoodPlanet,Non-governmental organizations,Constituency - Environmental,Mr. Thierry Touchais,Paris,France,,ENGO
497,Gorakhpur Environmental Action Group,Non-governmental organizations,Constituency - Environmental CAN,Mr. Shiraz Akhtar Wajih,Gorakhpur,India,,ENGO
498,Gordon E. and Betty I. Moore Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Katherine Geesey,Palo Alto,United States of America,,ENGO
499,Green Asia Network,Non-governmental organizations,Constituency - Environmental,Mr. Jaekwang Ko,Seoul,Republic of Korea,,ENGO
500,Green Belt Movement,Non-governmental organizations,Constituency - Environmental CAN,Ms. Aisha Wanjiku Karanja,Nairobi,Kenya,,ENGO
501,Green Club,Non-governmental organizations,Constituency - Environmental,Mr. Joseph Lin,Vancouver,Canada,,ENGO
502,Green Cross International,Non-governmental organizations,Constituency - Environmental CAN,Mr. Liam Marcello Quaresimin,Santa Monica,United States of America,,ENGO
503,Green Economics Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Miriam Kennet,Reading,United Kingdom of Great Britain and Northern Ireland,,RINGO
504,Green European Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Ognjen Sobat,Luxembourg,Luxembourg,,RINGO
505,Green Institute Limited,Non-governmental organizations,Constituency - Environmental,Ms. Margaret Blakers,Hobart,Australia,,ENGO
506,Green Korea United,Non-governmental organizations,Constituency - Environmental,Mr. Seungmoon Kwon,Seoul,Republic of Korea,,ENGO
507,Greener Impact International,Non-governmental organizations,Constituency - Environmental,Mr. Gawusu-Toure Kassim,Accra,Ghana,,ENGO
508,Greenhouse Gas Management Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Molly White,Silver Spring,United States of America,,RINGO
509,Greenpeace International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Naomi Ursula Goodman,Amsterdam,Netherlands,,ENGO
510,Groupe d'études et de recherches sur les énergies renouvelables et l'environnement,Non-governmental organizations,Constituency - Environmental,Mr. Ahmed-Faouzi Senhaji,Rabat,Morocco,completed manually from UNFCCC website,ENGO
511,Groupe de recherche et d'echanges technologiques,Non-governmental organizations,Constituency - Environmental,Ms. Marie Bessières,Nogent-Sur-Marne,France,,ENGO
512,"Groupe Energies Renouvelables, Environnement et Solidarités",Non-governmental organizations,Constituency - Environmental,M. Saverio Ragazzi,Aubagne,France,completed manually from UNFCCC website,ENGO
513,Grupo GEA,Non-governmental organizations,Constituency - ENGO,Mr. Marcos Alegre,Lima,Peru,,ENGO
514,HACEY's Health Initiative,Non-governmental organizations,Constituency - Youth,Mr. Isaiah Oluwatobi Owolabi,Lagos,Nigeria,,Youth
515,Harvard University,Non-governmental organizations,Constituency - Research and independent,Mr. Robert Stowe,Cambridge,United States of America,,RINGO
516,HATOF Foundation,Non-governmental organizations,Constituency - Environmental CAN,Mr. Samuel Confidence Dotse,Tema,Ghana,,ENGO
517,Health and Environment Alliance,Non-governmental organizations,Constituency - Environmental,Ms. Lucy Mathieson,Brussels,Belgium,,ENGO
518,Health Care Without Harm,Non-governmental organizations,Constituency - Environmental CAN,Ms. Jennifer Wang,Reston,United States of America,,ENGO
519,HEDA Resource Centre,Non-governmental organizations,Constituency - Environmental,Mr. Sulaimon Olawale Arigbabu,Ikeya,Nigeria,,ENGO
520,Heinrich Böll Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Kristin Funke,Berlin,Germany,,ENGO
521,HELIO International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Christine Fiebig,Paris,France,,ENGO
522,Helvetas Swiss Intercooperation,Non-governmental organizations,Constituency - Environmental,Ms. Rupa Mukerji,Zuerich,Switzerland,,ENGO
523,Hong Kong Climate Change Forum,Non-governmental organizations,Constituency - Environmental,Ms. Gail Kendall,Hong Kong,China,,ENGO
524,Hong Kong People's Council for Sustainable Development Limited,Non-governmental organizations,Constituency - ENGO,Mr. Kwong Tak Albert Lai,Hong Kong,China,,ENGO
525,Huairou Commission Women Homes and Community,Non-governmental organizations,Constituency - Women and Gender,Ms. Suranjana Gupta,Brooklyn,United States of America,,Women and Gender
526,Humane Society International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Nicola Jane Beynon,Sydney,Australia,,ENGO
527,Ibon Foundation Inc.,Non-governmental organizations,,Ms. Jennifer del Rosario-Malonzo,Quezon City,Philippines,completed manually,not yet affiliated/no data
528,ICLEI-Local Governments for Sustainability,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Yunus Arikan,Bonn,Germany,,LGMA
529,Imperial College London,Non-governmental organizations,Constituency - Research and independent,Ms. Alyssa Gilbert,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
530,Indian Youth Climate Network,Non-governmental organizations,Constituency - Environmental CAN,Mr. Reva Prakash,New Delhi,India,,ENGO
531,Indigenous Education Network of Turtle Island,Non-governmental organizations,,,Bemidji,United States of America,completed manually,not yet affiliated/no data
532,Indigenous People of Africa Coordinating Committee,Non-governmental organizations,Constituency - Indigenous peoples,Ms. Mala Mareacheallee,Cape Town,South Africa,,IPO
533,Indigo Development and Change,Non-governmental organizations,Constituency - Research and independent,Ms. Bettina Koelle,Nieuwoudtville,South Africa,,RINGO
534,Industrial Technology Research Institute,Non-governmental organizations,Constituency - Research and independent,Mr. Chen-An Lien,Hsinchu,China,,RINGO
535,IndustriALL Global Union,Non-governmental organizations,Constituency - Trade Unions,Mr. Brian Kohler,Geneva,Switzerland,,TUNGO
536,IndyACT-The League of Independent Activists,Non-governmental organizations,Constituency - Environmental CAN,Ms. Safa Mustafa Mohammad,Beirut,Lebanon,,ENGO
537,Ingénieurs sans frontières ISF,Non-governmental organizations,,,Paris,France,completed manually,not yet affiliated/no data
538,Initiative Développement,Non-governmental organizations,Constituency - Environmental,Mr. Mathieu Le Gagneux,Poitiers,France,,ENGO
539,Innovation Center for Energy and Transportation,Non-governmental organizations,Constituency - Environmental,Ms. Lucia Green-Weiskel,Pasadena,China,,ENGO
540,Institut de recherche sur l'environnement,Non-governmental organizations,Constituency - Environmental,M. Christian Guerraz,La Roche sur Foron,France,,ENGO
541,Institut du Développement Durable et des Relations Internationales,Non-governmental organizations,Constituency - Research and independent,Mme Lola Vallejo,Paris,France,,RINGO
542,Institut français des formateurs risques majeurs et protection de l'environnement,Non-governmental organizations,,Ms. Sylvette Pierron,Paris,France,completed manually,not yet affiliated/no data
543,Institut national de la recherche agronomique,Non-governmental organizations,,Mr. Philippe Mauguin,Paris,France,completed manually,not yet affiliated/no data
544,Institut Veolia,Non-governmental organizations,Constituency - Environmental,Mme Lorraine de Jerphanion,Aubervilliers,France,,ENGO
545,Institute ECOAR for Citizenship,Non-governmental organizations,Constituency - Environmental,Ms. Miriam Duailibi,Sao Paulo,Brazil,,ENGO
546,Institute for Advanced Sustainability Studies,Non-governmental organizations,Constituency - Research and independent,Ms. Kathleen Anne Mar,Potsdam,Germany,,RINGO
547,Institute for Agricultural and Forest Management and Certification,Non-governmental organizations,Constituency - Environmental,Ms. Marina Piatto,Piracicaba,Brazil,,ENGO
548,Institute for Agriculture and Trade Policy,Non-governmental organizations,Constituency - Environmental,Ms. Shefali Sharma,Minneapolis,United States of America,,ENGO
549,Institute for Conservation and Sustainable Development of Amazonas,Non-governmental organizations,Constituency - Environmental,Ms. Fernanda Peixoto Barbosa,Manaus,Brazil,,ENGO
550,Institute for Environment and Development Sustainability,Non-governmental organizations,Constituency - Environmental,Ms. Abela Gloria Mutabiilwa,Dar Es Salaam,United Republic of Tanzania,,ENGO
551,Institute for Environmental Security,Non-governmental organizations,Constituency - Environmental,Mr. Ronald Kingham,The Hague,Netherlands,,ENGO
552,Institute for Global Environmental Strategies,Non-governmental organizations,Constituency - Research and independent,Mr. Kentaro Tamura,Kanagawa,Japan,,RINGO
553,Institute for Governance and Sustainable Development,Non-governmental organizations,Constituency - Environmental,Ms. Trina Chiemi Thorbjornsen,Washington,United States of America,,ENGO
554,Institute for Policy Studies,Non-governmental organizations,Constituency - Environmental CAN,Mr. Oscar Reyes,Washington,United States of America,,ENGO
555,Institute for Public Policy Research,Non-governmental organizations,Constituency - Environmental,Mr. Luke Murphy,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
556,Institute for Social and Environmental Transition,Non-governmental organizations,Constituency - Research and independent,Mr. Kenneth MacClune,Boulder,United States of America,,RINGO
557,Institute for Sustainable Energy Policies,Non-governmental organizations,Constituency - Environmental CAN,Mr. Tetsunari Iida,Tokyo,Japan,,ENGO
558,Institute for Transportation and Development Policy,Non-governmental organizations,Constituency - Research and independent,Mr. Ramon Javier Cruz-Diaz,New York,United States of America,,RINGO
559,Institute of Development Studies,Non-governmental organizations,Constituency - Research and independent,Ms. Rosalind Price,Brighton,United Kingdom of Great Britain and Northern Ireland,,RINGO
560,"Institute of Energy Economics, Japan",Non-governmental organizations,Constituency - ENGO,Mr. Takahiko Tagami,Tokyo,Japan,,ENGO
561,Institutional Investors Group on Climate Change Ltd.,Non-governmental organizations,Constituency - Business and Industry,Ms. Evagelia Emelia Holdaway,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
562,Instituto de Ecología y Antropología de Acción,Non-governmental organizations,Constituency - Environmental,Ms. Elke Falley-Rothkopf,Cologne,Germany,,ENGO
563,Instituto Educacional Franklin Delano Roosevelt,Non-governmental organizations,Constituency - Youth,Ms. Allana Rumble,Lima,Peru,,Youth
564,Instituto Ethos de Empresas e Responsabilidade Social,Non-governmental organizations,Constituency - ENGO,Ms. Flavia Anguiano Resende,Sao Paulo,Brazil,,ENGO
565,Instituto Torcuato Di Tella,Non-governmental organizations,Constituency - Research and independent,Sr. Daniel Perczyk,Buenos Aires,Argentina,,RINGO
566,Interchurch Organization for Development Cooperation,Non-governmental organizations,Constituency - Environmental,Ms. Regnera Catharina van der Geest,Utrecht,Netherlands,,ENGO
567,InterEnvironment Institute,Non-governmental organizations,Constituency - Environmental,Mr. Thaddeus Trzyna,Sacramento,United States of America,,ENGO
568,International Air Transport Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Michel Adam,Montreal,Canada,,BINGO
569,International Alliance of Indigenous and Tribal Peoples of the Tropical Forests,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Estebancio Castro Diaz,Panama,Panama,,IPO
570,International Association for the Advancement of Innovative Approaches to Global Challenges,Non-governmental organizations,Constituency - Youth,Mr. Miroslav Polzer,Klagenfurt,Austria,,Youth
571,International Association of Public Transport,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mr. Philip Turner,Brussels,Belgium,,LGMA
572,International Association of Schools of Social Work,Non-governmental organizations,Constituency - Research and independent,Ms. Lena Dominelli,Hong Kong,China,,RINGO
573,International Center for Environmental Technology Transfer,Non-governmental organizations,Constituency - Environmental,Mr. Taiki Kuroda,Yokkaichi,Japan,,ENGO
574,International Centre for Trade and Sustainable Development,Non-governmental organizations,,Mr. Ricardo Melendez-Ortiz,Geneva,Switzerland,completed manually,not yet affiliated/no data
575,International Chamber of Commerce,Non-governmental organizations,Constituency - Business and Industry,Ms. Majda Dabaghi,Paris,France,,BINGO
576,International Chamber of Shipping,Non-governmental organizations,Constituency - Business and Industry,Mr. Simon Bennett,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
577,International Climate Change Partnership,Non-governmental organizations,Constituency - Environmental,Mr. Kevin Fay,Arlington,United States of America,,ENGO
578,International Coastal and Ocean Organization,Non-governmental organizations,Constituency - Environmental,Ms. Vanessa Knecht,Washington DC,United States of America,,ENGO
579,International Council for Mining and Metals,Non-governmental organizations,Constituency - Business and Industry,Ms. Meera Thankey,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
580,International Council for Science,Non-governmental organizations,,Mr. Gordon McBean,Paris,France,completed manually,not yet affiliated/no data
581,International Council for Sustainable Energy,Non-governmental organizations,Constituency - Business and Industry,Ms. Laura Tierney,Washington DC,United States of America,,BINGO
582,International Council of Chemical Associations,Non-governmental organizations,Constituency - Business and Industry2,Ms. Touria Lakchiri,Brussels,Belgium,,BINGO
583,International Court for the Environment Coalition,Non-governmental organizations,Constituency - Environmental,Mr. Stephen Alexander Hockman,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
584,International Cryosphere Climate Initiative,Non-governmental organizations,Constituency - Research and independent,Ms. Pamela Jean Pearson,Charlotte,United States of America,,RINGO
585,International Dairy Federation,Non-governmental organizations,Constituency - Business and Industry,Ms. Caroline Emond,Brussels,Belgium,,BINGO
586,International Development Research Centre,Non-governmental organizations,Constituency - Research and independent,Ms. Marie-Eve Landry,"Ottawa, ON",Canada,,RINGO
587,International Emissions Trading Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Stephanie Olegario,Geneva,Switzerland,,BINGO
588,International Environmental Communication Association,Non-governmental organizations,Constituency - Research and independent,Mr. Mark S. Meisner,Cincinnati,United States of America,,RINGO
589,International Federation of Industrial Energy Consumers,Non-governmental organizations,Constituency - Business and Industry,Mr. Paul Cicio,Basel,Switzerland,,BINGO
590,International Federation of Liberal Youth,Non-governmental organizations,Constituency - Youth,Mr. Sven Gerst,London,United Kingdom of Great Britain and Northern Ireland,,Youth
591,International Federation of Medical Students' Associations,Non-governmental organizations,Constituency - Youth,Mr. Skander Essafi,Amsterdam,Netherlands,,Youth
592,International Federation of Organic Agriculture Movements,Non-governmental organizations,Constituency - Farmers,Mr. Gabor Figeczky,Bonn,Germany,,Farmers
593,International Fertilizer Industry Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Margot Rose Clifford,Paris,France,completed manually from UNFCCC website,BINGO
594,International Food Policy Research Institute,Non-governmental organizations,Constituency - Farmers,Ms. Liangzhi You,Washington,United States of America,,Farmers
595,International Forestry Students' Association,Non-governmental organizations,Constituency - Youth,Ms. Aditi Mishra,Freiburg,Germany,,Youth
596,International Forum on Globalization Inc.,Non-governmental organizations,Constituency - Environmental CJN,Mr. Victor Menotti,San Francisco,United States of America,,ENGO
597,International Foundation for African Children,Non-governmental organizations,Constituency - Youth,Mr. Michael Ikechukwu Nwafejoku,Lagos,Nigeria,,Youth
598,International Fund for Animal Welfare Inc.,Non-governmental organizations,Constituency - Environmental CAN,Mr. Matthew Collis,Yarmouth Port,United States of America,,ENGO
599,International Gas Union,Non-governmental organizations,Constituency - Business and Industry,Mr. Luis Calvo,Barcelona,Spain,,BINGO
