,organization,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,most_prevalent_topic,entity_type,coordinator,city,country,constituency,const
658,Keio University,4.588898264046293e-06,1.127282189372636e-06,1.1504473604873056e-06,0.0145755233243107,8.772131877776701e-06,1.659394115449686e-06,2.3794620574335568e-05,5.302333738654852e-05,0.8043683767318726,0.0043882066383957,2.5305385861429382e-05,4.716920557257254e-06,0.0025364374741911,0.0522441081702709,0.0409652255475521,0.0279362611472606,1.1181621175637702e-06,0.0528605990111827,9,Non-governmental organizations,Mr. Wanglin Yan,Tokyo,Japan,Constituency - Research and independent,RINGO
659,Kejibaus Youth Development Initiative,7.429188372043427e-06,1.8250113953399705e-06,1.862514523054415e-06,0.0375393293797969,0.0092384237796068,2.686472953428165e-06,0.0189249888062477,8.571920625399798e-05,0.0063442410901188,0.2484391331672668,0.0555033572018146,7.636449481651653e-06,0.0261005386710166,0.4462155103683471,0.0966790840029716,0.0405422933399677,1.810246430977713e-06,0.0143640777096152,14,Non-governmental organizations,Mr. Aderemi Austino Adetoro,Akure,Nigeria,Constituency - Youth,Youth
660,Keren Kayemet LeIsrael/The Jewish National Fund,4.08434016208048e-06,1.0033353419203197e-06,1.0239533594358363e-06,0.3390607535839081,7.807618203514721e-06,1.476940383327019e-06,0.1399260908365249,0.0116371465846896,0.0117111057043075,0.0429027192294597,0.0424831137061119,4.19828575104475e-06,0.0804907754063606,0.2948600649833679,0.0036008537281304,0.0332850702106952,9.952179880201584e-07,2.1778558220830743e-05,4,Non-governmental organizations,Ms. Karine Michelle Bolton,Jerusalem,Israel,Constituency - Environmental,ENGO
661,KfW,2.009698437177576e-05,4.9369091357220896e-06,5.038360086473404e-06,0.0926925837993621,3.841736543108709e-05,7.267281944223214e-06,0.0001042618823703,0.0963688865303993,0.007862389087677,0.0415880791842937,0.000110835149826,2.0657655113609508e-05,0.2869965434074402,0.0144073637202382,0.0087086362764239,0.0847791656851768,4.89696776639903e-06,0.3662799000740051,18,Non-governmental organizations,Mr. Peter Hilliges,Frankfurt am Main,Germany,Constituency - Business and Industry,BINGO
662,Khazer Ecological and Cultural NGO,1.1642212484730408e-05,2.859958613044e-06,2.9187294785515405e-06,0.0002047811140073,2.2255237126955763e-05,4.209946837363532e-06,6.037354614818469e-05,0.0002103071019519,0.0073985909111797,0.2133283764123916,6.419685814762488e-05,1.1967009413638152e-05,0.1437601745128631,0.1233296394348144,0.303197294473648,0.2083255052566528,2.836820613083546e-06,6.207410478964448e-05,15,Non-governmental organizations,Ms. Amalia Hambartsumyan,Yerevan,Armenia,Constituency - Environmental CAN,ENGO
663,Kiko Network,8.1759853856056e-06,2.0084653442609124e-06,2.049738213827368e-06,0.0887999534606933,1.5629202607669868e-05,2.9565226213890128e-06,4.239303962094709e-05,0.1985614597797393,0.0063447328284382,0.013146799057722,0.0109591158106923,8.404080290347338e-06,0.0081406086683273,0.4000171422958374,0.0970348864793777,0.0300818644464015,1.992216084545362e-06,0.1468297839164734,14,Non-governmental organizations,Mr. Kenro Taura,Kyoto,Japan,Constituency - Environmental CAN,ENGO
664,KinderEnergy INC.,1.349595459032571e-05,3.3153380627481965e-06,3.3834667192422785e-06,0.005222565960139,2.579884676379152e-05,4.880279448116198e-06,6.998101889621466e-05,0.0067808865569531,0.0993345826864242,0.0503938347101211,7.44370772736147e-05,0.0072732442058622,0.0097467536106705,0.7918440103530884,0.0004315105616115,0.0256283972412347,3.288515927124536e-06,0.003145630704239,14,Non-governmental organizations,Ms. Elisabeth Anne Delgado,Los Angeles,United States of America,Constituency - Environmental,ENGO
665,King Abdullah Petroleum Studies and Research Center,4.676946900872281e-06,1.148911678683362e-06,1.1725212516466854e-06,0.062517449259758,0.0031362939625978,1.691233251222002e-06,0.0012089712545275,0.3279561996459961,0.0692633762955665,0.004649500362575,0.0335221551358699,0.0017102210549637,0.0001081225564121,0.1282325536012649,0.2714589834213257,0.0951367616653442,1.1396166428312426e-06,0.0010895878076553,8,Non-governmental organizations,Mr. Mohamad Issa Hejazi,Riyadh,Saudi Arabia,Constituency - Research and independent,RINGO
666,"King’s College, School of Law",8.075796358752996e-06,1.983853508136235e-06,2.024620698648505e-06,0.4762697219848633,1.5437681213370524e-05,2.920293354691239e-06,0.000473729771329,9.25478816498071e-05,0.3698760569095611,8.400734077440575e-05,0.0130858467891812,8.301096386276186e-06,0.0938079804182052,0.0030097067356109,0.0001719298306852,0.0430447347462177,1.967803427760373e-06,4.306145638111048e-05,4,Non-governmental organizations,Ms. Megan Bowman,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Research and independent,RINGO
667,Konrad-Adenauer-Foundation,1.048778540280182e-05,2.5763686153368326e-06,2.6293116661690874e-06,0.3756997883319855,0.028348684310913,3.7924937714706175e-06,5.438191146822646e-05,0.0093638310208916,0.0268636271357536,0.0212821140885353,5.783402957604267e-05,1.078037530533038e-05,0.3606858849525451,0.006093424744904,0.0265196673572063,0.1449420005083084,2.555525043135276e-06,5.592488378169946e-05,4,Non-governmental organizations,Mr. Jasper Eitze,Berlin,Germany,Constituency - Research and independent,RINGO
668,Korea Chamber of Commerce and Industry,1.7143061995739117e-05,4.211265604681103e-06,4.2978049350494985e-06,0.0003215556789655,3.277065479778685e-05,6.199112249305472e-06,0.0044188383035361,0.0001988534640986,0.0033489405177533,0.0001775892887962,0.0510493852198123,1.762132342264522e-05,0.216321587562561,0.123242549598217,0.2081521451473236,0.0282049570232629,4.177195023657987e-06,0.364477127790451,18,Non-governmental organizations,Mr. Hyun Kim,Seoul,Republic of Korea,Constituency - Business and Industry,BINGO
669,Korea Institute of Civil Engineering and Building Technology,0.0011141998693346,9.237069775736018e-07,9.426887004337914e-07,6.981788465054706e-05,7.187977189460071e-06,0.0175765361636877,0.0088262418285012,0.1400093734264373,0.2505930066108703,0.002107793232426,0.0614958554506301,3.865094640786992e-06,8.002614049473777e-05,0.0789109021425247,0.2385525852441787,0.1691427677869796,9.162338869828092e-07,0.0315070934593677,9,Non-governmental organizations,Ms. Youngsun Kim,Goyang,Republic of Korea,Constituency - Research and independent,RINGO
670,Korean Business Council for Sustainable Development,9.22753861232195e-06,2.2667836674372666e-06,2.313365030204295e-06,0.0001752258540363,0.0025638868100941,3.3367753076163358e-06,4.784937846125104e-05,0.0074038263410329,0.0002162104356102,0.0301792472600936,0.0329594574868679,0.1895456910133361,0.0554716028273105,0.098088689148426,0.4357838332653045,0.0252184346318244,2.248444616270717e-06,0.1223266422748565,15,Non-governmental organizations,Ms. Chai-un Hahn,Seoul,Republic of Korea,Constituency - Business and Industry,BINGO
671,"Krasnoyarsk Regional Public Ecological Movement ""Friends of the Siberian Forests""",1.717314080451615e-05,4.218654339638306e-06,4.305346010369249e-06,0.0105092953890562,3.282815305283293e-05,6.209989351191325e-06,0.0585515983402729,0.0162638686597347,0.0101668704301118,0.4093422293663025,9.470430086366832e-05,0.00105077016633,0.0892201960086822,0.1783454716205597,0.0574785880744457,0.1688159555196762,4.184524186712224e-06,9.156646410701796e-05,10,Non-governmental organizations,Mr. Andrey Laletin,Krasnoyarsk,Russian Federation,Constituency - Environmental,ENGO
672,Kyoto Club,4.946313310938422e-06,1.2150826478318777e-06,1.2400520290611894e-06,0.6367748379707336,0.0014888991136103,1.788639110600343e-06,2.5649826056906026e-05,0.0598224401473999,0.1172781810164451,0.0032100370153784,2.7277466870145872e-05,5.084306394564919e-06,0.000103368271084,0.0929977297782898,0.0155726866796612,0.0647141635417938,1.2052522606609273e-06,0.0079692276194691,4,Non-governmental organizations,Mr. Sergio Andreis,Roma,Italy,Constituency - Business and Industry,BINGO
673,"Kyoto University, Institute of Economic Research",4.950998118147254e-06,1.2162334996901336e-06,1.2412265277816914e-06,0.0012813924113288,9.464321010455023e-06,1.7903331581692328e-06,2.567462070146576e-05,0.0373797416687011,0.4054036140441894,5.162709203432314e-05,2.7302296075504277e-05,5.089122169010807e-06,0.000521627953276,0.1131833866238594,0.0752496048808097,0.1255780905485153,1.20639379019849e-06,0.2412729561328888,9,Non-governmental organizations,Mr. Haruo Imai,Kyoto,Japan,Constituency - Research and independent,RINGO
674,LAYA,9.404247066413518e-06,2.310192712684511e-06,2.357666062380304e-06,0.1035785004496574,1.7977143215830438e-05,0.004084097687155,4.876048478763551e-05,0.000109421009256,0.1248472332954406,9.7161864687223e-05,5.185408372199163e-05,9.666608093539251e-06,0.1012803390622139,0.5210826396942139,0.0001866027305368,0.0288423765450716,2.291502596563077e-06,0.1157470270991325,14,Non-governmental organizations,Ms. Nafisa Goga Dsouza,"Visakhapatnam, Andhra Pradesh",India,Constituency - Environmental,ENGO
675,LIFE e.V.,4.8759084165794775e-06,1.1977873555224503e-06,1.2224013516970444e-06,0.1557109951972961,0.0011992618674412,1.7631798527872888e-06,2.5283963623223823e-05,0.4906466901302337,0.0121478633955121,5.050930121797137e-05,2.68854546447983e-05,5.011937446397496e-06,0.000101104764326,0.3039062023162842,9.684060933068396e-05,0.0360470935702323,1.1880969168487354e-06,2.599741128506139e-05,8,Non-governmental organizations,Ms. Nanna Birk,Berlin,Germany,Constituency - Women and Gender,Women and Gender
676,LINGO e.V.,5.403809154813644e-06,1.3274684533826075e-06,1.354747382720234e-06,0.1491370052099228,1.032991349347867e-05,1.954074377863435e-06,0.0008493468048982,0.6680856943130493,0.0025564797688275,5.6166394642787054e-05,0.0020783983636647,5.554565632337472e-06,0.0001145741625805,0.1579146385192871,0.0001127790746977,0.0190388709306716,1.3167287988835596e-06,2.8811355150537565e-05,8,Non-governmental organizations,Mr. Kjell Kühne,Radebeul,Germany,Constituency - Environmental,ENGO
677,Leaders Club,6.568028766196221e-06,1.6134639508891269e-06,1.6466198076159344e-06,0.2022872120141983,1.25554342957912e-05,2.3750685613777023e-06,3.405547977308743e-05,0.1102675348520279,0.2569270133972168,6.784650759072974e-05,0.0127730602398514,6.751264663762413e-06,0.005057951901108,0.3123228847980499,0.0001324012700933,0.0149206696078181,1.600410428181931e-06,0.0851762816309928,14,Non-governmental organizations,Mr. Younes Karrouk,Tanger,Morocco,Constituency - Youth,Youth
678,Leadership for Environment and Development International,2.854616468539461e-05,7.0124856392794754e-06,7.156588708312484e-06,0.0085972556844353,0.0067555191926658,1.0322594789613504e-05,0.2138801217079162,0.0003303640987724,0.0006200743373483,0.0125667434185743,0.0001574185444042,2.934255098807625e-05,0.0331998951733112,0.3483788967132568,0.3746120929718017,0.0006601058412343,6.955752269277582e-06,0.0001522190577816,15,Non-governmental organizations,Mr. Hugh Maynard,"Epsom, Surrey",United Kingdom of Great Britain and Northern Ireland,Constituency - Environmental,ENGO
679,League of Arab States,4.218747108097887e-06,1.0363530691392953e-06,1.0576495697023347e-06,0.3293930292129516,8.064551366260275e-06,1.5255435528160888e-06,0.0014252790715545,0.0023305327631533,0.0181466229259967,0.0636477991938591,0.2825554609298706,0.0018034676322713,0.1625477820634842,0.0359500721096992,9.029471402755009e-05,0.1020702347159385,1.0279685511704884e-06,2.24932828132296e-05,4,Intergovernmental organizations,Ms. Fatma El-Mallah,Cairo,Egypt,,not yet affiliated/no data
680,League of Women Voters of the United States,0.0010366692440584,1.6358695802409784e-06,1.6694858686605585e-06,0.3689402639865875,1.2729787158605175e-05,2.4080502498691203e-06,3.45281332556624e-05,0.0012886247131973,0.0835211649537086,0.076074905693531,0.0004441253840923,6.845017651357921e-06,0.2172967493534088,0.2508592009544372,0.0001372716214973,0.0003040806332137,1.6226348407144542e-06,3.55075862898957e-05,4,Non-governmental organizations,Ms. Robin Tokmakian,Washington,United States of America,Constituency - Environmental,ENGO
681,Legal Response Initiative,5.216043973632623e-06,1.281343202208518e-06,1.3076742106932215e-06,0.0373692773282527,0.066788338124752,1.886176505649928e-06,2.704541293496732e-05,0.0054472973570227,0.022160205990076,0.0789090096950531,0.0253834668546915,0.0003742452827282,0.0560378395020961,0.3622244596481323,0.3216317892074585,0.0204387679696083,1.2709766679108725e-06,0.0031973142176866,14,Non-governmental organizations,Ms. Pascale Evelyn Bird,,United Kingdom of Great Britain and Northern Ireland,Constituency - Environmental CAN,ENGO
682,Legambiente - League of Environment,5.92699052504031e-06,1.4559901728716795e-06,1.485910047449579e-06,0.0956681668758392,0.0008425730047747,2.1432622361317044e-06,0.0042692236602306,0.0652801916003227,0.01570357196033,0.0478864908218383,0.0015122778713703,6.092343028285541e-06,0.1261808723211288,0.4031048417091369,0.0335990749299526,0.2059025466442108,1.4442107385548295e-06,3.160248525091447e-05,14,Non-governmental organizations,Mr. Maurizio Gubbiotti,Rome,Italy,Constituency - Environmental CJN,ENGO
683,Libyan Wildlife Trust,5.300070824887371e-06,1.3019846392126055e-06,1.3287398132888484e-06,0.1725055128335952,0.001115704071708,1.9165615867677843e-06,0.043401226401329,0.000403140526032,0.05617381259799,0.0255176946520805,0.0717429146170616,5.447933290270157e-06,0.0089466143399477,0.4482304453849792,0.0001129340162151,0.171805128455162,1.2914512126371849e-06,2.82597029581666e-05,14,Non-governmental organizations,Mr. Abdalnaser Bennayel,Tripoli,Libya,Constituency - Environmental,ENGO
684,Libélula Instituto para el Cambio Global,0.0218583382666111,3.573359435904422e-06,3.646790219136165e-06,0.0002596457197796,2.78066818282241e-05,5.260094894765643e-06,7.543379615526646e-05,0.0001781055325409,0.0028682064730674,0.2309568673372268,0.0862882807850837,1.495211381552508e-05,0.0003089030797127,0.2098141461610794,0.3513680398464203,0.095887653529644,3.5444497825665167e-06,7.756609556963667e-05,15,Non-governmental organizations,Ms. Maite Cigarán,Lima,Peru,Constituency - Environmental,ENGO
685,Life and Environment,5.042518296249909e-06,1.2387158676574472e-06,1.2641709190575057e-06,0.0137371886521577,9.639271411288064e-06,1.823427851377346e-06,0.0029248448554426,0.0466064140200614,0.2112671732902526,0.0254369191825389,2.780695831461344e-05,5.18319575348869e-06,0.0044933031313121,0.3066813051700592,0.2535326182842254,0.1352401375770568,1.228694259225449e-06,2.688801578187849e-05,14,Non-governmental organizations,Ms. Ifat Zur,Tel Aviv,Israel,Constituency - Environmental,ENGO
686,Lombardy Foundation for the Environment / Fondazione Lombardia per l’Ambiente,4.869937765761279e-05,1.196320681629004e-05,1.2209045962663367e-05,0.0008555347449146,9.30936585064046e-05,1.7610209397389553e-05,0.0002525153395254,0.0005630229716189,0.058593064546585,0.0606592819094657,0.0002685213112272,5.005800267099403e-05,0.0010630275355651,0.1097275838255882,0.1603661775588989,0.607146143913269,1.186642111861147e-05,0.0002596503181848,16,Non-governmental organizations,Ms. Mita Laura Lapi,Milan,Italy,Constituency - Research and independent,RINGO
687,London School of Economics and Political Science,1.3854690223524813e-05,3.403462869755458e-06,3.4734025575744454e-06,0.2943717539310455,2.6484605768928304e-05,5.010002041672124e-06,7.18379087629728e-05,0.0001627422170713,0.2162012904882431,0.0001442210777895,0.0471675395965576,1.424121091986308e-05,0.3609722852706909,0.0092569999396801,0.0024822370614856,0.0539321862161159,3.3759276902856072e-06,0.0151670286431908,13,Non-governmental organizations,Mr. Tim Forsyth,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Research and independent,RINGO
688,Lund University,2.940570766440942e-06,7.223636089292995e-07,7.372078130174486e-07,0.1101601496338844,5.621191121463198e-06,1.0633414149197051e-06,0.0024007654283195,0.0098151136189699,0.6413427591323853,0.0047501143999397,1.621607043489348e-05,3.0226074159145355e-06,0.1405606865882873,0.0099613294005393,0.0185810402035713,0.0623812824487686,7.165194233493821e-07,1.5680052456445992e-05,9,Non-governmental organizations,Mr. Roger Hildingsson,Lund,Sweden,Constituency - Research and independent,RINGO
689,Lutheran World Federation,0.0004935042234137,9.111559506891354e-07,9.298797749579536e-07,0.1931889951229095,7.090309281920781e-06,1.3412495718512218e-06,1.923373019963037e-05,4.254437953932211e-05,0.0278495121747255,0.0670811384916305,0.0441066399216651,3.812576778727816e-06,0.4862176477909088,0.0143399592489004,0.0393930599093437,0.1223787292838096,9.03784382444428e-07,0.0048740282654762,13,Non-governmental organizations,Ms. Elena Cedillo Vargas,Geneva 2,Switzerland,Constituency - Research and independent,RINGO
690,"MISEREOR, German Catholic Bishops’ Organisation for Development Cooperation",6.7749501795333344e-06,1.6642950413370272e-06,1.698495566415659e-06,0.0072163147851824,1.295098536502337e-05,2.4498933726135874e-06,0.0228753834962844,7.813677075318992e-05,0.014590410515666,0.2529870271682739,0.0525469258427619,6.96395909471903e-06,0.1507145762443542,0.3379052877426147,0.1385922729969024,0.0123966000974178,1.6508303133377922e-06,0.010062868706882,14,Non-governmental organizations,Ms. Anika Schroeder,Aachen,Germany,Constituency - Environmental CAN,ENGO
691,"Margaret Pyke Trust, with the Population & Sustainability Network",6.940291314094793e-06,1.7049118241629913e-06,1.7399469243173371e-06,0.0467582754790782,1.3267051144794095e-05,2.509682644813438e-06,3.598905459512025e-05,7.978957728482783e-05,0.0488420575857162,0.1641644984483719,0.0223394520580768,7.133913186407881e-06,0.0375411622226238,0.5276122689247131,0.1478824466466903,0.0046721003018319,1.6911185412027407e-06,3.700534580275416e-05,14,Non-governmental organizations,Mr. David Allan Johnson,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Women and Gender,Women and Gender
692,Marmara University,3.918132733815583e-06,9.625058510209783e-07,9.822848596741096e-07,0.0760178416967392,7.48989714338677e-06,1.4168382449497583e-06,2.031683834502473e-05,0.0038553506601601,0.661453366279602,0.0141711654141545,2.160702752007637e-05,4.027441718790215e-06,0.0143534988164901,0.0050178868696093,0.0053659351542592,0.2106832414865493,9.547188710712362e-07,0.0090200509876012,9,Non-governmental organizations,Ms. Semra Cerit Mazlum,Istanbul,Turkey,Constituency - Research and independent,RINGO
693,Maryknoll Fathers and Brothers,0.1920425742864608,1.7576728623680538e-06,1.7937921938937509e-06,0.4377968609333038,1.367761979054194e-05,2.5873484901239863e-06,3.709818702191114e-05,8.407622226513922e-05,0.0371997468173503,0.006204224191606,0.0355752669274807,7.354682566074189e-06,0.0884335562586784,0.1449021697044372,0.000145804558997,0.0575115047395229,1.7434526853321586e-06,3.815003947238438e-05,4,Non-governmental organizations,Mr. John Tivnan Brinkman,Maryknoll,United States of America,Constituency - Research and independent,RINGO
694,Maryknoll Sisters of Saint Dominic Inc.,2.312209289812017e-05,5.680039521394065e-06,5.796761797682848e-06,0.4337581694126129,4.420015829964541e-05,8.361193067685235e-06,0.0064824246801435,0.0002616951824165,0.1337717920541763,0.0532982982695102,0.000127524806885,0.0150509979575872,0.2758834660053253,0.0235526151955127,0.0004410844994708,0.0571558624505996,5.634085937344935e-06,0.0001232712675118,4,Non-governmental organizations,Ms. Marvelous Lomerio Misolas,Maryknoll,United States of America,Constituency - Environmental,ENGO
695,Massachusetts Institute of Technology,3.435582357269596e-06,8.439652674496756e-07,8.613083650743647e-07,0.089901715517044,6.567454420292052e-06,1.24234281884128e-06,0.0016390675446018,0.0640532448887825,0.4879563152790069,3.5627777833724394e-05,1.8948279830510728e-05,3.5314290016685845e-06,0.0004483646189328,0.3301358520984649,0.0001637529348954,0.025611437857151,8.371373496629531e-07,1.831917143135797e-05,9,Non-governmental organizations,Mr. John Sterman,Cambridge,United States of America,Constituency - Research and independent,RINGO
696,Max Planck Society for the Advancement of Science e.V.,6.540728918480454e-06,1.6067575643319287e-06,1.6397756326114177e-06,0.0003236408228985,0.0018219128251075,0.0003721181128639,0.00322045548819,0.0131147317588329,0.6414408683776855,6.767452578060329e-05,3.6065928725292906e-05,6.723203114233911e-06,0.1634870916604995,0.0671979710459709,0.000137382390676,0.1087271347641944,1.5937583839331635e-06,3.4875549317803234e-05,9,Non-governmental organizations,Mr. Thomas Matthew Smith Sparks,München,Germany,Constituency - Research and independent,RINGO
697,McGill University,8.188605534087401e-06,2.011565356951905e-06,2.0529021185211604e-06,0.120280310511589,1.5653326045139693e-05,2.961086238428834e-06,4.245857417117804e-05,9.546564251650123e-05,0.7223461866378784,0.0042612543329596,4.515599721344188e-05,8.417053322773427e-06,0.000176773261046,0.1075135692954063,0.0001742791791912,0.0402634292840957,1.9952913135057315e-06,0.0047597992233932,9,Non-governmental organizations,Ms. Renée Sieber,Montréal,Canada,Constituency - Research and independent,RINGO
698,Mediators Beyond Borders International,7.441376510541886e-05,1.828005406423472e-05,1.8655700841918588e-05,0.0202818270772695,0.0001422492350684,2.690880137379281e-05,0.0003859015414491,0.0456302054226398,0.0213096626102924,0.1838708668947219,0.0004102985549252,7.648977043572813e-05,0.0016305634053424,0.515579104423523,0.0015018357662484,0.0703799575567245,1.8132162949768823e-05,0.1386446058750152,14,Non-governmental organizations,Ms. Megan Casey,Arlington,United States of America,Constituency - Research and independent,RINGO
699,Mediterranean Protected Areas Network,0.004746445454657,1.2302397180974367e-06,1.2555206012621056e-06,0.2316497266292572,9.573312127031386e-06,1.8109507209373987e-06,0.0105595011264085,5.763505396316759e-05,0.0001763689360814,5.1855513447662815e-05,0.0471874289214611,5.147728643351002e-06,0.0421890281140804,0.1212114468216896,0.0938010588288307,0.448322594165802,1.2202866628285849e-06,2.67020095634507e-05,16,Non-governmental organizations,Ms. Marie Romani,Hyeres,France,Constituency - Environmental,ENGO
700,Mercy Corps,0.0511293858289718,1.6110033129734802e-06,1.6441086927443394e-06,0.0358459390699863,1.2536286703834776e-05,2.371446498727892e-06,0.005698992870748,0.0134181706234812,0.037177987396717,0.0787286311388015,0.0464632846415042,6.740969183738343e-06,0.0154911614954471,0.7134358882904053,0.0001426468079444,0.002406456740573,1.5979697991497233e-06,3.496958743198775e-05,14,Non-governmental organizations,Mr. Eliot Levine,Portland,United States of America,Constituency - Farmers,Farmers
701,Mercy International Association,1.187470570584992e-05,2.917071242336533e-06,2.9770158107567117e-06,0.005113698542118,2.269966898893472e-05,4.294018708606018e-06,6.157257303129882e-05,0.0001358145091217,0.2763018608093261,0.0263700727373361,0.004137719515711,1.2205988241476008e-05,0.4700097143650055,0.2171855717897415,0.0002518032561056,0.0003090146637987,2.893471219067578e-06,6.331974873319268e-05,13,Non-governmental organizations,Ms. Angela Reed,Dublin,Ireland,Constituency - Research and independent,RINGO
702,Meridian Institute,1.0189699423790444e-05,2.503142468412989e-06,2.554580987634836e-06,0.0038684655446559,1.9478613467072137e-05,3.684702733153245e-06,0.0173494648188352,0.0001226697786478,0.184470534324646,0.0275935754179954,5.6186581787187606e-05,1.0473973816260695e-05,0.007832477800548,0.495333194732666,0.2548243105411529,0.0002549744094721,2.482891204635962e-06,0.008242798037827,14,Non-governmental organizations,Mr. John Ehrmann,Dillon,United States of America,Constituency - ENGO,ENGO
703,Met Office Hadley Center,5.98405040364014e-06,1.4700070778417285e-06,1.5002150348664145e-06,0.141853928565979,1.1439101399446372e-05,2.1638957150571514e-06,0.0043869218789041,0.2736442685127258,0.0018978709122166,6.210176070453599e-05,3.299904346931726e-05,6.150994522613473e-06,0.0179362259805202,0.3548729717731476,0.1311303079128265,0.0741202980279922,1.4581142977476702e-06,3.1907035008771345e-05,14,Non-governmental organizations,Mr. Jason Lowe,Exeter,United Kingdom of Great Britain and Northern Ireland,Constituency - Research and independent,RINGO
704,Michael Succow Foundation for the Protection of Nature,6.4104528973985e-06,1.5747547195132938e-06,1.6071151094365632e-06,0.0331608839333057,0.0224417671561241,2.318087354069576e-06,0.1098683103919029,7.405429641949013e-05,0.0509974658489227,0.0303587596863508,0.0581981912255287,6.589292752323672e-06,0.2810302972793579,0.232674703001976,0.0224213693290948,0.1587199568748474,1.562014404044021e-06,3.418026608414948e-05,13,Non-governmental organizations,Mr. Jan Peters,Greifswald,Germany,Constituency - Environmental,ENGO
705,Michigan Technological University,5.130587396706687e-06,1.260350359189033e-06,1.286249926124583e-06,0.1056040078401565,9.80762251856504e-06,1.8552744904809515e-06,0.0011873533949255,0.0213702246546745,0.7844682335853577,0.0004100847581867,2.8294147341512144e-05,5.273721399134956e-06,0.0001102054447983,0.0693983659148216,0.0001144240668509,0.0085866264998912,1.2501536730269436e-06,0.0086963037028908,9,Non-governmental organizations,Ms. Sarah Green,Houghton,United States of America,Constituency - Research and independent,RINGO
706,Midwest Research Institute/National Renewable Energy Laboratory,5.209942173678428e-06,1.2798441275663208e-06,1.3061443269180018e-06,0.020644349977374,9.959317139873748e-06,1.8839699578165887e-06,2.7015139494324103e-05,0.5194705128669739,0.1073202043771743,5.4036270739743486e-05,0.0020040350500494,5.355289886210812e-06,0.0001126239294535,0.1157529652118682,0.2083068788051605,0.0216271355748176,1.2694898714471492e-06,0.0046539902687072,8,Non-governmental organizations,Mr. Ron Daniel Benioff,"Golden, CO",United States of America,Constituency - Research and independent,RINGO
707,Mom Loves Taiwan Association,9.407250217918772e-06,2.310930767635e-06,2.358419123993372e-06,0.1897458136081695,1.7982885765377432e-05,3.401760977794765e-06,0.0004316798876971,0.1815199255943298,0.0976634323596954,9.760665852809324e-05,5.187333226785995e-05,9.669695828051772e-06,0.002729654777795,0.3563905656337738,0.000195968823391,0.1710758805274963,2.2922345124243293e-06,5.016099021304399e-05,14,Non-governmental organizations,Ms. Shun-mei Yang,Taipei City,China,Constituency - Environmental,ENGO
708,Monash University,6.201659289217787e-06,1.5234636521199718e-06,1.5547701650575618e-06,0.1530665606260299,1.1855082448164468e-05,2.242585424028221e-06,0.0082057900726795,0.0001053938176482,0.5977999567985535,6.434226088458672e-05,3.420236680540256e-05,0.0142836524173617,0.1081263571977615,0.0650665611028671,0.0001290540094487,0.0436358153820037,1.5111384072952203e-06,0.0094573823735117,9,Non-governmental organizations,Mr. Abid Khan,Clayton,Australia,Constituency - Research and independent,RINGO
709,Moravian College,4.984790393791627e-06,1.2245347988937285e-06,1.2496983572418683e-06,0.2186566740274429,9.528917871648446e-06,1.8025527879217409e-06,0.0036868182942271,0.0118587426841259,0.6041195392608643,0.0117454389110207,0.0277158599346876,5.123857135913568e-06,0.0018163684289902,0.0592787377536296,0.0064558167941868,0.0472763776779174,1.2146279004809912e-06,0.0073644840158522,9,Non-governmental organizations,Ms. Hilde Binford,Bethlehem,United States of America,Constituency - Research and independent,RINGO
710,Mountain and Glacier Protection Organization,0.067528635263443,2.606380348879611e-06,2.6599402644933434e-06,0.0002108943153871,0.0503875464200973,3.836672021861887e-06,5.50148070033174e-05,0.0023404934909194,0.0100721456110477,0.1161084175109863,0.0300566777586936,1.090595469577238e-05,0.0002251010737381,0.5513663291931152,0.1646653711795807,0.0069041633978486,2.585293941592681e-06,5.65729642403312e-05,14,Non-governmental organizations,Mr. Tanweer Ahmad Bhutta,Islamabad,Pakistan,Constituency - Environmental,ENGO
711,Mouvement International A.T.D Quart Monde,0.0019539557397365,3.092425231443485e-06,3.155973217872088e-06,0.0576053224503994,2.4064214812824503e-05,4.552145128400298e-06,6.527157529490069e-05,0.000143252837006,0.0078269410878419,0.3450486361980438,0.0137001192197203,1.2939726730110124e-05,0.1163522228598594,0.2669090926647186,0.0002632491232361,0.1900139153003692,3.06740662381344e-06,6.712097820127383e-05,10,Non-governmental organizations,Mr. Quyen Tran,Pierrelaye,France,Constituency - Research and independent,RINGO
712,Movement Strategy Center,1.33040921355132e-05,3.26820622831292e-06,3.335366500323289e-06,0.1169187873601913,2.5432083930354565e-05,4.810900009033503e-06,0.1946619004011154,0.1057812273502349,0.0269313957542181,0.0001380919420626,7.33661072445102e-05,1.3675252375833225e-05,0.0017085215076804,0.4951490461826324,0.0453972183167934,0.0131024485453963,3.2417653983429773e-06,7.093619205988944e-05,14,Non-governmental organizations,Ms. Rachel Anne Burrows,Oakland,United States of America,Constituency - ENGO,ENGO
