"entity_id","name","entity_type","country","area","area_unit","area_year","density","density_unit","density_year","population","population_year","employee_range","employees_year","revenue_year","revenue_currency","business_activity","climate_action_timeframe","themes","commitment_type","commit_text","cooperative_description","climate_action_type","cross_cutting_themes","sdgs","dataprovider_link","dataprovider_name"
9377,"Raiffeisen Bank International AG","Investor","Austria","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Long term",NA,"Individual actions","Reduce operational CO2e emissions by 65% from 2011 to 2050","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/15493","CDP"
9377,"Raiffeisen Bank International AG","Investor","Austria","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Industry","Cooperative actions","Climate Action 100+","Ensure the world’s largest corporate greenhouse gas emitters take necessary action on climate change","Cross-cutting",NA,"",NA,NA
9377,"Raiffeisen Bank International AG","Investor","Austria","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","Science Based Targets initiative","Adopt a science-based GHG emissions reduction target","Emission Reduction","Mitigation","",NA,NA
9386,"Redefine Properties Ltd","Investor","South Africa","","",NA,"","",NA,"",NA,"",NA,NA,"","","No target",NA,"Individual actions","Internal carbon price in use","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/15578","CDP"
9388,"Regions Financial Corporation","Investor","United States of America","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce operational CO2e emissions by 30% from 2015 to 2023","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/15623","CDP"
9390,"Remgro","Investor","South Africa","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Food and Beverage Processing","Medium term",NA,"Individual actions","Set an internal carbon price by 2021","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/15653","CDP"
9390,"Remgro","Investor","South Africa","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Food and Beverage Processing","Short term",NA,"Individual actions","Reduce CO2e emissions from purchased utilities by 15% from 2015 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/15653","CDP"
9390,"Remgro","Investor","South Africa","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Food and Beverage Processing","Short term",NA,"Individual actions","Reduce specific direct CO2e emissions by 10% from 2015 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/15653","CDP"
9402,"Resona Holdings, Inc.","Investor","Japan","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce operational CO2e emissions by 22.6% from 2013 to 2030","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/15693","CDP"
9408,"Ricoh Leasing Co., Ltd.","Investor","Japan","","",NA,"","",NA,"",NA,"",NA,NA,"","Trading Companies, Distributors, Commercial Services and Supplies","No target",NA,"Individual actions","USD 91 million of green bonds issued in 2018","","Bonds Issuance","Finance","Climate Action","https://www.climatebonds.net/cbi/pub/data/bonds","ClimateBondsInitiative"
9408,"Ricoh Leasing Co., Ltd.","Investor","Japan","","",NA,"","",NA,"",NA,"",NA,NA,"","Trading Companies, Distributors, Commercial Services and Supplies","No target",NA,"Individual actions","USD 93 million of green bonds issued in 2019 (Up to the end of the third quarter)","","Bonds Issuance","Finance","Climate Action","https://www.climatebonds.net/cbi/pub/data/bonds","ClimateBondsInitiative"
9408,"Ricoh Leasing Co., Ltd.","Investor","Japan","","",NA,"","",NA,"",NA,"",NA,NA,"","Trading Companies, Distributors, Commercial Services and Supplies","Medium term",NA,"Individual actions","Reduce operational CO2e emissions by 40% from 2013 to 2030","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/54767","CDP"
9408,"Ricoh Leasing Co., Ltd.","Investor","Japan","","",NA,"","",NA,"",NA,"",NA,NA,"","Trading Companies, Distributors, Commercial Services and Supplies","Long term",NA,"Individual actions","Reduce operational CO2e emissions by 89% from 2013 to 2050","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/54767","CDP"
9422,"Royal Bank of Canada","Investor","Canada","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","USD 560 million of green bonds issued in 2019 (Up to the end of the third quarter)","","Bonds Issuance","Finance","Climate Action","https://www.climatebonds.net/cbi/pub/data/bonds","ClimateBondsInitiative"
9422,"Royal Bank of Canada","Investor","Canada","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","Internal carbon price in use","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/15980","CDP"
9422,"Royal Bank of Canada","Investor","Canada","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce operational CO2e emissions by 15% from 2018 to 2023","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/15980","CDP"
9424,"Royal Bank of Scotland Group","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions from business travel by 50% from 2011 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/15949","CDP"
9424,"Royal Bank of Scotland Group","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions from operations and upstream activities by 45% from 2014 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/15949","CDP"
9424,"Royal Bank of Scotland Group","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Transport;;Energy","Cooperative actions","EV100","Establish electric vehicles as the mainstream solution by 2030","Emission Reduction",NA,"",NA,NA
9424,"Royal Bank of Scotland Group","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy;;Industry","Cooperative actions","EP100","Commit to smart energy use","Energy Efficiency","Mitigation","",NA,NA
9424,"Royal Bank of Scotland Group","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","RE100","Procure 100% of electricity from renewable sources","Renewable Energy","Mitigation","",NA,NA
9433,"SABANCI HOLDING A.S.","Investor","Turkey","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of direct emissions by 50% from 1996 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/21141","CDP"
9449,"SEGRO","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"<1,000",2017,2017,"USD","Real Estate","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of specific operations by 40% from 2012 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16630","CDP"
9449,"SEGRO","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"<1,000",2017,2017,"USD","Real Estate","Cooperative initiative participation","Energy","Cooperative actions","Science Based Targets initiative","Adopt a science-based GHG emissions reduction target","Emission Reduction","Mitigation","",NA,NA
9452,"SEKERBANK T.A.S.","Investor","Turkey","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Set an internal carbon price by 2021","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/21143","CDP"
9452,"SEKERBANK T.A.S.","Investor","Turkey","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce CO2e emissions intensity of operations by 17% from 2016 to 2030","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/21143","CDP"
9452,"SEKERBANK T.A.S.","Investor","Turkey","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of operations by 5% from 2016 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/21143","CDP"
9452,"SEKERBANK T.A.S.","Investor","Turkey","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce CO2e emissions intensity of operations by 5% from 2016 to 2030","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/21143","CDP"
9452,"SEKERBANK T.A.S.","Investor","Turkey","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of specific utility purchases by 5% from 2017 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/21143","CDP"
9452,"SEKERBANK T.A.S.","Investor","Turkey","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation",NA,"Cooperative actions","Put a Price on Carbon - Business Leadership Criteria on Carbon Pricing","Set an internal carbon price, publicly advocate and communicate on progress","Carbon Price Establishment","Finance","",NA,NA
9452,"SEKERBANK T.A.S.","Investor","Turkey","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","Statement by Financial Institutions on Energy Efficiency Finance","Scale up energy efficiency financing and work with insitutional and public financiers to deploy climate finance to clients","Investment",NA,"",NA,NA
9491,"SL Green Realty Corp.","Investor","United States of America","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Set an internal carbon price by 2021","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/40413","CDP"
9491,"SL Green Realty Corp.","Investor","United States of America","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce CO2e emissions intensity of operations and downstream activities by 30% from 2012 to 2025","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/40413","CDP"
9532,"Samsung Fire & Marine Insurance","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","Internal carbon price in use","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/16188","CDP"
9532,"Samsung Fire & Marine Insurance","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of operations by 30% from 2011 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16188","CDP"
9532,"Samsung Fire & Marine Insurance","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Long term",NA,"Individual actions","Reduce CO2e emissions intensity of operations by 55% from 2011 to 2036","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16188","CDP"
9532,"Samsung Fire & Marine Insurance","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce operational CO2e emissions by 30% from 2011 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16188","CDP"
9532,"Samsung Fire & Marine Insurance","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Long term",NA,"Individual actions","Reduce operational CO2e emissions by 55% from 2011 to 2036","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16188","CDP"
9538,"Sanlam","Investor","South Africa","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of business travel by 10% from 2014 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/22908","CDP"
9538,"Sanlam","Investor","South Africa","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of operations by 10% from 2014 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/22908","CDP"
9538,"Sanlam","Investor","South Africa","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of purchased goods and services by 10% from 2014 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/22908","CDP"
9540,"Assicurazioni Generali Spa","Investor","Italy","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","","No target",NA,"Individual actions","USD 819 million of green bonds issued in 2019 (Up to the end of the third quarter)","","Bonds Issuance","Finance","Climate Action","https://www.climatebonds.net/cbi/pub/data/bonds","ClimateBondsInitiative"
9540,"Assicurazioni Generali Spa","Investor","Italy","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","","Cooperative initiative participation","Industry","Cooperative actions","Climate Action 100+","Ensure the world’s largest corporate greenhouse gas emitters take necessary action on climate change","Cross-cutting",NA,"",NA,NA
9540,"Assicurazioni Generali Spa","Investor","Italy","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","","Cooperative initiative participation","Energy","Cooperative actions","Climate Ambition Alliance: Net Zero 2050","Commit to achieve net zero CO2 emissions by 2050","Emission Reduction","Mitigation","",NA,NA
9540,"Assicurazioni Generali Spa","Investor","Italy","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
9548,"Scentre Group","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Set an internal carbon price by 2021","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/53669","CDP"
9548,"Scentre Group","Investor","Australia","","",NA,"","",NA,"",NA,"",NA,NA,"","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce CO2e emissions intensity of operations by 35% from 2009 to 2025","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/53669","CDP"
9552,"Schroders","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","Internal carbon price in use","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/16531","CDP"
9552,"Schroders","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce CO2e emissions intensity of specific operations and upstream activities by 10% from 2018 to 2025","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16531","CDP"
9552,"Schroders","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Industry","Cooperative actions","Climate Action 100+","Ensure the world’s largest corporate greenhouse gas emitters take necessary action on climate change","Cross-cutting",NA,"",NA,NA
9552,"Schroders","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy;;Industry","Cooperative actions","Powering Past Coal Alliance","Advance the transition away from coal power generation without CO2 emission reductions","Emission Reduction",NA,"",NA,NA
9552,"Schroders","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","RE100","Procure 100% of electricity from renewable sources","Renewable Energy","Mitigation","",NA,NA
9553,"Scor SE","Investor","France","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of operations by 15% from 2014 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16563","CDP"
9553,"Scor SE","Investor","France","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Industry","Cooperative actions","InsuResilience Global Partnership Vision 2025","Governments, multilateral organizations, private sector and civil society will work closely together to protect 500 million poor and vulnerable people against climate shocks by 2025 and to cover 10 percent of annual disaster losses through pre-arranged risk financing instruments.","Cross-cutting","Resilience","",NA,NA
9553,"Scor SE","Investor","France","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","Climate Ambition Alliance: Net Zero 2050","Commit to achieve net zero CO2 emissions by 2050","Emission Reduction","Mitigation","",NA,NA
9553,"Scor SE","Investor","France","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation",NA,"Cooperative actions","DivestInvest","Ensure a minimum of 5% of invesment portfolios are made up of renewables and clean technology through divesting and moving assets into clean energy investments","Investment",NA,"",NA,NA
9556,"Assurant, Inc.","Investor","United States of America","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions from purchased utilities by 2% from 2018 to 2019","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/1087","CDP"
9572,"Shaftesbury","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"<1,000",2016,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce specific operational CO2e emissions by 5% from 2015 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16760","CDP"
9572,"Shaftesbury","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"<1,000",2016,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","Science Based Targets initiative","Adopt a science-based GHG emissions reduction target","Emission Reduction","Mitigation","",NA,NA
9583,"Shinhan Financial Group","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce specific operational CO2e emissions by 18% from 2012 to 2025","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16891","CDP"
9583,"Shinhan Financial Group","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce specific operational CO2e emissions by 20% from 2012 to 2030","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16891","CDP"
9583,"Shinhan Financial Group","Investor","Republic of Korea","","",NA,"","",NA,"",NA,"",NA,2017,"USD","Banks, Diverse Financials, and Insurance","Long term",NA,"Individual actions","Reduce specific operational CO2e emissions by 60% from 2012 to 2050","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/16891","CDP"
9602,"Simon Property Group","Investor","United States of America","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Set an internal carbon price by 2021","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/17069","CDP"
9602,"Simon Property Group","Investor","United States of America","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions from purchased utilities by 5% from 2013 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/17069","CDP"
9606,"Skandinaviska Enskilda Banken AB (SEB AB)","Investor","Sweden","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","USD 531 million of green bonds issued in 2017","","Bonds Issuance","Finance","Climate Action","https://www.climatebonds.net/cbi/pub/data/bonds","ClimateBondsInitiative"
9606,"Skandinaviska Enskilda Banken AB (SEB AB)","Investor","Sweden","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Set an internal carbon price by 2021","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/22943","CDP"
9606,"Skandinaviska Enskilda Banken AB (SEB AB)","Investor","Sweden","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions from business travel by 20% from 2015 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/22943","CDP"
9606,"Skandinaviska Enskilda Banken AB (SEB AB)","Investor","Sweden","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions from purchased goods and services by 20% from 2015 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/22943","CDP"
9606,"Skandinaviska Enskilda Banken AB (SEB AB)","Investor","Sweden","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions from purchased utilities and upstream and downstream activities by 20% from 2015 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/22943","CDP"
9606,"Skandinaviska Enskilda Banken AB (SEB AB)","Investor","Sweden","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions from purchased utilities by 20% from 2015 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/22943","CDP"
9606,"Skandinaviska Enskilda Banken AB (SEB AB)","Investor","Sweden","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions from upstream leased assets by 20% from 2015 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/22943","CDP"
9616,"Societe Generale","Investor","France","","",NA,"","",NA,"",NA,"100,000+",2017,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","USD 1.2 billion of green bonds issued in 2019 (Up to the end of the third quarter)","","Bonds Issuance","Finance","Climate Action","https://www.climatebonds.net/cbi/pub/data/bonds","ClimateBondsInitiative"
9616,"Societe Generale","Investor","France","","",NA,"","",NA,"",NA,"100,000+",2017,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","USD 52 million of green bonds issued in 2018","","Bonds Issuance","Finance","Climate Action","https://www.climatebonds.net/cbi/pub/data/bonds","ClimateBondsInitiative"
9616,"Societe Generale","Investor","France","","",NA,"","",NA,"",NA,"100,000+",2017,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","USD 531 million of green bonds issued in 2015","","Bonds Issuance","Finance","Climate Action","https://www.climatebonds.net/cbi/pub/data/bonds","ClimateBondsInitiative"
9616,"Societe Generale","Investor","France","","",NA,"","",NA,"",NA,"100,000+",2017,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","USD 560 million of green bonds issued in 2016","","Bonds Issuance","Finance","Climate Action","https://www.climatebonds.net/cbi/pub/data/bonds","ClimateBondsInitiative"
9616,"Societe Generale","Investor","France","","",NA,"","",NA,"",NA,"100,000+",2017,2017,"USD","Banks, Diverse Financials, and Insurance","No target",NA,"Individual actions","Internal carbon price in use","","Carbon Price Establishment","Finance","Climate Action","https://www.cdp.net/en/responses/17320","CDP"
9616,"Societe Generale","Investor","France","","",NA,"","",NA,"",NA,"100,000+",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce CO2e emissions intensity of operations and upstream activities by 25% from 2014 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/17320","CDP"
9616,"Societe Generale","Investor","France","","",NA,"","",NA,"",NA,"100,000+",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation",NA,"Cooperative actions","2050 Pathways Platform","Build climate resilience for communities, farmers and workers along value chains","Cross-cutting",NA,"",NA,NA
9616,"Societe Generale","Investor","France","","",NA,"","",NA,"",NA,"100,000+",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation",NA,"Cooperative actions","Decarbonizing Shipping: Getting to Zero Coalition ","Accelerate the development and deployment of commercially viable zero emission vessels by 2030 and reduce GHG emissions from shipping by at least 50% by 2050","Emission Reduction","Mitigation","",NA,NA
9616,"Societe Generale","Investor","France","","",NA,"","",NA,"",NA,"100,000+",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","Science Based Targets initiative","Adopt a science-based GHG emissions reduction target","Emission Reduction","Mitigation","",NA,NA
9616,"Societe Generale","Investor","France","","",NA,"","",NA,"",NA,"100,000+",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","Statement by Financial Institutions on Energy Efficiency Finance","Scale up energy efficiency financing and work with insitutional and public financiers to deploy climate finance to clients","Investment",NA,"",NA,NA
9623,"Sompo Holdings, Inc","Investor","Japan","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Medium term",NA,"Individual actions","Reduce CO2e emissions from operations and upstream and downstream activities by 21% from 2017 to 2030","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/17377","CDP"
9623,"Sompo Holdings, Inc","Investor","Japan","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Long term",NA,"Individual actions","Reduce CO2e emissions from operations and upstream and downstream activities by 51% from 2017 to 2050","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/17377","CDP"
9623,"Sompo Holdings, Inc","Investor","Japan","","",NA,"","",NA,"",NA,"10,000-100,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Cooperative initiative participation","Energy","Cooperative actions","Science Based Targets initiative","Adopt a science-based GHG emissions reduction target","Emission Reduction","Mitigation","",NA,NA
9635,"St. James Place","Investor","United Kingdom of Great Britain and Northern Ireland","","",NA,"","",NA,"",NA,"1,000 to 10,000",2017,2017,"USD","Banks, Diverse Financials, and Insurance","Short term",NA,"Individual actions","Reduce operational CO2e emissions by 50% from 2016 to 2020","","Emission Reduction","Mitigation","Climate Action","https://www.cdp.net/en/responses/17628","CDP"
