name,entity_type
London School of Hygiene & Tropical Medicine,Non-governmental organizations
Lund University,Non-governmental organizations
Macalester College,Non-governmental organizations
Macquarie University,Non-governmental organizations
Make My Money Matter,Non-governmental organizations
Malala Fund,Non-governmental organizations
Manchester Investment and Development Agency Services Limited,Non-governmental organizations
Manchester Metropolitan University,Non-governmental organizations
Margaret Pyke Trust,Non-governmental organizations
Marine Alliance for Science and Technology for Scotland,Non-governmental organizations
Marine Conservation Society,Non-governmental organizations
Marketing Manchester,Non-governmental organizations
Massachusetts Institute of Technology,Non-governmental organizations
Max Planck Society for the Advancement of Science e.V.,Non-governmental organizations
McGill University,Non-governmental organizations
MCS Charitable Foundation,Non-governmental organizations
Medact,Non-governmental organizations
Médecins du Monde,Non-governmental organizations
Médecins Sans Frontières International,Non-governmental organizations
Mediators Beyond Borders International,Non-governmental organizations
Mercy Corps,Non-governmental organizations
Mercy International Association,Non-governmental organizations
Meridian Institute,Non-governmental organizations
Met Office Hadley Center,Non-governmental organizations
Michael Succow Foundation for the Protection of Nature,Non-governmental organizations
Michigan Technological University,Non-governmental organizations
Minderoo Foundation,Non-governmental organizations
Minnesota Center for Environmental Advocacy,Non-governmental organizations
Minority Rights Group International,Non-governmental organizations
"MISEREOR, German Catholic Bishops ’ Organisation for Development Cooperation",Non-governmental organizations
Mississippi River Cities and Towns Initiative,Non-governmental organizations
Mom Loves Taiwan Association,Non-governmental organizations
Monash University,Non-governmental organizations
Monmouth University - Urban Coast Institute,Non-governmental organizations
Moravian University,Non-governmental organizations
Mountain and Glacier Protection Organization,Non-governmental organizations
Mouvement International A.T.D Quart Monde,Non-governmental organizations
Movement Strategy Center,Non-governmental organizations
Movimiento Ciudadano frente al Cambio Climático,Non-governmental organizations
Munich Climate Insurance Initiative,Non-governmental organizations
Munich Re Foundation,Non-governmental organizations
Muslim Hands,Non-governmental organizations
"My Shelter Foundation, Inc.",Non-governmental organizations
National Caucus of Environmental Legislators,Non-governmental organizations
National Farmers Union,Non-governmental organizations
National Federation of Women’s Institutes,Non-governmental organizations
National Geographic Society,Non-governmental organizations
National Institute for Environmental Studies,Non-governmental organizations
National Oceanography Centre,Non-governmental organizations
National Renewable Energy Laboratory/Alliance for Sustainable Energy,Non-governmental organizations
National Research Council Nepal,Non-governmental organizations
National Spiritual Assembly of the Baha’is of the United States,Non-governmental organizations
National Trust,Non-governmental organizations
National University of Singapore,Non-governmental organizations
National Wildlife Federation,Non-governmental organizations
National Youth Achievement Award Association,Non-governmental organizations
Native Amazon Operation,Non-governmental organizations
Native American Rights Fund,Non-governmental organizations
Natural History Museum of the Adirondacks,Non-governmental organizations
Natural Justice,Non-governmental organizations
Natural Resource Governance Institute,Non-governmental organizations
Natural Resources Defense Council,Non-governmental organizations
Nature and Biodiversity Conservation Union,Non-governmental organizations
Nature and Life Foundation,Non-governmental organizations
Naturefriends International,Non-governmental organizations
Near East Foundation,Non-governmental organizations
NECEC Institute & Northeast Clean Energy Council,Non-governmental organizations
Neighbour Organization Nepal,Non-governmental organizations
Neongreen Network,Non-governmental organizations
Nepal Federation of Indigenous Nationalities,Non-governmental organizations
Network for Promotion of Agriculture and Environmental Studies,Non-governmental organizations
Network Peace Integration and Development,Non-governmental organizations
New Energy and Industrial Technology Development Organization,Non-governmental organizations
New Energy Nexus,Non-governmental organizations
New England Aquarium,Non-governmental organizations
New Venture Fund,Non-governmental organizations
New York University,Non-governmental organizations
New Zealand Youth Delegation Incorporated,Non-governmental organizations
NewClimate Institute for Climate Policy and Global Sustainability gGmbH,Non-governmental organizations
NFD Centre for Environment Education,Non-governmental organizations
NGO Centre of Environmental Initiatives “Ecoaction”,Non-governmental organizations
"NGO Committee on the Status of Women, NY, Inc.",Non-governmental organizations
NGO Tandavanala,Non-governmental organizations
Nigerian Conservation Foundation,Non-governmental organizations
Noble Delta Women for Peace and Development International,Non-governmental organizations
Northeastern University,Non-governmental organizations
Northern Council for Global Cooperation,Non-governmental organizations
Northern Ireland Environment Link,Non-governmental organizations
Northwestern University,Non-governmental organizations
Norwegian Confederation of Trade Unions,Non-governmental organizations
Norwegian Forum for Environment and Development,Non-governmental organizations
Norwegian Refugee Council,Non-governmental organizations
Norwegian Society for the Conservation of Nature,Non-governmental organizations
Norwegian University of Life Sciences,Non-governmental organizations
Norwegian University of Science and Technology,Non-governmental organizations
Not1More,Non-governmental organizations
Notre Affaire à Tous,Non-governmental organizations
Nourish (Scotland),Non-governmental organizations
Nova University of Lisbon,Non-governmental organizations
NOW!,Non-governmental organizations
Nuclear Energy Institute,Non-governmental organizations
Nuclear Industry Association,Non-governmental organizations
Nuclear Information and Resource Service,Non-governmental organizations
Nurses Across the Borders,Non-governmental organizations
Observatoire méditerranéen de l’énergie,Non-governmental organizations
Observatoire pour la Protection de l’Environnement et des Monuments Historiques de Tanger,Non-governmental organizations
Ocean Conservancy,Non-governmental organizations
Ocean Conservation Trust,Non-governmental organizations
Ocean Unite,Non-governmental organizations
Oceana Inc.,Non-governmental organizations
Oil Change International,Non-governmental organizations
"Omega Institute for Holistic Studies, Inc.",Non-governmental organizations
ONE Campaign,Non-governmental organizations
One Sky - Canadian Institute of Sustainable Living,Non-governmental organizations
One World Trust,Non-governmental organizations
ONG CEUS Chile,Non-governmental organizations
ONG Page Verte,Non-governmental organizations
Open University,Non-governmental organizations
Organic Consumers Association,Non-governmental organizations
Organisation pour le Respect de l’Environnement dans l’Entreprise,Non-governmental organizations
Organización Nacional de Mujeres Indígenas Andinas y Amazónicas del Perú,Non-governmental organizations
Organización Regional de la Asociación Inter-Étnica de Desarrollo de la Selva Peruana Ucayali,Non-governmental organizations
Organization for Poverty Alleviation and Development,Non-governmental organizations
Organization for Sustainable Communities,Non-governmental organizations
Oro Verde - Tropical Forest Foundation,Non-governmental organizations
Our Children’s Trust,Non-governmental organizations
Ouranos,Non-governmental organizations
OURS,Non-governmental organizations
Overseas Development Institute,Non-governmental organizations
"Overseas Environmental Cooperation Center, Japan",Non-governmental organizations
OXFAM International,Non-governmental organizations
Oxford Climate Policy,Non-governmental organizations
P3 Foundation,Non-governmental organizations
Pachamama Alliance,Non-governmental organizations
Pacific Forest Trust,Non-governmental organizations
"Pact, Inc.",Non-governmental organizations
PAIRVI Associates,Non-governmental organizations
Pakistan Community Peace Foundation,Non-governmental organizations
Pan African Climate Justice Alliance,Non-governmental organizations
ParisTech,Non-governmental organizations
ParlAmericas,Non-governmental organizations
Parliament of the World’s Religions,Non-governmental organizations
Partenariat Français pour l’Eau,Non-governmental organizations
Partnership for Governance Reform,Non-governmental organizations
Partnership for Observation of the Global Ocean,Non-governmental organizations
Pasumai Thaayagam Foundation,Non-governmental organizations
Peace Boat Disaster Relief Volunteer Center,Non-governmental organizations
Peace Child International,Non-governmental organizations
Peace Rising,Non-governmental organizations
Pembina Institute for Appropriate Development,Non-governmental organizations
People in Need,Non-governmental organizations
Peoples’ Forum 2001 GWRG,Non-governmental organizations
Perspectives Climate Research gGmbH,Non-governmental organizations
Pew Charitable Trusts,Non-governmental organizations
Phipps Conservatory and Botanical Gardens,Non-governmental organizations
Plan International,Non-governmental organizations
Planète Amazone,Non-governmental organizations
Plant for the Planet Foundation,Non-governmental organizations
Plant Technology Alliance,Non-governmental organizations
Plantlife International – The Wild Plant Conservation Charity,Non-governmental organizations
Plateforme Océan et Climat,Non-governmental organizations
Plymouth Marine Laboratory,Non-governmental organizations
Point Blue Conservation Science,Non-governmental organizations
Polar Bears International,Non-governmental organizations
Policy Connect,Non-governmental organizations
Polish Ecological Club,Non-governmental organizations
Polytechnic of Turin,Non-governmental organizations
Pompeu Fabra University,Non-governmental organizations
Potsdam Institute for Climate Impact Research,Non-governmental organizations
Practical Action,Non-governmental organizations
Prakriti Resources Centre,Non-governmental organizations
Presbyterian Church (U.S.A.),Non-governmental organizations
Presbyterians for Earth Care,Non-governmental organizations
Press Club Brussels Europe,Non-governmental organizations
PRI Association,Non-governmental organizations
Prime Initiative for Green Development,Non-governmental organizations
Prince’s Trust International,Non-governmental organizations
Princeton University,Non-governmental organizations
Pro-Natura International,Non-governmental organizations
ProClim - Forum for Climate and Global Change,Non-governmental organizations
Professional Government Association,Non-governmental organizations
Project Developer Forum Ltd.,Non-governmental organizations
"Pronatura Sur, A. C.",Non-governmental organizations
Protect Our Winters,Non-governmental organizations
ProVeg Deutschland e.V.,Non-governmental organizations
Proyectando un Ambiente y Sociedad verde A.C.,Non-governmental organizations
Public Health Institute,Non-governmental organizations
Purdue University - Purdue Climate Change Research Center,Non-governmental organizations
Purves Environmental Fund,Non-governmental organizations
PUSH Sweden,Non-governmental organizations
Quaker Earthcare Witness,Non-governmental organizations
Quakers in Britain,Non-governmental organizations
Queen Mary University of London,Non-governmental organizations
Queen’s University,Non-governmental organizations
R20 - Regions of Climate Action,Non-governmental organizations
Rainforest Action Network,Non-governmental organizations
Rainforest Alliance,Non-governmental organizations
Rainforest Concern,Non-governmental organizations
Rainforest Foundation Norway,Non-governmental organizations
Rainforest Foundation UK,Non-governmental organizations
Rainforest Partnership,Non-governmental organizations
Rare,Non-governmental organizations
Real Instituto Elcano,Non-governmental organizations
Recourse,Non-governmental organizations
ReefQuest Foundation,Non-governmental organizations
Reevaluation Foundation,Non-governmental organizations
Reforestamos Mexico,Non-governmental organizations
Regen SW Ltd,Non-governmental organizations
Regeneration International,Non-governmental organizations
Regional Environmental Centre for Central Asia,Non-governmental organizations
"Regional Institute of Health, Medicine and Research",Non-governmental organizations
Regions4 for Sustainable Development,Non-governmental organizations
Regroupement National des Conseils Régionaux de l’Environnement du Québec,Non-governmental organizations
Renewable Energy and Energy Efficiency Partnership,Non-governmental organizations
Renewable Energy Institute,Non-governmental organizations
Renewable Energy Policy Network,Non-governmental organizations
Renewables Grid Initiative e.V.,Non-governmental organizations
REScoop.eu vzw,Non-governmental organizations
"Research and Development Centre, Nepal",Non-governmental organizations
Research and Innovation Centre Pro-Akademia,Non-governmental organizations
Research Triangle Institute,Non-governmental organizations
Réseau Action Climat - France,Non-governmental organizations
Réseau Communautaire pour le Pauvre,Non-governmental organizations
Réseau Français des Etudiants pour le Développement Durable,Non-governmental organizations
Resources for the Future,Non-governmental organizations
Responding to Climate Change,Non-governmental organizations
Restless Development,Non-governmental organizations
"Reusa Misión Planeta, A.C.",Non-governmental organizations
Rheinische Friedrich-Wilhelms-Universität Bonn,Non-governmental organizations
"Rights and Resources Institute, Inc.",Non-governmental organizations
Rios to Rivers,Non-governmental organizations
Robert Bosch Foundation,Non-governmental organizations
Rock Environment and Energy Institute,Non-governmental organizations
"Rockefeller Brothers Fund, Inc.",Non-governmental organizations
"Rockefeller Philanthropy Advisors, Inc.",Non-governmental organizations
Rocky Mountain Institute,Non-governmental organizations
Rosa-Luxemburg-Stiftung Gesellschaftsanalye und Politische Bildung e.V.,Non-governmental organizations
Rotary International,Non-governmental organizations
Roundtable on Sustainable Palm Oil,Non-governmental organizations
Royal College of Physicians of London,Non-governmental organizations
Royal College of Psychiatrists,Non-governmental organizations
"Royal Holloway, University of London",Non-governmental organizations
Royal Institute of British Architects,Non-governmental organizations
Royal Meteorological Society,Non-governmental organizations
Royal Society of Wildlife Trusts,Non-governmental organizations
Rural Women Energy Security Ltd/Gte,Non-governmental organizations
Russian Carbon Fund,Non-governmental organizations
Saami Council Headquarters,Non-governmental organizations
Sabanci University,Non-governmental organizations
Sachamama,Non-governmental organizations
Sahkar Social Welfare Association,Non-governmental organizations
Saint John’s University,Non-governmental organizations
Salve Regina University,Non-governmental organizations
Sant’Anna School of Advanced Studies,Non-governmental organizations
Santa Fe Community Foundation,Non-governmental organizations
Sasakawa Peace,Non-governmental organizations
Sauvons Le Climat,Non-governmental organizations
Save the Children International,Non-governmental organizations
Saving Our Planet,Non-governmental organizations
School of Environmental Studies Education Foundation,Non-governmental organizations
Science Museum of Minnesota,Non-governmental organizations
Sciences Po,Non-governmental organizations
Scientific Committee on Antarctic Research,Non-governmental organizations
Scientists Warning Europe,Non-governmental organizations
Scotland’s International Development Alliance,Non-governmental organizations
Scottish Association for Marine Science,Non-governmental organizations
Scottish Catholic International Aid Fund,Non-governmental organizations
Scottish Council of Jewish Communities,Non-governmental organizations
Scottish Ecological Design Association,Non-governmental organizations
Scottish Hydrogen and Fuel Cell Association,Non-governmental organizations
"SDSN Association, Inc.",Non-governmental organizations
Seas at Risk,Non-governmental organizations
SeaTrust Institute,Non-governmental organizations
Seawater Foundation,Non-governmental organizations
Second Nature,Non-governmental organizations
Sentinel Advocacy,Non-governmental organizations
Servicios Ecumenicos para Reconciliacion y Reconstruccion,Non-governmental organizations
Seven Generations Ahead,Non-governmental organizations
Shariatpur Development Society,Non-governmental organizations
Shinji Shumeikai,Non-governmental organizations
Sierra Club,Non-governmental organizations
Sierra Club Canada,Non-governmental organizations
"SILVA, Arbres, Forêts et Sociétes",Non-governmental organizations
Simon Fraser University,Non-governmental organizations
SINTEF Foundation,Non-governmental organizations
Size of Wales,Non-governmental organizations
Small and Medium Scale Entrepreneurship Fundamentals Foundation,Non-governmental organizations
Smart Energy for Europe Platform (SEFEP) gGmbH,Non-governmental organizations
Sniffer,Non-governmental organizations
SNV Netherlands Development Organisation,Non-governmental organizations
SOAS University of London,Non-governmental organizations
Sociedad Argentino Para el Derecho y la Administración del Ambiente y de los Recursos Naturales,Non-governmental organizations
Società Italiana per le Scienze del Clima,Non-governmental organizations
Society for Development and Community Empowerment,Non-governmental organizations
Society for Improving Livelihood,Non-governmental organizations
Society for the Environment,Non-governmental organizations
Society of Entrepreneurs and Ecology Foundation,Non-governmental organizations
Society of Jesus Trust of 1929 for Roman Catholic Purposes,Non-governmental organizations
Soka Gakkai International - UK,Non-governmental organizations
Soka Gakkai International Office for UN Affairs,Non-governmental organizations
Solar Cookers,Non-governmental organizations
Solar Impulse Foundation,Non-governmental organizations
Solutions for Our Climate,Non-governmental organizations
Solutions from the Land,Non-governmental organizations
SOS Atlantic Forest Foundation,Non-governmental organizations
SOS SAHEL International France,Non-governmental organizations
South African Institute of International Affairs,Non-governmental organizations
Southeast Climate and Energy Network,Non-governmental organizations
Southern African Confederation of Agricultural Unions,Non-governmental organizations
Southern Institute for Appropriate Technology,Non-governmental organizations
SouthSouthNorth Projects Africa,Non-governmental organizations
Space for Giants,Non-governmental organizations
Stakeholder Forum for a Sustainable Future,Non-governmental organizations
Stand,Non-governmental organizations
Stanford University,Non-governmental organizations
Stichting Climate Action Network South Asia,Non-governmental organizations
Stichting Global Reporting Initiative,Non-governmental organizations
Stichting High Carbon Stock Approach Foundation,Non-governmental organizations
Stichting Hivos (Humanistisch Instituut voor Ontwikkelingssamen-werking),Non-governmental organizations
"Stichting Partnership on Sustainable, Low Carbon Transport (SLoCaT) Foundation",Non-governmental organizations
Stichting Smart Freight Centre,Non-governmental organizations
Stichting Wageningen Research,Non-governmental organizations
Stiftung Mercator Foundation,Non-governmental organizations
Stockholm Environment Institute,Non-governmental organizations
Stockholm International Water Institute,Non-governmental organizations
Stockholm University,Non-governmental organizations
Stop Climate Chaos Scotland,Non-governmental organizations
Stop Ecocide Foundation,Non-governmental organizations
Strömstad Academy,Non-governmental organizations
Student Energy,Non-governmental organizations
Students Organising for Sustainability UK,Non-governmental organizations
Support for Women in Agriculture and Environment,Non-governmental organizations
Surfers Against Sewage,Non-governmental organizations
SusCon Japan,Non-governmental organizations
Sustain Our Abilities,Non-governmental organizations
Sustainable Amazonas Foundation,Non-governmental organizations
Sustainable Business Australia,Non-governmental organizations
Sustainable Development Policy Institute,Non-governmental organizations
Sustainable Energy for All Association for Sustainable Energy,Non-governmental organizations
Sustainable Environmental Development Watch,Non-governmental organizations
Sustainable Hudson Valley,Non-governmental organizations
Sustainable Population Australia Inc.,Non-governmental organizations
SustainableEnergy,Non-governmental organizations
SustainUS,Non-governmental organizations
Swarthmore College,Non-governmental organizations
Swedish Society for Nature Conservation,Non-governmental organizations
Swedish University of Agricultural Sciences,Non-governmental organizations
Swiss Federal Institute of Technology,Non-governmental organizations
Swiss Lenten Fund,Non-governmental organizations
Syndicat Professionnel pour le Recyclage et l’Elimination des Déchets Dangereux,Non-governmental organizations
Taiwan Carbon Capture Storage and Utilization Association,Non-governmental organizations
Taiwan Institute for Sustainable Energy,Non-governmental organizations
Taiwan Research Institute,Non-governmental organizations
TakingITGlobal,Non-governmental organizations
Tanzania Natural Resource Forum,Non-governmental organizations
Tearfund,Non-governmental organizations
Tebtebba Foundation,Non-governmental organizations
Technical University Munich,Non-governmental organizations
Technical University of Denmark,Non-governmental organizations
Technische Universität Darmstadt,Non-governmental organizations
Telecommunication and Transportation Foundation,Non-governmental organizations
TENMYA 21,Non-governmental organizations
TERI University,Non-governmental organizations
Texas Impact Education Fund Doing Business as the Texas Interfaith Center for Public Policy,Non-governmental organizations
Texas Tech University System,Non-governmental organizations
Thames Estuary Partnership,Non-governmental organizations
The American Institute of Architects,Non-governmental organizations
The Association for Coastal Ecosystem Services,Non-governmental organizations
The Association for Renewable Energy and Clean Technology,Non-governmental organizations
The Association of Commonwealth Universities,Non-governmental organizations
The Australia Institute Ltd.,Non-governmental organizations
"The B Team Headquarters, Inc.",Non-governmental organizations
The British Academy,Non-governmental organizations
The British Council,Non-governmental organizations
The Carbon Institute,Non-governmental organizations
The Carbon Literacy Trust,Non-governmental organizations
The Carbon Trust,Non-governmental organizations
The Catholic Agency for Overseas Development,Non-governmental organizations
The Centre for Sustainable Healthcare,Non-governmental organizations
The ChariTree Foundation,Non-governmental organizations
The Climate Center,Non-governmental organizations
The Climate Coalition,Non-governmental organizations
The Climate Crisis,Non-governmental organizations
The Climate Group,Non-governmental organizations
The Climate Reality Project,Non-governmental organizations
The Climate Registry,Non-governmental organizations
The Congolese Diaspora For Nelson Mandela Legacy,Non-governmental organizations
The Conservancy Association,Non-governmental organizations
The Conservation Coalition,Non-governmental organizations
The Corner House,Non-governmental organizations
The Cultural Sanctuaries Foundation,Non-governmental organizations
The Danish Family Planning Association,Non-governmental organizations
The Donkey Sanctuary,Non-governmental organizations
The Energy and Resources Institute,Non-governmental organizations
The Energy Foundation,Non-governmental organizations
The Fairtrade Foundation,Non-governmental organizations
The Federation for Associations Connected to the International Humana People to People Movement,Non-governmental organizations
The Food Foundation,Non-governmental organizations
The Gaia Foundation,Non-governmental organizations
The Geological Society of London,Non-governmental organizations
The George Washington University,Non-governmental organizations
The Gold Standard Foundation,Non-governmental organizations
"The Good Food Institute, Inc.",Non-governmental organizations
The Green Initiative,Non-governmental organizations
The Institute of Environmental Management and Assessment,Non-governmental organizations
The Institution of Chemical Engineers,Non-governmental organizations
The Institution of Engineering and Technology,Non-governmental organizations
The Interfaith Center for Sustainable Development,Non-governmental organizations
The Kenya Climate Change Working Group Association,Non-governmental organizations
The Landscape Institute,Non-governmental organizations
The Landworkers’ Alliance,Non-governmental organizations
The Lutheran World Federation,Non-governmental organizations
The Mark Leonard Trust,Non-governmental organizations
The National Farmers Union,Non-governmental organizations
The Nature Conservancy,Non-governmental organizations
The Optical Society,Non-governmental organizations
The Raoul Wallenberg Institute of Human Rights and Humanitarian Law,Non-governmental organizations
The Regeneration Project/Interfaith Power and Light,Non-governmental organizations
The Rockefeller Foundation,Non-governmental organizations
The Royal Incorporation of Architects in Scotland,Non-governmental organizations
The Royal Society,Non-governmental organizations
The Royal Society for the Protection of Birds,Non-governmental organizations
The Stanley Foundation,Non-governmental organizations
The Sunrise Project Australia Limited,Non-governmental organizations
The UK Emissions Trading Group,Non-governmental organizations
The University of Arizona,Non-governmental organizations
The University of British Columbia,Non-governmental organizations
The University of Manchester,Non-governmental organizations
The University of Sheffield,Non-governmental organizations
"The V. Kann Rasmussen Foundation, Inc.",Non-governmental organizations
The V.I. Vernadsky Nongovernmental Ecological Foundation,Non-governmental organizations
The Vegan Society,Non-governmental organizations
The Waste and Resources Action Programme,Non-governmental organizations
The William and Flora Hewlett Foundation,Non-governmental organizations
The Word Forest Organisation,Non-governmental organizations
Thin Green Line Foundation UK Ltd,Non-governmental organizations
Third Generation Environmentalism,Non-governmental organizations
Third World Network,Non-governmental organizations
Transform Scotland,Non-governmental organizations
Transforma,Non-governmental organizations
Transparency International,Non-governmental organizations
True Animal Protein Price Coalition,Non-governmental organizations
Trustees of the University of Pennsylvania,Non-governmental organizations
Trustees of Tufts College,Non-governmental organizations
Turkish Industry and Business Association,Non-governmental organizations
Turkish Society of HVAC and Sanitary Engineers,Non-governmental organizations
U.S. Climate Action Network,Non-governmental organizations
U.S. Green Building Council,Non-governmental organizations
UCC WHALE Center,Non-governmental organizations
UiT The Arctic University of Norway,Non-governmental organizations
UK Green Building Council,Non-governmental organizations
UK Student Climate Network,Non-governmental organizations
UK100 Cities Network Ltd,Non-governmental organizations
Uma Gota No Oceano,Non-governmental organizations
UNEP - Finance Initiative,Non-governmental organizations
UNICA - Brazilian Sugarcane Industry Association,Non-governmental organizations
Unidad Nacional de Asociaciones de Ingenieros A.C.,Non-governmental organizations
Unión de Industriales para Saneamiento Cuencas Matanza Riachuelo y Reconquista,Non-governmental organizations
Union of Concerned Scientists,Non-governmental organizations
Union of the Electricity Industry,Non-governmental organizations
Unis-Terre,Non-governmental organizations
Unitarian Universalist Association,Non-governmental organizations
United Cities and Local Governments,Non-governmental organizations
United Cities of Local Governments of Africa,Non-governmental organizations
United Kingdom Youth Climate Coalition Limited,Non-governmental organizations
United Methodist Church - General Board of Church and Society,Non-governmental organizations
United Mine Workers of America,Non-governmental organizations
United Nations Association for Development and Peace,Non-governmental organizations
United Nations Foundation,Non-governmental organizations
United Nations of Youth Network,Non-governmental organizations
United States Chamber of Commerce,Non-governmental organizations
United States Conference of Mayors,Non-governmental organizations
United States Council for International Business,Non-governmental organizations
Universal Versatile Society,Non-governmental organizations
Universidad de Barcelona,Non-governmental organizations
Universidad de las Islas Baleares,Non-governmental organizations
Universidad de Valladolid,Non-governmental organizations
Universidad EARTH,Non-governmental organizations
Universidad Politécnica de Cataluña,Non-governmental organizations
Universite Cote d’Azur,Non-governmental organizations
Université de Brest,Non-governmental organizations
Université de Liège,Non-governmental organizations
Université du Québec à Montréal,Non-governmental organizations
Université Libre de Bruxelles,Non-governmental organizations
Universitetet i Bergen,Non-governmental organizations
Universities Space Research Association,Non-governmental organizations
"University College Cork - National University of Ireland, Cork",Non-governmental organizations
University College London,Non-governmental organizations
University Corporation for Atmospheric Research,Non-governmental organizations
"University Luigi Bocconi, Institute of Energy and Environment Economics and Policy",Non-governmental organizations
University of Zurich,Non-governmental organizations
University of Aberdeen,Non-governmental organizations
University of Applied Sciences Cologne,Non-governmental organizations
University of Bayreuth,Non-governmental organizations
University of Birmingham,Non-governmental organizations
University of Bradford,Non-governmental organizations
University of Bristol,Non-governmental organizations
University of Calgary,Non-governmental organizations
University of California,Non-governmental organizations
University of Cambridge,Non-governmental organizations
University of Colorado at Boulder,Non-governmental organizations
University of Connecticut,Non-governmental organizations
University of Copenhagen,Non-governmental organizations
University of Dundee,Non-governmental organizations
University of Durham,Non-governmental organizations
University of East Anglia,Non-governmental organizations
University of Eastern Finland,Non-governmental organizations
University of Edinburgh,Non-governmental organizations
University of Exeter,Non-governmental organizations
University of Geneva,Non-governmental organizations
University of Genoa,Non-governmental organizations
University of Gothenburg,Non-governmental organizations
University of Hamburg,Non-governmental organizations
University of Hawaii,Non-governmental organizations
University of Heidelberg,Non-governmental organizations
University of Helsinki,Non-governmental organizations
University of Hull,Non-governmental organizations
University of Illinois,Non-governmental organizations
University of Leeds,Non-governmental organizations
University of Leuven,Non-governmental organizations
University of Linköping,Non-governmental organizations
University of Liverpool,Non-governmental organizations
"University of Maastricht, Institute for Transnational Legal Research",Non-governmental organizations
University of Maine,Non-governmental organizations
University of Maryland,Non-governmental organizations
University of Massachusetts Lowell,Non-governmental organizations
University of Miami,Non-governmental organizations
University of Michigan,Non-governmental organizations
University of Minnesota,Non-governmental organizations
University of Modena and Reggio Emilia,Non-governmental organizations
University of New England,Non-governmental organizations
University of Newcastle upon Tyne,Non-governmental organizations
University of Nijmegen,Non-governmental organizations
University of North Carolina,Non-governmental organizations
University of Nottingham,Non-governmental organizations
University of Oslo,Non-governmental organizations
University of Oxford,Non-governmental organizations
University of Plymouth,Non-governmental organizations
University of Potsdam,Non-governmental organizations
University of Reading,Non-governmental organizations
University of Saskatchewan,Non-governmental organizations
University of Southampton,Non-governmental organizations
University of Southern Denmark,Non-governmental organizations
University of St Andrews,Non-governmental organizations
University of Stirling,Non-governmental organizations
University of Strathclyde,Non-governmental organizations
University of Surrey,Non-governmental organizations
University of Sussex - Sussex Energy Group,Non-governmental organizations
University of Technology Malaysia,Non-governmental organizations
University of Texas at Austin,Non-governmental organizations
University of Tokyo,Non-governmental organizations
University of Toronto,Non-governmental organizations
University of Vermont,Non-governmental organizations
University of Victoria,Non-governmental organizations
University of Warwick,Non-governmental organizations
University of Washington,Non-governmental organizations
University of Waterloo,Non-governmental organizations
University of Wyoming,Non-governmental organizations
University of York,Non-governmental organizations
Uppsala University,Non-governmental organizations
Urgenda Foundation,Non-governmental organizations
urgewald e.V.,Non-governmental organizations
Value Reporting Foundation,Non-governmental organizations
Vanderbilt University,Non-governmental organizations
Vanke Foundation,Non-governmental organizations
Vasudha Foundation,Non-governmental organizations
Verra,Non-governmental organizations
Victoria University Wellington,Non-governmental organizations
Vikalp,Non-governmental organizations
Villanova University,Non-governmental organizations
Viracao Educommunication,Non-governmental organizations
Virginia Polytechnic Institute and State University,Non-governmental organizations
"Vitae Civilis Institute for Development, Environment and Peace",Non-governmental organizations
VIVAT International,Non-governmental organizations
Wageningen University,Non-governmental organizations
War on Want,Non-governmental organizations
Washington University,Non-governmental organizations
Water Climate Trust,Non-governmental organizations
Water Safety Initiative Foundation,Non-governmental organizations
WaterAid,Non-governmental organizations
Waterkeeper Alliance,Non-governmental organizations
"WCMC, World Conservation Monitoring Centre",Non-governmental organizations
We Are Forces of Nature,Non-governmental organizations
Wellcome Trust,Non-governmental organizations
West London Business,Non-governmental organizations
Wetlands International,Non-governmental organizations
Whale and Dolphin Conservation,Non-governmental organizations
Wild Projects,Non-governmental organizations
Wildlife and Countryside Link,Non-governmental organizations
Wildlife Conservation Society,Non-governmental organizations
Wildlife Without Borders,Non-governmental organizations
WindEurope,Non-governmental organizations
Windward Fund,Non-governmental organizations
Winrock International,Non-governmental organizations
Women Engage for a Common Future,Non-governmental organizations
Women Environmental Programme,Non-governmental organizations
Women Organizing for Change in Agriculture and Natural Resource Management,Non-governmental organizations
Women’s Earth and Climate Action Network,Non-governmental organizations
Women’s Environment and Development Organization,Non-governmental organizations
Women ’s International League for Peace and Freedom,Non-governmental organizations
WOMENVAI,Non-governmental organizations
Woods Hole Oceanographic Institution,Non-governmental organizations
Woodwell Climate Research Center,Non-governmental organizations
World Alliance of Young Men’s Christian Associations,Non-governmental organizations
World Animal Protection,Non-governmental organizations
World Association of Girl Guides and Girl Scouts,Non-governmental organizations
World Bioenergy Association,Non-governmental organizations
World Biogas Association,Non-governmental organizations
World Business Council for Sustainable Development,Non-governmental organizations
World Coal Association,Non-governmental organizations
World Conference of Religions for Peace,Non-governmental organizations
World Council of Churches,Non-governmental organizations
World Economic Forum,Non-governmental organizations
World Energy Council,Non-governmental organizations
World Environmental Conservancy,Non-governmental organizations
World Evangelical Alliance,Non-governmental organizations
World Farmers’ Organisation,Non-governmental organizations
World Federation of Engineering Organizations,Non-governmental organizations
World Future Council,Non-governmental organizations
"World Green Building Council, Inc.",Non-governmental organizations
World Green Economy Organization,Non-governmental organizations
World Information Transfer Inc.,Non-governmental organizations
World LP Gas Association,Non-governmental organizations
World Medical Association,Non-governmental organizations
World Nuclear Association,Non-governmental organizations
World Ocean Council,Non-governmental organizations
World Ocean Network,Non-governmental organizations
